Marsh_type,Marsh_zone,Source,Site_name,Site,Core,Habitat_type,Soil_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Nation,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,DOI
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Fibrous Peat (Silty),50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.1,0.12,EA,24.125,0.333206789,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Silt with Organics,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.2,0.22,EA,12.87,0.294365909,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Silt with Organics,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.3,0.32,EA,12.551,0.267995704,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Silt with Organics,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.4,0.42,EA,12.362,0.198391942,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Silt with Organics,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.5,0.52,EA,12.468,0.282673326,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Silt with Organics,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.6,0.62,EA,13.756,0.322759151,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Silt with Organics,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.7,0.72,EA,14.276,0.357787386,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Basal Silt,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.8,0.82,EA,12.222,0.370541002,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-04,Arne,ARN-20-04,NA,Basal Silt,50.690117,-2.0277089,direct from dataset,1,UK,England,2020,0.9,0.92,EA,12.045,0.365794648,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Fibrous Peat (Silty),50.689928,-2.02727,direct from dataset,1,UK,England,2020,0,0.02,EA,32.407,0.221791255,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Fibrous Peat (Silty),50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.04,0.06,EA,33.046,0.197210658,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Fibrous Peat (Silty),50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.1,0.12,EA,24.598,0.260816047,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Silt with Organics,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.2,0.22,EA,14.272,0.301545566,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Silt with Organics,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.3,0.32,EA,17.383,0.202353131,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Silt with Organics,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.4,0.42,EA,19.553,0.243004841,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Basal Silt,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.5,0.52,EA,15.307,0.38282069,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Basal Silt,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.6,0.62,EA,13.815,0.504252375,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Basal Silt,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.7,0.72,EA,12.614,0.434238347,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-05,Arne,ARN-20-05,NA,Basal Silt,50.689928,-2.02727,direct from dataset,1,UK,England,2020,0.8,0.82,EA,11.396,0.485592342,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Fibrous Peat (Silty),50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0,0.02,EA,7.583,0.17847989,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Fibrous Peat (Silty),50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.04,0.06,EA,6.282,0.317956209,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Fibrous Peat (Silty),50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.1,0.12,EA,6.943,0.272098364,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Silt with Organics,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.2,0.22,EA,6.923,0.362547887,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Silt with Organics,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.3,0.32,EA,3.853,0.490869212,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Basal Silt,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.4,0.42,EA,6.647,0.460587332,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Basal Silt,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.5,0.52,EA,6.123,0.426853557,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Basal Silt,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.6,0.62,EA,4.26,0.442549772,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Basal Silt,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.7,0.72,EA,4.363,0.506466397,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-06,Arne,ARN-20-06,NA,Basal Silt,50.689856,-2.0270576,direct from dataset,1,UK,England,2020,0.8,0.82,EA,3.501,0.585881177,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Fibrous Peat (Silty),50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0,0.02,EA,6.613,0.254867189,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Fibrous Peat (Silty),50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.04,0.06,EA,7.391,0.282821871,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Fibrous Peat (Silty),50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.1,0.12,EA,6.874,0.339983253,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Silt with Organics,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.2,0.22,EA,5.759,0.324046538,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Silt with Organics,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.3,0.32,EA,3.914,0.373179437,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Silt with Organics,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.4,0.42,EA,3.477,0.432045545,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Silt with Organics,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.5,0.52,EA,3.861,0.321245411,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Basal Silt,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.6,0.62,EA,3.247,0.426605983,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Basal Silt,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.7,0.72,EA,2.876,0.392391207,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-07,Arne,ARN-20-07,NA,Basal Silt,50.689793,-2.0268877,direct from dataset,1,UK,England,2020,0.8,0.82,EA,2.899,0.318861623,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Humified Peat,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0,0.02,EA,10.02,0.204821801,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Humified Peat,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.04,0.06,EA,8.68,0.263603027,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Silt with Organics,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.1,0.12,EA,7.182,0.353012737,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Silt with Organics,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.2,0.22,EA,4.296,0.379000971,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Silt with Organics,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.3,0.32,EA,4.844,0.324937805,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Silt with Organics,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.4,0.42,EA,4.857,0.362837902,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Silt with Organics,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.5,0.52,EA,4.3,0.524907149,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Basal Silt,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.6,0.62,EA,4.472,0.373978749,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-08,Arne,ARN-20-08,NA,Basal Silt,50.690207,-2.0274117,direct from dataset,1,UK,England,2020,0.7,0.72,EA,4.109,0.383620001,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Fibrous Peat (Silty),50.690468,-2.027695,direct from dataset,1,UK,England,2020,0,0.02,EA,9.595,0.310465316,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Fibrous Peat (Silty),50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.04,0.06,EA,9.742,0.191198138,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Fibrous Peat (Silty),50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.1,0.12,EA,8.497,0.312417617,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Fibrous Peat (Silty),50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.2,0.22,EA,5.207,0.422234527,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Silt with Organics,50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.3,0.32,EA,4.91,0.400950206,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Silt with Organics,50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.4,0.42,EA,6.143,0.302861246,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Silt with Organics,50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.5,0.52,EA,5.815,0.351272643,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Silt with Organics,50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.6,0.62,EA,4.878,0.388090487,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Basal Silt,50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.7,0.72,EA,5.051,0.377296245,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-09,Arne,ARN-20-09,NA,Basal Silt,50.690468,-2.027695,direct from dataset,1,UK,England,2020,0.8,0.82,EA,4.441,0.310903876,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Fibrous Peat (Silty),50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0,0.02,EA,12.307,0.227591569,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Fibrous Peat (Silty),50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.04,0.06,EA,12.189,0.213720331,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Humified Peat,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.1,0.12,EA,7.5,0.275168286,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Humified Peat,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.2,0.22,EA,8.115,0.366763724,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Humified Peat,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.3,0.32,EA,6.259,0.384822505,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Silt with Organics,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.4,0.42,EA,6.83,0.350940186,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA,Silt with Organics,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.5,0.52,EA,5.643,0.333737305,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA, Silt,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.6,0.62,EA,5.396,0.39795102,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA, Silt,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.7,0.72,EA,4.362,0.432342635,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-10,Arne,ARN-20-10,NA, Silt,50.690746,-2.0280208,direct from dataset,1,UK,England,2020,0.8,0.82,EA,4.231,0.420904699,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Fibrous Peat (Silty),50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0,0.02,EA,9.739,0.26832816,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt with Organics,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.04,0.06,EA,6.843,0.27368284,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt with Organics,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.1,0.12,EA,4.097,0.387064822,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt with Organics,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.2,0.22,EA,7.149,0.367881346,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt with Organics,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.3,0.32,EA,7.77,0.315876584,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt with Organics,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.4,0.42,EA,7.747,0.334416366,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.5,0.52,EA,6.443,0.36436579,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.6,0.62,EA,4.803,0.365037777,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.7,0.72,EA,1.925,0.453768427,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Silt,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.8,0.82,EA,1.083,0.766136528,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-11,Arne,ARN-20-11,NA,Sandy Silt,50.691088,-2.0283607,direct from dataset,1,UK,England,2020,0.9,0.92,EA,1.23,0.880480513,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA,Fibrous Peat (Silty),50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0,0.02,EA,11.323,0.285071261,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA,Humified Peat,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.04,0.06,EA,11.051,0.391308953,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA,Humified Peat,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.1,0.12,EA,8.23,0.448979631,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA,Silt with Organics,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.2,0.22,EA,6.5,0.461556409,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA,Silt with Organics,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.3,0.32,EA,6.037,0.439727424,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA,Silt with Organics,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.4,0.42,EA,8.941,0.291175737,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA, Silt,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.5,0.52,EA,6.664,0.305938242,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA, Silt,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.6,0.62,EA,5.826,0.32552491,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA, Silt,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.7,0.72,EA,5.75,0.349171798,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-12,Arne,ARN-20-12,NA, Silt,50.690953,-2.0280067,direct from dataset,1,UK,England,2020,0.8,0.82,EA,6.795,0.320799777,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Humified Peat,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0,0.02,EA,10.492,0.185114883,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Humified Peat,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.04,0.06,EA,7.294,0.2741214,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Silt with Organics,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.1,0.12,EA,7.161,0.290758397,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Silt with Organics,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.2,0.22,EA,5.837,0.397477092,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Silt with Organics,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.3,0.32,EA,4.778,0.348712017,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Silt with Organics,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.4,0.42,EA,7.142,0.226962022,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Silt with Organics,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.5,0.52,EA,6.211,0.277757207,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Silt with Organics,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.6,0.62,EA,5.771,0.300725033,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Basal Silt,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.7,0.72,EA,4.146,0.394378875,unpublished
Natural,NA,Smeaton et al 2022a,CS ARN-20-13,Arne,ARN-20-13,NA,Basal Silt,50.690746,-2.027412,direct from dataset,1,UK,England,2020,0.8,0.82,EA,3.92,0.475986457,unpublished
