Species,Source,Site_name,Site,Subsite,Season,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,SOM_perc,BD_reported_g_cm3,Conv_factor,DOI
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,1.521369502,2.117205379,1.341943333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.073417447,1.722360023,1.79061,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,1.019847618,1.675141135,1.47563,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,1.376237737,1.989279627,1.44421,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,0.826164441,1.504419957,1.389663333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.958091501,1.62070648,1.781026667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,0.987579831,1.646698838,1.68583,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.287594705,1.911145619,1.49304,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,0.961007754,1.623276998,1.49538,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,1.364639455,1.979056373,1.558156667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.839074213,2.397244789,1.517903333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,0.93590673,1.601151811,1.613056667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,0.759484065,1.445644835,1.39795,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,0.896371204,1.566303397,1.430663333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.93387836,1.599363913,1.477206667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,0.807319643,1.487809293,1.29537,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.038532716,1.691611032,1.550016667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,2.981772288,3.404470946,1.419906667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,0.851470547,1.526725912,1.528746667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.026604373,1.681096847,1.4262,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,0.625950108,1.32794192,1.618916667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,0.771950996,1.456633756,1.576876667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,1.025623949,1.680232656,1.597646667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.833859521,1.511202751,1.636873333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,0.990162401,1.648975232,1.333556667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,0.758168515,1.444485249,1.519233333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,1.730965035,2.301952433,1.522883333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,NA,NA,NA,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.096820174,1.742988254,1.761203333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,1.020661369,1.675858413,1.301153333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,0.801464441,1.482648251,1.679716667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,0.836426846,1.513465708,1.30021,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.603230222,1.307915577,1.399376667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,0.929681196,1.595664342,1.402253333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,0.987764727,1.646861813,1.617363333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,1.554010551,2.145976686,1.24101,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,1.509766507,2.10697797,1.352353333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.38586884,1.99776892,1.58653,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,1.159268466,1.798033024,1.622606667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,1.109436346,1.754108723,1.507846667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,1.016145519,1.671877937,1.5465,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.984506263,1.643989655,1.535363333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.068868652,1.718350509,1.66075,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 1 Summer 6,Swartkops Estuary,1,Summer,Swartkops_Summer_1_6_Spartina,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.082804945,1.730634592,1.55437,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,11.62181611,11.0201993,1.096786667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,16.68249924,15.48091603,0.946866667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,11.7066057,11.09493671,0.96945,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,10.98820106,10.46170213,0.759533333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,4.923655117,5.116134964,0.861486667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,10.39187903,9.936076708,0.813446667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,3.023894969,3.441599796,0.930776667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.979886338,2.521363013,1.152493333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 1,Swartkops Estuary,2,Summer,Swartkops_Summer_2_1_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,3.451677333,3.818666667,1.06269,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,9.616298222,9.252444444,0.83993,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,15.81581509,14.71698113,0.85779,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,4.313355761,4.5781893,1.116483333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,2.99008813,3.411800908,1.068213333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,3.340401017,3.72058265,1.144443333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,5.69906991,5.799620899,0.79579,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,4.612170741,4.841578441,0.94551,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,2.962330781,3.387334315,1.372416667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 2,Swartkops Estuary,2,Summer,Swartkops_Summer_2_2_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.49101132,2.090446294,0.856546667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 3,Swartkops Estuary,2,Summer,Swartkops_Summer_2_3_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,8.291932529,8.08508817,1.138823333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 3,Swartkops Estuary,2,Summer,Swartkops_Summer_2_3_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,18.20269546,16.82088626,0.689546667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 2 Summer 3,Swartkops Estuary,2,Summer,Swartkops_Summer_2_3_Spartina,Saltmarsh,-33.8532,25.6139,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,7.168022342,7.094422514,1.021276667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
