Species,Source,Site_name,Site,Subsite,Season,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,SOM_perc,BD_reported_g_cm3,Conv_factor,DOI
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 4,Swartkops Estuary,5,Winter,Swartkops_Winter_5_4_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,5.866333259,5.947054437,0.889333333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 4,Swartkops Estuary,5,Winter,Swartkops_Winter_5_4_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,3.048583376,3.463361283,1.53,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 4,Swartkops Estuary,5,Winter,Swartkops_Winter_5_4_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.627667439,3.092346795,1.569033333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 4,Swartkops Estuary,5,Winter,Swartkops_Winter_5_4_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,2.07672679,2.6067226,1.603266667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 5,Swartkops Estuary,5,Winter,Swartkops_Winter_5_5_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,4.601286191,4.831984302,0.885966667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 5,Swartkops Estuary,5,Winter,Swartkops_Winter_5_5_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,2.659378827,3.120298657,1.1884,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 5,Swartkops Estuary,5,Winter,Swartkops_Winter_5_5_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.859672348,3.296846495,1.718833333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 5,Swartkops Estuary,5,Winter,Swartkops_Winter_5_5_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,2.72485691,3.178014024,1.4775,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 6,Swartkops Estuary,5,Winter,Swartkops_Winter_5_6_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,3.840756802,4.161619041,1.1865,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 6,Swartkops Estuary,5,Winter,Swartkops_Winter_5_6_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,3.328273663,3.709893048,1.2931,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 6,Swartkops Estuary,5,Winter,Swartkops_Winter_5_6_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.520739313,2.998095472,1.5342,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Winter 6,Swartkops Estuary,5,Winter,Swartkops_Winter_5_6_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,2.483299662,2.965094458,1.658166667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 1,Swartkops Estuary,6,Winter,Swartkops_Winter_6_1_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,7.843096858,7.689463956,0.785733333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 1,Swartkops Estuary,6,Winter,Swartkops_Winter_6_1_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,2.337505715,2.836585028,0.709166667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 1,Swartkops Estuary,6,Winter,Swartkops_Winter_6_1_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.118713092,2.64373124,1.205033333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 1,Swartkops Estuary,6,Winter,Swartkops_Winter_6_1_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,3.321974689,3.704340845,0.848633333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 2,Swartkops Estuary,6,Winter,Swartkops_Winter_6_2_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,6.679027634,6.663400294,0.5482,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 2,Swartkops Estuary,6,Winter,Swartkops_Winter_6_2_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,2.463432235,2.947582402,1.623933333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 2,Swartkops Estuary,6,Winter,Swartkops_Winter_6_2_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.163688807,2.683374885,0.846066667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 2,Swartkops Estuary,6,Winter,Swartkops_Winter_6_2_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,2.280891985,2.786683107,0.8282,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 3,Swartkops Estuary,6,Winter,Swartkops_Winter_6_3_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,7.891034839,7.731718677,0.6416,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 3,Swartkops Estuary,6,Winter,Swartkops_Winter_6_3_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,1.802701798,2.365184484,0.972566667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 3,Swartkops Estuary,6,Winter,Swartkops_Winter_6_3_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,NA,NA,NA,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 3,Swartkops Estuary,6,Winter,Swartkops_Winter_6_3_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,2.856292835,3.293867638,1.104566667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 4,Swartkops Estuary,6,Winter,Swartkops_Winter_6_4_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,5.614473582,5.725053841,0.855033333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 4,Swartkops Estuary,6,Winter,Swartkops_Winter_6_4_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,2.160012031,2.680134007,1.038566667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 4,Swartkops Estuary,6,Winter,Swartkops_Winter_6_4_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,1.363970719,1.978466918,0.726366667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 4,Swartkops Estuary,6,Winter,Swartkops_Winter_6_4_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,2.420918432,2.910108799,0.914066667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 5,Swartkops Estuary,6,Winter,Swartkops_Winter_6_5_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,6.841362802,6.806489909,0.7978,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 5,Swartkops Estuary,6,Winter,Swartkops_Winter_6_5_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,3.403285736,3.776012107,1.045133333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 5,Swartkops Estuary,6,Winter,Swartkops_Winter_6_5_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.163339201,2.683066726,1.955633333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 5,Swartkops Estuary,6,Winter,Swartkops_Winter_6_5_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,1.631436431,2.214223386,1.0346,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 6,Swartkops Estuary,6,Winter,Swartkops_Winter_6_6_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0,0.05,LOI,8.386683739,8.386683739,0.800866667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 6,Swartkops Estuary,6,Winter,Swartkops_Winter_6_6_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.05,0.1,LOI,2.971840069,2.971840069,1.163733333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 6,Swartkops Estuary,6,Winter,Swartkops_Winter_6_6_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.1,0.25,LOI,2.456731328,2.456731328,0.965666667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 6 Winter 6,Swartkops Estuary,6,Winter,Swartkops_Winter_6_6_Spartina,Saltmarsh,-33.8375,25.5887,direct from dataset,1,SouthAfrica,2019,0.25,0.5,LOI,3.11593664,3.11593664,0.870766667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,1.933268701,2.030574485,1.471273333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,1.525581225,1.554248422,1.573766667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.427054162,1.439133265,1.475543333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,1.762655522,1.831236735,1.344776667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,1.645757975,1.694658225,1.249396667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,9.393589723,10.74692105,1.59896,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,3.992021081,4.435940041,1.672083333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.908353986,2.001465108,1.653146667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 1,Swartkops Estuary,1,Summer,Swartkops_Summer_1_1_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.341474419,1.339145249,1.588796667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,3.558655103,3.929612224,1.383533333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,1.693584853,1.750537274,1.388873333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.691765598,1.748411728,1.46157,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,1.712471727,1.772603958,1.373,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,1.95599319,2.057124886,1.510843333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,1.593962542,1.634142472,1.53244,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,1.745177967,1.810816645,1.655393333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.830030264,1.909954743,1.64424,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 2,Swartkops Estuary,1,Summer,Swartkops_Summer_1_2_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.766320133,1.835518324,1.70319,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,1.861217924,1.946393182,1.355626667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,1.99372103,2.101204615,1.548903333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.733721014,1.797430791,1.220646667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,4.518134756,5.05063063,1.448193333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,6.229082313,7.049634669,1.587836667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,1.510451868,1.536571875,1.425306667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,9.027836513,10.31958934,1.46192,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,6.33988536,7.179092604,1.3309,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 3,Swartkops Estuary,1,Summer,Swartkops_Summer_1_3_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,13.25539275,15.25890028,1.430456667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,8.462046931,9.658542974,1.527583333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,3.97317475,4.413920727,1.505786667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,3.13292422,3.432204954,1.715313333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,2.454628216,2.639710499,1.443666667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,3.689216157,4.082154641,1.464766667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,4.970869401,5.579588037,1.457856667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,3.323660428,3.655053661,1.558293333,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.23675089,1.216790385,1.5473,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 4,Swartkops Estuary,1,Summer,Swartkops_Summer_1_4_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.335050429,1.331639712,1.684226667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,1.91109342,2.004665755,1.4338,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,12.12974481,13.94373736,1.489026667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
Salicornia tegetaria,Human et al 2022,LRDH Swartkops 1 Summer 5,Swartkops Estuary,1,Summer,Swartkops_Summer_1_5_Salicornia,Saltmarsh,-33.8689,25.6286,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,1.685872423,1.741526373,1.429386667,(0.8559*SOM_perc)+0.1953,https://doi.org/10.1016/j.scitotenv.2022.156955
