study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity_661keV,cs137_activity_se_661keV,cs137_unit,pb210_activity_46.5keV,pb210_activity_se_46.5keV,pb210_unit,pb214_activity_295keV,pb214_activity_se_295keV,pb214_activity_351.9keV,pb214_activity_se_351.9keV,pb214_unit,bi214_activity_609keV,bi214_activity_se_609keV,bi214_unit
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,25,26,replicate_2,0.2865222929936305,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,26,27,replicate_2,0.5543235668789809,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,27,28,replicate_2,0.6513426751592356,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,28,29,replicate_2,0.7507464968152866,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,29,30,replicate_2,0.7114496815286624,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,30,31,replicate_2,0.7022980891719744,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,31,32,replicate_2,1.0913936305732486,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,32,33,replicate_2,1.07251974522293,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,33,34,replicate_2,0.7099617834394905,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,34,35,replicate_2,0.726155414012739,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,35,36,replicate_2,0.7321375796178344,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,36,37,replicate_2,0.7510624203821655,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,37,38,replicate_2,0.8415184713375796,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,38,39,replicate_2,0.8300433121019108,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,39,40,replicate_2,0.7516025477707006,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,40,46,replicate_2,0.7077723991507431,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,0,1,replicate_1,0.05786496815286625,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,1,2,replicate_1,0.09523566878980891,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,2,3,replicate_1,0.07627006369426753,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,3,4,replicate_1,0.05399235668789812,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,4,5,replicate_1,0.07499617834394905,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,5,6,replicate_1,0.09728407643312104,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,6,7,replicate_1,0.1375796178343949,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,7,8,replicate_1,0.12037707006369427,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,8,9,replicate_1,0.1819515923566879,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,9,10,replicate_1,0.14611974522292995,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,10,11,replicate_1,0.17297324840764333,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,11,12,replicate_1,0.12889681528662422,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,12,13,replicate_1,0.07142929936305731,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,13,14,replicate_1,0.138231847133758,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,14,15,replicate_1,0.1551796178343949,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,15,16,replicate_1,0.1084127388535032,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,16,17,replicate_1,0.16722547770700638,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,17,18,replicate_1,0.18221656050955418,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,18,19,replicate_1,0.22887133757961783,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,19,20,replicate_1,0.26735286624203825,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,20,21,replicate_1,0.2470420382165605,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,21,22,replicate_1,0.23612738853503187,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,22,23,replicate_1,0.4718165605095541,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,23,24,replicate_1,0.7498089171974522,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,24,25,replicate_1,0.7078012738853503,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,25,26,replicate_1,0.5377222929936305,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,26,27,replicate_1,0.4967643312101911,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,27,28,replicate_1,0.9020535031847133,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,28,29,replicate_1,0.9770496815286625,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,29,30,replicate_1,0.9072305732484077,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,30,31,replicate_1,1.0852993630573249,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,31,32,replicate_1,1.1963414012738853,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,32,33,replicate_1,1.4297070063694268,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,33,34,replicate_1,1.1122445859872612,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,34,35,replicate_1,1.2517095541401275,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,35,36,replicate_1,1.4737834394904459,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,36,37,replicate_1,1.0095490445859874,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,37,38,replicate_1,1.2455949044585988,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,38,39,replicate_1,0.9211719745222929,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,39,40,replicate_1,1.3631592356687898,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,40,45,replicate_1,1.2544468789808916,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,2,3,fraction_organic_matter_1,NA,0.526620825147345,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,2,3,fraction_organic_matter_2,NA,0.5126188734454977,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,5,6,fraction_organic_matter_1,NA,0.5698564593301477,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,5,6,fraction_organic_matter_2,NA,0.525242351756265,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,10,11,fraction_organic_matter_1,NA,0.4084223988307304,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,10,11,fraction_organic_matter_2,NA,0.3899005807658197,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,13,14,fraction_organic_matter_1,NA,0.6793760831889104,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,13,14,fraction_organic_matter_2,NA,0.7158798283261764,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,16,17,fraction_organic_matter_1,NA,0.46744186046511627,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,16,17,fraction_organic_matter_2,NA,0.4317964008092876,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,19,20,fraction_organic_matter_1,NA,0.23492261163494554,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,19,20,fraction_organic_matter_2,NA,0.21581456210860733,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,22,23,fraction_organic_matter_1,NA,0.11057523675903282,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,22,23,fraction_organic_matter_2,NA,0.09812362927463422,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,25,26,fraction_organic_matter_1,NA,0.13567296567682097,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,25,26,fraction_organic_matter_2,NA,0.12426207297009452,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,28,29,fraction_organic_matter_1,NA,0.18873393920401363,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,28,29,fraction_organic_matter_2,NA,0.127340317674891,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,35,36,fraction_organic_matter_1,NA,0.15742653810835813,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,35,36,fraction_organic_matter_2,NA,0.10073930767636385,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,0,5,fraction_organic_matter_1,NA,0.4341261633919366,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,0,5,fraction_organic_matter_2,NA,0.37744209466264084,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,0,5,NA,0.13149961783439493,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,5,10,fraction_organic_matter_1,NA,0.2575716965960875,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,5,10,fraction_organic_matter_2,NA,0.2366853383124375,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,5,10,NA,0.21093503184713377,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,10,15,fraction_organic_matter_1,NA,0.272834896639648,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,10,15,fraction_organic_matter_2,NA,0.24049167186247047,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,10,15,NA,0.2619780891719745,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,15,20,fraction_organic_matter_1,NA,0.16324426497121577,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,15,20,fraction_organic_matter_2,NA,0.20137628554144038,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,15,20,NA,0.353288152866242,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,20,22,fraction_organic_matter_1,NA,0.12128914192760884,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,20,22,fraction_organic_matter_2,NA,0.11320039426794809,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,20,22,NA,0.4656101910828026,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,22,24,fraction_organic_matter_1,NA,0.1022139282381881,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,22,24,fraction_organic_matter_2,NA,0.10754201506747166,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,22,24,NA,0.49998980891719746,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,24,26,fraction_organic_matter_1,NA,0.08522156059082774,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,24,26,fraction_organic_matter_2,NA,0.08579977357269791,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,24,26,NA,0.7579363057324842,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,26,28,fraction_organic_matter_1,NA,0.07340289218377999,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,26,28,fraction_organic_matter_2,NA,0.08081841432224994,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,26,28,NA,0.8108891719745223,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,28,30,fraction_organic_matter_1,NA,0.07308574827908408,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,28,30,fraction_organic_matter_2,NA,0.07091836734693695,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,28,30,NA,0.874863694267516,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,30,32,fraction_organic_matter_1,NA,0.07286961758506597,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,30,32,fraction_organic_matter_2,NA,0.06315722792347553,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,30,32,NA,0.6878980891719745,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,32,34,fraction_organic_matter_1,NA,0.0602372034956288,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,32,34,fraction_organic_matter_2,NA,0.05498913588500983,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,32,34,NA,0.9436331210191082,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,34,36,fraction_organic_matter_1,NA,0.05509284543965046,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,34,36,fraction_organic_matter_2,NA,0.05354983589566819,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,34,36,NA,0.8750929936305732,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,36,40,fraction_organic_matter_1,NA,0.04220893422441252,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,36,40,fraction_organic_matter_2,NA,0.04868942395610858,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,36,40,NA,1.033243312101911,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,40,45,fraction_organic_matter_1,NA,0.033798449612401464,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,40,45,fraction_organic_matter_2,NA,0.03286174114829002,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G5,russian corer,40,45,NA,1.3610761783439491,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G3,russian corer,0,5,fraction_organic_matter_1,NA,0.6338365434669417,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G3,russian corer,0,5,fraction_organic_matter_2,NA,0.626353459350342,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G3,russian corer,0,5,NA,0.09809121019108281,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G3,russian corer,5,10,fraction_organic_matter_1,NA,0.7661460957178814,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G3,russian corer,5,10,fraction_organic_matter_2,NA,0.7605952156715035,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G3,russian corer,5,10,NA,0.09279796178343949,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
