study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,age,fraction_nitrogen,fraction_sand,fraction_silt,fraction_clay
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,14,15,0.54359999999999986,0.1403508771929794,0.02275,6.1665426587745023,0.55375553075795036,61.716439999999999,7.8908800000000001,17.188130000000001,0.92815999999999999,1965.1,0.0025700000000000002,0.03279,0.77762,0.18799
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,15,16,0.54940000000000011,0.1551724137931027,0.022053333333333335,4.5083651667226023,0.52297035933982194,56.093850000000003,7.8931399999999998,18.655619999999999,0.8992,1955.7,0.002286666666666667,0.028229999999999998,0.7874899999999999,0.18268
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,16,17,0.73630000000000018,0.1298701298701318,0.018873333333333332,1.5936447052990321,0.39665816714892915,53.762830000000001,7.4351399999999996,20.71143,0.96308000000000005,1945.2,0.0020566666666666667,0.056710000000000003,0.56446,0.37762
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,17,18,0.82269999999999999,0.1264367816091951,0.01808,1.2823256477684999,0.36764276321522893,33.36741,6.4190899999999997,23.320969999999999,0.95382999999999996,1935.6,0.0018800000000000004,0.03339,0.7469,0.21805
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,18,19,0.96000000000000019,0.120000000000001,0.015863333333333333,0.53761337348717431,0.19596007463607504,46.742570000000001,5.3515600000000001,24.184339999999999,0.73279000000000005,1925.2,0.00155,0.012270000000000001,0.74064,0.24535
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,19,20,0.66659999999999986,0.1285714285714285,0.015393333333333335,1.1926329058757608,0.33310237061109993,30.519359999999999,5.96638,22.430250000000001,0.95552999999999999,1915.9,0.0014833333333333332,0.02543,0.74457,0.22829999999999998
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,20,21,1.0007000000000001,0.12380952380952276,0.014029999999999997,0.72878626027094184,0.2375114422223,29.673089999999998,6.0061200000000001,24.158239999999999,0.96875,1907,0.0012833333333333334,0.01814,0.57307,0.40751
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,21,22,0.91720000000000002,0.13541666666666552,0.013066666666666666,0.22348871626166808,0.15335795709875669,20.20504,5.0378499999999997,26.11243,0.97921999999999998,1898,0.00115,0.03538,0.63934,0.3239
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,22,23,0.96169999999999978,0.12121212121211881,0.011986666666666668,NA,NA,43.395049999999998,5.2645900000000001,22.562709999999999,0.71748999999999996,1888.5,9.966666666666668e-4,0.03121,0.76342,0.20373000000000002
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,23,24,1.0279,0.12962962962963037,0.01191,NA,NA,30.752559999999999,3.5459499999999999,21.837910000000001,0.51319000000000004,1878.7,0.0010299999999999999,0.0365,0.7450100000000001,0.21684
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,24,25,0.96179999999999977,0.11881188118811652,0.012333333333333333,NA,NA,21.96902,5.1627700000000001,23.874870000000001,0.94543999999999995,1868.6,0.00105,0.01694,0.79775,0.18367999999999998
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,25,26,1.0349999999999999,0.11214953271028127,0.011083333333333334,NA,NA,30.382349999999999,5.85053,19.957609999999999,0.87812999999999997,1858.6,9.500000000000001e-4,0.006030000000000001,0.8231100000000001,0.16925
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,26,27,1.0592999999999999,0.11818181818182034,0.01035,NA,NA,19.808859999999999,3.8129599999999999,20.078340000000001,0.67061999999999999,1848.4,8.800000000000001e-4,0.0126,0.8136500000000001,0.17209
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,27,28,0.96979999999999977,NA,0.010636666666666666,NA,NA,33.416220000000003,5.5743999999999998,20.540310000000002,0.82572000000000001,1838.7,8.866666666666667e-4,0.00748,0.8055599999999999,0.18530000000000002
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,28,29,1.0235000000000001,0.12149532710280278,0.011163333333333334,NA,NA,22.490120000000001,5.0973100000000002,18.458649999999999,0.85279000000000005,1828.4,8.866666666666667e-4,0.00712,0.7892399999999999,0.20192
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,29,30,0.94730000000000003,0.129999999999999,0.010903333333333334,NA,NA,38.541809999999998,6.5491000000000001,20.98057,0.87278999999999995,1818.4,0.0010299999999999999,0.043250000000000004,0.7494200000000001,0.20565
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,30,31,0.90830000000000011,0.12500000000000092,0.01103,NA,NA,25.221699999999998,5.4639899999999999,19.661629999999999,1.83836,1808.3,9.633333333333334e-4,0.03165,0.73807,0.22845
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,31,32,0.93590000000000018,0.14000000000000057,0.011706666666666666,NA,NA,30.183499999999999,5.7255200000000004,19.87398,0.85855999999999999,1798.2,0.0011933333333333334,0.02783,0.7158800000000001,0.2544
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,32,33,1.1197999999999997,0.15126050420168072,0.014793333333333332,NA,NA,42.249540000000003,5.4348999999999998,25.066669999999998,0.72443000000000002,1788.3,0.0013633333333333334,0.03686,0.67377,0.28741
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,33,34,1.0859000000000001,0.12280701754386009,0.01593,NA,NA,45.75347,4.5143500000000003,35.594720000000002,0.62290999999999996,1778.2,0.0013833333333333334,0.07964,0.7229099999999999,0.19572
Carlin_et_al_2021,ELM1812,ELM1812-MFA1,34,35,0.90120000000000022,0.13541666666666602,0.023036666666666664,NA,NA,45.41301,6.2782499999999999,27.420970000000001,0.87746999999999997,1768.1,0.0019566666666666665,0.005560000000000001,0.8055499999999999,0.18703
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,0,1,0.41680000000000006,0.3103,0.04391000000000001,5.2982891853744949,0.56797660067214584,73.053006708986459,8.5611684062984903,20.910711983333332,1.0078963166666666,2017.3,0.006106666666666666,0.0375,0.72669,0.23395
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,1,2,0.43099999999999983,0.1739,0.03536333333333334,4.195644796701882,0.51606430999433162,68.133403636234448,7.7899183321220269,17.918154133333335,0.86903048333333333,2015.7,0.004543333333333333,0.02495,0.7278600000000001,0.24531
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,2,3,0.45979999999999999,0.2963,0.030673333333333334,3.2758496666332571,0.42586045666232347,74.112187073191663,6.8375856608056145,20.362888983333335,0.80840670000000003,2013.6,0.003943333333333333,0.02338,0.7313600000000001,0.24337
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,3,4,0.48869999999999991,0.2353,0.025720000000000007,3.3541286002068187,0.51150461153153992,100.93175017099617,9.3987208766845072,19.202411900000001,0.94091818333333321,2010.8,0.003283333333333334,0.01965,0.7622099999999999,0.21632
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,4,5,0.54180000000000006,0.23079999999999998,0.024006666666666666,2.6550476447614018,0.48905977616505031,56.318845313535562,7.4142905466839997,18.9938766,0.9022091333333333,2008.5,0.00301,0.05149,0.7616499999999999,0.18522
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,5,6,0.60909999999999997,0.14285714285714285,0.03617666666666666,1.5025983507005078,0.38421439827411968,66.563062394232162,7.6443780381350113,15.584323299999999,0.81038481666666662,2005.7,0.0032300000000000002,0.023620000000000002,0.7968500000000002,0.17791
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,6,7,0.67379999999999995,0.16901408450704344,0.03547333333333333,3.4100984428392325,0.47673176230892472,59.410558894305694,7.4565295509747118,14.593457316666667,0.85663594999999992,2002.7,0.003153333333333333,0.01959,0.80105,0.17769
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,7,8,0.62580000000000013,0.14516129032258102,0.03506,2.7132269951562642,0.46179123457559629,59.447071251695526,7.4738686061263726,18.02248091666667,0.88129931666666672,1999.4,0.003053333333333333,0.02565,0.81247,0.16027999999999998
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,8,9,0.60789999999999988,0.15625000000000208,0.0351,3.9022880053718461,0.50651698309726556,65.190717126544897,7.7825522856614402,14.733549583333334,0.83391890000000002,1995.8,0.0030666666666666663,0.02251,0.80144,0.17443
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,9,10,0.60559999999999992,0.15873015873015558,0.03823333333333333,3.5825870084000204,0.44280775423824242,47.515706804799528,6.8169330352245865,15.874197833333334,0.80640925000000008,1992.2,0.003073333333333333,0.0307,0.8175999999999999,0.15017
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,10,11,0.67110000000000003,0.14084507042253705,0.035853333333333334,2.2448513455129526,0.3407684342488661,69.568505565038038,6.0721404996936226,17.093616116666666,0.65639486666666658,1987.4,0.00292,0.02754,0.8082199999999999,0.16266999999999998
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,11,12,0.69730000000000003,0.15277777777777724,0.03544666666666667,3.4278878746365256,0.469620638825204,59.807833748585651,7.2065669100151739,18.560549183333332,0.88348213333333325,1982,0.002826666666666666,0.0225,0.8234200000000002,0.15252000000000002
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,12,13,0.71780000000000022,0.13513513513513253,0.03221666666666667,2.0511649686506046,0.42930882793857161,56.100512436424374,7.1782823661719286,16.447865066666665,0.87173685000000001,1976.3,0.0025766666666666663,0.02488,0.8147999999999999,0.15877
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,13,14,0.69299999999999984,0.1388888888888911,0.030340000000000002,2.4011213593098302,0.31430678593365674,46.490201385796063,5.3540926327559548,18.688463033333331,0.66530928333333328,1971.2,0.002416666666666667,0.02696,0.8114100000000001,0.16008
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,14,15,0.91719999999999979,0.1458333333333338,0.026597616852605078,1.5456352719218376,0.38192647569188609,41.196468482123315,6.7117773228987998,20.271279999999997,0.88180068333333339,1965.6,0.0020469331,0.03396999999999999,0.8194899999999999,0.14503
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,15,16,0.82959999999999989,0.14942528735632052,0.027945221313294036,1.1997375783671507,0.36136095860418577,40.030001041831127,6.7091452673130458,21.164406883333335,0.91006950000000009,1959.4,0.002149389633333333,0.015339999999999998,0.82882,0.15427
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,16,17,0.94970000000000021,0.13131313131313052,0.02064358609286391,0,0,46.352610724211509,6.6874452491986771,20.0867121,0.89185001666666663,1951.9,0.0015296336000000003,0.01774,0.81741,0.16329999999999997
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,17,18,0.96839999999999993,0.13725490196078494,0.018018850442417647,0.86664850624395728,0.29674044853793108,42.202558524951456,6.6636195062345172,20.399486366666668,0.86697816666666661,1944.2,0.0012277562333333331,0.01945,0.7909100000000001,0.188
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,18,19,1.0260999999999998,0.1308411214953276,0.018516666666666667,0.70127924237466177,0.27546248640476723,26.745028743983358,5.7423030417323409,21.914798816666668,0.90288971666666673,1936.9,0.0014333333333333333,0.01855,0.80474,0.17511
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,19,20,0.93969999999999998,0.1414141414141422,0.020866666666666665,0.28328379735933962,0.16977197975745223,35.033256091672911,6.1940003893688962,20.673223749999998,0.86827539999999992,1928.9,0.00155,0.01789,0.77805,0.20239000000000001
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,20,21,0.92359999999999975,0.14583333333333062,0.02042666666666667,NA,NA,32.5006404482683,5.9827481257370243,20.125110899999996,0.90160496666666679,1920.6,0.00135,0.0329,0.79298,0.17254000000000003
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,21,22,0.91079999999999983,0.14736842105263215,0.01836,NA,NA,28.553470282639726,5.6543989148273894,19.895943999999997,0.87144235000000003,1912.3,0.0011799999999999998,0.03688,0.7847,0.17689
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,22,23,1.044,0.1284403669724776,0.020233333333333336,NA,NA,31.630894111054211,5.9908618984745949,21.531955833333335,0.90218894999999999,1903.7,0.0012266666666666667,0.02004,0.8091200000000001,0.16928
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,23,24,1.1353000000000002,0.1260504201680689,0.018266666666666664,NA,NA,36.319085888292364,6.1837246982195966,23.003495516666668,0.87643318333333331,1894.5,0.0012066666666666667,0.0255,0.8186399999999999,0.15438000000000002
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,24,25,1.0149999999999999,0.11428571428571516,0.01879,NA,NA,39.782870251564745,6.3424990903795013,22.985096800000001,0.91940386666666662,1884.9,0.0013,0.039490000000000004,0.79979,0.1592
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,25,26,0.91259999999999986,0.1546391752577307,0.029173333333333336,NA,NA,53.931515762228315,7.2080725667071377,26.023905716666665,0.96028211666666663,1875,0.0020499999999999997,0.025089999999999998,0.8025800000000001,0.17074
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,26,27,0.88390000000000013,0.14893617021276637,0.027306666666666667,NA,NA,41.298727014547538,6.6542561190762601,23.77902405,0.9392714499999999,1864.5,0.0016666666666666666,0.01873,0.80477,0.17489000000000002
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,27,28,1.0193000000000001,0.12264150943396147,0.015366666666666664,NA,NA,34.240909816224608,4.8057646693917118,21.860594133333333,0.68860871666666668,1854.2,8.166666666666666e-4,0.03069,0.7964000000000001,0.17135999999999998
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,28,29,1.1473999999999998,0.08620689655172535,0.012919999999999997,NA,NA,34.546145950732793,5.7024373704602498,22.305736949999996,0.86100144999999995,1843.8,7.633333333333335e-4,0.0297,0.8138599999999999,0.15493
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,29,30,1.1389999999999998,0.09322033898305039,0.01214,NA,NA,38.014993879143887,5.6718604855266221,20.272291499999998,0.78048321666666665,1833,7.466666666666666e-4,0.02504,0.8091700000000001,0.16425
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,30,31,1.1600000000000001,0.10743801652892766,0.011653333333333332,NA,NA,15.616311535768524,4.4229655442539801,20.802626449999998,0.83418531666666662,1822.9,7.466666666666666e-4,0.028709999999999996,0.8002799999999999,0.16943000000000003
Carlin_et_al_2021,ELM1812,ELM1812-PWA1,31,32,1.1689000000000003,0.08333333333333162,0.0111,NA,NA,31.366024943872493,3.6108713770970589,20.104799283333332,0.50261998333333335,1813.2,7.333333333333334e-4,0.01895,0.78973,0.18966000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,0,1,0.49129999999999985,0.1563,0.04237333333333333,1.3633876760290187,0.29967261119117833,66.233642362146753,5.817431176003482,17.594226233333334,0.64394868333333333,2017.7,0.004696666666666667,0.02519,0.79742,0.17556999999999998
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,1,2,0.45640000000000014,0.21739999999999998,0.022843333333333337,4.1432321016400913,0.54980689988763998,60.928423465179137,8.196559621466573,18.630097483333333,1.00416225,2016.5,0.00301,0.056859999999999994,0.73752,0.20376000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,2,3,0.50849999999999995,0.12119999999999999,0.020716666666666668,4.1213647243785445,0.5427837342006544,81.710955508230754,8.9065559488164148,20.817235516666663,0.99922729999999993,2014.8,0.0029,0.05617,0.75039,0.19158999999999998
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,3,4,0.53379999999999983,0.16219999999999998,0.020819999999999998,3.9610327075947342,0.52127190431946702,65.018932490177974,7.7536655033459194,17.386958583333335,0.91629271666666667,2013.3,0.0025966666666666664,0.042480000000000004,0.7525700000000001,0.20306000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,4,5,0.50669999999999993,0.175,0.018153333333333334,5.0798364618029819,0.51204751534974047,65.2254993575187,7.9318289985662531,19.497812466666669,0.90274871666666656,2011.6,0.0025,0.05736999999999999,0.7421099999999999,0.19864
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,5,6,0.64480000000000004,0.1470588235294139,0.024393333333333333,1.6244407854562086,0.42674059433934597,56.738990521361849,7.6137062991366777,15.6643448,0.92262991666666672,2009.9,0.0026599999999999996,0.039299999999999995,0.7716900000000001,0.18713000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,6,7,0.46209999999999996,0.16326530612244602,0.026976666666666666,3.649878354236912,0.53397720322486031,50.507018860269945,7.2978302020363488,14.431084383333333,0.89328411666666674,2008.7,0.0026933333333333336,0.05254,0.74396,0.20172
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,7,8,0.52279999999999993,0.15094339622641825,0.026696666666666667,3.0973421318496404,0.52066321236392432,54.643890072935626,7.8221730565539742,18.1445136,0.9743603833333333,2007.2,0.0028366666666666666,0.03691,0.7852000000000001,0.17606000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,8,9,0.47009999999999996,0.1599999999999966,0.02811666666666667,5.1854320287313733,0.54498890621966722,57.64275893997128,7.8213982442008625,17.813347633333329,0.93520075000000003,2005.5,0.0028000000000000004,0.0515,0.7514200000000001,0.19521
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,9,10,0.55120000000000013,0.15789473684210492,0.03280666666666667,3.7852425415799948,0.53864001366683323,81.601428054596568,8.5603857662024598,15.784449083333334,0.89497826666666669,2002.9,0.00291,0.16924,0.64699,0.18203
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,10,11,0.48490000000000011,0.1599999999999966,0.03644,3.3276441821456739,0.49981215615828023,88.760832177432604,8.3676576478576639,17.610568316666669,0.8593957333333333,1999.8,0.0035366666666666663,0.11649000000000001,0.69462,0.18710000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,11,12,0.51489999999999991,0.16363636363636316,0.04532333333333334,5.1144948725132382,0.4260374228803529,68.891303699021762,6.9622893372383388,14.766121083333333,0.69253108333333335,1997,0.0038166666666666666,0.20758,0.61895,0.17179
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,12,13,0.45589999999999997,0.16666666666666294,0.04292,5.8344325610746646,0.55018699050934095,82.562506594812362,8.5055607365370101,15.931334666666666,0.85391953333333348,1993.4,0.0038599999999999997,0.08441000000000001,0.72195,0.19175999999999999
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,13,14,0.68039999999999989,0.19718309859154984,0.040580000000000005,6.2323146240025089,0.59082342635543794,93.383408757071521,8.416682372257668,17.704701050000001,0.90471021666666662,1987.4,0.00369,0.08868999999999999,0.7540299999999999,0.15556
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,14,15,0.74360000000000004,0.205128205128205,0.05008,8.7140973913215127,0.59168721287073078,104.45433639867736,9.3151011215973529,15.055542183333333,0.82052705000000004,1978.5,0.004513333333333334,0.04905,0.77897,0.17045000000000002
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,15,16,0.64300000000000002,0.19696969696969538,0.04934666666666668,8.6904625543715852,0.62571330391475433,107.55689451974644,8.9598082990865908,18.750394016666668,0.89439379999999991,1966.7,0.004583333333333333,0.20106000000000002,0.6577299999999999,0.13976
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,16,17,0.47279999999999989,0.18749999999999953,0.044849999999999994,7.991942668353663,0.46992622889919539,106.81888146881619,7.6676207418340843,16.389187266666667,0.68015126666666659,1953.7,0.004136666666666666,0.07869,0.7741699999999999,0.14565
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,17,18,0.72950000000000004,0.1428571428571422,0.03142333333333333,3.3237063194647742,0.48858482896132177,55.788895639406405,7.4267606538912085,18.686482133333335,0.89321385000000009,1943.1,0.00296,0.019309999999999997,0.7777,0.20134
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,18,19,0.8243999999999998,0.16279069767441937,0.02205,2.8029794209120054,0.43362091641508732,47.943079193117136,7.0688322448278358,22.981564733333336,0.93764783333333335,1932.5,0.0020266666666666666,0.13803,0.6893699999999999,0.17114000000000001
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,19,20,0.76085999999999987,0.16249999999999862,0.020053333333333333,1.8833265169380149,0.40698686031030512,36.193131999211708,6.1022418200691186,24.330395666666668,0.95618455000000002,1923.3,0.0017533333333333333,0.021419999999999998,0.60045,0.37683
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,20,21,0.82430000000000003,0.14942528735632113,0.019023333333333333,1.4488933980324248,0.36005000941105769,24.956923870801823,5.6441837393594705,20.993030166666667,0.93418984999999999,1915,0.0016566666666666665,0.018619999999999998,0.75858,0.22111999999999998
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,21,22,0.87169999999999992,0.13043478260869312,0.01869,1.0523143613828765,0.34273878750240283,37.510460697239026,6.4772192404561935,21.970125766666669,0.92274528333333328,1905.7,0.0015333333333333332,0.01753,0.8038700000000002,0.17704
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,22,23,1.0284,0.11111111111111184,0.017313333333333333,0.36965521231408915,0.20663726368357579,28.490700510430401,5.8069350368797048,20.045150983333333,0.89401373333333323,1895.4,0.0014666666666666665,0.0104,0.75089,0.23693999999999998
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,23,24,0.99530000000000007,0.11538461538461604,0.01831666666666667,1.5274203080694406,0.29204276290287701,38.469812395711912,5.1237807783668439,21.924884049999999,0.73667609999999994,1884.5,0.0015333333333333332,0.037,0.78413,0.17734000000000003
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,24,25,1.0396000000000001,0.1100917431192637,0.016079999999999997,1.2515150392395737,0.33603178803582556,18.082857977316127,4.7003830367764925,19.383489433333335,0.88001041666666657,1874.9,0.0013333333333333333,0.01609,0.8244,0.15804
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,25,26,0.96619999999999995,0.13725490196078144,0.017393333333333334,5.8731640969480976E-2,3.0822365180783611E-2,33.086124204562559,3.9654196764450904,22.574794283333333,0.5485675000000001,1864.6,0.00144,0.024959999999999996,0.76669,0.20672999999999997
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,26,27,0.97370000000000001,0.1359223300970878,0.018520000000000002,NA,NA,15.139216774913486,4.5980237568442934,22.635311600000001,0.92125718333333328,1855,0.0014866666666666665,0.012430000000000002,0.76275,0.22309
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,27,28,0.91030000000000011,0.1354166666666692,0.017686666666666663,NA,NA,38.020582345817452,6.6007680262907833,23.883701183333333,0.97923175000000007,1844.7,0.001386666666666667,0.024799999999999996,0.7352500000000001,0.23817
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,28,29,1.0875999999999999,0.12280701754386009,0.029849999999999995,NA,NA,26.783359559569117,4.1041836079452967,21.137418783333331,0.62989508333333322,1834.7,0.0025900000000000003,0.00993,0.7364899999999999,0.25172
Carlin_et_al_2021,ELM1812,ELM1812-SPA2,29,30,0.69629999999999992,0.22972972972973144,0.022286666666666666,NA,NA,33.455910317072615,6.2167354102694583,19.609122300000003,0.93731605000000007,1824.3,0.0018966666666666665,0.57981,0.32813000000000003,0.09131
