Marsh_ID,Site_ID,Nation,Marsh_Type,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Sampling_Method,Core_Depth_cm,Purpose
Avon,AV-9,England,Natural,2020,50.302704,-3.8535773,268092,46394.00,3.75,Narrow Gouge,100,Soil_C_Stocks
Barrow Hill,BaH-HS-1,England,Historic_breach,2019,51.79502279,0.92415144,601742,214752.00,2.63,Narrow Gouge,42,Soil_C_Stocks
Barrow Hill,BaH-HS-2,England,Historic_breach,2019,51.79537565,0.92375631,601714,214790.00,2.41,Narrow Gouge,62,Soil_C_Stocks
Barrow Hill,BaH-HS-3,England,Historic_breach,2019,51.79594626,0.92325638,601677,214852.00,2.48,Narrow Gouge,63,Soil_C_Stocks
Barrow Hill,BaH-HS-4,England,Historic_breach,2019,51.79639844,0.92357179,601696,214904.00,2.42,Narrow Gouge,89,Soil_C_Stocks
Barrow Hill,BaH-HS-5,England,Historic_breach,2019,51.79617882,0.92289222,601650,214877.00,2.51,Narrow Gouge,70,Soil_C_Stocks
Barrow Hill,BaH-HS-6,England,Historic_breach,2019,51.79673816,0.92232563,601609,214938.00,2.38,Narrow Gouge,71,Soil_C_Stocks
Barrow Hill,BaH-HS-7,England,Historic_breach,2019,51.79624943,0.92232928,601611,214884.00,2.51,Narrow Gouge,76,Soil_C_Stocks
Barrow Hill,BaH-Na-1,England,Natural,2019,51.79748765,0.92057626,601485,215016.00,2.56,Narrow Gouge,60,Soil_C_Stocks
Barrow Hill,BaH-Na-2,England,Natural,2019,51.7973246,0.92085723,601505,214999.00,2.56,Narrow Gouge,90,Soil_C_Stocks
Barrow Hill,BaH-Na-3,England,Natural,2019,51.79715441,0.9213409,601539,214982.00,2.50,Narrow Gouge,100,Soil_C_Stocks
Barrow Hill,BaH-Na-4,England,Natural,2019,51.7971687,0.92036289,601472,214980.00,2.55,Narrow Gouge,70,Soil_C_Stocks
Barrow Hill,BaH-Na-5,England,Natural,2019,51.79765225,0.92172498,601563,215038.00,2.51,Narrow Gouge,90,Soil_C_Stocks
Barrow Hill,BaH-Na-6,England,Natural,2019,51.79751386,0.92143348,601544,215022.00,2.44,Narrow Gouge,91,Soil_C_Stocks
Brandy Hole,BH-HS-1,England,Historic_breach,2019,51.6278423,0.64554755,583208,195429.00,2.75,Narrow Gouge,34,Soil_C_Stocks
Brandy Hole,BH-HS-2,England,Historic_breach,2019,51.6282257,0.64525843,583186,195471.00,2.867,Narrow Gouge,44,Soil_C_Stocks
Brandy Hole,BH-HS-3,England,Historic_breach,2019,51.62850607,0.64507262,583172,195501.00,2.878,Narrow Gouge,43,Soil_C_Stocks
Brandy Hole,BH-HS-4,England,Historic_breach,2019,51.62878988,0.64493481,583161,195533.00,2.815,Narrow Gouge,45,Soil_C_Stocks
Brandy Hole,BH-HS-5,England,Historic_breach,2019,51.62857928,0.64543903,583197,195510.00,2.73,Narrow Gouge,46,Soil_C_Stocks
Brandy Hole,BH-HS-6,England,Historic_breach,2019,51.6285122,0.64481218,583154,195501.00,2.946,Narrow Gouge,57,Soil_C_Stocks
Brandy Hole,BH-Na-1,England,Natural,2019,51.62970094,0.64370535,583073,195631.00,2.591,Narrow Gouge,61,Soil_C_Stocks
Brandy Hole,BH-Na-2,England,Natural,2019,51.62971103,0.64415609,583104,195633.00,2.655,Narrow Gouge,34,Soil_C_Stocks
Brandy Hole,BH-Na-3,England,Natural,2019,51.62994908,0.64451536,583128,195660.00,2.726,Narrow Gouge,38,Soil_C_Stocks
Brandy Hole,BH-Na-4,England,Natural,2019,51.62959214,0.64459469,583135,195621.00,2.449,Narrow Gouge,22,Soil_C_Stocks
Brandy Hole,BH-Na-5,England,Natural,2019,51.62937251,0.64422396,583110,195596.00,2.511,Narrow Gouge,46,Soil_C_Stocks
Brandy Hole,BH-Na-6,England,Natural,2019,51.62965771,0.64532704,583185,195630.00,2.55,Narrow Gouge,53,Soil_C_Stocks
Ferry Lane,FL-HS-1,England,Historic_breach,2019,51.85237755,0.95847532,603850,221225.00,2.55,Narrow Gouge,67,Soil_C_Stocks
Ferry Lane,FL-HS-2,England,Historic_breach,2019,51.85227104,0.95900204,603886,221215.00,2.54,Narrow Gouge,64,Soil_C_Stocks
Ferry Lane,FL-HS-4,England,Historic_breach,2019,51.85219072,0.95963076,603930,221207.00,2.49,Narrow Gouge,68,Soil_C_Stocks
Ferry Lane,FL-HS-5,England,Historic_breach,2019,51.85142518,0.95859249,603862,221119.00,2.53,Narrow Gouge,90,Soil_C_Stocks
Ferry Lane,FL-HS-6,England,Historic_breach,2019,51.85195034,0.95885259,603878,221179.00,2.46,Narrow Gouge,80,Soil_C_Stocks
Ferry Lane,FL-HS-7,England,Historic_breach,2019,51.85265814,0.95915529,603895,221258.00,2.62,Narrow Gouge,68,Soil_C_Stocks
Ferry Lane,FL-Na-1,England,Natural,2019,51.85305882,0.9590134,603884,221302.00,2.59,Narrow Gouge,100,Soil_C_Stocks
Ferry Lane,FL-Na-2,England,Natural,2019,51.8531066,0.95966178,603928,221309.00,2.52,Narrow Gouge,100,Soil_C_Stocks
Ferry Lane,FL-Na-3,England,Natural,2019,51.8529552,0.95950075,603918,221292.00,2.60,Narrow Gouge,90,Soil_C_Stocks
Ferry Lane,FL-Na-4,England,Natural,2019,51.85274887,0.96004081,603956,221271.00,2.62,Narrow Gouge,100,Soil_C_Stocks
Ferry Lane,FL-Na-5,England,Natural,2019,51.8528079,0.9594365,603914,221276.00,2.64,Narrow Gouge,70,Soil_C_Stocks
Gedney,GM-1,England,Natural,2019,52.839717,0.1937675,547861,329166.00,3.49,Narrow Gouge,96,Soil_C_Stocks
Gedney,GM-10,England,Natural,2019,52.838992,0.19848233,548181,329095.00,3.21,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-11,England,Natural,2019,52.838778,0.19980788,548271,329074.00,3.03,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-12,England,Natural,2019,52.838149,0.20271595,548469,329010.00,2.78,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-13,England,Natural,2019,52.837602,0.20506389,548629,328954.00,2.55,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-14,England,Natural,2019,52.838058,0.20468613,548602,329004.00,2.46,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-15,England,Natural,2019,52.837575,0.20357779,548529,328948.00,2.71,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-16,England,Natural,2019,52.836897,0.2018805,548417,328869.00,3.07,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-17,England,Natural,2019,52.836431,0.20078796,548345,328815.00,3.34,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-18,England,Natural,2019,52.835852,0.19908092,548232,328747.00,3.38,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-19,England,Natural,2019,52.835373,0.1977502,548144,328691.00,3.47,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-2,England,Natural,2019,52.839812,0.19494532,547940,329179.00,3.50,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-20,England,Natural,2019,52.834929,0.19646582,548059,328639.00,3.58,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-3,England,Natural,2019,52.839991,0.19645404,548041,329202.00,3.37,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-4,England,Natural,2019,52.840297,0.19837012,548169,329240.00,3.10,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-5,England,Natural,2019,52.840486,0.19981998,548266,329264.00,2.95,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-6,England,Natural,2019,52.84059,0.20104279,548348,329278.00,2.62,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-7,England,Natural,2019,52.840627,0.20190594,548406,329284.00,2.48,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-8,England,Natural,2019,52.840812,0.19340691,547833,329287.00,3.48,Narrow Gouge,100,Soil_C_Stocks
Gedney,GM-9,England,Natural,2019,52.840513,0.19449066,547907,329256.00,3.43,Narrow Gouge,100,Soil_C_Stocks
Lindisfarne,LI-21-1,England,Natural,2021,55.681079,-1.8434113,409945.256,643077.382,2.56,Narrow Gouge,38,Soil_C_Stocks
Lindisfarne,LI-21-10,England,Natural,2021,55.680097,-1.8411889,410085.106,642968.63,2.36,Narrow Gouge,50,Soil_C_Stocks
Lindisfarne,LI-21-11,England,Natural,2021,55.680726,-1.8406775,410117.016,643038.819,2.41,Narrow Gouge,39,Soil_C_Stocks
Lindisfarne,LI-21-12,England,Natural,2021,55.681542,-1.8400380,410157.053,643129.061,2.38,Narrow Gouge,30,Soil_C_Stocks
Lindisfarne,LI-21-13,England,Natural,2021,55.681364,-1.8412792,410079.122,643109.962,2.57,Narrow Gouge,36,Soil_C_Stocks
Lindisfarne,LI-21-14,England,Natural,2021,55.681058,-1.8409624,410099.324,643075.506,2.47,Narrow Gouge,29,Soil_C_Stocks
Lindisfarne,LI-21-15,England,Natural,2021,55.68015,-1.8401550,410150.493,642974.345,2.38,Narrow Gouge,46,Soil_C_Stocks
Lindisfarne,LI-21-16,England,Natural,2021,55.679817,-1.8398383,410170.7,642937.664,2.23,Narrow Gouge,47,Soil_C_Stocks
Lindisfarne,LI-21-17,England,Natural,2021,55.679466,-1.8394899,410192.172,642898.76,2.02,Narrow Gouge,60,Soil_C_Stocks
Lindisfarne,LI-21-18,England,Natural,2021,55.679097,-1.8391416,410214.277,642857.631,1.98,Narrow Gouge,57,Soil_C_Stocks
Lindisfarne,LI-21-2,England,Natural,2021,55.680747,-1.8432695,409954.772,643040.676,2.49,Narrow Gouge,37,Soil_C_Stocks
Lindisfarne,LI-21-3,England,Natural,2021,55.680037,-1.8428907,409978.846,642961.711,2.41,Narrow Gouge,46,Soil_C_Stocks
Lindisfarne,LI-21-4,England,Natural,2021,55.679452,-1.8425591,409999.117,642896.76,2.29,Narrow Gouge,45,Soil_C_Stocks
Lindisfarne,LI-21-5,England,Natural,2021,55.678823,-1.8421958,410022.546,642826.029,2.18,Narrow Gouge,46,Soil_C_Stocks
Lindisfarne,LI-21-6,England,Natural,2021,55.678526,-1.8420062,410034.568,642793.781,2.12,Narrow Gouge,51,Soil_C_Stocks
Lindisfarne,LI-21-7,England,Natural,2021,55.678112,-1.8417217,410052.912,642747.078,1.98,Narrow Gouge,48,Soil_C_Stocks
Lindisfarne,LI-21-8,England,Natural,2021,55.678392,-1.8425315,410001.902,642778.125,2.03,Narrow Gouge,42,Soil_C_Stocks
Lindisfarne,LI-21-9,England,Natural,2021,55.679577,-1.8416044,410059.455,642910.698,2.03,Narrow Gouge,46,Soil_C_Stocks
Newton,NT-1,England,Natural,2019,50.715828,-1.3933966,442922,90864.00,1.51,Narrow Gouge,40,Soil_C_Stocks
Newton,NT-10,England,Natural,2019,50.716363,-1.3943671,442853,90923.00,1.33,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-11,England,Natural,2019,50.716417,-1.3943239,442856,90929.00,1.27,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-12,England,Natural,2019,50.716506,-1.3942378,442862,90939.00,1.27,Narrow Gouge,86,Soil_C_Stocks
Newton,NT-13,England,Natural,2019,50.71656,-1.3941946,442865,90945.00,1.24,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-14,England,Natural,2019,50.716703,-1.3940511,442875,90961.00,1.23,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-15,England,Natural,2019,50.716317,-1.3942119,442864,90918.00,1.34,Narrow Gouge,67,Soil_C_Stocks
Newton,NT-16,England,Natural,2019,50.716298,-1.3939855,442880,90916.00,1.29,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-17,England,Natural,2019,50.716279,-1.3938158,442892,90914.00,1.30,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-18,England,Natural,2019,50.716251,-1.3935753,442909,90911.00,1.33,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-19,England,Natural,2019,50.716223,-1.3933491,442925,90908.00,1.29,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-2,England,Natural,2019,50.715863,-1.3933395,442926,90868.00,1.38,Narrow Gouge,45,Soil_C_Stocks
Newton,NT-20,England,Natural,2019,50.716194,-1.392882,442958,90905.00,1.27,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-3,England,Natural,2019,50.715943,-1.3931968,442936,90877.00,1.30,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-4,England,Natural,2019,50.716015,-1.3930684,442945,90885.00,1.27,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-5,England,Natural,2019,50.716113,-1.3928972,442957,90896.00,1.31,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-6,England,Natural,2019,50.71622,-1.3927117,442970,90908.00,1.29,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-7,England,Natural,2019,50.7163,-1.3925832,442979,90917.00,1.23,Narrow Gouge,100,Soil_C_Stocks
Newton,NT-8,England,Natural,2019,50.716256,-1.3944535,442847,90911.00,1.46,Narrow Gouge,80,Soil_C_Stocks
Newton,NT-9,England,Natural,2019,50.716309,-1.394382,442852,90917.00,1.39,Narrow Gouge,100,Soil_C_Stocks
North Fambridge,NF-Hs-1,England,Historic_breach,2019,51.64033226,0.66220379,584310,196859.00,2.56,Narrow Gouge,90,Soil_C_Stocks
North Fambridge,NF-Hs-2,England,Historic_breach,2019,51.63956622,0.66198506,584298,196774.00,2.58,Narrow Gouge,90,Soil_C_Stocks
North Fambridge,NF-Hs-3,England,Historic_breach,2019,51.63920194,0.66110176,584238,196731.00,2.69,Narrow Gouge,91,Soil_C_Stocks
North Fambridge,NF-Hs-4,England,Historic_breach,2019,51.63893367,0.66212703,584310,196704.00,2.58,Narrow Gouge,80,Soil_C_Stocks
North Fambridge,NF-Hs-5,England,Historic_breach,2019,51.63820867,0.66219243,584318,196623.00,2.54,Narrow Gouge,71,Soil_C_Stocks
North Fambridge,NF-Hs-6,England,Historic_breach,2019,51.63757226,0.66191979,584301,196552.00,2.73,Narrow Gouge,80,Soil_C_Stocks
North Fambridge,NF-Hs-7,England,Historic_breach,2019,51.63876036,0.6637845,584425,196689.00,2.67,Narrow Gouge,80,Soil_C_Stocks
North Fambridge,NF-Na-1,England,Natural,2019,51.63769831,0.66086237,584228,196563.00,2.66,Narrow Gouge,66,Soil_C_Stocks
North Fambridge,NF-Na-2,England,Natural,2019,51.63800513,0.66083885,584225,196597.00,2.69,Narrow Gouge,82,Soil_C_Stocks
North Fambridge,NF-Na-3,England,Natural,2019,51.63836375,0.66092073,584229,196637.00,2.85,Narrow Gouge,69,Soil_C_Stocks
North Fambridge,NF-Na-4,England,Natural,2019,51.63834958,0.66073739,584216,196635.00,2.77,Narrow Gouge,70,Soil_C_Stocks
North Fambridge,NF-Na-5,England,Natural,2019,51.63830589,0.66050887,584201,196630.00,2.64,Narrow Gouge,68,Soil_C_Stocks
North Fambridge,NF-Na-6,England,Natural,2019,51.63873532,0.66075688,584216,196678.00,2.71,Narrow Gouge,80,Soil_C_Stocks
North Fambridge,NF-Na-7,England,Natural,2019,51.6390955,0.6606859,584210,196718.00,2.67,Narrow Gouge,90,Soil_C_Stocks
Northey Island,NI-Hs-1,England,Historic_breach,2019,51.71935082,0.71691292,587768,205785.00,2.45,Narrow Gouge,45,Soil_C_Stocks
Northey Island,NI-Hs-2,England,Historic_breach,2019,51.71984418,0.71927242,587929,205846.00,2.923,Narrow Gouge,45,Soil_C_Stocks
Northey Island,NI-Hs-3,England,Historic_breach,2019,51.71924458,0.72009153,587988,205781.00,2.568,Narrow Gouge,35,Soil_C_Stocks
Northey Island,NI-Hs-4,England,Historic_breach,2019,51.72014544,0.71846764,587872,205877.00,2.81,Narrow Gouge,61,Soil_C_Stocks
Northey Island,NI-Hs-5,England,Historic_breach,2019,51.71927586,0.71930276,587933,205783.00,2.677,Narrow Gouge,45,Soil_C_Stocks
Northey Island,NI-Hs-6,England,Historic_breach,2019,51.71931312,0.71836664,587868,205785.00,2.689,Narrow Gouge,54,Soil_C_Stocks
Northey Island,NI-Mr-1,England,Managed_realignment,2019,51.7187815,0.71473462,587620,205716.00,2.856,Narrow Gouge,50,Soil_C_Stocks
Northey Island,NI-Mr-2,England,Managed_realignment,2019,51.71863631,0.71362369,587543,205697.00,3.125,Narrow Gouge,40,Soil_C_Stocks
Northey Island,NI-Mr-3,England,Managed_realignment,2019,51.71880915,0.71432104,587591,205718.00,2.8,Narrow Gouge,45,Soil_C_Stocks
Northey Island,NI-Mr-4,England,Managed_realignment,2019,51.71896805,0.71489222,587630,205737.00,2.694,Narrow Gouge,45,Soil_C_Stocks
Northey Island,NI-Mr-5,England,Managed_realignment,2019,51.7192793,0.71583195,587693,205774.00,2.547,Narrow Gouge,54,Soil_C_Stocks
Northey Island,NI-Mr-6,England,Managed_realignment,2019,51.71904626,0.71447984,587601,205745.00,2.934,Narrow Gouge,51,Soil_C_Stocks
Northey Island,NI-Na-1,England,Natural,2019,51.71964759,0.70935746,587245,205799.00,2.666,Narrow Gouge,79,Soil_C_Stocks
Northey Island,NI-Na-2,England,Natural,2019,51.71916605,0.70986457,587282,205746.00,2.697,Narrow Gouge,82,Soil_C_Stocks
Northey Island,NI-Na-3,England,Natural,2019,51.71868173,0.71071269,587342,205695.00,2.699,Narrow Gouge,95,Soil_C_Stocks
Northey Island,NI-Na-4,England,Natural,2019,51.71924295,0.71027082,587309,205756.00,2.699,Narrow Gouge,95,Soil_C_Stocks
Northey Island,NI-Na-5,England,Natural,2019,51.7191471,0.70965241,587267,205744.00,2.747,Narrow Gouge,96,Soil_C_Stocks
Orplands,OR-Mr-1,England,Managed_realignment,2019,51.71883364,0.86582784,598054,206121.00,3.15,Narrow Gouge,24,Soil_C_Stocks
Orplands,OR-Mr-2,England,Managed_realignment,2019,51.71901374,0.86578051,598050,206141.00,2.73,Narrow Gouge,37,Soil_C_Stocks
Orplands,OR-Mr-3,England,Managed_realignment,2019,51.71974493,0.86550284,598028,206222.00,2.23,Narrow Gouge,40,Soil_C_Stocks
Orplands,OR-Mr-4,England,Managed_realignment,2019,51.72020996,0.8652466,598008,206273.00,2.16,Narrow Gouge,60,Soil_C_Stocks
Orplands,OR-Mr-5,England,Managed_realignment,2019,51.71935722,0.86873153,598252,206187.00,2.22,Narrow Gouge,40,Soil_C_Stocks
Orplands,OR-Mr-6,England,Managed_realignment,2019,51.71933858,0.86798927,598201,206183.00,2.20,Narrow Gouge,47,Soil_C_Stocks
Orplands,OR-Mr-7,England,Managed_realignment,2019,51.71929,0.8668069,598120,206174.00,2.23,Narrow Gouge,48,Soil_C_Stocks
Orplands,OR-Na-1,England,Natural,2019,51.71850221,0.86021376,597668,206069.00,2.59,Narrow Gouge,78,Soil_C_Stocks
Orplands,OR-Na-10,England,Natural,2019,51.717995,0.858869,597577,206009.00,NA,Narrow Gouge,96,Soil_C_Stocks
Orplands,OR-Na-2,England,Natural,2019,51.71831394,0.85954362,597623,206046.00,2.66,Narrow Gouge,60,Soil_C_Stocks
Orplands,OR-Na-3,England,Natural,2019,51.71810827,0.85879399,597572,206021.00,2.75,Narrow Gouge,70,Soil_C_Stocks
Orplands,OR-Na-4,England,Natural,2019,51.71776677,0.85788504,597510,205981.00,2.74,Narrow Gouge,60,Soil_C_Stocks
Orplands,OR-Na-5,England,Natural,2019,51.71747341,0.85720965,597465,205947.00,2.68,Narrow Gouge,70,Soil_C_Stocks
Orplands,OR-Na-6,England,Natural,2019,51.7172097,0.85620336,597397,205914.00,2.57,Narrow Gouge,80,Soil_C_Stocks
Orplands,OR-Na-7,England,Natural,2019,51.717618,0.857084,597456,205962.00,NA,Narrow Gouge,60,Soil_C_Stocks
Orplands,OR-Na-8,England,Natural,2019,51.717241,0.857563,597490,205922.00,NA,Narrow Gouge,71,Soil_C_Stocks
Orplands,OR-Na-9,England,Natural,2019,51.718184,0.858738,597567,206030.00,NA,Narrow Gouge,71,Soil_C_Stocks
Stiffkey,SM-1,England,Natural,2019,52.957207,0.92088193,596295,343974.00,2.62,Narrow Gouge,50,Soil_C_Stocks
Stiffkey,SM-10,England,Natural,2019,52.957771,0.91911819,596174,344032.00,2.72,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-11,England,Natural,2019,52.959913,0.92234517,596381,344279.00,2.80,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-12,England,Natural,2019,52.961053,0.92425385,596504,344411.00,2.70,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-13,England,Natural,2019,52.962166,0.92653311,596652,344541.00,2.73,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-14,England,Natural,2019,52.963234,0.92843714,596775,344665.00,2.56,Narrow Gouge,35,Soil_C_Stocks
Stiffkey,SM-15,England,Natural,2019,52.963531,0.92954439,596848,344701.00,2.28,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-16,England,Natural,2019,52.963763,0.92853244,596779,344724.00,2.36,Narrow Gouge,NA,Soil_C_Stocks
Stiffkey,SM-17,England,Natural,2019,52.961871,0.92830027,596772,344513.00,2.75,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-18,England,Natural,2019,52.960409,0.92815672,596769,344350.00,2.75,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-19,England,Natural,2019,52.959222,0.92776379,596748,344217.00,2.68,Narrow Gouge,75,Soil_C_Stocks
Stiffkey,SM-2,England,Natural,2019,52.957692,0.92088489,596293,344028.00,2.75,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-20,England,Natural,2019,52.958321,0.92822405,596783,344118.00,2.75,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-21,England,Natural,2019,52.957448,0.92823951,596788,344021.00,2.81,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-3,England,Natural,2019,52.959064,0.92103698,596297,344181.00,2.77,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-4,England,Natural,2019,52.959882,0.9214049,596318,344273.00,2.77,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-5,England,Natural,2019,52.961207,0.92165807,596329,344421.00,2.75,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-6,England,Natural,2019,52.963323,0.92266459,596387,344659.00,2.76,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-7,England,Natural,2019,52.96482,0.92248266,596368,344825.00,2.39,Narrow Gouge,95,Soil_C_Stocks
Stiffkey,SM-8,England,Natural,2019,52.965224,0.92286739,596392,344871.00,2.05,Narrow Gouge,100,Soil_C_Stocks
Stiffkey,SM-9,England,Natural,2019,52.957232,0.91802457,596103,343969.00,2.77,Narrow Gouge,100,Soil_C_Stocks
Sunderland,SUN-01,England,Natural,2019,54.00332254,-2.88850027,341860,456732.00,4.87,Narrow Gouge,84,Soil_C_Stocks
Sunderland,SUN-02,England,Natural,2019,54.00315666,-2.88938751,341802,456714.00,4.91,Narrow Gouge,99,Soil_C_Stocks
Sunderland,SUN-03,England,Natural,2019,54.00302639,-2.89150583,341663,456701.00,4.96,Narrow Gouge,93,Soil_C_Stocks
Sunderland,SUN-04,England,Natural,2019,54.00305506,-2.89300301,341565,456706.00,5.03,Narrow Gouge,99,Soil_C_Stocks
