Core_ID,Saltmarsh,Marsh_type,Marsh_zone,Nation,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,N_Perc,CN,NC,d13C_per_mil,d15N_per_mil
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,11_12,11.5,Peat (Turfa herbacea),0.22,18.47,1.67,15.87,0.06,-28.60,6.25
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,12_13,12.5,Humified Peat (Substantia Humosa),0.31,12.76,1.19,15.26,0.07,-28.42,6.10
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,13_14,13.5,Humified Peat (Substantia Humosa),0.36,13.26,0.74,15.59,0.06,-28.44,4.86
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,14_15,14.5,Humified Peat (Substantia Humosa),0.24,12.31,1.70,14.84,0.07,-28.48,5.06
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,15_16,15.5,Humified Peat (Substantia Humosa),0.29,12.50,1.63,14.86,0.07,-28.66,5.62
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,16_17,16.5,Humified Peat (Substantia Humosa),0.29,14.32,1.41,14.95,0.07,-28.44,5.54
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,17_18,17.5,Humified Peat (Substantia Humosa),0.30,14.69,1.24,13.81,0.07,-28.21,5.76
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,18_19,18.5,Humified Peat (Substantia Humosa),0.36,13.18,1.06,14.20,0.07,-28.25,4.92
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,19-20,19.5,Humified Peat (Substantia Humosa),0.22,13.18,1.38,14.89,0.07,-28.12,4.72
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,20-21,20.5,Humified Peat (Substantia Humosa),0.41,13.12,1.04,13.80,0.07,-28.11,5.08
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,21_22,21.5,Humified Peat (Substantia Humosa),0.36,10.65,1.35,14.90,0.07,-28.18,5.34
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,22-23,22.5,Humified Peat (Substantia Humosa),0.32,11.48,1.16,14.10,0.07,-28.02,5.22
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,23-24,23.5,Humified Peat (Substantia Humosa),0.34,11.48,1.40,13.56,0.07,-27.81,5.44
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,24-25,24.5,Humified Peat (Substantia Humosa),0.34,13.51,1.50,14.26,0.07,-28.00,6.22
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,25-26,25.5,Humified Peat (Substantia Humosa),0.41,11.41,0.78,14.72,0.07,-28.13,5.49
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,26-27,26.5,Humified Peat (Substantia Humosa),0.38,12.28,0.85,14.95,0.07,-28.18,5.47
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,27-28,27.5,Humified Peat (Substantia Humosa),0.38,12.27,1.06,14.40,0.07,-28.29,4.91
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,28-29,28.5,Humified Peat (Substantia Humosa),0.38,11.82,1.08,14.64,0.07,-28.39,4.68
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,29-30,29.5,Humified Peat (Substantia Humosa),0.38,11.60,1.10,15.23,0.07,-28.23,4.55
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,30-31,30.5,Humified Peat (Substantia Humosa),0.42,10.74,0.82,14.71,0.07,-28.14,3.99
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,31-32,31.5,Silt with Organic,0.42,2.53,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,32_33,32.5,Silt with Organic,0.42,3.04,0.77,14.65,0.07,-28.29,4.61
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,33-34,33.5,Silt with Organic,0.40,2.75,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,34-35,34.5,Silt with Organic,0.47,2.45,0.64,14.48,0.07,-28.18,4.71
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,35-36,35.5,Silt with Organic,0.50,2.46,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,36-37,36.5,Silt with Organic,0.38,4.89,1.11,14.11,0.07,-28.01,5.05
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,37-38,37.5,Silt with Organic,0.40,3.12,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,38-39,38.5,Silt with Organic,0.42,2.97,0.69,13.52,0.07,-27.90,5.36
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,39-40,39.5,Silt with Organic,0.46,2.98,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,40-41,40.5,Silt with Organic,0.49,4.58,0.53,13.63,0.07,-27.56,6.47
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,41-42,41.5,Silt with Organic,0.53,4.70,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,42-43,42.5,Silt with Organic,0.53,3.29,0.37,13.24,0.08,-27.20,6.09
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,43_44,43.5,Basal Mud,0.57,3.76,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,44-45,44.5,Basal Mud,0.59,2.72,0.26,12.78,0.08,-26.76,6.08
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,45-46,45.5,Basal Mud,0.66,2.12,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,46-47,46.5,Basal Mud,0.53,2.21,0.27,13.93,0.07,-27.29,5.41
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,47-48,47.5,Basal Mud,0.63,2.02,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,48-49,48.5,Basal Mud,0.63,1.73,0.23,14.88,0.07,-27.30,5.42
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,49-50,49.5,Basal Mud,0.58,2.22,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,50-51,50.5,Basal Mud,0.58,0.12,0.21,14.02,0.07,-27.28,5.55
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,51-52,51.5,Basal Mud,0.58,3.22,NA,NA,NA,NA,NA
KT-19-1,Kyle of Tongue,Natural,HM,Scotland,2019,58.447189,-4.4781295,255466,953655,2.33,52-53,52.5,Basal Mud,0.53,2.13,0.27,12.68,0.08,-26.62,5.34
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,0_1,0.5,Peat (Turfa herbacea),0.199837283,33.30,1.13,14.01,0.07,-28.51,1.62
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,1_2,1.5,Peat (Turfa herbacea),0.272762646,28.03,1.88,15.09,0.07,-28.96,0.21
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,2_3,2.5,Peat (Turfa herbacea),0.264609126,31.12,1.93,20.85,0.05,-29.17,1.04
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,3_4,3.5,Peat (Turfa herbacea),0.261825256,24.78,1.47,16.53,0.06,-28.93,2.47
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,4_5,4.5,Peat (Turfa herbacea),0.276013442,23.28,1.33,16.94,0.06,-28.88,2.45
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,5_6,5.5,Peat (Turfa herbacea),0.311496286,23.64,1.63,19.49,0.05,-28.63,3.56
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,6_7,6.5,Peat (Turfa herbacea),0.303388751,26.22,1.78,17.65,0.06,-28.86,3.44
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,7_8,7.5,Peat (Turfa herbacea),0.501941988,27.50,1.50,16.82,0.06,-28.59,2.77
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,8_9,8.5,Peat (Turfa herbacea),0.33672798,25.45,2.33,16.86,0.06,-28.72,3.23
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,9_10,9.5,Peat (Turfa herbacea),0.394347365,25.90,1.41,15.17,0.07,-28.49,3.97
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,10_11,10.5,Peat (Turfa herbacea),0.410484613,18.79,1.11,14.94,0.07,-28.36,4.32
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,11_12,11.5,Peat (Turfa herbacea),0.322186063,19.29,1.80,15.11,0.07,-28.10,4.12
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,12_13,12.5,Peat (Turfa herbacea),0.370576583,18.29,2.00,14.89,0.07,-28.17,4.44
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,13_14,13.5,Peat (Turfa herbacea),0.361998585,17.73,1.47,14.57,0.07,-28.27,4.33
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,14_15,14.5,Peat (Turfa herbacea),0.403339229,19.24,1.44,13.67,0.07,-28.10,4.17
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,15_16,15.5,Humified Peat (Substantia Humosa),0.464612664,13.28,1.41,13.68,0.07,-28.04,4.16
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,16_17,16.5,Humified Peat (Substantia Humosa),0.577881146,14.06,1.07,13.62,0.07,-27.73,4.76
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,17_18,17.5,Humified Peat (Substantia Humosa),0.622805094,10.51,1.43,14.16,0.07,-28.37,4.66
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,18_19,18.5,Humified Peat (Substantia Humosa),0.488662894,12.18,1.15,14.84,0.07,-28.35,4.78
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,19-20,19.5,Humified Peat (Substantia Humosa),0.522380615,12.12,1.07,13.80,0.07,-28.12,4.70
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,20-21,20.5,Humified Peat (Substantia Humosa),0.476003184,8.48,1.06,14.04,0.07,-27.85,4.51
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,21_22,21.5,Humified Peat (Substantia Humosa),0.462554298,9.41,0.96,13.36,0.07,-27.84,4.99
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,22-23,22.5,Humified Peat (Substantia Humosa),0.508054828,11.29,1.10,12.96,0.08,-27.97,4.75
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,23-24,23.5,Silt with Organic,0.551401132,13.01,1.21,13.65,0.07,-28.29,5.05
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,24-25,24.5,Silt with Organic,0.692125929,10.28,1.03,13.11,0.08,-28.14,5.17
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,25-26,25.5,Silt with Organic,0.681687301,8.19,0.86,13.43,0.07,-28.27,5.03
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,26-27,26.5,Silt with Organic,0.678599222,9.06,0.84,12.88,0.08,-27.96,4.67
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,27-28,27.5,Silt with Organic,0.759207641,8.01,0.75,13.53,0.07,-28.27,4.54
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,28-29,28.5,Silt with Organic,0.662249735,7.40,0.35,14.77,0.07,-28.41,4.31
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,29-30,29.5,Silt with Organic,0.611477892,6.89,0.67,15.83,0.06,-28.23,4.50
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,30-31,30.5,Silt with Organic,0.648855748,10.00,0.67,14.08,0.07,-27.82,4.10
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,31-32,31.5,Silt with Organic,0.551212168,5.24,0.65,13.72,0.07,-28.13,4.43
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,32_33,32.5,Silt with Organic,0.598179837,4.57,0.55,13.73,0.07,-27.95,4.31
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,33-34,33.5,Silt with Organic,0.660454192,3.67,0.56,13.84,0.07,-27.98,4.17
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,34-35,34.5,Silt with Organic,0.630306049,6.43,0.38,14.04,0.07,-27.89,4.13
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,35-36,35.5,Silt with Organic,0.665712628,9.85,NA,NA,NA,NA,NA
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,36-37,36.5,Silt with Organic,0.628384011,8.14,0.65,14.38,0.07,-28.28,5.11
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,37-38,37.5,Silt with Organic,0.566405094,7.39,NA,NA,NA,NA,NA
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,38-39,38.5,Silt with Organic,0.652294022,7.53,0.53,14.68,0.07,-28.32,5.01
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,39-40,39.5,Silt with Organic,0.581358613,4.77,NA,NA,NA,NA,NA
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,40-41,40.5,Silt with Organic,0.631436151,5.94,0.43,13.14,0.08,-27.16,5.91
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,41-42,41.5,Silt with Organic,0.610044747,7.82,NA,NA,NA,NA,NA
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,42-43,42.5,Silt with Organic,0.659007782,5.62,0.45,12.60,0.08,-26.81,6.09
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,43_44,43.5,Silt with Organic,0.708159533,7.90,NA,NA,NA,NA,NA
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,44-45,44.5,Silt with Organic,0.660788822,4.33,0.41,12.87,0.08,-26.67,5.75
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,45-46,45.5,Silt with Organic,0.575677397,5.76,NA,NA,NA,NA,NA
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,46-47,46.5,Silt with Organic,0.649204033,5.59,0.32,13.50,0.07,-27.12,5.15
KT-19-2,Kyle of Tongue,Natural,HM,Scotland,2019,58.447076,-4.4783787,255451,953643,2.77,47-48,47.5,Silt with Organic,0.582927697,5.95,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,0_1,0.5,Peat (Turfa herbacea),0.090166254,37.66,1.41,25.05,0.04,-31.44,2.19
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,1_2,1.5,Peat (Turfa herbacea),0.101521047,36.87,2.09,20.93,0.05,-30.31,1.19
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,2_3,2.5,Peat (Turfa herbacea),0.124230633,30.78,2.06,18.16,0.06,-29.41,2.31
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,3_4,3.5,Peat (Turfa herbacea),0.153661125,31.06,2.49,16.55,0.06,-29.05,2.26
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,4_5,4.5,Peat (Turfa herbacea),0.168553237,32.46,1.41,15.69,0.06,-28.62,1.82
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,5_6,5.5,Peat (Turfa herbacea),0.183162363,27.95,1.16,16.35,0.06,-28.21,2.35
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,6_7,6.5,Peat (Turfa herbacea),0.175274142,29.02,2.04,16.20,0.06,-29.82,3.73
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,7_8,7.5,Peat (Turfa herbacea),0.243898125,29.49,1.98,16.71,0.06,-29.54,3.80
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,8_9,8.5,Peat (Turfa herbacea),0.318924655,30.69,2.10,16.60,0.06,-29.56,3.32
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,9_10,9.5,Humified Peat (Substantia Humosa),0.23717722,15.81,2.06,19.40,0.05,-29.15,2.95
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,10_11,10.5,Humified Peat (Substantia Humosa),0.264166961,16.15,1.54,18.80,0.05,-29.42,3.99
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,11_12,11.5,Humified Peat (Substantia Humosa),0.354863813,14.99,1.29,18.70,0.05,-29.31,4.66
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,12_13,12.5,Humified Peat (Substantia Humosa),0.378316236,10.45,1.00,15.76,0.06,-30.23,4.85
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,13_14,13.5,Humified Peat (Substantia Humosa),0.563353378,10.96,0.71,16.97,0.06,-29.61,3.75
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,14_15,14.5,Basal Mud,0.528723028,4.63,0.47,17.09,0.06,-27.93,3.83
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,15_16,15.5,Basal Mud,0.717474354,8.79,0.56,16.42,0.06,-28.28,3.69
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,16_17,16.5,Basal Mud,0.597099399,7.54,0.54,16.61,0.06,-28.43,3.65
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,17_18,17.5,Basal Mud,0.356632473,5.18,0.36,17.01,0.06,-27.64,3.75
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,18_19,18.5,Basal Mud,0.57980191,4.76,0.37,16.90,0.06,-27.92,3.53
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,19-20,19.5,Basal Mud,0.721471525,5.24,0.47,16.37,0.06,-27.55,4.20
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,20-21,20.5,Basal Mud,0.598231341,5.52,0.34,16.56,0.06,-27.33,3.99
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,21_22,21.5,Basal Mud,0.667633534,5.75,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,22-23,22.5,Basal Mud,0.871100106,5.21,0.34,17.02,0.06,-27.20,4.57
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,23-24,23.5,Basal Mud,0.760028299,3.13,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,24-25,24.5,Basal Mud,0.604244782,3.99,0.28,16.19,0.06,-26.84,5.24
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,25-26,25.5,Basal Mud,0.791192076,2.66,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,26-27,26.5,Basal Mud,0.776016979,3.47,0.24,17.17,0.06,-26.68,4.99
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,27-28,27.5,Basal Mud,0.822674213,3.03,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,28-29,28.5,Basal Mud,0.920693314,2.10,0.16,16.58,0.06,-26.11,5.30
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,29-30,29.5,Basal Mud,0.957729041,2.77,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,30-31,30.5,Basal Mud,0.877997878,1.86,0.15,15.91,0.06,-25.74,6.05
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,31-32,31.5,Basal Mud,0.859391581,1.71,NA,NA,NA,NA,NA
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,32_33,32.5,Basal Mud,1.109480014,1.59,0.12,16.00,0.06,-25.68,6.25
Skin-1,Skinflats,Natural,HM,Scotland,2019,56.058195,-3.736333,291973,686398,3.56,33-34,33.5,Basal Mud,1.011142554,1.53,NA,NA,NA,NA,NA
