study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,total_pb210_activity,pb210_unit
Drake_et_al_2024,RC_U,RC_U7,single set of methods,0,10,0.2081277970264696,0.19158,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U7,single set of methods,10,20,0.11533315005464484,0.22722,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U7,single set of methods,20,30,0.11974222827229798,0.17712,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U8,single set of methods,0,10,0.209781305663258,0.18635,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U8,single set of methods,10,20,0.22109065487133256,0.15223,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U8,single set of methods,20,30,0.41202788078139185,0.06783,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U9,single set of methods,0,10,0.222749259095972,0.18416,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U9,single set of methods,10,20,0.20946077271297212,0.11432,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U9,single set of methods,20,30,0.2988171922426106,0.11978,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U10,single set of methods,0,10,0.24636607878374325,0.18523,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U10,single set of methods,10,20,0.2685048014199313,0.10605,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_U10,single set of methods,20,30,0.09658110192318556,0.11663,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,0,2,NA,NA,1964,0,NA,picocuriesPerGram,26.9204980842912,26.9204980842912,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,2,4,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,4,6,NA,NA,1964,0.172,0.0432,picocuriesPerGram,18.6145443196005,18.6145443196005,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,6,8,NA,NA,1964,0.243541247484909,0.0388949698189135,picocuriesPerGram,10.7559942991281,10.7559942991281,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,8,10,NA,NA,1964,0.347481108312343,0.0525929471032746,picocuriesPerGram,11.5486286034145,11.5486286034145,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,10,12,NA,NA,1964,0.836293103448276,0.046356724137931,picocuriesPerGram,8.5691091954023,8.5691091954023,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,12,14,NA,NA,1964,0.544741379310345,0.0480868534482759,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,14,16,NA,NA,1964,0,NA,picocuriesPerGram,6.53082800284293,6.53082800284293,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,16,18,NA,NA,1964,0,NA,picocuriesPerGram,4.96615846615847,4.96615846615847,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,18,20,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,20,22,NA,NA,1964,0,NA,picocuriesPerGram,2.55848524305555,2.55848524305555,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,22,24,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,24,26,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,26,28,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,28,30,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,30,35,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,35,40,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,40,45,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,45,50,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_U,RC_M_A,single set of methods,50,55,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,RC_M,RC_M1,single set of methods,0,10,0.20597509845485615,0.13204000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M1,single set of methods,10,20,0.223080122875416,0.10788,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M1,single set of methods,20,30,0.3009509306432061,0.118,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M2,single set of methods,0,10,0.17758318241843368,0.18369,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M2,single set of methods,10,20,0.1657061496017197,0.17937,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M2,single set of methods,20,30,0.463148148935602,0.07064,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M3,single set of methods,0,10,0.17915375375458167,0.20033,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M3,single set of methods,10,20,0.17499596493072103,0.18311,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M3,single set of methods,20,30,0.29248799303150164,0.11847,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M4,single set of methods,0,10,0.1391531770216183,0.21053,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M4,single set of methods,10,20,0.19764224055882967,0.13073,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M4,single set of methods,20,30,0.2544708199849777,0.10002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M5,single set of methods,0,10,0.17375055483137708,0.22174,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M5,single set of methods,10,20,0.15534538993552102,0.17401,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M5,single set of methods,20,30,0.21347035963833053,0.14423,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M6,single set of methods,0,10,0.19444758799939563,0.15592,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M6,single set of methods,10,20,0.22505016098780384,0.10928,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M6,single set of methods,20,30,0.42461203022142135,0.05486,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M7,single set of methods,0,10,0.14712452654099603,0.23611,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M7,single set of methods,10,20,0.2587686474004969,0.11992,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M7,single set of methods,20,30,0.20109988683048444,0.1862,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M8,single set of methods,0,10,0.11935517834664648,0.29603999999999997,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M8,single set of methods,10,20,0.1290862426017951,0.21573,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M8,single set of methods,20,30,0.2271729054192531,0.11076,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M9,single set of methods,0,10,0.09818988050797896,0.36824,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M9,single set of methods,10,20,0.18453544499202015,0.10628,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M9,single set of methods,20,30,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M10,single set of methods,0,10,0.3016746814679535,0.08544,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M10,single set of methods,10,20,0.16108239210763084,0.16264,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,RC_M,RC_M10,single set of methods,20,30,0.1509406865852293,0.09823,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,0,2,NA,NA,1964,0.108002178649237,NA,picocuriesPerGram,19.8575583857256,22.2437061244251,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,2,4,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,4,6,NA,NA,1964,0.121723232323232,NA,picocuriesPerGram,6.66204249699075,9.04819023569023,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,6,8,NA,NA,1964,0.137120338983051,NA,picocuriesPerGram,5.90711968126285,8.29326741996234,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,8,10,NA,NA,1964,0.275043731778426,NA,picocuriesPerGram,1.9664802172448,4.35262795594428,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,10,12,NA,NA,1964,0.361770573566085,NA,picocuriesPerGram,3.33056741785358,5.71671515655306,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,12,14,NA,NA,1964,0.651276041666667,0.0579427083333333,picocuriesPerGram,4.73747784000422,7.12362557870369,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,14,16,NA,NA,1964,0.500773333333333,NA,picocuriesPerGram,4.18925966870792,6.57540740740741,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,16,18,NA,NA,1964,0.220965517241379,NA,picocuriesPerGram,4.2122877657705,6.59843550446998,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,18,20,NA,NA,1964,0.166530927835052,NA,picocuriesPerGram,2.85184266794427,5.23799040664376,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,20,22,NA,NA,1964,0,NA,picocuriesPerGram,6.9811828473811,9.36733058608058,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,22,24,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,24,26,NA,NA,1964,0,NA,picocuriesPerGram,2.47409797688331,4.86024571558279,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,26,28,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,28,30,NA,NA,1964,0,NA,picocuriesPerGram,NA,2.27008382280959,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,30,35,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,35,40,NA,NA,1964,0,NA,picocuriesPerGram,NA,2.50221165458937,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,40,45,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,45,50,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U_A,single set of methods,50,55,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U1,single set of methods,0,10,0.2336299120677935,0.1528,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U1,single set of methods,10,20,0.18811812193702257,0.15238,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U1,single set of methods,20,30,0.2508695148274822,0.10056,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U2,single set of methods,0,10,0.3931349933318513,0.08896000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U2,single set of methods,10,20,0.2708933823793555,0.10694,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U2,single set of methods,20,30,0.5503391883237331,0.04017,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U3,single set of methods,0,10,0.3109337719847234,0.09264,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U3,single set of methods,10,20,0.19586197758762175,0.11865,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U3,single set of methods,20,30,0.6091284657653804,0.03975,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U4,single set of methods,0,10,0.24745761173078587,0.15414,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U4,single set of methods,10,20,0.19392208783688095,0.16643999999999998,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U4,single set of methods,20,30,0.3424133022302029,0.13463,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U5,single set of methods,0,10,0.18834485215506172,0.13901,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U5,single set of methods,10,20,0.14317334736792034,0.15262,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U5,single set of methods,20,30,0.3713769452857903,0.0611,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U6,single set of methods,0,10,0.1884218691689572,0.14077,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U6,single set of methods,10,20,0.19815104186132473,0.11886,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U6,single set of methods,20,30,0.4866122690026663,0.07521,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U7,single set of methods,0,10,0.17714724006819904,0.20803999999999995,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U7,single set of methods,10,20,0.217138763076489,0.11964,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U7,single set of methods,20,30,0.38127468478276294,0.09074,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U8,single set of methods,0,10,0.16809321852864947,0.21632,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U8,single set of methods,10,20,0.27077423131696277,0.07925,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U8,single set of methods,20,30,0.17839568649850035,0.09595,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U9,single set of methods,0,10,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U9,single set of methods,10,20,0.28915028651713376,0.16997,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U9,single set of methods,20,30,0.4657522978076511,0.10001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U10,single set of methods,0,10,0.10906743065927918,0.25251,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U10,single set of methods,10,20,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_U,PR_U10,single set of methods,20,30,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,0,2,NA,NA,1964,0,0,picocuriesPerGram,22.7898685515873,22.7898685515873,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,2,4,NA,NA,1964,0,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,4,6,NA,NA,1964,0,0,picocuriesPerGram,11.8948711512718,11.8948711512718,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,6,8,NA,NA,1964,0.198717339667458,0,picocuriesPerGram,16.358290446028,16.358290446028,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,8,10,NA,NA,1964,0.260790697674419,0,picocuriesPerGram,NA,22.6238695090439,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,10,12,NA,NA,1964,0.348179916317992,0,picocuriesPerGram,17.7526005346351,17.7526005346351,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,12,14,NA,NA,1964,0.508915989159892,0,picocuriesPerGram,NA,22.1874059018368,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,14,16,NA,NA,1964,0.963770053475936,0.0682254010695187,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,16,18,NA,NA,1964,0.438153846153846,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,18,20,NA,NA,1964,0.121385444743935,0,picocuriesPerGram,4.95876385145253,4.95876385145253,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,20,22,NA,NA,1964,0,0,picocuriesPerGram,7.62299603174603,7.62299603174603,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,22,24,NA,NA,1964,0,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,24,26,NA,NA,1964,0,0,picocuriesPerGram,7.39595734126984,7.39595734126984,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,26,28,NA,NA,1964,0,0,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,28,30,NA,NA,1964,0,0,picocuriesPerGram,4.17268351383875,4.17268351383875,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,30,35,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,35,40,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,40,45,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,45,50,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M_A,single set of methods,50,55,NA,NA,1964,0,0,picocuriesPerGram,0,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,PR_M,PR_M1,single set of methods,0,10,0.12586003895372283,0.26600999999999997,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M1,single set of methods,10,20,0.14613664768188536,0.23369,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M1,single set of methods,20,30,0.17505271747260215,0.14489000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M2,single set of methods,0,10,0.19511342623443048,0.20556,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M2,single set of methods,10,20,0.17280873942294855,0.17357,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M2,single set of methods,20,30,0.18355379999282137,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M3,single set of methods,0,10,0.13099253365544103,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M3,single set of methods,10,20,0.13254675181900177,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M3,single set of methods,20,30,0.15803827460749348,0.19041,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M4,single set of methods,0,10,0.14404066389474268,0.14584,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M4,single set of methods,10,20,0.10513920968242926,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M4,single set of methods,20,30,0.1917395452527567,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M5,single set of methods,0,10,0.12554332117555175,0.18721,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M5,single set of methods,10,20,0.12171991891249664,0.22729,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M5,single set of methods,20,30,0.19887269838286703,0.17866,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M6,single set of methods,0,10,0.21510142150655168,0.1696,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M6,single set of methods,10,20,0.21272668309470985,0.13733,1964,NA,NA,NA,NA,NA,NA
