Site,Status,ID,Date,Lat,Lon,Depth_mid,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,Age,Age_e,VAR,MAR,CAR,Year
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,42.5,0.1544,1.2883,0.3101,0.9041,0.1259,0.3842,0.3347,0,0,0,0,18.43,0.99,94.3,15.1,8.8,1354,249,1922.4
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,43.5,0.1995,0.8539,0.1708,0.6018,0.1079,0.2521,0.202,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,44.5,0.1729,1.6497,0.3141,0.6987,0.0991,0.9509,0.3294,0,0,0,0,17.57,0.95,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,45.5,0.194,1.2904,0.1725,0.8523,0.0726,0.4381,0.1872,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,47,0.3386,1.2917,0.1430,0.847,0.0558,0.4447,0.1535,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,49,0.403,1.0573,0.0112,0.775,0.0443,0.2822,0.0457,0,0,0,0,11.93,0.77,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,51,0.49,1.1901,0.1278,0.8526,0.0396,0.3376,0.1338,0,0,0,0,12.4,0.67,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,53,0.409,1.1479,0.1571,0.7866,0.0604,0.3613,0.1684,0,0,0,0,9.1,0.6,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,55,0.4717,1.0620,0.1239,0.865,0.0475,0.197,0.1327,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,57,0.5789,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,10.03,0.67,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,59,0.515,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,61,0.3539,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,63,0.4922,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,11.53,0.66,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,65,0.4997,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,67,0.5133,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,69,0.6005,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,7,0.53,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,71,0.5128,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,73,0.67,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCA,9/9/16,41.6906,-71.45162,75,0.7526,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,8.03,0.48,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,0.5,0.1792,18.4802,0.6560,0.6446,0.1196,17.8356,0.6669,0,0,4.58,0.74,24.95,1.79,4,1.3,2.5,449,112,2012.8
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,1.5,0.1697,24.5717,0.5578,0.5833,0.0966,23.9884,0.5661,0,0,0,0,   ,   ,9.9,1.5,1.7,286,,2006.9
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,2.5,0.1599,18.9772,0.7420,0.9391,0.1601,18.0382,0.7591,0,0,0,0,25.35,1.57,14.9,1.7,2,321,81,2001.9
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,3.5,0.1248,12.2087,0.4639,0.6655,0.1203,11.5433,0.4793,0.1745,0.0529,0,0,   ,   ,17.7,1.8,3.6,444,,1999.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,4.5,0.1551,6.9982,0.3828,0.673,0.1163,6.3252,0.4001,0,0,0,0,28.96,1.48,19.8,1.9,4.8,751,217,1997
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,5.5,0.1489,6.2958,0.3519,0,0,6.2958,0.3519,0,0,0,0,   ,   ,21.9,2,4.7,707,,1994.9
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,6.5,0.084,6.7425,0.6041,0,0,6.7425,0.6041,0,0,0,0,33.58,1.22,23.2,2,7.4,625,210,1993.5
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,7.5,0.0789,7.1455,0.7238,0,0,7.1455,0.7238,0,0,0,0,   ,   ,24.6,2.1,7.2,565,,1992.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,8.5,0.1732,5.7057,0.3754,0.4032,0.1005,5.3024,0.3887,0,0,0,0,28.89,1.57,27,2.2,4.1,718,208,1989.7
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,9.5,0.1403,6.4514,0.4361,0,0,6.4514,0.4361,0,0,0,0,   ,   ,29.6,2.4,3.9,546,,1987.2
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,10.5,0.1366,9.3376,0.4333,0,0,9.3376,0.4333,0,0,0,0,31.67,1.26,33.6,2.7,2.5,341,108,1983.2
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,11.5,0.1048,12.7590,0.6507,0.7083,0.1478,12.0507,0.6673,0.7135,0.0983,0,0,   ,   ,38.1,3,2.2,231,,1978.6
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,12.5,0.1386,7.9421,0.4948,0,0,7.9421,0.4948,0.7825,0.1153,0,0,28.08,1.44,42.7,3.5,2.2,305,86,1974.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,13.5,0.1203,4.7635,0.5278,0.5246,0.1282,4.239,0.5431,0.4842,0.0868,0,0,   ,   ,45,3.7,4.3,512,,1971.7
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,14.5,0.1163,5.3014,0.3960,0.8371,0.1829,4.4644,0.4362,0.5418,0.0908,0,0,28.66,1.44,47.6,4,3.9,451,129,1969.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,15.5,0.1373,4.0458,0.3536,0.7082,0.1013,3.3376,0.3678,0,0,0,0,   ,   ,50.1,4.3,4.1,557,,1966.7
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,16.5,0.1321,5.1605,0.4526,0.7296,0.1386,4.4309,0.4733,0.4186,0.096,0,0,24.41,1.44,53.5,4.8,2.9,383,93,1963.2
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,17.5,0.1571,2.9891,0.4038,0,0,2.9891,0.4038,0,0,0,0,   ,   ,56.6,5.3,3.3,513,,1960.2
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,18.5,0.1073,2.1076,0.4921,0.7732,0.1301,1.3343,0.509,0,0,0,0,28.53,1.34,57.6,5.5,10,1078,307,1959.2
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,19.5,0.1451,2.3393,0.2795,0.6951,0.1,1.6441,0.2969,0,0,0,0,   ,   ,59.3,5.8,5.8,838,,1957.4
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,20.5,0.1393,2.3063,0.2590,0.7746,0.0848,1.5318,0.2725,0,0,0,0,29.18,1.21,61,6.1,6.1,854,249,1955.8
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,21.5,0.21,2.7203,0.2193,0.7049,0.0762,2.0154,0.2321,0,0,0,0,   ,   ,64.5,6.8,2.9,599,,1952.3
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,22.5,0.1551,1.8612,0.2736,0.4389,0.1041,1.4224,0.2927,0,0,0,0,28.54,1.4,66.5,7.2,5,779,222,1950.3
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,23.5,0.1419,2.5470,0.3138,0.7738,0.084,1.7732,0.3248,0,0,0,0,   ,   ,68.9,7.8,4.1,584,,1947.9
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,24.5,0.1927,2.2402,0.2554,0.6473,0.1022,1.5928,0.2751,0,0,0,0,29.13,1.24,72.1,8.6,3.1,595,173,1944.6
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,25.5,0.1439,1.3262,0.2350,0.9978,0.1069,0.3284,0.2582,0,0,0,0,   ,   ,72.7,8.7,18.9,2721,,1944.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,26.5,0.1624,1.2672,0.2790,0.7633,0.1071,0.504,0.2989,0,0,0,0,23.93,1.18,73.6,9,10.7,1733,415,1943.2
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,27.5,0.1672,2.2125,0.3502,0.5885,0.1278,1.624,0.3728,0,0,0,0,   ,   ,76.9,10,3,503,,1939.9
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,28.5,0.1351,1.7866,0.3386,0.978,0.1219,0.8086,0.3598,0,0,0,0,27.17,1.32,78.4,10.5,6.9,939,255,1938.4
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,29.5,0.1702,1.8253,0.3295,0.5637,0.1065,1.2616,0.3463,0,0,0,0,   ,   ,81.4,11.5,3.3,561,,1935.4
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,30.5,0.1732,1.2783,0.2365,0.5992,0.0857,0.6791,0.2515,0,0,0,0,24.89,1.25,83.2,12.2,5.6,967,241,1933.6
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,31.5,0.1604,1.3620,0.3597,0.7716,0.0996,0.5904,0.3732,0,0,0,0,   ,   ,84.7,12.8,6.6,1056,,1932.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,32.5,0.1762,1.5251,0.2762,0.9366,0.1325,0.5885,0.3063,0,0,0,0,19.97,1,86.4,13.6,5.7,1007,201,1930.3
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,33.5,0.2802,1.0122,0.1939,0.7055,0.0877,0.3067,0.2129,0,0,0,0,   ,   ,88,14.2,6.6,1836,,1928.8
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,34.5,0.1992,1.2627,0.1616,0.6917,0.0676,0.571,0.1752,0,0,0,0,15.27,0.85,90.1,15.2,4.7,932,142,1926.7
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,35.5,0.2371,1.1376,0.1390,0.686,0.0536,0.4516,0.149,0,0,0,0,   ,   ,92.3,16.3,4.6,1102,,1924.5
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,36.5,0.2486,1.0879,0.1665,0.8041,0.0569,0.2839,0.1759,0,0,0,0,13.1,0.79,93.8,17.1,6.7,1656,217,1923
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,37.5,0.3017,1.0717,0.1522,0.7841,0.0622,0.2876,0.1644,0,0,0,0,   ,   ,95.7,18.2,5.1,1550,,1921.1
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,38.5,0.2063,0.9349,0.1428,0.7777,0.066,0.1572,0.1573,0,0,0,0,12.59,0.06,96.5,18.6,13.2,2717,342,1920.3
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,39.5,0.1995,1.3150,0.1599,0.8032,0.0822,0.5119,0.1798,0,0,0,0,   ,   ,99,20.2,4,793,,1917.8
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,40.5,0.2143,1.2688,0.1649,1.1324,0.0751,0.1364,0.1812,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,41.5,0.1875,1.1113,0.2264,0.9084,0.0904,0.2029,0.2437,0,0,0,0,14.45,0.78,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,42.5,0.2424,0.6102,0.1784,0.9572,0.0915,-0.347,0.2005,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,43.5,0.3652,0.9734,0.1254,0.8945,0.0565,0.0789,0.1375,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,44.5,0.3045,1.0845,0.1208,0.969,0.0662,0.1155,0.1378,0,0,0,0,7.91,0.47,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,45.5,0.1687,1.1697,0.2172,0.7786,0.0778,0.3911,0.2307,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,47,0.4098,1.6765,0.2694,1.5134,0.1294,0.1631,0.2989,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,49,0.3531,1.9158,0.2780,1.2938,0.1137,0.622,0.3003,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,51,0.3576,1.5551,0.3790,1.4659,0.1246,0.0892,0.3989,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,53,0.4007,1.5027,0.3411,1.5942,0.1499,-0.0915,0.3726,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,55,0.3634,2.1184,0.3540,1.3244,0.1367,0.7939,0.3795,0,0,0,0,11.62,0.68,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,57,0.3962,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,59,0.4434,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,61,0.4539,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,13.62,0.66,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,63,0.593,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,65,0.6401,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,67,0.5481,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,11.68,0.62,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,69,0.611,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,71,0.6782,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,73,0.8047,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,5.93,0.41,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,75,0.8288,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,77,0.7416,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,79,0.8864,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,4.43,0.34,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,81,1.0729,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,83,1.6153,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,85,2.2413,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.62,0.13,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,87,2.0684,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MCB,9/9/16,41.69052,-71.4516,89,3.0789,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.25,0.05,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,0.5,0.0965,19.7078,0.7765,1.0853,0.2024,18.6224,0.8024,0,0,8.69,1.393,24.7,1.91,2.5,1.2,4,386,95,2014.3
