study_id,core_id,species_code
Callaway_et_al_2012,Whales_Tail_B_Low,SaPa
Callaway_et_al_2012,Whales_Tail_B_Mid,SpFo
Callaway_et_al_2012,Whales_Tail_B_Mid,SaPa
Callaway_et_al_2012,Mowry_A_high,NA
Callaway_et_al_2012,Mowry_A_low,NA
Callaway_et_al_2012,Mowry_A_mid,NA
Callaway_et_al_2012,Mowry_B_high,NA
Callaway_et_al_2012,Mowry_B_low,NA
Callaway_et_al_2012,Mowry_B_mid,NA
Cochran_et_al_1998,Alley_Pond,SpPa
Cochran_et_al_1998,Caumsett_Park,SpPa
Cochran_et_al_1998,Flax_Pond,SpPa
Cochran_et_al_1998,Goose_Creek,SpPa
Cochran_et_al_1998,Hunter_Island,SpPa
Cochran_et_al_1998,Shelter_Island,SpPa
Noe_et_al_2013,S1AL,TaDi
Noe_et_al_2013,S1AL,NyAq
Noe_et_al_2013,S1AU,TaDi
Noe_et_al_2013,S1AU,NyAq
Noe_et_al_2013,S1BL,TaDi
Noe_et_al_2013,S1BL,NyAq
Noe_et_al_2013,S1BU,TaDi
Noe_et_al_2013,S1BU,NyAq
Noe_et_al_2013,S1CL,TaDi
Noe_et_al_2013,S1CL,NyAq
Noe_et_al_2013,S1CU,TaDi
Noe_et_al_2013,S1CU,NyAq
Noe_et_al_2013,S2A,TaDi
Noe_et_al_2013,S2B,TaDi
Noe_et_al_2013,S2C,TaDi
Noe_et_al_2013,S3A,TaDi
Noe_et_al_2013,S3B,TaDi
Noe_et_al_2013,S3C,TaDi
Noe_et_al_2013,S4A,TaDi
Noe_et_al_2013,S4B,TaDi
Noe_et_al_2013,S4C,TaDi
Noe_et_al_2013,W1AL,TaDi
Noe_et_al_2013,W1AL,NyAq
Noe_et_al_2013,W1AU,TaDi
Noe_et_al_2013,W1AU,NyAq
Noe_et_al_2013,W1BL,TaDi
Noe_et_al_2013,W1BL,NyAq
Noe_et_al_2013,W1BU,TaDi
Noe_et_al_2013,W1BU,NyAq
Noe_et_al_2013,W1CL,TaDi
Noe_et_al_2013,W1CL,NyAq
Noe_et_al_2013,W1CU,TaDi
Noe_et_al_2013,W1CU,NyAq
Noe_et_al_2013,W2A,TaDi
Noe_et_al_2013,W2B,TaDi
Noe_et_al_2013,W2C,TaDi
Noe_et_al_2013,W3A,TaDi
Noe_et_al_2013,W3B,TaDi
Noe_et_al_2013,W3C,TaDi
Noe_et_al_2013,W4A,TaDi
Noe_et_al_2013,W4B,TaDi
Noe_et_al_2013,W4C,TaDi
Craft_2007,Altamaha_River_Site_7_Levee,ZiMi
Craft_2007,Altamaha_River_Site_7_Plain,ZiMi
Craft_2007,Altamaha_River_Site_8_Levee,SpCy
Craft_2007,Altamaha_River_Site_8_Levee,JuRo
Craft_2007,Altamaha_River_Site_8_Plain,SpCy
Craft_2007,Altamaha_River_Site_8_Plain,JuRo
Craft_2007,Altamaha_River_Site_9_Levee,SpAl
Craft_2007,Altamaha_River_Site_9_Levee,JuRo
Craft_2007,Altamaha_River_Site_9_Plain,SpAl
Craft_2007,Altamaha_River_Site_9_Plain,JuRo
Craft_2007,Doboy_Sound_Site_4_Levee,SpAl
Craft_2007,Doboy_Sound_Site_4_Plain,SpAl
Craft_2007,Doboy_Sound_Site_5_Levee,SpAl
Craft_2007,Doboy_Sound_Site_5_Plain,SpAl
Craft_2007,Doboy_Sound_Site_6_Levee,SpAl
Craft_2007,Doboy_Sound_Site_6_Plain,SpAl
Craft_2007,Sapelo_River_Site_1_Levee,SpAl
Craft_2007,Sapelo_River_Site_1_Levee,JuRo
Craft_2007,Sapelo_River_Site_1_Plain,SpAl
Craft_2007,Sapelo_River_Site_1_Plain,JuRo
Craft_2007,Sapelo_River_Site_2_Levee,SpAl
Craft_2007,Sapelo_River_Site_2_Plain,SpAl
Craft_2007,Sapelo_River_Site_3_Levee,SpAl
Craft_2007,Sapelo_River_Site_3_Plain,SpAl
CRMS_Database,CRMS0658_1,SpPa
CRMS_Database,CRMS0658_2,SpPa
CRMS_Database,CRMS0658_3,SpPa
CRMS_Database,CRMS0697_1,SpPa
CRMS_Database,CRMS0697_2,SpPa
CRMS_Database,CRMS0697_3,SpPa
CRMS_Database,CRMS0581_1,SpPa
CRMS_Database,CRMS0581_2,SpPa
CRMS_Database,CRMS0581_3,SpPa
CRMS_Database,CRMS0584_1,SpPa
CRMS_Database,CRMS0584_2,SpPa
CRMS_Database,CRMS0584_3,SpPa
CRMS_Database,CRMS0587_1,SpPa
CRMS_Database,CRMS0587_2,SpPa
CRMS_Database,CRMS0587_3,SpPa
CRMS_Database,CRMS0588_1,SpPa
CRMS_Database,CRMS0588_2,SpPa
CRMS_Database,CRMS0588_3,SpPa
CRMS_Database,CRMS0589_1,SpPa
CRMS_Database,CRMS0589_2,SpPa
CRMS_Database,CRMS0589_3,SpPa
CRMS_Database,CRMS0599_1,Mix
CRMS_Database,CRMS0599_2,Mix
CRMS_Database,CRMS0599_3,Mix
CRMS_Database,CRMS0608_1,SpPa
CRMS_Database,CRMS0608_2,SpPa
CRMS_Database,CRMS0608_3,SpPa
CRMS_Database,CRMS0610_1,Mix
CRMS_Database,CRMS0610_2,Mix
CRMS_Database,CRMS0610_3,Mix
CRMS_Database,CRMS0614_1,SpPa
CRMS_Database,CRMS0614_2,SpPa
CRMS_Database,CRMS0614_3,SpPa
CRMS_Database,CRMS0615_1,SpPa
CRMS_Database,CRMS0615_2,SpPa
CRMS_Database,CRMS0615_3,SpPa
CRMS_Database,CRMS0622_1,SpPa
CRMS_Database,CRMS0622_2,SpPa
CRMS_Database,CRMS0622_3,SpPa
CRMS_Database,CRMS0635_1,SpPa
CRMS_Database,CRMS0635_2,SpPa
CRMS_Database,CRMS0635_3,SpPa
CRMS_Database,CRMS0638_1,SpPa
CRMS_Database,CRMS0638_2,SpPa
CRMS_Database,CRMS0638_3,SpPa
CRMS_Database,CRMS0639_1,SpPa
CRMS_Database,CRMS0639_2,SpPa
CRMS_Database,CRMS0639_3,SpPa
CRMS_Database,CRMS0641_1,SpPa
CRMS_Database,CRMS0641_2,SpPa
CRMS_Database,CRMS0641_3,SpPa
CRMS_Database,CRMS0642_1,SpPa
CRMS_Database,CRMS0642_2,SpPa
CRMS_Database,CRMS0642_3,SpPa
CRMS_Database,CRMS0644_1,SpPa
CRMS_Database,CRMS0644_2,SpPa
CRMS_Database,CRMS0644_3,SpPa
CRMS_Database,CRMS0645_1,SpPa
CRMS_Database,CRMS0645_2,SpPa
CRMS_Database,CRMS0645_3,SpPa
CRMS_Database,CRMS0647_1,SpPa
CRMS_Database,CRMS0647_2,SpPa
CRMS_Database,CRMS0647_3,SpPa
CRMS_Database,CRMS0648_1,SpPa
CRMS_Database,CRMS0648_2,SpPa
CRMS_Database,CRMS0648_3,SpPa
CRMS_Database,CRMS0650_1,SpPa
CRMS_Database,CRMS0650_2,SpPa
CRMS_Database,CRMS0650_3,SpPa
CRMS_Database,CRMS0651_1,SpPa
CRMS_Database,CRMS0651_2,SpPa
CRMS_Database,CRMS0651_3,SpPa
CRMS_Database,CRMS0655_1,SpPa
CRMS_Database,CRMS0655_2,SpPa
CRMS_Database,CRMS0655_3,SpPa
CRMS_Database,CRMS0656_1,SpPa
CRMS_Database,CRMS0656_2,SpPa
CRMS_Database,CRMS0656_3,SpPa
CRMS_Database,CRMS0660_1,SpPa
CRMS_Database,CRMS0660_2,SpPa
CRMS_Database,CRMS0660_3,SpPa
CRMS_Database,CRMS0661_1,SpPa
CRMS_Database,CRMS0661_2,SpPa
CRMS_Database,CRMS0661_3,SpPa
CRMS_Database,CRMS0662_1,SpPa
CRMS_Database,CRMS0662_2,SpPa
CRMS_Database,CRMS0662_3,SpPa
CRMS_Database,CRMS0663_1,SpPa
CRMS_Database,CRMS0663_2,SpPa
CRMS_Database,CRMS0663_3,SpPa
CRMS_Database,CRMS0665_1,SpPa
CRMS_Database,CRMS0665_2,SpPa
CRMS_Database,CRMS0665_3,SpPa
CRMS_Database,CRMS0669_1,SpPa
CRMS_Database,CRMS0669_2,SpPa
CRMS_Database,CRMS0669_3,SpPa
CRMS_Database,CRMS0672_1,SpPa
CRMS_Database,CRMS0672_2,SpPa
CRMS_Database,CRMS0672_3,SpPa
CRMS_Database,CRMS0677_1,Mix
CRMS_Database,CRMS0677_2,Mix
CRMS_Database,CRMS0677_3,Mix
CRMS_Database,CRMS0680_1,Mix
