study_id,site_id,core_id,sample_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,c14_age,c14_age_se,c14_material,age,age_se,method_id
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,76,80,0.6334,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,80,84,0.7778,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,84,88,0.5123,0.18,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,88,92,0.4984,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,92,96,0.6195,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,96,100,0.8058,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,100,104,1.0526,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,104,108,1.048,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,108,112,0.9455,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,112,116,0.8663,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,116,120,0.7965,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,120,124,0.885,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,124,128,0.9082,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,128,132,0.9129,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,132,136,0.7592,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,136,140,0.7965,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,140,144,0.8011,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,144,152,0.8384,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,152,156,0.7545,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,156,160,0.8896,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,160,164,0.9781,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,164,168,0.9828,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,168,172,1.0154,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,172,176,1.0713,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,176,180,1.1178,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,180,184,1.1411,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,184,188,1.0014,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,188,192,1.0061,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,192,196,0.9455,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,NA,196,200,1.048,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_2,CAMS-140636,199,199,NA,NA,1045,35,Sarcocornia rhizome,998.5,24.5,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,0,4,0.5449,0.21,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,4,8,0.6567,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,8,12,0.7452,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,12,16,0.8756,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,16,20,0.8803,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,20,24,1.4532,0.03,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,24,28,1.2902,0.01,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,28,32,1.4532,0.02,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,32,36,1.3647,0.03,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,36,40,1.6209,0.04,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,40,44,1.3694,0.04,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,44,50,1.5557,0.04,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,50,52,1.4439,0.03,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,52,56,1.0713,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,56,60,0.98740000000000006,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,60,64,1.0061,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,64,68,1.0107,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,68,72,1.1598,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,72,76,1.1085,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,76,80,1.0946,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,80,84,1.3321,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,84,88,1.1644,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,88,92,0.9362,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,92,96,0.9548,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,96,100,1.2762,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,100,104,0.9362,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,104,108,0.8337,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,108,112,0.8384,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,112,116,0.8803,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,116,120,0.7639,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,120,124,0.7592,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,124,128,0.8011,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,128,132,0.7406,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,132,136,0.7219,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,136,140,0.6567,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,140,144,0.7871,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,144,150,0.6754,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,150,152,0.8197,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,152,156,0.7033,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,156,160,0.5776,0.16,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,160,164,0.5915,0.18,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,164,168,0.6614,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,168,172,0.7173,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,172,176,0.6148,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,176,180,0.6428,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,180,184,0.7918,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,184,188,0.7545,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,188,192,0.8197,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,192,196,0.8337,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,196,200,1.0759,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,200,204,0.9455,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,204,208,0.8803,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,208,212,0.8104,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,CAMS-140643,210,210,NA,NA,150,35,Sarcocornia rhizome,1741.5,71.5,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,212,216,1.0154,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,216,220,1.048,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,220,224,1.0154,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,224,228,0.8617,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,228,232,0.8756,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,232,236,0.8943,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,236,240,1.1644,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,240,244,1.0759,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_3,NA,244,248,1.0852,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,0,4,0.6754,0.19,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,4,8,0.8943,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,8,12,1.2296,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,12,16,1.0852,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,16,20,1.1132,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,20,24,1.1458,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,24,28,1.1691,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,28,32,1.1737,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,32,36,1.0666,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,36,40,1.565,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,40,44,1.2855,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,44,52,1.197,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,52,56,0.8384,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,56,60,0.5822,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,60,64,0.7406,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,64,68,0.7732,0.1,NA,NA,NA,NA,NA,single set of methods
