study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_unit,pb210_unit,ra226_activity,ra226_unit,excess_pb210_activity,excess_pb210_activity_se,delta_c13
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,11,12,0.47,0.4391,0.1394,2.91,becquerelsPerKilogram,becquerelsPerKilogram,37.03,becquerelsPerKilogram,43.78,29.5,-26.31
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,12,13,0.5,0.4007,0.1425,5.16,becquerelsPerKilogram,becquerelsPerKilogram,23.53,becquerelsPerKilogram,32.99,25.02,-26.39
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,13,14,0.48,0.3797,0.1177,2.8,becquerelsPerKilogram,becquerelsPerKilogram,28.67,becquerelsPerKilogram,53.16,28.84,-26.53
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,14,15,0.48,0.3712,0.16899999999999998,2.28,becquerelsPerKilogram,becquerelsPerKilogram,27.9,becquerelsPerKilogram,11.44,20.37,-26.8
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,15,16,0.54,0.3398,0.11349999999999999,8.04,becquerelsPerKilogram,becquerelsPerKilogram,27.57,becquerelsPerKilogram,33.05,22.32,-26.45
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,16,17,0.54,0.3079,0.1206,1.11,becquerelsPerKilogram,becquerelsPerKilogram,25.39,becquerelsPerKilogram,25.99,17.37,-26.28
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,17,18,0.58,0.326,0.1045,1.57,becquerelsPerKilogram,becquerelsPerKilogram,22.91,becquerelsPerKilogram,31.78,20.74,-26.48
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,18,19,0.56,0.2995,0.1446,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.65
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,19,20,0.55,0.3372,0.12029999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.22
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,20,21,0.55,0.27949999999999997,0.0909,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.25
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,21,22,0.55,0.22190000000000001,0.1001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.32
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,22,23,0.56,0.2249,0.0892,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.33
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,23,24,0.58,0.2539,0.0965,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.22
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,24,25,0.57,0.23670000000000002,0.08810000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.18
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,25,26,0.58,0.257,0.0916,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.14
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,26,27,0.64,0.2846,0.1093,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.23
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,27,28,0.62,0.2488,0.0975,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.17
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,28,29,0.61,0.243,0.0779,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.81
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,29,30,0.58,0.24280000000000002,0.087,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.41
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,30,31,0.62,0.2238,0.0726,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.3
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,31,32,0.57,0.2075,0.0768,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.3
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,32,33,0.62,0.1838,0.0639,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.09
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_M,33,35,0.56,0.1956,0.0652,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.18
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,0,1,0.49,0.3206,0.109,NA,becquerelsPerKilogram,becquerelsPerKilogram,41.88,becquerelsPerKilogram,92.54,59.23,-23.71
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,1,2,0.47,0.3301,0.1133,NA,becquerelsPerKilogram,becquerelsPerKilogram,44.96,becquerelsPerKilogram,107,60.74,-23.74
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,2,3,0.49,0.33990000000000004,0.1176,NA,becquerelsPerKilogram,becquerelsPerKilogram,16.72,becquerelsPerKilogram,123.24,30.81,-23.85
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,3,4,0.5,0.3519,0.12789999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,53.29,becquerelsPerKilogram,88.95,83.99,-23.76
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,4,5,0.48,0.36719999999999997,0.12359999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,26.03,becquerelsPerKilogram,78.01,43.81,-23.91
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,5,6,0.51,0.34740000000000004,0.1293,NA,becquerelsPerKilogram,becquerelsPerKilogram,60.51,becquerelsPerKilogram,99.8,97.72,-24
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,6,7,0.48,0.3488,0.1175,NA,becquerelsPerKilogram,becquerelsPerKilogram,64.28,becquerelsPerKilogram,70.24,92.84,-24.04
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,7,8,0.46,0.3387,0.12,NA,becquerelsPerKilogram,becquerelsPerKilogram,39.98,becquerelsPerKilogram,76.78,54.07,-23.97
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,8,9,0.51,0.36479999999999996,0.127,NA,becquerelsPerKilogram,becquerelsPerKilogram,23.7,becquerelsPerKilogram,56.94,34.33,-24.23
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,9,10,0.52,0.3357,0.1167,NA,becquerelsPerKilogram,becquerelsPerKilogram,57.05,becquerelsPerKilogram,72.72,82.25,-24.26
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,10,11,0.52,0.3994,0.204,NA,becquerelsPerKilogram,becquerelsPerKilogram,44.5,becquerelsPerKilogram,41.88,60.59,-25.11
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,11,12,0.52,0.34869999999999995,0.10679999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,33.44,becquerelsPerKilogram,54.8,43.61,-24.99
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,12,13,0.45,0.3086,0.1207,NA,becquerelsPerKilogram,becquerelsPerKilogram,43.82,becquerelsPerKilogram,30.77,61.03,-25.21
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,13,14,0.49,0.3848,0.1336,NA,becquerelsPerKilogram,becquerelsPerKilogram,44.54,becquerelsPerKilogram,33.56,61.38,-25.38
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,14,15,0.5,0.3953,0.1222,NA,becquerelsPerKilogram,becquerelsPerKilogram,26.51,becquerelsPerKilogram,24.96,31.74,-25.48
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,15,16,0.54,0.31620000000000004,0.1374,NA,becquerelsPerKilogram,becquerelsPerKilogram,23.86,becquerelsPerKilogram,1.02,35.35,-26.29
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,16,17,0.59,0.2147,0.0728,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.35
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,17,18,0.58,0.2758,0.09910000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.1
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,18,19,0.54,0.24559999999999998,0.0901,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.81
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,19,20,0.58,0.34759999999999996,0.1305,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.95
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,20,21,0.49,0.36579999999999996,0.1432,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.82
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,21,22,0.52,0.37439999999999996,0.1412,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.92
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,22,23,0.56,0.373,0.1294,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.86
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,23,24,0.53,0.32659999999999995,0.12050000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.74
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,24,25,0.49,0.3042,0.1313,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.04
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,25,26,0.49,0.3079,0.1188,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.72
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,26,27,0.49,0.2838,0.10529999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.45
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,27,28,0.51,0.264,0.0973,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.66
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,28,29,0.52,0.3129,0.12369999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.35
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,29,30,0.53,0.31,0.1268,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.42
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,30,31,0.52,0.2828,0.1074,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.88
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,31,32,0.54,0.3582,0.12119999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.01
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,32,33,0.53,0.6896,0.15560000000000002,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.75
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,33,34,0.5,0.45799999999999996,0.1718,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-26.52
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,34,35,0.51,0.3728,0.1343,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.8
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,35,36,0.51,0.3144,0.1072,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.04
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,36,37,0.53,0.2789,0.09789999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.91
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,37,38,0.55,0.25489999999999996,0.0931,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.36
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,38,39,0.54,0.2645,0.1042,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.37
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,39,40,0.54,0.26649999999999996,0.0974,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.29
Arriola_and_Cable_2017,snipe_creek_low_marsh,snipe_creek_MC,40,41,0.49,0.34600000000000003,0.1358,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.38
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,0,1,0.49,0.2377,0.09609999999999999,7.87,becquerelsPerKilogram,becquerelsPerKilogram,43.34,becquerelsPerKilogram,163.53,26.46,-21.74
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,1,2,0.58,0.20800000000000002,0.0783,3.71,becquerelsPerKilogram,becquerelsPerKilogram,38.02,becquerelsPerKilogram,158.81,25.03,-21.84
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,2,3,0.53,0.1977,0.0703,5.08,becquerelsPerKilogram,becquerelsPerKilogram,31.66,becquerelsPerKilogram,138.48,22.13,-21.26
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,3,4,0.57,0.18059999999999998,0.06,6.09,becquerelsPerKilogram,becquerelsPerKilogram,28.34,becquerelsPerKilogram,126.68,20.81,-21.78
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,4,5,0.57,0.30820000000000003,0.0583,5.28,becquerelsPerKilogram,becquerelsPerKilogram,28.96,becquerelsPerKilogram,122.93,21.27,-21.67
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,5,6,0.6,0.2262,0.0852,6.73,becquerelsPerKilogram,becquerelsPerKilogram,41.04,becquerelsPerKilogram,127.61,23.11,-21.12
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,6,7,0.51,0.2908,0.0713,5.38,becquerelsPerKilogram,becquerelsPerKilogram,41.17,becquerelsPerKilogram,142.01,24.58,-21.75
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,7,8,0.68,0.1259,0.042300000000000004,3.51,becquerelsPerKilogram,becquerelsPerKilogram,23.51,becquerelsPerKilogram,59.71,15.51,-21.87
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,8,9,0.56,0.1739,0.057300000000000004,4.97,becquerelsPerKilogram,becquerelsPerKilogram,32.36,becquerelsPerKilogram,104.71,20.21,-21.95
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,9,10,0.57,0.2544,0.0738,6.77,becquerelsPerKilogram,becquerelsPerKilogram,37.82,becquerelsPerKilogram,156.87,27.58,-21.81
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,10,11,0.55,0.24280000000000002,0.07980000000000001,7.58,becquerelsPerKilogram,becquerelsPerKilogram,36.64,becquerelsPerKilogram,142.67,25.88,-21.77
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,11,12,0.54,0.2341,0.0821,5.93,becquerelsPerKilogram,becquerelsPerKilogram,41.66,becquerelsPerKilogram,146.21,25.56,-22.02
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,12,13,0.57,0.2883,0.08439999999999999,11.13,becquerelsPerKilogram,becquerelsPerKilogram,30.12,becquerelsPerKilogram,144.7,26.87,-21.83
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,13,14,0.51,0.305,0.1121,7.78,becquerelsPerKilogram,becquerelsPerKilogram,54.46,becquerelsPerKilogram,154.37,32.21,-22.07
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,14,15,0.52,0.3566,0.1292,11.6,becquerelsPerKilogram,becquerelsPerKilogram,70,becquerelsPerKilogram,200.01,38.11,-21.48
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,15,16,0.53,0.377,0.18469999999999998,12.72,becquerelsPerKilogram,becquerelsPerKilogram,58.69,becquerelsPerKilogram,211.86,39.39,-18.66
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,16,17,0.51,0.3661,0.1436,12.28,becquerelsPerKilogram,becquerelsPerKilogram,58.74,becquerelsPerKilogram,203.25,37.63,-20.38
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,17,18,0.49,0.3825,0.1284,9.28,becquerelsPerKilogram,becquerelsPerKilogram,32.86,becquerelsPerKilogram,157.17,30.09,-20.59
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,18,19,0.5,0.3922,0.1354,14.78,becquerelsPerKilogram,becquerelsPerKilogram,68.96,becquerelsPerKilogram,186.57,37.34,-21.81
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,19,20,0.51,0.37689999999999996,0.1636,9.88,becquerelsPerKilogram,becquerelsPerKilogram,59.78,becquerelsPerKilogram,184.76,37.63,-20.02
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,20,21,0.48,0.3893,0.17489999999999997,6.35,becquerelsPerKilogram,becquerelsPerKilogram,45.09,becquerelsPerKilogram,242.38,41.61,-19.55
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,21,22,0.51,0.3865,0.1335,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-21.86
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,22,23,0.5,0.3971,0.11599999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-21.98
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,23,24,0.49,0.3521,0.1379,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-20.56
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,24,25,0.52,0.3333,0.1115,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-22.04
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,25,26,0.48,0.33039999999999997,0.11630000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-21.49
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,26,27,0.5,0.3353,0.1193,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-21.54
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,27,28,0.52,0.3588,0.11800000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-21.84
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,28,29,0.5,0.3651,0.1183,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.33
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,29,30,0.47,0.3293,0.11960000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-22.85
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,30,31,0.47,0.3223,0.1143,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.08
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,31,32,0.53,0.289,0.092,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.91
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,32,33,0.51,0.39280000000000004,0.15810000000000002,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-20.99
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HE,33,34,0.53,0.32,0.1177,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.53
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,0,1,0.99,0.0401,0.006,1.94,becquerelsPerKilogram,becquerelsPerKilogram,6.78,becquerelsPerKilogram,11.54,7.73,-25.67
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,1,2,1.04,0.0281,0.0070999999999999995,0.3,becquerelsPerKilogram,becquerelsPerKilogram,7.09,becquerelsPerKilogram,3.72,7.79,-26.2
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,2,3,1,0.061399999999999996,0.0083,3.58,becquerelsPerKilogram,becquerelsPerKilogram,8.64,becquerelsPerKilogram,13.38,8.17,-26.15
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,3,4,1.14,0.0313,0.008,1.62,becquerelsPerKilogram,becquerelsPerKilogram,7.09,becquerelsPerKilogram,8.53,7.59,-26.05
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,4,5,1.03,0.0819,0.0068000000000000005,2.09,becquerelsPerKilogram,becquerelsPerKilogram,7,becquerelsPerKilogram,-6.4,7.78,-26.45
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,5,6,0.99,0.0455,0.006999999999999999,2.68,becquerelsPerKilogram,becquerelsPerKilogram,7.3,becquerelsPerKilogram,2.69,8.08,-26.71
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,6,7,1.01,0.0562,0.0070999999999999995,3.13,becquerelsPerKilogram,becquerelsPerKilogram,7.22,becquerelsPerKilogram,14.82,7.98,-26.04
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,7,8,1,0.0347,0.008100000000000001,4.98,becquerelsPerKilogram,becquerelsPerKilogram,5.38,becquerelsPerKilogram,10.58,8.35,-25.94
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,8,9,1.01,0.0355,0.0103,2.94,becquerelsPerKilogram,becquerelsPerKilogram,11.09,becquerelsPerKilogram,11.61,8.2,-26.12
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,9,10,0.99,0.0294,0.0072,4.23,becquerelsPerKilogram,becquerelsPerKilogram,5.34,becquerelsPerKilogram,21.77,8.76,-25.95
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,10,11,1.11,0.0332,0.0058,6.77,becquerelsPerKilogram,becquerelsPerKilogram,7.78,becquerelsPerKilogram,-4.66,8.23,-25.71
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,11,12,1.09,0.038599999999999995,0.0051,3.41,becquerelsPerKilogram,becquerelsPerKilogram,10.55,becquerelsPerKilogram,-8.48,8.76,-25.64
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,12,13,1.1,0.0332,0.0064,6.14,becquerelsPerKilogram,becquerelsPerKilogram,8.17,becquerelsPerKilogram,10.52,8.64,-25.8
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,13,14,1.15,0.0315,0.005699999999999999,1.08,becquerelsPerKilogram,becquerelsPerKilogram,5.95,becquerelsPerKilogram,7.71,7.79,-25.95
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,14,15,1.12,0.023799999999999998,0.0048,3,becquerelsPerKilogram,becquerelsPerKilogram,7.71,becquerelsPerKilogram,4.02,7.12,-25.01
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,15,16,1.19,0.0223,0.0055000000000000005,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.91
