"study_id","site_id","core_id","core_year","core_month","core_day","core_latitude","core_longitude","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessy_2016","NWCA11-1035","NWCA11-1035-5062",2011,9,29,30.79802854,-87.96467857,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1953","NWCA11-1953-5098",2011,5,24,30.37253218,-88.83512847,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1946","NWCA11-1946-5100",2011,5,7,30.41902926,-88.56129586,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1653","NWCA11-1653-5111",2011,5,26,29.63270597,-89.78440641,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1666","NWCA11-1666-5115",2011,5,3,29.77454868,-93.53254947,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2069","NWCA11-2069-5119",2011,6,23,35.16419214,-75.82971662,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2455","NWCA11-2455-5125",2011,7,13,32.36546676,-80.54524985,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2446","NWCA11-2446-5128",2011,6,22,32.64506039,-80.27531255,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2444","NWCA11-2444-5129",2011,5,23,33.86514126,-78.55875328,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2442","NWCA11-2442-5130",2011,6,29,32.52475031,-80.46577144,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2424","NWCA11-2424-5131",2011,7,6,33.01048243,-79.37628417,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2403","NWCA11-2403-5142",2011,6,27,32.64357232,-80.28364324,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2068","NWCA11-2068-5147",2011,5,25,34.9931171,-76.54916931,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2065","NWCA11-2065-5149",2011,5,18,35.37913472,-76.30374219,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3988","NWCA11-3988-5155",2011,8,30,39.35109743,-74.53768623,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3989","NWCA11-3989-5156",2011,9,27,40.43198185,-73.99264072,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2222","NWCA11-2222-5160",2011,8,2,39.50874337,-74.32292187,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2220","NWCA11-2220-5161",2011,8,9,39.29979086,-74.70599592,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2215","NWCA11-2215-5162",2011,9,26,40.43152435,-73.99267738,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2207","NWCA11-2207-5163",2011,9,28,40.43227043,-73.99172257,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2205","NWCA11-2205-5164",2011,8,18,39.34671067,-74.49078096,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2204","NWCA11-2204-5165",2011,8,11,39.30816896,-74.72408222,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2203","NWCA11-2203-5166",2011,8,3,39.55922116,-74.30403876,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2199","NWCA11-2199-5167",2011,9,14,40.43013205,-73.99095193,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2198","NWCA11-2198-5168",2011,8,31,39.85642113,-74.14681089,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2197","NWCA11-2197-5169",2011,7,28,39.35160706,-74.54094939,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2196","NWCA11-2196-5170",2011,8,10,39.2908343,-74.70713435,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2195","NWCA11-2195-5172",2011,6,15,40.43887063,-74.1026518,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5176",2011,8,17,39.3863373,-74.47658677,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2411","NWCA11-2411-5206",2011,6,20,32.39746088,-80.63893141,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2186","NWCA11-2186-5215",2011,7,27,39.3863373,-74.47658677,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2408","NWCA11-2408-5216",2011,6,14,32.91191732,-79.67633587,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2431","NWCA11-2431-5248",2011,6,14,32.82037206,-79.73513528,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2436","NWCA11-2436-5250",2011,6,15,32.89392946,-79.68520072,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2447","NWCA11-2447-5262",2011,6,1,32.81287987,-79.73039663,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1105","NWCA11-1105-5268",2011,9,22,37.5193534,-122.2169791,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2452","NWCA11-2452-5269",2011,6,13,32.81384356,-79.74670136,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R082","NWCA11-R082-5276",2011,6,11,30.9454,-81.4172,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2061","NWCA11-2061-5281",2011,5,17,35.36117872,-76.35572987,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2052","NWCA11-2052-5285",2011,6,22,34.92743165,-76.30063292,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1958","NWCA11-1958-5290",2011,4,30,30.26946711,-89.39634719,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R058","NWCA11-R058-5295",2011,6,17,34.14189,-77.85281,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2423","NWCA11-2423-5340",2011,6,6,32.56770511,-80.15951581,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1109","NWCA11-1109-5353",2011,6,21,38.00778963,-122.4886372,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1118","NWCA11-1118-5356",2011,7,22,38.10732204,-121.9544407,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1127","NWCA11-1127-5359",2011,7,10,38.16837901,-122.5334619,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1133","NWCA11-1133-5362",2011,7,12,38.16538922,-122.545057,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1140","NWCA11-1140-5364",2011,6,15,38.11119825,-121.9650982,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1197","NWCA11-1197-5372",2011,7,14,39.38175356,-75.54017703,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-5373",2011,7,12,39.4284527,-75.57379203,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1207","NWCA11-1207-5375",2011,7,21,38.62612705,-75.09675624,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1223","NWCA11-1223-5377",2011,7,7,38.62326596,-75.11536814,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1233","NWCA11-1233-5378",2011,7,11,24.59310717,-81.66270992,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1239","NWCA11-1239-5381",2011,9,23,25.8313587,-81.42050205,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1248","NWCA11-1248-5383",2011,6,3,30.03348608,-81.35494591,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1249","NWCA11-1249-5384",2011,7,12,25.19978,-80.35067,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1256","NWCA11-1256-5385",2011,6,9,29.99143729,-84.3778643,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1263","NWCA11-1263-5387",2011,5,23,29.55003994,-83.38609154,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5395",2011,8,23,38.24219291,-75.80924667,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2025","NWCA11-2025-5400",2011,6,21,34.88362396,-76.51596497,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1381","NWCA11-1381-5411",2011,6,29,30.73733301,-81.47605383,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1384","NWCA11-1384-5413",2011,6,7,31.64443622,-81.37801197,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1385","NWCA11-1385-5414",2011,8,17,31.94762493,-81.05878563,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1388","NWCA11-1388-5415",2011,6,9,31.7724169,-81.25725505,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1389","NWCA11-1389-5416",2011,6,30,32.03049759,-81.03174779,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1392","NWCA11-1392-5417",2011,8,2,31.58121264,-81.17939905,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1393","NWCA11-1393-5418",2011,6,15,30.86519408,-81.56447473,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1395","NWCA11-1395-5419",2011,7,21,31.50860266,-81.20986755,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1396","NWCA11-1396-5420",2011,7,13,31.90928513,-80.97698554,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1397","NWCA11-1397-5421",2011,6,28,30.82546009,-81.52091961,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1400","NWCA11-1400-5431",2011,6,8,31.55016453,-81.36283972,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1401","NWCA11-1401-5432",2011,6,14,31.96825509,-81.0220202,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1404","NWCA11-1404-5433",2011,7,27,31.76373609,-81.20326647,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1408","NWCA11-1408-5434",2011,8,4,31.63640369,-81.14963689,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1409","NWCA11-1409-5435",2011,6,21,30.73673699,-81.61720128,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1411","NWCA11-1411-5436",2011,8,1,31.65483041,-81.23317,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1412","NWCA11-1412-5437",2011,7,14,31.90983309,-80.96533413,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1670","NWCA11-1670-5452",2011,5,6,30.0365473,-93.27993183,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1678","NWCA11-1678-5455",2011,6,10,30.02893495,-93.25151433,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1691","NWCA11-1691-5459",2011,6,20,30.03509159,-93.43244595,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1694","NWCA11-1694-5460",2011,6,15,29.4844005,-90.47139143,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1773","NWCA11-1773-5491",2011,6,16,38.23903386,-75.80804183,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1777","NWCA11-1777-5493",2011,6,3,38.24219291,-75.80924667,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1778","NWCA11-1778-5494",2011,9,22,38.17116646,-75.18664037,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1789","NWCA11-1789-5496",2011,7,14,38.43940441,-76.27668251,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1798","NWCA11-1798-5497",2011,8,24,38.14848341,-75.94279674,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1801","NWCA11-1801-5498",2011,6,8,38.24386084,-75.81298705,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1810","NWCA11-1810-5499",2011,6,18,38.24048616,-75.80352281,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1816","NWCA11-1816-5500",2011,9,23,38.2506266,-75.2049727,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1817","NWCA11-1817-5501",2011,6,4,38.44380367,-76.29582741,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1819","NWCA11-1819-5502",2011,9,14,38.27447021,-76.18154457,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1832","NWCA11-1832-5505",2011,6,21,44.03080145,-69.58496731,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1966","NWCA11-1966-5516",2011,5,1,30.27883595,-89.39841246,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1969","NWCA11-1969-5517",2011,5,18,30.29468933,-88.58721892,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1973","NWCA11-1973-5521",2011,6,4,30.36752679,-88.8271054,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2033","NWCA11-2033-5551",2011,8,10,35.39592577,-76.30778348,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2038","NWCA11-2038-5555",2011,5,26,34.78092604,-76.40478773,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2048","NWCA11-2048-5566",2011,9,21,35.57201335,-75.91082479,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2070","NWCA11-2070-5582",2011,6,6,36.28440575,-75.86747033,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2074","NWCA11-2074-5586",2011,6,8,35.6770101,-75.49589756,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2076","NWCA11-2076-5590",2011,9,8,35.60186221,-75.81856545,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2077","NWCA11-2077-5591",2011,6,28,35.3855618,-76.30581515,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2079","NWCA11-2079-5592",2011,6,27,35.54553362,-76.52664134,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2081","NWCA11-2081-5593",2011,9,9,35.41465949,-76.42973312,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2168","NWCA11-2168-5603",2011,9,7,43.0632135,-70.74847652,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2170","NWCA11-2170-5604",2011,8,30,43.07462714,-70.90407955,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2175","NWCA11-2175-5606",2011,8,24,43.06180678,-70.73302785,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R073","NWCA11-R073-5679",2011,6,11,25.89391,-81.45987,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R077","NWCA11-R077-5682",2011,6,10,26.05011,-81.73795,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5714",2011,6,27,26.19522377,-97.32745012,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2527","NWCA11-2527-5715",2011,9,12,26.19522377,-97.32745012,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2530","NWCA11-2530-5716",2011,7,6,29.77921925,-94.76982372,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2535","NWCA11-2535-5717",2011,9,14,28.81342377,-96.57279692,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2540","NWCA11-2540-5718",2011,7,7,29.07968568,-95.20706198,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2541","NWCA11-2541-5719",2011,6,7,29.74715071,-94.70161163,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2546","NWCA11-2546-5722",2011,6,14,29.73118896,-94.7153301,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2551","NWCA11-2551-5723",2011,9,14,28.81469875,-96.57266286,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2557","NWCA11-2557-5724",2011,6,13,29.749715,-94.70771332,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2562","NWCA11-2562-5725",2011,6,15,29.7336735,-94.69736281,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2564","NWCA11-2564-5726",2011,6,6,29.30383781,-94.96554659,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2573","NWCA11-2573-5733",2011,6,23,29.74603812,-94.70685723,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2580","NWCA11-2580-5734",2011,7,13,29.17124903,-95.0099533,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2584","NWCA11-2584-5735",2011,7,11,29.07699084,-95.20613487,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2589","NWCA11-2589-5736",2011,7,12,29.75292024,-94.70464921,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2591","NWCA11-2591-5737",2011,9,21,28.34888201,-96.6442252,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2593","NWCA11-2593-5738",2011,9,8,29.74850706,-94.70160663,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-5746",2011,6,21,37.91254023,-75.68068678,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2642","NWCA11-2642-5748",2011,6,28,37.56839189,-75.61022295,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2655","NWCA11-2655-5750",2011,6,29,37.56539988,-75.60812585,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2658","NWCA11-2658-5752",2011,7,7,37.32783768,-76.28268421,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2660","NWCA11-2660-5753",2011,6,22,37.9067567,-75.66723178,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2665","NWCA11-2665-5754",2011,7,12,37.3308564,-76.28211643,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2667","NWCA11-2667-5755",2011,7,14,37.31679761,-76.28010076,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2673","NWCA11-2673-5761",2011,6,23,37.26131925,-75.88380263,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2908","NWCA11-2908-5778",2011,9,21,37.53679543,-122.232025,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2910","NWCA11-2910-5779",2011,6,14,38.12654382,-121.9356579,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2918","NWCA11-2918-5782",2011,7,7,38.16413492,-122.5532047,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2922","NWCA11-2922-5784",2011,10,4,37.52065783,-122.2204244,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2940","NWCA11-2940-5787",2011,7,11,38.17745302,-122.5431308,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2947","NWCA11-2947-5790",2011,6,22,38.13470032,-122.3598675,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2949","NWCA11-2949-5791",2011,7,9,38.16800498,-122.5471033,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3051","NWCA11-3051-5805",2011,7,20,26.95379841,-80.07951243,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3062","NWCA11-3062-5807",2011,9,23,25.82277453,-81.41641982,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3069","NWCA11-3069-5808",2011,9,19,30.03109695,-81.36939459,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3091","NWCA11-3091-5810",2011,10,8,27.88870506,-82.63768006,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3093","NWCA11-3093-5811",2011,10,1,30.08673599,-84.17240826,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3568","NWCA11-3568-5822",2011,7,13,38.44964742,-76.28328952,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3581","NWCA11-3581-5823",2011,6,17,38.23954556,-75.803848,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4706","NWCA11-4706-5855",2011,7,10,38.1692299,-122.5330036,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4713","NWCA11-4713-5858",2011,8,2,38.13321479,-122.3509133,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4716","NWCA11-4716-5859",2011,7,28,34.2290428,-119.2613957,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4721","NWCA11-4721-5862",2011,7,8,38.17255247,-122.5564495,"estuarine","field observation","emergent","field observation"
