study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,total_pb210_activity,total_pb210_activity_se,pb210_unit
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,9,10,0.16500000000000001,0.2341,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,11,12,0.30499999999999999,0.21149999999999999,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,13,14,0.36099999999999999,0.20130000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,15,16,0.20300000000000001,0.18679999999999999,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,17,18,0.53900000000000003,0.188,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,19,20,0.29599999999999999,0.2,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,22,24,0.29099999999999998,0.25480000000000003,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,26,28,0.17,0.30709999999999998,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,30,32,0.26300000000000001,0.26889999999999997,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,34,36,0.34100000000000003,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,38,40,0.378,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,42,44,0.309,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,46,48,0.33900000000000002,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,50,52,0.33900000000000002,0.26040000000000002,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,54,56,0.28599999999999998,0.25769999999999998,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,58,60,0.46899999999999997,0.21679999999999999,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,1,2,2.58E-2,NA,7.16,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,3,4,6.2300000000000001E-2,NA,9.6300000000000008,0.48,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,5,6,0.251,0.2296,4.92,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,7,8,9.8900000000000002E-2,0.2198,5.01,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,9,10,7.5499999999999998E-2,0.28570000000000001,5.46,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,11,12,0.188,0.32479999999999998,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,13,14,0.26600000000000001,0.38290000000000002,4.66,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,15,16,0.157,0.35570000000000002,5.98,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,17,18,0.19900000000000001,0.2545,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,19,20,0.17,0.2888,8.92,0.45,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,22,24,0.25,0.1966,9,0.45,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,26,28,0.25,0.2576,7.2,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,30,32,0.25,0.2087,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,34,36,0.25,0.1321,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,38,40,0.33100000000000002,0.24510000000000001,1.64,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,42,44,0.33600000000000002,0.26219999999999999,3.86,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,46,48,0.46500000000000002,0.23830000000000001,3.15,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,50,52,0.218,0.50539999999999996,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,54,56,0.26900000000000002,0.20349999999999999,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7T,58,60,0.55000000000000004,0.2215,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,0,2,NA,0.2407,5.8,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,4,5,NA,0.27960000000000002,6.46,0.32,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,10,12,NA,0.30170000000000002,3.29,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,12,14,NA,0.2213,5.14,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,14,16,NA,0.15409999999999999,2.12,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,18,20,NA,0.1535,1.89,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,22,24,NA,0.14779999999999999,2.11,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,24,26,NA,0.11700000000000001,3.88,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,28,30,NA,0.15340000000000001,2.67,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,30,32,NA,0.1085,2.65,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,34,36,NA,0.1168,1.68,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,36,38,NA,0.10009999999999999,2.27,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,40,42,NA,0.13270000000000001,2.1800000000000002,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,42,44,NA,0.10390000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,46,48,NA,0.1168,1.8,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,48,50,NA,0.1019,2.74,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,52,54,NA,0.1043,2.16,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,54,56,NA,0.1101,3.17,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET8,56,57,NA,0.1222,1.86,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,0,1,9.6299999999999997E-3,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,2,3,0.127,NA,10.89,0.54,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,4,5,0.123,0.30020000000000002,10.210000000000001,0.51,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,6,7,9.8400000000000001E-2,0.34739999999999999,8.56,0.43,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,8,9,7.3400000000000007E-2,0.35170000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,10,11,8.72E-2,0.309,7.96,0.4,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,12,13,0.115,0.3639,5.75,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,14,15,0.127,0.34510000000000002,3.8,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,16,17,0.154,0.30959999999999999,4.29,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,18,19,0.11,0.25419999999999998,3.26,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,20,22,0.27800000000000002,0.21890000000000001,3.59,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,24,26,0.17100000000000001,0.22559999999999999,5.35,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,28,30,0.223,0.17949999999999999,3.22,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,32,34,0.46400000000000002,0.14249999999999999,2.35,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,36,38,0.44800000000000001,0.16539999999999999,2.41,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,40,42,0.45500000000000002,0.1517,2.5,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,44,46,0.29699999999999999,0.17810000000000001,2.86,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,48,50,0.27900000000000003,0.18410000000000001,2.84,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,52,54,0.29399999999999998,0.18049999999999999,3.16,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9,56,58,0.17399999999999999,0.22120000000000001,2.89,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,0,1,5.6399999999999999E-2,NA,13.03,0.65,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,2,3,0.11899999999999999,NA,8.24,0.41,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,4,5,0.10299999999999999,NA,7.6,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,6,7,4.5999999999999999E-2,NA,6.7,0.33,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,8,9,5.91E-2,NA,5.17,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,10,11,4.1700000000000001E-2,NA,5.05,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,12,13,4.0500000000000001E-2,NA,4.53,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,14,15,5.1900000000000002E-2,NA,4.46,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,16,17,6.3299999999999995E-2,NA,5.2,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,18,19,7.6600000000000001E-2,NA,2.9,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,20,22,0.14699999999999999,NA,3.54,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,24,26,0.19400000000000001,NA,2.64,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,28,30,0.154,NA,2.0299999999999998,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,32,34,0.126,NA,2.66,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,36,38,0.10299999999999999,NA,1.84,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,40,42,0.13900000000000001,NA,3.08,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,46,48,0.107,NA,1.55,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,50,52,0.127,NA,1.07,0.05,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,54,56,0.11899999999999999,NA,1.39,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET9P,58,60,0.20300000000000001,NA,1.34,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,0,2,NA,0.2394,2.4300000000000002,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,2,4,0.23699999999999999,0.29509999999999997,5.66,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,6,8,NA,0.19520000000000001,1.1100000000000001,0.06,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,8,10,0.27700000000000002,0.1176,3.03,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,12,14,NA,0.17380000000000001,2.37,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,14,16,0.371,0.1326,3.17,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,18,20,NA,0.13009999999999999,1.67,0.08,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,20,22,0.34200000000000003,0.13969999999999999,4.32,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,24,26,NA,0.16470000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,26,28,0.24399999999999999,0.16,2.87,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,30,32,NA,0.21609999999999999,1.85,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,32,34,0.26100000000000001,0.19209999999999999,4.12,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,36,38,NA,0.16289999999999999,2.2799999999999998,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,38,40,0.47899999999999998,0.13750000000000001,3.74,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,42,44,NA,0.1484,2.08,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,44,46,0.27400000000000002,0.13389999999999999,2.35,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,48,50,NA,0.15870000000000001,2.2400000000000002,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,50,52,0.53800000000000003,0.14499999999999999,2.68,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,54,56,0.38,0.15790000000000001,2.72,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET10,56,58,NA,0.2135,1.78,0.09,disintegrationsPerMinutePerGram
