study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,total_pb210_activity,total_pb210_activity_se,pb210_unit
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,28,30,0.16800000000000001,0.26129999999999998,5.04,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,32,34,0.224,0.2606,4.34,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,36,38,0.438,0.13089999999999999,3.9,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,40,42,0.13200000000000001,0.32400000000000001,4.43,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,44,46,0.112,0.3281,6.11,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,48,50,0.33700000000000002,0.30180000000000001,12.6,0.63,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,52,54,0.124,0.40189999999999998,5.39,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-1,56,58,0.152,0.2898,4.2699999999999996,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,0,1,0.159,0.35449999999999998,9.9600000000000009,0.5,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,2,3,0.108,0.40079999999999999,27.55,1.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,4,5,0.14199999999999999,0.55079999999999996,17.350000000000001,0.87,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,6,7,8.7400000000000005E-2,0.3876,10.64,0.53,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,8,9,0.108,0.36099999999999999,7.39,0.37,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,10,11,0.14399999999999999,0.28989999999999999,8.94,0.45,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,12,13,0.18099999999999999,0.26769999999999999,6.59,0.33,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,14,15,0.309,0.26979999999999998,7.7,0.39,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,16,17,0.19600000000000001,0.26669999999999999,4.43,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,18,19,0.16400000000000001,0.25459999999999999,7.76,0.39,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,20,22,0.20499999999999999,0.29270000000000002,7.88,0.39,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,24,26,0.315,0.23380000000000001,5.13,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,28,30,5.5800000000000002E-2,0.48039999999999999,13.34,0.67,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,32,34,0.54800000000000004,0.12970000000000001,3.67,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,36,38,0.32600000000000001,0.20330000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,40,42,0.3,0.25590000000000002,5.63,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,44,46,0.61499999999999999,0.1565,3.29,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,48,50,0.32100000000000001,0.22289999999999999,3.02,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,52,54,0.41599999999999998,0.19769999999999999,2.6,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT3A,56,58,0.36899999999999999,0.1173,2.21,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,0,1,3.7900000000000003E-2,NA,6.15,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,1,2,9.8100000000000007E-2,0.51329999999999998,10.029999999999999,0.5,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,2,3,7.3800000000000004E-2,NA,7.56,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,3,4,8.7499999999999994E-2,0.53249999999999997,11.35,0.56999999999999995,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,4,5,7.9899999999999999E-2,NA,8.0299999999999994,0.4,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,5,6,9.0300000000000005E-2,0.52480000000000004,12.29,0.61,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,6,7,6.2600000000000003E-2,NA,6.24,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,7,8,7.6700000000000004E-2,0.55789999999999995,7.8,0.39,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,8,9,7.6799999999999993E-2,NA,5.39,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,9,10,0.20100000000000001,0.36230000000000001,NA,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,10,11,0.13900000000000001,0.24540000000000001,4.13,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,11,12,9.4299999999999995E-2,0.43940000000000001,5.45,0.33,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,12,13,0.151,0.26029999999999998,6.63,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,13,14,5.96E-2,0.42699999999999999,6.34,0.32,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,14,15,0.128,0.26190000000000002,4,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,15,16,0.08,0.45519999999999999,4.1900000000000004,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,16,17,0.151,NA,3.83,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,17,18,0.10199999999999999,0.44440000000000002,3.62,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,18,19,0.12,NA,3.71,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,19,20,0.105,0.41770000000000002,6.18,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,20,22,0.223,0.3145,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,22,24,0.184,0.3276,5.09,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,26,28,0.14099999999999999,0.4536,9.17,0.46,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,30,32,0.185,0.37730000000000002,4.33,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,34,36,0.191,0.2908,3.33,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,38,40,0.13900000000000001,0.39250000000000002,3.7,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,42,44,0.19500000000000001,0.34749999999999998,2.37,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,46,48,0.38,0.29199999999999998,1.89,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,50,52,0.55800000000000005,0.2772,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DMT2B,54,56,0.221,0.2361,2.14,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,0,2,0.11899999999999999,0.29559999999999997,22.69,1.1299999999999999,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,4,6,0.13800000000000001,0.27050000000000002,10.61,0.53,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,8,10,0.14399999999999999,0.33500000000000002,17.93,0.9,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,12,14,8.6400000000000005E-2,0.30420000000000003,3.85,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,16,18,0.21199999999999999,0.25380000000000003,9.57,0.48,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,20,22,0.20799999999999999,0.21659999999999999,7.27,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,24,26,7.2499999999999995E-2,0.312,4.43,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,28,30,0.222,0.18659999999999999,4.58,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,32,34,0.13100000000000001,0.1913,4.18,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,36,38,0.27500000000000002,0.25190000000000001,3.95,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,40,42,0.11,0.23730000000000001,5.19,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,44,46,0.28299999999999997,0.15310000000000001,5.3,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,48,50,0.13,0.17580000000000001,3.78,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,52,54,0.27900000000000003,0.15160000000000001,9.3000000000000007,0.46,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,DM35,56,58,0.23699999999999999,0.14299999999999999,2.97,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,0,2,NA,NA,6.72,0.34,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,6,8,NA,NA,6,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,12,14,NA,NA,4.4800000000000004,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,18,20,NA,NA,7.57,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,28,30,NA,NA,4.34,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,34,36,NA,NA,2.5299999999999998,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,42,44,NA,NA,8.02,0.4,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,48,50,NA,NA,1.22,0.06,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-2,54,56,NA,NA,1.38,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,0,1,0.16700000000000001,0.4078,9.93,0.5,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,2,3,0.14199999999999999,0.436,9.9700000000000006,0.5,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,4,5,4.9500000000000002E-2,0.33019999999999999,7.36,0.37,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,6,7,0.1,0.28129999999999999,11.61,0.57999999999999996,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,8,9,0.189,0.27489999999999998,9.8699999999999992,0.49,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,10,11,0.253,0.4541,10.82,0.54,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,12,13,0.159,0.25669999999999998,8.39,0.42,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,14,15,0.17199999999999999,0.24360000000000001,6.38,0.32,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,16,17,0.17699999999999999,0.2407,9.19,0.46,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,18,19,0.26200000000000001,0.2437,14.28,0.71,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,20,22,0.19700000000000001,0.2104,12.01,0.6,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,24,26,0.35799999999999998,0.23269999999999999,8.39,0.42,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,28,30,0.27700000000000002,0.26350000000000001,9.69,0.48,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,32,34,0.25600000000000001,0.1855,5.99,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,36,38,0.49299999999999999,0.14729999999999999,5.13,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,40,42,0.40300000000000002,0.1726,4.8499999999999996,0.24,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,44,46,0.58299999999999996,0.12920000000000001,3.38,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,48,50,0.56899999999999995,0.11260000000000001,3.86,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,52,54,0.58299999999999996,9.7100000000000006E-2,4.22,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,56,58,0.64100000000000001,0.1191,4.01,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS1-3,60,61,0.28499999999999998,0.13950000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,0,1,0.02,0.6149,11.79,0.59,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,2,3,0.04,0.35499999999999998,12.85,0.64,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,4,5,0.03,0.22159999999999999,7.36,0.37,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,6,7,0.06,0.28999999999999998,13.06,0.65,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,8,9,7.0000000000000007E-2,0.32140000000000002,9.2200000000000006,0.46,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,10,11,0.1,0.25419999999999998,5.79,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,12,13,0.09,0.27360000000000001,7.76,0.39,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,14,15,0.08,0.23380000000000001,5.84,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,16,17,0.12,0.24510000000000001,6.01,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,18,19,0.17,0.23319999999999999,8.02,0.4,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,20,22,0.17,0.23830000000000001,7.31,0.37,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,24,26,0.22,0.26700000000000002,7.68,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,28,30,0.17,0.27850000000000003,6.91,0.35,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,32,34,0.16,0.2407,5.49,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,36,38,0.27,0.16389999999999999,5.35,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,40,42,0.2,0.254,7.28,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,44,46,0.16,0.2742,4.5999999999999996,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,48,50,0.21,0.25269999999999998,4.24,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-1,52,54,0.23,0.28960000000000002,3.58,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,2,4,NA,0.4511,5.31,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,8,10,NA,0.28310000000000002,5.45,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,14,16,NA,0.2293,4.0599999999999996,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,22,24,NA,0.26490000000000002,2.62,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,28,30,NA,0.2475,2.66,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,36,38,NA,0.1641,3.16,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,42,44,NA,0.2155,3.31,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,50,52,NA,0.19400000000000001,3.07,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-2,56,58,NA,0.23319999999999999,2.77,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,0,2,NA,0.60199999999999998,5.56,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,6,8,NA,0.59499999999999997,6.04,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,12,14,NA,0.69299999999999995,5.12,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,18,20,NA,0.67,4.57,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,24,26,NA,0.69199999999999995,4.04,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,30,32,NA,NA,2.02,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,36,38,NA,NA,0.73,0.04,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,42,44,NA,NA,0.5,0.03,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,50,52,NA,NA,1.72,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS2-3,56,57,NA,NA,1.4,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,0,2,0.182,0.27950000000000003,12.37,0.62,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,4,6,0.20300000000000001,0.24890000000000001,6.49,0.32,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,8,10,0.251,0.28999999999999998,12.35,0.62,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,12,14,0.16400000000000001,0.24210000000000001,18.71,0.94,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,16,18,0.214,0.22620000000000001,7.37,0.37,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,20,22,0.27,0.21010000000000001,3.84,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,24,26,0.24099999999999999,0.1721,10.42,0.52,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,28,30,0.18,0.1862,9.6300000000000008,0.48,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,32,34,0.222,0.17460000000000001,8.36,0.42,disintegrationsPerMinutePerGram
