study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_MDA,total_pb210_activity,total_pb210_activity_se,total_pb210_MDA,ra226_activity,ra226_activity_se,ra226_MDA,excess_pb210_activity,excess_pb210_activity_se,excess_pb210_inventory,excess_pb210_inventory_se,age,age_se,date,fraction_total_nitrogen,fraction_total_phosphorus,delta_C13,delta_N15,gamma_counting_sedmass,cumulative_sedmass_atdepth
Breithaupt_et_al_2014,WSC-5,SH3-9,4,5,0.144473917,0.503059976,0.27393117,-0.00528275,0.009448015,0.018296634,8.125803388,0.334572621,0.130781439,1.400458025,0.230531563,0.245315595,6.785108865,0.409915497,0.980271254,0.059222097,10.38069872,0.960189492,2000.539301,0.014647724,0.001031228,-26.796,2.615,1.2765,0.882847038
Breithaupt_et_al_2014,WSC-5,SH3-9,5,6,0.145446508,0.630395137,0.3367,-0.004249168,0.00759949,0.031455364,8.638521861,0.405202772,0.204751195,1.506019406,0.201095753,0.362667969,7.196785758,0.456436222,1.046747354,0.066387054,13.01847779,0.995590177,1997.9015220000001,0.0244,9.94018e-4,-26.2,3.2,1.587,1.028293546
Breithaupt_et_al_2014,WSC-5,SH3-9,6,7,0.155437666,0.555745165,0.260854932,-0.004117119,0.007363326,0.027932953,8.385735875,0.375164525,0.183972498,1.175614662,0.189906313,0.328377994,7.275822387,0.42432293,1.130936848,0.065955766,16.1352584,1.043624231,1994.784742,0.013913194,0.0010175,-25.933,2.89,1.6379,1.183731211
Breithaupt_et_al_2014,WSC-5,SH3-9,7,8,0.106012378,0.613010842,0.321507705,-0.008839206,0.015808613,0.047348091,7.551051655,0.571869311,0.321554192,0.587644286,0.385026766,0.585176694,7.027793072,0.695780224,0.745033059,0.073761316,18.36729892,1.070021839,1992.552701,0.01446975,0.00094128600000000005,-26.479,2.839,0.7629,1.28974359
Breithaupt_et_al_2014,WSC-5,SH3-9,8,9,0.151370469,0.630257009,0.330733134,-0.005759185,0.010300103,0.022548207,7.099142211,0.363141511,0.158992222,0.920343893,0.250402797,0.295911488,6.269096481,0.447551197,0.948956072,0.067746034,21.45527172,1.121175332,1989.464728,0.015477764,9.35776e-4,-25.933,2.89,1.1709,1.441114058
Breithaupt_et_al_2014,WSC-5,SH3-9,9,10,0.142351901,0.611801242,0.284504804,-0.005456291,0.009758387,0.036060302,6.704494963,0.417804674,0.238331732,1.572712295,0.251047706,0.426365842,5.300619416,0.503464487,0.75455325,0.071669127,24.14193618,1.161410367,1986.778064,0.0149791,9.50457e-4,-27.62635282,2.299691592,1.2359,1.583465959
Breithaupt_et_al_2014,WSC-5,SH3-9,10,11,0.167108753,0.619047619,0.290727907,-0.007179208,0.012839765,0.040685383,5.411293265,0.46098301,0.274339703,1.301119374,0.319529488,0.497049496,4.245889025,0.579416942,0.709525222,0.096825643,26.89142276,1.174474879,1984.028577,0.015298923,9.23751e-4,-27.33654314,2.589495725,0.9393,1.750574713
Breithaupt_et_al_2014,WSC-5,SH3-9,11,12,0.10760389,0.622843057,0.33221961,0.493790983,0.034887179,0.022748147,4.541461313,0.339655802,0.16038648,1.376673407,0.25429283,0.298489636,3.270211785,0.43843492,0.35188751,0.047177303,28.34764441,1.198294663,1982.572356,0.013996181,9.48128e-4,-26.47,3.054,1.1616,1.858178603
Breithaupt_et_al_2014,WSC-5,SH3-9,12,13,0.169849691,0.564809995,0.28514532,0.71674657,0.047630859,0.027047416,4.986729075,0.349373623,0.185489319,1.586625468,0.244455244,0.339581791,3.513988528,0.440686455,0.596849864,0.074850458,30.97944402,1.228231417,1979.940556,0.014801055,9.96398e-4,-27.32545119,3.566728646,1.2346,2.028028294
Breithaupt_et_al_2014,WSC-5,SH3-9,13,14,0.177630416,0.574415132,0.297526616,0.770578544,0.047572763,0.024603645,4.024738246,0.30103432,0.167431031,1.458280095,0.210692909,0.305079494,2.652829967,0.379807575,0.471223289,0.067465377000000007,33.22131081,1.252823449,1977.698689,0.014384243,0.001036302,-25.849,3.456,1.4445,2.205658709
Breithaupt_et_al_2014,WSC-5,SH3-9,14,15,0.18974359,0.561509786,0.292140174,0.942680554,0.039969608,0.017210536,4.726866267,0.281322772,0.122312768,1.811884647,0.208375025,0.228678884,3.01397651,0.36197907,0.571882722,0.068683208,36.17072427,1.29424125,1974.749276,0.014466013,0.00102867,-26.003,3.513,1.4302,2.395402299
Breithaupt_et_al_2014,WSC-5,SH3-9,15,16,0.12086649,0.651060717,0.281382585,0.888774073,0.043870415,0.020243497,4.295035882,0.290318818,0.141355728,1.345164819,0.210124746,0.261590847,2.982686813,0.362368575,0.360506885,0.043798218,38.17962549,1.336560578,1972.740375,0.013824908,0.001010647,-27.6099242,3.070707765,1.4193,2.516268789
Breithaupt_et_al_2014,WSC-5,SH3-9,16,17,0.133863837,0.55680317,0.273094299,0.8432707,0.036994036,0.017125675,4.902695939,0.298970288,0.122992568,1.713525207,0.226135869,0.231324358,3.225281724,0.379105511,0.431748588,0.050748518,40.76362648,1.390956815,1970.156374,0.013541939,0.001005867,-25.198,3.242,1.305,2.650132626
Breithaupt_et_al_2014,WSC-5,SH3-9,17,18,0.134836428,0.615081967,0.288301521,-0.005718163,0.010226737,0.032322243,4.814165619,0.375307335,0.218018999,1.614266047,0.258595331,0.395088298,3.308946441,0.47130316,0.446166518,0.063548835,43.67216651,1.434827909,1967.247833,0.013607558,0.001030221,-25.198,3.242,1.1793,2.784969054
Breithaupt_et_al_2014,WSC-5,SH3-9,18,19,0.208134394,0.579014444,0.276042033,-0.004617523,0.008258279,0.023132456,5.285824007,0.311120077,0.158414277,1.631680437,0.208581652,0.289763063,3.779426865,0.387411604,0.786628722,0.08063368,49.54550907,1.539785732,1961.374491,0.014183561,0.001056911,-25.198,3.242,1.4604,2.993103448
Breithaupt_et_al_2014,WSC-5,SH3-9,19,20,0.171706454,0.555097837,0.288301521,-0.004946039,0.00884582,0.02481738,5.496782281,0.331217976,0.169919782,1.695019808,0.223141233,0.310771538,3.845828941,0.404000449,0.660353652,0.069369485,55.47033816,1.673198506,1955.449662,0.013607558,0.001160307,-25.198,3.242,1.3634,3.164809903
Breithaupt_et_al_2014,WSC-5,SH3-9,20,21,0.143324492,0.541640962,0.287956873,-0.004669642,0.008351493,0.03490065,5.0850993,0.364244094,0.226881397,1.403973447,0.218713022,0.401520025,3.724135959,0.429827884,0.533759893,0.061604863,61.21415505,1.822175993,1949.705845,0.014333467,0.001077492,-26.255,3.347,1.4441,3.308134394
Breithaupt_et_al_2014,WSC-5,SH3-9,21,22,0.157648099,0.561413348,0.257573909,-0.003969759,0.007099777,0.016772,4.999305531,0.257558871,0.117230417,1.478273007,0.177105269,0.21707069,3.562948021,0.316295624,0.561691982,0.049863404,68.62632772,2.123027884,1942.293672,0.013722349,0.001055306,-27.12581238,2.755379063,1.6987,3.465782493
Breithaupt_et_al_2014,WSC-5,SH3-9,22,23,0.165694076,0.562966916,0.280237962,-0.003409044,0.006096957,0.01682255,3.913588201,0.228617085,0.115417228,1.42477209,0.155046666,0.211353137,2.518964923,0.279580331,0.417377565,0.046324805,75.50956825,2.449371781,1935.410432,0.014098894,0.001116814,-26.332,3.558,1.9781,3.631476569
Breithaupt_et_al_2014,WSC-5,SH3-9,23,24,0.139168877,0.567344346,0.295629904,-0.005166192,0.009239555,0.021279473,3.562368056,0.300381368,0.149175678,1.21417236,0.226864387,0.276701291,2.429270615,0.389422812,0.338078864,0.054195535,82.42107608,2.739236149,1928.498924,0.014689482,0.001107744,-26.09,3.37,1.3053,3.770645447
Breithaupt_et_al_2014,WSC-5,SH3-9,24,25,0.147303271,0.545018007,0.251855656,0.32112605,0.022402294,0.015231724,4.084715868,0.269273833,0.109754848,1.704788063,0.207611908,0.206812991,2.409589457,0.344254136,0.35494041,0.05070976,91.75072002,3.276823671,1919.16928,0.013722118,0.001172916,-26.8671311,3.787188628,1.4219,3.917948718
Breithaupt_et_al_2014,WSC-5,SH3-9,25,26,0.094076039,0.521616541,0.28750898,-0.006551472,0.01171708,0.034959924,5.237659943,0.41778252,0.237536583,1.999442037,0.295716217,0.432405931,3.279056577,0.518305224,0.308480654,0.048760102,102.8859668,4.085948628,1908.034033,0.016847322,0.00109547,-26.153,2.79,1.0293,4.012024757
Breithaupt_et_al_2014,WSC-5,SH3-9,26,27,0.145534925,0.545565006,0.279844396,0.254713209,0.026133503,0.021415118,3.492025675,0.266199809,0.146338607,1.304367179,0.188982832,0.267324534,2.263618047,0.337796703,0.329435482,0.049161218,121.6584946,6.201726502,1889.261505,0.014062741,0.001113736,-25.525,3.657,1.6052,4.157559682
Breithaupt_et_al_2014,WSC-5,SH3-9,27,28,0.139787798,0.542061986,0.268205637,-0.003789295,0.006777023,0.020045575,2.802532292,0.237474758,0.136348912,1.393354586,0.172422844,0.248372679,1.427196081,0.297221245,0.199504598,0.041547903,142.7223532,10.16978437,1868.197647,0.013706798,0.001042242,-25.906,3.53,1.7796,4.29734748
Breithaupt_et_al_2014,WSC-5,SH3-9,28,29,0.136781609,0.541693601,0.268372716,-0.007160911,0.012807041,0.023179355,3.428467881,0.384748166,0.16688542,1.862992476,0.31142077,0.31431986,1.573122156,0.497406826,0.21517418,0.068036106,NA,NA,NA,0.013577342,0.001015041,-25.416,3.622,0.9417,4.434129089
Breithaupt_et_al_2014,WSC-5,SH3-9,29,30,0.169230769,0.595088819,0.276594499,-0.004558836,0.00815332,0.016896777,1.899203503,0.246642715,0.119879347,1.79560768,0.201843513,0.223911184,NA,NA,NA,NA,NA,NA,NA,0.013189707,0.001037894,-25.226,3.638,1.4792,NA
