"study_id","site_id","core_id","year","latitude","longitude","position_method","position_notes","core_length_flag","habitat","vegetation_class"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_5",2012,8.84365437566604,-83.57502168995529,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_4",2012,8.843847630464374,-83.57520129225902,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_3",2012,8.844120116838045,-83.57524052689475,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_2",2012,8.844259516281484,-83.57537237147132,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_7_1",2012,8.844405311905934,-83.57540338738514,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_5",2012,8.849994513223745,-83.58032467662504,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_4",2012,8.849883977993194,-83.58053181165381,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_3",2012,8.84971096237064,-83.58057864601139,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_2",2012,8.849433584232846,-83.58069260150882,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_6_1",2012,8.849216681308592,-83.58087203691002,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_1",2012,8.83903452309212,-83.5628989567528,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_2",2012,8.838744932126428,-83.5629253891326,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_5",2012,8.838085568384567,-83.56299762113586,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_4",2012,8.838316309936266,-83.56290671179939,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_5_3",2012,8.838546086832654,-83.56291916866067,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_5",2012,8.876303122767467,-83.55769281891192,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_4",2012,8.876345448888607,-83.5574711060852,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_3",2012,8.876381696152784,-83.55723212575805,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_2",2012,8.87641967949207,-83.55700850873679,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_2_1",2012,8.876558066857884,-83.55681522935544,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_5",2012,8.88579217997502,-83.56030837386301,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_4",2012,8.885721970784667,-83.56050312153015,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_3",2012,8.885642956774557,-83.56074597734437,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_2",2012,8.885560292260378,-83.56096037882166,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_3_1",2012,8.885489087330187,-83.5611544909863,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_5",2012,8.883279236171077,-83.57999278599631,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_4",2012,8.883517973599147,-83.58001351735464,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_3",2012,8.88377210586287,-83.57997440470433,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_2",2012,8.883991422107986,-83.57993214933857,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_8_1",2012,8.884124344956616,-83.58001473699173,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_5",2012,8.884392783120932,-83.57250501244765,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_4",2012,8.884549388982784,-83.57265867091596,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_3",2012,8.884794729352636,-83.5726811174159,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_2",2012,8.88497133010371,-83.57268700477782,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_7_1",2012,8.885216337507021,-83.57273454617584,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_4",2012,8.815324599063654,-83.54327634829396,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_5",2012,8.815542780727931,-83.54312217904894,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_3",2012,8.815149013636354,-83.5433622867262,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_2",2012,8.814981607240425,-83.54340758075082,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_1",2012,8.814673569235044,-83.54358085880587,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_1",2012,8.81438358811008,-83.55858416674619,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_2",2012,8.814516253784307,-83.55844410734885,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_3",2012,8.814649234224994,-83.55826414038259,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_4",2012,8.814786568923909,-83.55809616752323,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_5",2012,8.8148742084274,-83.5579597065628,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_1",2012,8.807313761069405,-83.56238492135131,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_2",2012,8.807134280931434,-83.5625473027333,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_3",2012,8.807006601571153,-83.56270016926295,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_4",2012,8.806870350201933,-83.56286868101228,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_4_5",2012,8.806783743838377,-83.56304004329013,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_1",2012,8.797091932443838,-83.5550052774862,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_2",2012,8.797132401847222,-83.55474198213494,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_3",2012,8.797105625935973,-83.55457966631401,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_4",2012,8.797084655804527,-83.55435680404248,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_5_5",2012,8.797045821344872,-83.5541672326337,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_1",2012,8.802248453105708,-83.5811211600672,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_2",2012,8.802306271921317,-83.5813188064862,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_3",2012,8.802374112867254,-83.58150326095507,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_4",2012,8.802534903108722,-83.58168333878405,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_6_5",2012,8.802626573484979,-83.5819114905081,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_5",2012,8.903329019127133,-83.56053505615542,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_4",2012,8.903101112428592,-83.5603444737076,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_3",2012,8.902909330174488,-83.56026968841518,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_2",2012,8.902670348446234,-83.56027206495592,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_5_1",2012,8.902423454318567,-83.56023571639525,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_5",2012,8.892196440629935,-83.574381640525,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_4",2012,8.892029021587742,-83.5742602686655,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_3",2012,8.891870424602576,-83.57410451757471,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_2",2012,8.891697804495584,-83.57394205446373,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_6_1",2012,8.891512637097378,-83.5737983362625,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_5",2012,8.89357754892092,-83.56297116981206,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_4",2012,8.89365660538488,-83.56307209270106,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_3",2012,8.893750054308114,-83.56318618257102,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_2",2012,8.893866158652385,-83.56334297998077,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_4_1",2012,8.894008276418745,-83.56355311914639,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_5",2012,8.93465599989384,-83.61193902764248,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_4",2012,8.934841081188088,-83.61218644726362,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_3",2012,8.934933398411735,-83.61235603398778,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_2",2012,8.935049879304737,-83.61254578281702,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_1_1",2012,8.935205173816025,-83.61275722424645,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_1",2012,8.925889800520741,-83.61293572533715,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_2",2012,8.925685592585705,-83.61298922684807,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_3",2012,8.925578940194008,-83.6130331686007,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_4",2012,8.925423154914457,-83.61304479011976,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_2_5",2012,8.925317550782024,-83.61322712979889,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_1",2012,8.933264650643073,-83.60547997983322,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_2",2012,8.93320544316833,-83.60532763764284,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_3",2012,8.933108900944335,-83.60518433813826,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_4",2012,8.93299723497168,-83.60493420729698,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_3_5",2012,8.93287939718748,-83.60474746437109,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_5",2012,8.933191030180224,-83.60836840399742,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_4",2012,8.933063988014691,-83.60819776498252,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_3",2012,8.932973347041777,-83.60807600984076,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_2",2012,8.932925172602515,-83.60775288108016,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Chica","Boca Chica_4_1",2012,8.932802266995363,-83.60756086845812,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_5",2012,8.789635301366145,-83.61423706132766,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_4",2012,8.789708845711736,-83.61444387161708,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_3",2012,8.789732409947375,-83.61467400375402,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_2",2012,8.78975542055716,-83.61489341040429,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_7_1",2012,8.789752860140265,-83.61513120507011,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_1",2012,8.801283740725523,-83.59116677984736,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_2",2012,8.801477038795538,-83.59114347881065,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_3",2012,8.801667694810963,-83.59101864339385,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_4",2012,8.801868466635483,-83.59088325213587,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_8_5",2012,8.802096968412602,-83.59088700101017,"handheld","Garmin Oregon 650","core depth limited by length of corer","mangrove","forested"
