"study_id","site_id","core_id","species_code","code_type"
"Cifuentes_et_al_2023_Panama","El Río","El Río_1","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Limones","Limones_5","Rhizophora racemosa","Genus species"
"Cifuentes_et_al_2023_Panama","Limones","Limones_6","Rhizophora racemosa","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5","Rhizophora racemosa","Genus species"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_1","Mora oleifera","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_1","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2","Mora oleifera","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4","Mora oleifera","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1","Pelliciera rhizophorae","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Limones","Limones_4","Rhizophora racemosa","Genus species"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4","Rhizophora mangle","Genus species"
"Cifuentes_et_al_2023_Panama","Limones","Limones_2","Pelliciera rhizophorae","Genus species"
