"study_id","site_id","core_id","impact_class"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_1","agro-industrial deforestation"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_2","agro-industrial deforestation"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_3","agro-industrial deforestation"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_4","agro-industrial deforestation"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_5","agro-industrial deforestation"
"Cifuentes_et_al_2023_Panama","La Yeguada","La Yeguada_6","agro-industrial deforestation"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1","wood harvesting"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2","wood harvesting"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3","wood harvesting"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4","wood harvesting"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5","wood harvesting"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6","wood harvesting"
"Cifuentes_et_al_2023_Panama","Limones","Limones_1","natural"
"Cifuentes_et_al_2023_Panama","Limones","Limones_2","natural"
"Cifuentes_et_al_2023_Panama","Limones","Limones_3","natural"
"Cifuentes_et_al_2023_Panama","Limones","Limones_4","natural"
"Cifuentes_et_al_2023_Panama","Limones","Limones_5","natural"
"Cifuentes_et_al_2023_Panama","Limones","Limones_6","natural"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1","wood harvesting"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2","wood harvesting"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3","wood harvesting"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4","wood harvesting"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5","wood harvesting"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6","wood harvesting"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1","wood harvesting"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2","wood harvesting"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3","wood harvesting"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4","wood harvesting"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5","wood harvesting"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6","wood harvesting"
