"study_id","site_id","plot_id","plot_radius","species","diameter","diameter_flag","alive_or_dead","decay_class","height","wood_density","carbon_conversion_factor","basal_area","basal_density","plant_aboveground_carbon","plant_belowground_carbon","plant_belowground_mass","plant_aboveground_mass","plant_notes"
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",18,"DBH","dead",3,NA,0.898,0.4752,0.02545,1.65306,1.65926,3.41259,110.54866,53.75067,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",7,"Rhizophora mangle",17,"DBH","alive",NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Limones","Limones_3",7,"Rhizophora mangle",19,"DBH","dead",1,NA,0.898,0.4752,0.02835,1.84184,3.553,3.8478,124.6469,115.09708,NA
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",7,"Rhizophora mangle",20,"DBH","dead",3,NA,0.898,0.4752,0.03142,2.04082,1.99123,4.31187,139.68028,64.50452,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",20,"DBH","dead",3,NA,0.898,0.4752,0.03142,2.04082,1.99123,4.31187,139.68028,64.50452,"cut for firewood"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6",7,"Rhizophora mangle",15,"DBH","alive",NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6",7,"Rhizophora mangle",18,"DBH","alive",NA,NA,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6",7,"Rhizophora mangle",27,"DBH","alive",NA,NA,0.898,0.4752,0.05726,3.71939,6.69512,8.39473,271.94186,216.88418,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6",7,"Rhizophora mangle",33,"DBH","alive",NA,NA,0.898,0.4752,0.08553,5.55612,9.47579,13.10629,424.57014,306.96215,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6",7,"Rhizophora mangle",50,"DBH","alive",NA,NA,0.898,0.4752,0.19635,12.7551,19.45292,32.96798,1067.97703,630.165,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_6",7,"Rhizophora mangle",58,"DBH","alive",NA,NA,0.898,0.4752,0.26421,17.16327,25.15136,45.83414,1484.76817,814.76254,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Rhizophora mangle",5.4,"DBH","alive",NA,NA,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",22,"DBH","dead",2,NA,0.898,0.4752,0.03801,2.46939,3.75743,5.32792,172.59446,121.71969,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Rhizophora mangle",6.5,"DBH","alive",NA,NA,0.898,0.4752,0.00332,0.21556,0.56914,0.35567,11.52169,18.437,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1",7,"Rhizophora mangle",22,"DBH","dead",3,NA,0.898,0.4752,0.03801,2.46939,2.3484,5.32792,172.59446,76.07481,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Mora oleifera",23,"DBH","alive",NA,NA,0.806,0.5,0.04155,2.69898,12.12618,5.61446,172.85585,373.33599,NA
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",7,"Rhizophora mangle",24.5,"DBH","dead",3,NA,0.898,0.4752,0.04714,3.0625,2.82933,6.76593,219.17813,91.65448,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Pelliciera rhizophorae",28,"DBH","alive",NA,NA,0.811,0.4669,0.06158,4,22.41719,8.1589,269.00085,739.10022,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Pelliciera rhizophorae",26,"DBH","dead",3,NA,0.811,0.4669,0.05309,3.44898,9.34065,6.9212,228.1937,307.96334,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Mora oleifera",7,"DBH","alive",NA,NA,0.806,0.5,0.00385,0.25,0.63628,0.4003,12.3244,19.58962,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Mora oleifera",7,"DBH","alive",NA,NA,0.806,0.5,0.00385,0.25,0.63628,0.4003,12.3244,19.58962,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Rhizophora mangle",13,"DBH","alive",NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Mora oleifera",14,"DBH","alive",NA,NA,0.806,0.5,0.01539,1,3.5564,1.86499,57.41859,109.49292,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Pelliciera rhizophorae",31,"DBH","alive",NA,NA,0.811,0.4669,0.07548,4.90306,28.79534,10.22736,337.19862,949.38932,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",7,"Pelliciera rhizophorae",38,"DBH","alive",NA,NA,0.811,0.4669,0.11341,7.36735,47.51603,16.07164,529.88596,1566.61479,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",8.5,"DBH","alive",NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_2",7,"Rhizophora mangle",30,"DBH","dead",1,NA,0.898,0.4752,0.07069,4.59184,7.83374,10.60689,343.60359,253.76908,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Rhizophora mangle",30,"DBH","dead",3,NA,0.898,0.4752,0.07069,4.59184,4.0173,10.60689,343.60359,130.13799,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",32,"DBH","dead",3,NA,0.898,0.4752,0.08042,5.22449,4.49213,12.24086,396.53493,145.51971,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",51,"DBH","alive",NA,NA,0.898,0.4752,0.20428,13.27041,20.13129,34.44965,1115.97456,652.1405,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",64,"DBH","alive",NA,NA,0.898,0.4752,0.3217,20.89796,29.82395,57.02936,1847.43023,966.12814,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Mora oleifera",11,"DBH","alive",NA,NA,0.806,0.5,0.0095,0.61735,1.95198,1.09185,33.61554,60.09685,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Rhizophora mangle",19,"DBH","alive",NA,NA,0.898,0.4752,0.02835,1.84184,3.6441,3.8478,124.6469,118.04828,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Pelliciera rhizophorae",20,"DBH","alive",NA,NA,0.811,0.4669,0.03142,2.04082,9.7973,3.86569,127.45281,323.01922,NA
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_2",7,"Rhizophora mangle",33,"DBH","dead",3,NA,0.898,0.4752,0.08553,5.55612,4.73789,13.10629,424.57014,153.48107,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Rhizophora mangle",40,"DBH","alive",NA,23,0.898,0.4752,0.12566,8.16327,13.22006,20.08872,650.76125,428.25559,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",7,"Rhizophora mangle",57,"DBH","alive",NA,22,0.898,0.4752,0.25518,16.57653,24.40546,44.09823,1428.53433,790.59957,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Pelliciera rhizophorae",6,"DBH","alive",NA,6,0.811,0.4669,0.00283,0.18367,0.50679,0.26695,8.80154,16.70885,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",35,"DBH","dead",1,15,0.898,0.4752,0.09621,6.25,10.22949,14.93517,483.81526,331.37794,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",11,"DBH","alive",NA,10,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",11,"DBH","alive",NA,7.5,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Pelliciera rhizophorae",36,"DBH","dead",3,12,0.811,0.4669,0.10179,6.61224,20.7992,14.25385,469.95295,685.7546,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",13,"DBH","alive",NA,10,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Pelliciera rhizophorae",36,"DBH","dead",3,3,0.811,0.4669,0.10179,6.61224,20.7992,14.25385,469.95295,685.7546,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",15,"DBH","alive",NA,13.5,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",16,"DBH","alive",NA,15,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",26,"DBH","alive",NA,16,0.898,0.4752,0.05309,3.44898,6.27172,7.72004,250.08597,203.16835,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Pelliciera rhizophorae",36,"DBH","alive",NA,20,0.811,0.4669,0.10179,6.61224,41.5984,14.25385,469.95295,1371.50921,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",7,"Rhizophora mangle",10,"DBH","alive",NA,8,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",7,"Rhizophora mangle",12,"DBH","alive",NA,10,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",7,"Pelliciera rhizophorae",15,"DBH","alive",NA,19,0.811,0.4669,0.01767,1.14796,4.82789,2.0411,67.29541,159.17654,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",7,"Rhizophora mangle",21,"DBH","alive",NA,10,0.898,0.4752,0.03464,2.25,4.3334,4.80514,155.65939,140.37792,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",7,"Rhizophora mangle",31,"DBH","alive",NA,12,0.898,0.4752,0.07548,4.90306,8.50383,11.4078,369.54852,275.47633,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",7,"Rhizophora mangle",80,"DBH","alive",NA,26,0.898,0.4752,0.50265,32.65306,43.88503,93.59201,3031.85393,1421.62799,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1",7,"Pelliciera rhizophorae",6,"DBH","alive",NA,16,0.811,0.4669,0.00283,0.18367,0.50679,0.26695,8.80154,16.70885,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1",7,"Rhizophora mangle",6,"DBH","alive",NA,8,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1",7,"Rhizophora mangle",7,"DBH","alive",NA,1.7,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",7,"Rhizophora mangle",37,"DBH","dead",2,22,0.898,0.4752,0.10752,6.98469,9.24091,16.89611,547.33892,299.35352,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",6,"DBH","alive",NA,5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",6,"DBH","alive",NA,7.5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",6,"DBH","alive",NA,5.5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",7,"DBH","alive",NA,8,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",7,"DBH","alive",NA,55,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",7.2,"DBH","alive",NA,6,0.898,0.4752,0.00407,0.26449,0.67938,0.44633,14.45861,22.00796,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",8,"DBH","alive",NA,5,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Pelliciera rhizophorae",8.5,"DBH","alive",NA,19,0.811,0.4669,0.00567,0.36862,1.19383,0.57843,19.07097,39.36091,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",9,"DBH","alive",NA,9,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Limones","Limones_4",7,"Rhizophora racemosa",40,"DBH","dead",2,15,0.88,0.5,0.12566,8.16327,48.67209,20.75584,639.02254,1498.49719,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",10,"DBH","alive",NA,1.9,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",13,"DBH","alive",NA,16,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Rhizophora mangle",14,"DBH","alive",NA,8,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",6,"DBH","alive",NA,4,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",8,"DBH","alive",NA,8,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",8,"DBH","alive",NA,7,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",46,"DBH","dead",2,15,0.898,0.4752,0.16619,10.79592,13.47074,27.3969,887.50517,436.37613,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",9,"DBH","alive",NA,6,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",9,"DBH","alive",NA,8,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",10,"DBH","alive",NA,7,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",14,"DBH","alive",NA,10,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",14,"DBH","alive",NA,10,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",50,"DBH","dead",3,6,0.898,0.4752,0.19635,12.7551,9.72646,32.96798,1067.97703,315.0825,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",51,"DBH","alive",NA,25,0.898,0.4752,0.20428,13.27041,20.13129,34.44965,1115.97456,652.1405,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",5.6,"DBH","alive",NA,6,0.898,0.4752,0.00246,0.16,0.43972,0.25548,8.2761,14.24461,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",7,"DBH","alive",NA,6.5,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",7,"DBH","alive",NA,8,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",8,"DBH","alive",NA,7.5,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",8,"DBH","alive",NA,8,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",8,"DBH","alive",NA,6,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",9,"DBH","alive",NA,8.5,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",15,"DBH","alive",NA,12,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",17,"DBH","alive",NA,11,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",7,"Rhizophora mangle",32,"DBH","alive",NA,18,0.898,0.4752,0.08042,5.22449,8.98426,12.24086,396.53493,291.03942,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",6,"DBH","alive",NA,6,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",7,"DBH","alive",NA,9,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",7,"Rhizophora mangle",50.2,"DBH","dead",3,6,0.898,0.4752,0.19792,12.85735,9.7939,33.26145,1077.48381,317.26732,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",55,"DBH","dead",2,20,0.898,0.4752,0.23758,15.43367,18.35378,40.73654,1319.63454,594.55906,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",13,"DBH","alive",NA,2.3,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",15,"DBH","alive",NA,10.5,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",18,"DBH","alive",NA,12.5,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",23,"DBH","alive",NA,11,0.898,0.4752,0.04155,2.69898,5.07246,5.88051,190.49531,164.31911,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",31,"DBH","alive",NA,15,0.898,0.4752,0.07548,4.90306,8.50383,11.4078,369.54852,275.47633,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",5.4,"DBH","alive",NA,5,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",6,"DBH","alive",NA,6,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",6,"DBH","alive",NA,5,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",8,"DBH","alive",NA,7,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",7,"Rhizophora mangle",63,"DBH","dead",2,32,0.898,0.4752,0.31172,20.25,23.21754,55.06999,1783.95758,752.11747,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",12,"DBH","alive",NA,8.5,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",13,"DBH","alive",NA,12,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",14,"DBH","alive",NA,10,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",18,"DBH","alive",NA,16,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",49,"DBH","alive",NA,22,0.898,0.4752,0.18857,12.25,18.78439,31.52204,1021.1365,608.50845,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",54,"DBH","alive",NA,25,0.898,0.4752,0.22902,14.87755,22.22497,39.11048,1266.95926,719.96402,NA
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_2",2,"Rhizophora mangle",3.4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,9.08352,4.13484,2.73358,6.0052,NA
"Cifuentes_et_al_2023_Panama","Isla Mono","Isla Mono_2",2,"Rhizophora mangle",4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,NA
"Cifuentes_et_al_2023_Panama","Limones","Limones_2",2,"Pelliciera rhizophorae",3.5,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,6.59442,4.23364,2.6600799999999998,4.43713,NA
"Cifuentes_et_al_2023_Panama","Limones","Limones_2",2,"Pelliciera rhizophorae",4,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,9.15876,5.69451,3.57796,6.16257,NA
"Cifuentes_et_al_2023_Panama","Limones","Limones_3",2,"Pelliciera rhizophorae",4,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,9.15876,5.69451,3.57796,6.16257,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",2,"Rhizophora mangle",4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",2,"Rhizophora mangle",1.4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.95529,0.57674,0.38129,1.29266,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",2,"Rhizophora mangle",1.9,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.31731,1.13608,0.75107,2.19311,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",2,"Rhizophora mangle",5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",2,"Rhizophora mangle",4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",2,"Pelliciera rhizophorae",0.3,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,0.01565,0.01812,0.01138,0.01053,NA
