study_id,site_id,plot_id,sub_plot_id,plant_id,year,month,day,genus,species,alive_or_dead,n_plants,diameter,diameter_method,diameter_unit,basal_area,basal_area_unit,wood_density,wood_density_unit,wood_density_source,wood_mass,allometric_eq_id,allometric_eq_present
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_18,2019,NA,NA,Avicennia,marina,live,1,8.5,dbh,cm,0.005671625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_19,2019,NA,NA,Avicennia,marina,live,1,8.3,dbh,cm,0.005407865,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_20,2019,NA,NA,Avicennia,marina,live,1,6.6,dbh,cm,0.00341946,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_21,2019,NA,NA,Avicennia,marina,live,1,6.8,dbh,cm,0.00362984,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_22,2019,NA,NA,Avicennia,alba,live,1,7.8,dbh,cm,0.00477594,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_23,2019,NA,NA,Avicennia,alba,live,1,9.6,dbh,cm,0.00723456,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_24,2019,NA,NA,Avicennia,marina,live,1,7.8,dbh,cm,0.00477594,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_25,2019,NA,NA,Avicennia,alba,live,1,9.2,dbh,cm,0.00664424,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_26,2019,NA,NA,Avicennia,alba,live,1,11,dbh,cm,0.0094985,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_27,2019,NA,NA,Avicennia,alba,live,1,13.2,dbh,cm,0.01367784,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_28,2019,NA,NA,Avicennia,alba,live,1,6,dbh,cm,0.002826,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_29,2019,NA,NA,Avicennia,alba,live,1,10.7,dbh,cm,0.008987465,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_1,BER_1_1_30,2019,NA,NA,Avicennia,alba,live,1,9,dbh,cm,0.0063585,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_1,2019,NA,NA,Avicennia,marina,live,1,10.3,dbh,cm,0.008328065,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_2,2019,NA,NA,Avicennia,marina,live,1,8,dbh,cm,0.005024,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_3,2019,NA,NA,Avicennia,marina,live,1,9.5,dbh,cm,0.007084625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_4,2019,NA,NA,Avicennia,marina,live,1,5.5,dbh,cm,0.002374625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_5,2019,NA,NA,Avicennia,marina,live,1,11,dbh,cm,0.0094985,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_6,2019,NA,NA,Avicennia,marina,live,1,7.6,dbh,cm,0.00453416,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_7,2019,NA,NA,Avicennia,alba,live,1,10.7,dbh,cm,0.008987465,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_8,2019,NA,NA,Avicennia,alba,live,1,9.7,dbh,cm,0.007386065,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_9,2019,NA,NA,Avicennia,marina,live,1,10,dbh,cm,0.00785,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_10,2019,NA,NA,Avicennia,marina,live,1,5.8,dbh,cm,0.00264074,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_11,2019,NA,NA,Avicennia,marina,live,1,7,dbh,cm,0.0038465,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_12,2019,NA,NA,Avicennia,marina,live,1,10.3,dbh,cm,0.008328065,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_13,2019,NA,NA,Avicennia,marina,live,1,9.4,dbh,cm,0.00693626,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_14,2019,NA,NA,Avicennia,marina,live,1,9,dbh,cm,0.0063585,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_15,2019,NA,NA,Avicennia,marina,live,1,7.3,dbh,cm,0.004183265,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_16,2019,NA,NA,Avicennia,alba,live,1,9.3,dbh,cm,0.006789465,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_17,2019,NA,NA,Avicennia,marina,live,1,11.6,dbh,cm,0.01056296,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_18,2019,NA,NA,Avicennia,marina,live,1,6.6,dbh,cm,0.00341946,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_19,2019,NA,NA,Avicennia,marina,live,1,12.5,dbh,cm,0.012265625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_20,2019,NA,NA,Avicennia,marina,live,1,9,dbh,cm,0.0063585,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_21,2019,NA,NA,Avicennia,marina,live,1,6.3,dbh,cm,0.003115665,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_22,2019,NA,NA,Avicennia,marina,live,1,6.8,dbh,cm,0.00362984,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_23,2019,NA,NA,Avicennia,marina,live,1,5,dbh,cm,0.0019625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_24,2019,NA,NA,Avicennia,marina,live,1,5,dbh,cm,0.0019625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_25,2019,NA,NA,Avicennia,marina,live,1,9,dbh,cm,0.0063585,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_26,2019,NA,NA,Avicennia,marina,live,1,7,dbh,cm,0.0038465,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_27,2019,NA,NA,Avicennia,marina,live,1,7.5,dbh,cm,0.004415625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_28,2019,NA,NA,Avicennia,alba,live,1,8.5,dbh,cm,0.005671625,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_2,BER_1_2_29,2019,NA,NA,Avicennia,marina,live,1,6,dbh,cm,0.002826,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_1,2019,NA,NA,Avicennia,marina,live,1,12.2,dbh,cm,0.01168394,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_2,2019,NA,NA,Avicennia,marina,live,1,7,dbh,cm,0.0038465,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_3,2019,NA,NA,Avicennia,marina,live,1,6.5,dbh,cm,0.003316625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_4,2019,NA,NA,Avicennia,marina,live,1,6.6,dbh,cm,0.00341946,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_5,2019,NA,NA,Avicennia,marina,live,1,9.6,dbh,cm,0.00723456,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_6,2019,NA,NA,Avicennia,marina,live,1,8.7,dbh,cm,0.005941665,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_7,2019,NA,NA,Avicennia,marina,live,1,13.2,dbh,cm,0.01367784,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_8,2019,NA,NA,Avicennia,marina,live,1,5.2,dbh,cm,0.00212264,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_9,2019,NA,NA,Avicennia,marina,live,1,5.5,dbh,cm,0.002374625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_10,2019,NA,NA,Avicennia,marina,live,1,8,dbh,cm,0.005024,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_11,2019,NA,NA,Avicennia,marina,live,1,11,dbh,cm,0.0094985,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_12,2019,NA,NA,Avicennia,marina,live,1,11.2,dbh,cm,0.00984704,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_13,2019,NA,NA,Avicennia,marina,live,1,8.2,dbh,cm,0.00527834,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_14,2019,NA,NA,Avicennia,marina,live,1,9.3,dbh,cm,0.006789465,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_15,2019,NA,NA,Avicennia,marina,live,1,11.7,dbh,cm,0.010745865,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_16,2019,NA,NA,Avicennia,marina,live,1,9.8,dbh,cm,0.00753914,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_17,2019,NA,NA,Avicennia,marina,live,1,11.9,dbh,cm,0.011116385,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_3,BER_1_3_18,2019,NA,NA,Avicennia,marina,live,1,6.8,dbh,cm,0.00362984,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_1,2019,NA,NA,Avicennia,marina,live,1,6.2,dbh,cm,0.00301754,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_2,2019,NA,NA,Avicennia,marina,live,1,15,dbh,cm,0.0176625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_3,2019,NA,NA,Avicennia,marina,live,1,7.3,dbh,cm,0.004183265,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_4,2019,NA,NA,Avicennia,marina,live,1,7.8,dbh,cm,0.00477594,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_5,2019,NA,NA,Avicennia,marina,live,1,10.5,dbh,cm,0.008654625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_6,2019,NA,NA,Avicennia,marina,live,1,12,dbh,cm,0.011304,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_7,2019,NA,NA,Avicennia,marina,live,1,9,dbh,cm,0.0063585,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_8,2019,NA,NA,Avicennia,marina,live,1,6.8,dbh,cm,0.00362984,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_9,2019,NA,NA,Avicennia,marina,live,1,9.5,dbh,cm,0.007084625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_10,2019,NA,NA,Avicennia,marina,live,1,9,dbh,cm,0.0063585,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_11,2019,NA,NA,Avicennia,marina,live,1,10.5,dbh,cm,0.008654625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_12,2019,NA,NA,Avicennia,marina,live,1,12,dbh,cm,0.011304,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_13,2019,NA,NA,Avicennia,marina,live,1,12.3,dbh,cm,0.011876265,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_14,2019,NA,NA,Avicennia,marina,live,1,9.8,dbh,cm,0.00753914,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_15,2019,NA,NA,Avicennia,marina,live,1,11.2,dbh,cm,0.00984704,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_16,2019,NA,NA,Avicennia,marina,live,1,8,dbh,cm,0.005024,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_17,2019,NA,NA,Avicennia,marina,live,1,9.4,dbh,cm,0.00693626,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_18,2019,NA,NA,Avicennia,marina,live,1,9.5,dbh,cm,0.007084625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_19,2019,NA,NA,Avicennia,alba,live,1,12.2,dbh,cm,0.01168394,m2,0.6987,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_20,2019,NA,NA,Avicennia,marina,live,1,5,dbh,cm,0.0019625,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_21,2019,NA,NA,Avicennia,marina,live,1,15.4,dbh,cm,0.01861706,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_22,2019,NA,NA,Avicennia,marina,live,1,11.4,dbh,cm,0.01020186,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_23,2019,NA,NA,Avicennia,marina,live,1,7.7,dbh,cm,0.004654265,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_24,2019,NA,NA,Avicennia,marina,live,1,9.3,dbh,cm,0.006789465,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_25,2019,NA,NA,Avicennia,marina,live,1,14.2,dbh,cm,0.01582874,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_26,2019,NA,NA,Avicennia,marina,live,1,12,dbh,cm,0.011304,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_27,2019,NA,NA,Avicennia,marina,live,1,11.8,dbh,cm,0.01093034,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_28,2019,NA,NA,Avicennia,marina,live,1,6,dbh,cm,0.002826,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_29,2019,NA,NA,Avicennia,marina,live,1,13,dbh,cm,0.0132665,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
SWAMP_Data_Trees_Berahankulon_2019,BER,BER_1,BER_1_4,BER_1_4_30,2019,NA,NA,Avicennia,marina,live,1,11.4,dbh,cm,0.01020186,m2,0.7316,g/cm3,World Agroforestry Centre,NA,Komiyama et al. 2005,yes
