study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_5_1,CIFOR,50,100,1.0851630353118,0.0216,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_5_1,CIFOR,100,300,0.902226897069873,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_6_1,CIFOR,0,15,0.752781367392938,0.02209999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_6_1,CIFOR,15,30,1.00118407212622,0.0208,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_6_1,CIFOR,30,50,1.28846280991736,0.0209,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_6_1,CIFOR,50,100,1.19270323065365,0.02049999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_1_6_1,CIFOR,100,300,0.84854094665665,0.0207,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_1_1,CIFOR,0,15,0.750761833208115,0.0236,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_1_1,CIFOR,15,30,0.963822689706988,0.0223,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_1_1,CIFOR,30,50,0.98031555221638,0.0223,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_1_1,CIFOR,50,100,0.863350864012022,0.0219,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_1_1,CIFOR,100,300,1.137166040571,0.0217,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_2_1,CIFOR,0,15,0.566984222389182,0.0225,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_2_1,CIFOR,15,30,0.883209616829452,0.0222,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_2_1,CIFOR,30,50,0.793172051089407,0.02279999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_2_1,CIFOR,50,100,0.845175056348611,0.02209999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_2_1,CIFOR,100,300,0.986542449286252,0.0265,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_3_1,CIFOR,0,15,0.655675432006011,0.026,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_3_1,CIFOR,15,30,0.82447483095417,0.0225,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_3_1,CIFOR,30,50,0.799062359128475,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_3_1,CIFOR,50,100,0.946656649135989,0.0222,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_3_1,CIFOR,100,300,0.955912847483096,0.021,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_4_1,CIFOR,0,15,0.756147257700977,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_4_1,CIFOR,15,30,0.990076634109693,0.0215,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_4_1,CIFOR,30,50,1.25934785875282,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_4_1,CIFOR,50,100,1.03164537941398,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_4_1,CIFOR,100,300,1.28947257700977,0.0217,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_5_1,CIFOR,0,15,0.506903080390684,0.0226,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_5_1,CIFOR,15,30,0.580447783621338,0.02,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_5_1,CIFOR,30,50,1.08398497370398,0.0222,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_5_1,CIFOR,50,100,1.16055897821187,0.0233,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_5_1,CIFOR,100,300,0.780549962434261,0.0217,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_6_1,CIFOR,0,15,0.738812922614576,0.0227,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_6_1,CIFOR,15,30,0.884387678437266,0.02839999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_6_1,CIFOR,30,50,1.13346356123216,0.0223,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_6_1,CIFOR,50,100,1.10889256198347,0.022,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_2_6_1,CIFOR,100,300,0.55907438016529,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_1_1,CIFOR,0,15,1.01548910593539,0.0222,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_1_1,CIFOR,15,30,0.708519909842225,0.0223,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_1_1,CIFOR,30,50,0.886743801652893,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_1_1,CIFOR,50,100,1.39213223140496,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_1_1,CIFOR,100,300,0.625550713749061,0.02049999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_2_1,CIFOR,0,15,0.822623591284749,0.0222,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_2_1,CIFOR,15,30,0.718280991735538,0.0223,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_2_1,CIFOR,30,50,0.811852742299024,0.022,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_2_1,CIFOR,50,100,1.17503230653644,0.0214,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_2_1,CIFOR,100,300,0.805794139744554,0.0213,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_3_1,CIFOR,0,15,0.519020285499625,0.02209999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_3_1,CIFOR,15,30,0.812862509391436,0.02379999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_3_1,CIFOR,30,50,1.26254545454546,0.0206,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_3_1,CIFOR,50,100,1.21357175056349,0.0219,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_3_1,CIFOR,100,300,0.8184162283997,0.0208,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_4_1,CIFOR,0,15,0.286942148760331,0.02279999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_4_1,CIFOR,15,30,0.793508640120211,0.0217,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_4_1,CIFOR,30,50,1.17217129977461,0.0217,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_4_1,CIFOR,50,100,1.16493463561232,0.0203,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_4_1,CIFOR,100,300,0.720468820435763,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_5_1,CIFOR,0,15,0.713400450788881,0.0224,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_5_1,CIFOR,15,30,0.823128474830955,0.0216,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_5_1,CIFOR,30,50,1.19337640871525,0.0217,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_5_1,CIFOR,50,100,1.16493463561232,0.022,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_5_1,CIFOR,100,300,0.793845229151015,0.0214,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_6_1,CIFOR,0,15,0.643726521412472,0.0206,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_6_1,CIFOR,15,30,0.905256198347108,0.02,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_6_1,CIFOR,30,50,1.13060255447032,0.02279999999999999,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_6_1,CIFOR,50,100,1.30142148760331,0.0218,NA
SWAMP_Data_Soil_carbon_Berahan_kulon_2019,DEM,DEM_MF0_3_6_1,CIFOR,100,300,0.916700225394441,0.0218,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_1_1,CIFOR,0,15,0.865202103681443,0.027,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_1_1,CIFOR,15,30,1.17015176558978,0.0217,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_1_1,CIFOR,30,50,1.10805108940646,0.022,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_1_1,CIFOR,50,100,1.07859954921112,0.021,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_1_1,CIFOR,100,300,2.02374154770849,0.0137,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_2_1,CIFOR,0,15,0.913839218632608,0.0213,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_2_1,CIFOR,15,30,0.854936138241924,0.0189,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_2_1,CIFOR,30,50,1.45204507888806,0.0195,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_2_1,CIFOR,50,100,1.18210067618332,0.0277,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_2_1,CIFOR,100,300,2.22771450037566,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_3_1,CIFOR,0,15,1.13514650638618,0.0231,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_3_1,CIFOR,15,30,1.3694124718257,0.02279999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_3_1,CIFOR,30,50,1.91653794139745,0.0204,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_3_1,CIFOR,50,100,1.36032456799399,0.01929999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_3_1,CIFOR,100,300,2.02609767092412,0.0204,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_4_1,CIFOR,0,15,2.1450818933133,0.01979999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_4_1,CIFOR,15,30,0.927471074380166,0.0254,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_4_1,CIFOR,30,50,1.56480240420736,0.0232,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_4_1,CIFOR,50,100,1.84198347107438,0.0207,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_4_1,CIFOR,100,300,1.20751314800902,0.02049999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_5_1,CIFOR,0,15,0.979137490608566,0.0277,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_5_1,CIFOR,15,30,1.02962584522915,0.02799999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_5_1,CIFOR,30,50,1.4820015026296,0.0222,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_5_1,CIFOR,50,100,1.4476694214876,0.0207,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_5_1,CIFOR,100,300,2.07490308039069,0.0212,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_6_1,CIFOR,0,15,0.943795642374156,0.0313,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_6_1,CIFOR,15,30,1.3867468069121,0.0226,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_6_1,CIFOR,30,50,1.09896318557476,0.0332,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_6_1,CIFOR,50,100,1.64676183320812,0.02,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_1_6_1,CIFOR,100,300,1.89146205860256,0.02009999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_1_1,CIFOR,0,15,1.04830653643877,0.035,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_1_1,CIFOR,15,30,1.03198196844478,0.0298,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_1_1,CIFOR,30,50,1.15281743050338,0.0217,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_1_1,CIFOR,50,100,1.30613373403456,0.02,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_1_1,CIFOR,100,300,1.41855447032307,0.0194,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_2_1,CIFOR,0,15,1.07085800150263,0.0312,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_2_1,CIFOR,15,30,1.38977610818933,0.02669999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_2_1,CIFOR,30,50,1.47055747558227,0.0215,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_2_1,CIFOR,50,100,1.3615026296018,0.0208,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_2_1,CIFOR,100,300,1.86739594290008,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_3_1,CIFOR,0,15,1.27718707738543,0.026,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_3_1,CIFOR,15,30,1.63380315552217,0.02569999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_3_1,CIFOR,30,50,1.73225544703231,0.0213,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_3_1,CIFOR,50,100,2.08651540195342,0.02,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_3_1,CIFOR,100,300,2.81253794139745,0.0169,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_4_1,CIFOR,0,15,1.36638317054846,0.0272,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_4_1,CIFOR,15,30,1.56850488354621,0.0273,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_4_1,CIFOR,30,50,1.55655597295267,0.0215,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_4_1,CIFOR,50,100,1.21239368895567,0.0207,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_4_1,CIFOR,100,300,1.5853343350864,0.0202,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_5_1,CIFOR,0,15,1.29990683696469,0.0279,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_5_1,CIFOR,15,30,1.58230503380917,0.02009999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_5_1,CIFOR,30,50,1.66157175056349,0.0202,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_5_1,CIFOR,50,100,1.45137190082645,0.0207,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_5_1,CIFOR,100,300,2.22182419233659,0.0209,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_6_1,CIFOR,0,15,1.38809316303531,0.0208,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_6_1,CIFOR,15,30,1.4301667918858,0.01979999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_6_1,CIFOR,30,50,1.8955011269722,0.0206,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_6_1,CIFOR,50,100,1.58264162283997,0.0206,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_2_6_1,CIFOR,100,300,1.84736889556724,0.0276,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_1_1,CIFOR,0,15,0.948844477836214,0.0232,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_1_1,CIFOR,15,30,1.02457700976709,0.0222,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_1_1,CIFOR,30,50,1.068501878287,0.0222,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_1_1,CIFOR,50,100,1.48873328324568,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_1_1,CIFOR,100,300,1.77146806912096,0.0216,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_2_1,CIFOR,0,15,1.14524417731029,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_2_1,CIFOR,15,30,1.20970097670924,0.0203,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_2_1,CIFOR,30,50,1.24251840721262,0.0212,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_2_1,CIFOR,50,100,1.21003756574005,0.0223,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_2_1,CIFOR,100,300,1.68698422238918,0.0215,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_3_1,CIFOR,0,15,0.732922614575508,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_3_1,CIFOR,15,30,1.36604658151766,0.0214,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_3_1,CIFOR,30,50,1.39701277235162,0.0279,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_3_1,CIFOR,50,100,1.2322524417731,0.0218,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_3_1,CIFOR,100,300,1.87564237415477,0.0219,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_4_1,CIFOR,0,15,1.24134034560481,0.0214,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_4_1,CIFOR,15,30,1.59795642374155,0.0215,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_4_1,CIFOR,30,50,2.40476033057851,0.0219,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_4_1,CIFOR,50,100,1.75918256949662,0.0216,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_4_1,CIFOR,100,300,2.39129676934636,0.0213,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_5_1,CIFOR,0,15,1.77719008264463,0.0222,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_5_1,CIFOR,15,30,1.42242524417731,0.0215,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_5_1,CIFOR,30,50,1.18950563486101,0.0214,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_5_1,CIFOR,50,100,2.20852892561984,0.0216,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_5_1,CIFOR,100,300,1.73393839218633,0.0217,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_6_1,CIFOR,0,15,1.14170999248685,0.0208,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_6_1,CIFOR,15,30,1.10552667167543,0.0217,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_6_1,CIFOR,30,50,1.25312096168295,0.0225,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_6_1,CIFOR,50,100,1.41670323065365,0.02109999999999999,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF1_3_6_1,CIFOR,100,300,1.66678888054095,0.0212,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_1_1,CIFOR,0,15,1.41434710743802,0.024,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_1_1,CIFOR,15,30,1.53400450788881,0.0277,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_1_1,CIFOR,30,50,2.00455597295267,0.0217,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_1_1,CIFOR,50,100,2.15416979714501,0.0208,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_1_1,CIFOR,100,300,2.62387978963186,0.0219,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_2_1,CIFOR,0,15,1.55520961682945,0.0222,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_2_1,CIFOR,15,30,1.51885800150263,0.0233,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_2_1,CIFOR,30,50,1.60081743050338,0.0209,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_2_1,CIFOR,50,100,1.17907137490609,0.0219,NA
SWAMP_Data_Soil_carbon_Timbulsloko_2019,TIM,TIM_MF4_1_2_1,CIFOR,100,300,2.1794139744553,0.0212,NA
