study_id,site_id,core_id,species_code,code_type
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,Picea sitchensis,Genus species
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,Picea sitchensis,Genus species
Poppe_et_al_2024,COL-BLI-TS,COL-BLI-TS7-830,Picea sitchensis,Genus species
Poppe_et_al_2024,SNO-OTT-TS,SNO-OTT-TS7-831,Picea sitchensis,Genus species
Poppe_et_al_2024,MIL-HM,COO-MIL-HM7-832,Agrostis stolonifera,Genus species
Poppe_et_al_2024,COO-MIL-HM,COO-MIL-HM7-832,Agrostis stolonifera,Genus species
Poppe_et_al_2024,MIL-HM,COO-MIL-HM7-832,Carex lyngbyei,Genus species
Poppe_et_al_2024,COO-MIL-HM,COO-MIL-HM7-832,Carex lyngbyei,Genus species
Poppe_et_al_2024,COO-HAM-HM,COO-HAM-HM7-569,Agrostis stolonifera,Genus species
Poppe_et_al_2024,COO-HAM-HM,COO-HAM-HM7-569,Carex lyngbyei,Genus species
Poppe_et_al_2024,DAN-HM,COO-DAN-HM7-570,Agrostis stolonifera,Genus species
Poppe_et_al_2024,COO-DAN-HM,COO-DAN-HM7-570,Agrostis stolonifera,Genus species
Poppe_et_al_2024,DAN-HM,COO-DAN-HM7-570,Carex lyngbyei,Genus species
Poppe_et_al_2024,COO-DAN-HM,COO-DAN-HM7-570,Carex lyngbyei,Genus species
Poppe_et_al_2024,MET-HM,COO-MET-HM7-1766,Carex lyngbyei,Genus species
Poppe_et_al_2024,MET-HM,COO-MET-HM7-1766,Triglochin maritima,Genus species
Poppe_et_al_2024,DAN-HM,DAN-HM-C1a-1762,Agrostis stolonifera,Genus species
Poppe_et_al_2024,COO-DAN-HM,DAN-HM-C1a-1762,Agrostis stolonifera,Genus species
Poppe_et_al_2024,DAN-HM,DAN-HM-C1a-1762,Carex lyngbyei,Genus species
Poppe_et_al_2024,COO-DAN-HM,DAN-HM-C1a-1762,Carex lyngbyei,Genus species
Poppe_et_al_2024,MIL-HM,MIL-HM-C1a-1763,Agrostis stolonifera,Genus species
Poppe_et_al_2024,COO-MIL-HM,MIL-HM-C1a-1763,Agrostis stolonifera,Genus species
Poppe_et_al_2024,MIL-HM,MIL-HM-C1a-1763,Carex lyngbyei,Genus species
Poppe_et_al_2024,COO-MIL-HM,MIL-HM-C1a-1763,Carex lyngbyei,Genus species
Poppe_et_al_2024,SCS-RM,SCS-RM-C3-1558,Carex lyngbyei,Genus species
Poppe_et_al_2024,ALD-PA,ALD-PA-C1-1790,Phalaris arundinacea,Genus species
Poppe_et_al_2024,ALD-PA,ALD-PA-C2-1791,Phalaris arundinacea,Genus species
