study_id,site_id,core_id,species_code,code_type
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_1,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_6,Rhizophora racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,Rhizophora racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,Rhizophora racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_3,Rhizophora racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,Rhizophora racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_1,Rhizophora racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_1,Acacia cornigera,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_2,Acacia cornigera,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_3,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_4,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_3,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_4,Anacardium occidentale,Genus species
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_5,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_6,Acacia cornigera,Genus species
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_6,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_4,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_6,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_EL_Ranchón_18_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Matocho,El_Matocho_23_1,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Matocho,El_Matocho_23_4,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_1,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_2,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_2,Jatropha curcas,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_5,Anacardium occidentale,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_5,Persea americana,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_6,Anacardium occidentale,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_6,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_4,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_2,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_1,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_1,Avicennia germinans,Genus species
