study_id,site_id,core_id,year,latitude,longitude,position_method,position_notes,vegetation_class,vegetation_method,habitat
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_3,2014,13.241326497528084,-88.44597614158431,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_2,2014,13.241326497528084,-88.44597614158431,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_1,2014,13.241326497528084,-88.44597614158431,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_6,2014,13.35022,-89.00817,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_5,2014,13.35022,-89.00817,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_4,2014,13.35022,-89.00817,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_3,2014,13.35022,-89.00817,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_2,2014,13.35022,-89.00817,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_1,2014,13.35022,-89.00817,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_(Ánimas_abajo)_10_6,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_(Ánimas_abajo)_10_5,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_(Ánimas_abajo)_10_4,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_(Ánimas_abajo)_10_3,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_(Ánimas_abajo)_10_2,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_(Ánimas_abajo)_10_1,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_1,2014,13.343723675672516,-88.99816819472422,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_2,2014,13.343723675672516,-88.99816819472422,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_3,2014,13.343723675672516,-88.99816819472422,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_4,2014,13.343723675672516,-88.99816819472422,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_5,2014,13.343723675672516,-88.99816819472422,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_6,2014,13.343723675672516,-88.99816819472422,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_1,2014,13.354139369701468,-88.85241886606174,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_4,2014,13.354139369701468,-88.85241886606174,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_5,2014,13.354139369701468,-88.85241886606174,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_6,2014,13.354139369701468,-88.85241886606174,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,2014,13.271776794497368,-88.76582299434297,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,2014,13.271776794497368,-88.76582299434297,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_5,2014,13.32530666005413,-88.95555744426943,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_2,2014,13.342278442231413,-88.89086322384209,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_1,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_2,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_3,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_4,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_5,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_6,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_(Isla_EL_Ranchón)_18_2,2014,13.3442,-88.92136,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_(Isla_EL_Ranchón)_18_3,2014,13.3442,-88.92136,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,2014,13.271776794497368,-88.76582299434297,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,2014,13.271776794497368,-88.76582299434297,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,2014,13.271776794497368,-88.76582299434297,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_4,2014,13.271776794497368,-88.76582299434297,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_6,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_5,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_4,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_3,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_2,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_El_Chuflar_4_1,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,2014,13.33200026326848,-88.84689134895433,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_1,2014,13.342278442231413,-88.89086322384209,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_El_Ranchón_18_3,2014,13.3442,-88.92136,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_El_Ranchón_18_4,2014,13.3442,-88.92136,,position at plot level,forested,field observation,NA
