study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_4,single set of methods,30,50,0.916153846153846,0.0052
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_4,single set of methods,50,100,0.855384615384615,0.0036
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,single set of methods,0,15,0.673846153846154,0.0194
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,single set of methods,15,30,1.04923076923077,0.0161
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,single set of methods,30,50,1.01307692307692,0.009300000000000001
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_5,single set of methods,50,100,0.916923076923077,0.0048
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,single set of methods,0,15,0.744615384615385,0.015300000000000001
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,single set of methods,15,30,0.708461538461538,0.0102
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,single set of methods,30,50,1.07230769230769,0.0062
Cifuentes_et_al_2024_ElSalvador,Colonia_Melara,Colonia_Melara_2_6,single set of methods,50,100,0.907692307692308,0.0043
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,single set of methods,0,15,0.848461538461538,0.0070999999999999995
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,single set of methods,15,30,0.742307692307692,0.0049
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,single set of methods,30,50,0.623076923076923,0.0036
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_1,single set of methods,50,100,1.00230769230769,0.0027
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,single set of methods,0,15,0.888461538461539,0.0068000000000000005
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,single set of methods,15,30,0.640769230769231,0.006
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,single set of methods,30,50,0.810769230769231,0.0084
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_2,single set of methods,50,100,1.01307692307692,0.0049
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,single set of methods,0,15,0.735384615384615,0.013000000000000001
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,single set of methods,15,30,0.595384615384615,0.0132
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,single set of methods,30,50,0.835384615384615,0.0096
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_3,single set of methods,50,100,0.760769230769231,0.0053
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,single set of methods,0,15,0.709230769230769,0.0172
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,single set of methods,15,30,0.764615384615385,0.0086
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,single set of methods,30,50,0.821538461538462,0.013000000000000001
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_4,single set of methods,50,100,0.848461538461538,0.0045000000000000005
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,single set of methods,0,15,0.856153846153846,0.011699999999999999
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,single set of methods,15,30,0.794615384615385,0.006999999999999999
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,single set of methods,30,50,0.907692307692308,0.0046
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_5,single set of methods,50,100,0.807692307692308,0.0059
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,single set of methods,0,15,0.739230769230769,0.0124
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,single set of methods,15,30,0.772307692307692,0.0184
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,single set of methods,30,50,0.807692307692308,0.0105
Cifuentes_et_al_2024_ElSalvador,Puerto_Viejo,Puerto_Viejo_3_6,single set of methods,50,100,0.756153846153846,0.0044
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,single set of methods,0,15,1.44711203897008,0.015
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,single set of methods,15,30,1.55932498260264,0.0074
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,single set of methods,30,50,1.32132915796799,0.005600000000000001
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,single set of methods,50,100,1.20511482254697,0.0026
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_1,single set of methods,100,200,1.47181628392484,0.0034000000000000002
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,single set of methods,0,15,0.960334029227558,0.0098
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,single set of methods,15,30,1.2839248434238,0.0073
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,single set of methods,30,50,1.23086290883786,0.0051
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,single set of methods,50,100,1.15274878218511,0.0023
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_2,single set of methods,100,200,1.2026791927627,0.006500000000000001
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,single set of methods,0,15,1.3731732776618,0.0085
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,single set of methods,15,30,1.30375782881002,0.0074
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,single set of methods,30,50,1.37456506610995,0.0038
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,single set of methods,50,100,1.50869867780097,0.0032
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_3,single set of methods,100,200,1.3634307585247,0.0074
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,single set of methods,0,15,0.930932498260264,0.009399999999999999
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,single set of methods,15,30,1.05114822546973,0.0066
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,single set of methods,30,50,1.11412665274878,0.0038
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,single set of methods,50,100,1.30932498260264,0.0046
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_4,single set of methods,100,200,1.09846903270703,0.0062
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,single set of methods,0,15,0.989561586638831,0.0059
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,single set of methods,15,30,1.21972860125261,0.006500000000000001
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,single set of methods,30,50,1.19989561586639,0.0051
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,single set of methods,50,100,1.0598469032707,0.0048
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_5,single set of methods,100,200,1.49808629088379,0.003
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,single set of methods,0,15,0.967814892136395,0.0073
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,single set of methods,15,30,0.975991649269311,0.0044
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,single set of methods,30,50,1.03444676409186,0.0046
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,single set of methods,50,100,0.898225469728601,0.0042
Cifuentes_et_al_2024_ElSalvador,Los_Cendrones,Los_Cendrones_4_6,single set of methods,100,200,1.2419972164231,0.0025
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,single set of methods,0,15,0.57776617954071,0.063
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,single set of methods,15,30,0.522094641614475,0.0783
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,single set of methods,30,50,0.31750173973556,0.0863
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,single set of methods,50,100,0.786708420320111,0.0473
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_1,single set of methods,100,200,0.315414057063326,0.1411
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,single set of methods,0,15,0.598295059151009,0.055
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,single set of methods,15,30,0.714683368128045,0.0453
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,single set of methods,30,50,0.407967988865692,0.08869999999999999
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,single set of methods,50,100,0.375956854558107,0.099
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_2,single set of methods,100,200,0.389178844815588,0.09960000000000001
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,single set of methods,0,15,0.451461377870564,0.0482
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,single set of methods,15,30,0.593249826026444,0.048499999999999995
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,single set of methods,30,50,0.917014613778706,0.052199999999999996
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,single set of methods,50,100,0.460681976339596,0.0398
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_3,single set of methods,100,200,0.366562282533055,0.09449999999999999
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,single set of methods,0,15,0.689631176061239,0.0359
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,single set of methods,15,30,0.569589422407794,0.0335
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,single set of methods,30,50,0.605601948503828,0.0346
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,single set of methods,50,100,0.594989561586639,0.030299999999999997
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_4,single set of methods,100,200,0.319415448851775,0.1333
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,single set of methods,0,15,0.790361864996521,0.0262
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,single set of methods,15,30,0.620389700765484,0.0248
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,single set of methods,30,50,0.594119693806541,0.0254
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,single set of methods,50,100,0.424147529575505,0.0105
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_5,single set of methods,100,200,0.504001391788448,0.0676
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,single set of methods,0,15,0.701983298538622,0.025
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,single set of methods,15,30,0.576722338204593,0.0321
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,single set of methods,30,50,0.593075852470425,0.032799999999999996
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,single set of methods,50,100,0.488517745302714,0.025
Cifuentes_et_al_2024_ElSalvador,San_Dioniso,San_Dioniso_5_6,single set of methods,100,200,0.532185107863605,0.024700000000000003
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,single set of methods,0,15,0.82776617954071,0.0369
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,single set of methods,15,30,0.894050104384134,0.0166
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,single set of methods,30,50,0.903966597077244,0.011200000000000002
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,single set of methods,50,100,1.11969380654141,0.0032
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_1,single set of methods,100,200,0.91910229645094,0.0139
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,single set of methods,0,15,0.817849686847599,0.0518
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,single set of methods,15,30,0.766353514265832,0.0147
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,single set of methods,30,50,1.08315935977731,0.008199999999999999
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,single set of methods,50,100,0.788796102992345,0.0038
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_2,single set of methods,100,200,0.923103688239388,0.011000000000000001
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,single set of methods,0,15,1.00243562978427,0.04190000000000001
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,single set of methods,15,30,1.02244258872651,0.0102
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,single set of methods,30,50,1.01687543493389,0.0051
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,single set of methods,50,100,0.976861517049408,0.003
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_3,single set of methods,100,200,1.16823242867084,0.0021
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,single set of methods,0,15,0.971816283924843,0.0565
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,single set of methods,15,30,1.01704940848991,0.0207
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,single set of methods,30,50,1.3383785664579,0.0131
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,single set of methods,50,100,1.09307585247042,0.003
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_4,single set of methods,100,200,1.04871259568546,0.008199999999999999
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,single set of methods,0,15,0.930410577592206,0.0509
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,single set of methods,15,30,0.911621433542102,0.0092
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,single set of methods,30,50,0.88187195546277,0.0046
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,single set of methods,50,100,0.92553931802366,0.0032
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_5,single set of methods,100,200,1.05097425191371,0.0053
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,single set of methods,0,15,0.877000695894224,0.0641
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,single set of methods,15,30,0.745476687543493,0.0297
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,single set of methods,30,50,1.11447459986082,0.0102
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,single set of methods,50,100,0.81437021572721,0.0038
Cifuentes_et_al_2024_ElSalvador,Las_Mesitas_La_Canoa,Las_Mesitas_La_Canoa_6_6,single set of methods,100,200,1.04453723034099,0.0033
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,single set of methods,0,15,0.765657620041754,0.0105
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,single set of methods,15,30,0.775922059846903,0.0055000000000000005
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,single set of methods,30,50,0.917014613778706,0.0068000000000000005
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,single set of methods,50,100,0.761308281141267,0.0291
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_1,single set of methods,100,200,0.751739735560195,0.0302
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,single set of methods,0,15,0.67919276270007,0.0197
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,single set of methods,15,30,0.687021572720946,0.0079
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,single set of methods,30,50,0.78705636743215,0.0088
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,single set of methods,50,100,0.805497564370216,0.0319
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_2,single set of methods,100,200,0.843945720250522,0.024900000000000002
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,single set of methods,0,15,0.610821155184412,0.009399999999999999
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,single set of methods,15,30,0.765135699373695,0.005699999999999999
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,single set of methods,30,50,0.718510786360473,0.0118
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,single set of methods,50,100,0.890744606819764,0.0369
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_3,single set of methods,100,200,0.811412665274878,0.0235
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_4,single set of methods,0,15,0.98990953375087,0.0176
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_4,single set of methods,15,30,0.866214335421016,0.0075
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_4,single set of methods,30,50,0.641266527487822,0.0144
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_4,single set of methods,50,100,0.788448155880306,0.0438
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_4,single set of methods,100,200,0.676235212247738,0.022799999999999997
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,single set of methods,0,15,0.47286012526096,0.0425
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,single set of methods,15,30,0.881524008350731,0.011000000000000001
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,single set of methods,30,50,0.80080027835769,0.0079
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,single set of methods,50,100,0.778009742519137,0.0541
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,single set of methods,100,200,0.48643006263048,0.0452
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,single set of methods,0,15,0.895615866388309,0.0433
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,single set of methods,15,30,0.855601948503827,0.0076
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,single set of methods,30,50,0.603340292275574,0.0373
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,single set of methods,50,100,0.405010438413361,0.0645
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,single set of methods,100,200,0.637961029923452,0.0412
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_1,single set of methods,0,15,1.08107167710508,0.0043
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_1,single set of methods,15,30,0.964683368128045,0.0012
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_1,single set of methods,30,50,1.1009046624913,6e-4
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_1,single set of methods,50,100,1.05201809324983,0.0012
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_2,single set of methods,0,15,0.969380654140571,0.0012
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_2,single set of methods,15,30,1.03114126652749,0.001
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_2,single set of methods,30,50,0.82585247042449506,6e-4
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_2,single set of methods,50,100,0.922581767571329,4e-4
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_3,single set of methods,0,15,1.08176757132916,0.0049
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_3,single set of methods,15,30,1.05706332637439,0.0021
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_3,single set of methods,30,50,1.12508698677801,0.0019
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_3,single set of methods,50,100,0.986082115518441,0.0023
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_4,single set of methods,0,15,0.856123869171886,0.0069
Cifuentes_et_al_2024_ElSalvador,San_Sebastián,San_Sebastián_8_4,single set of methods,15,30,0.95946416144746,0.0039000000000000003
