study_id,site_id,plot_id,plot_area,longitude,latitude,year,month,day,harvest_or_allometry,genus,species,alive_or_dead,above_or_belowground,allometric_eq_present,plant_measurements_present
Simard_et_al_2019,south_america_Columbia,Columbia_CienagaTorno_50m,NA,-74.7474,11.05612,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_CienagaTorno_50m,NA,-74.7474,11.05612,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_CienagaTorno_50m,NA,-74.7474,11.05612,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_CienagaTorno_50m,NA,-74.7474,11.05612,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_1_15m,NA,-74.420192,10.731111,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,dead,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_2_40m,NA,-74.420172,10.730864,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,dead,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_3_5m,NA,-74.420169,10.72975,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_4_150m,NA,-74.420111,10.728425,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_5_250m,NA,-74.420072,10.727533,2005,6,14,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_6_300m,NA,-74.420058,10.727206,2005,6,14,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_1_50m,NA,-74.43576,10.7282,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_2_175m,NA,-74.436086,10.727078,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_3_275m,NA,-74.436425,10.726278,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_4_442m,NA,-74.43711,10.7244,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Fundacion_West_5_604m,NA,-74.43788,10.72295,2005,6,15,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,NA,-74.70518,11.04257,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,NA,-74.70518,11.04257,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,NA,-74.70518,11.04257,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,NA,-74.70518,11.04257,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,NA,-74.70518,11.04257,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_1_30m,NA,-74.70518,11.04257,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_2_130m,NA,-74.7061,11.041814,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_3_230m,NA,-74.706878,11.041308,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Avicennia,germinans,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Laguncularia,racemosa,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
Simard_et_al_2019,south_america_Columbia,Columbia_Salamanca_4_330m,NA,-74.707511,11.040578,2005,6,16,allometry,Rhizophora,mangle,alive,aboveground,no,yes
