study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,diameter,diameter_method,diameter_unit
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_5,2004,8,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_6,2004,8,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_7,2004,8,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_8,2004,8,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE3,SanBernardoE3_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,25,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,12.35,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_17,2004,8,20,Rhizophora,mangle,alive,aboveground,11.65,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_18,2004,8,20,Rhizophora,mangle,alive,aboveground,26.25,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE4,SanBernardoE4_tree_19,2004,8,20,Rhizophora,mangle,alive,aboveground,31.8,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,19.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,29.05,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,21,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,25.05,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE5,SanBernardoE5_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,26.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,35.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,10.05,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE6,SanBernardoE6_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,19.2,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE7,SanBernardoE7_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,9.15,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE7,SanBernardoE7_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,12.2,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE7,SanBernardoE7_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,28.8,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE7,SanBernardoE7_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,32.1,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE7,SanBernardoE7_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,9.65,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,43,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,16.1,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,17.7,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE8,SanBernardoE8_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE9,SanBernardoE9_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,9.7,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE9,SanBernardoE9_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,7.85,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE9,SanBernardoE9_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,10.4,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE9,SanBernardoE9_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,16.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE9,SanBernardoE9_tree_5,2004,8,20,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoE9,SanBernardoE9_tree_6,2004,8,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW1,SanBernardoW1_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,40.2,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW1,SanBernardoW1_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW1,SanBernardoW1_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW1,SanBernardoW1_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW1,SanBernardoW1_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW1,SanBernardoW1_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,6.3,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,29,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,24.1,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,20.1,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW10,SanBernardoW10_tree_17,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,35,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,28.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_11,2004,8,20,Rhizophora,mangle,alive,aboveground,13.5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_12,2004,8,20,Rhizophora,mangle,alive,aboveground,18.5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW15,SanBernardoW15_tree_13,2004,8,20,Rhizophora,mangle,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,32.55,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,14.55,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,32.1,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,22.35,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,29.5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_14,2004,8,20,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_15,2004,8,20,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW16,SanBernardoW16_tree_16,2004,8,20,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,40.8,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,28.3,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,26.3,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,28.7,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW17,SanBernardoW17_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,29.5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,27.7,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,30.8,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_10,2004,8,20,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW18,SanBernardoW18_tree_11,2004,8,20,Rhizophora,mangle,alive,aboveground,21.5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,36.65,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,21.2,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,25,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,21.95,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_15,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_16,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_17,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_18,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_19,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_20,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW19,SanBernardoW19_tree_21,2004,8,20,Rhizophora,mangle,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_1,2004,8,20,Avicennia,germinans,alive,aboveground,31.5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_2,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_3,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_4,2004,8,20,Avicennia,germinans,alive,aboveground,20,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_5,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_6,2004,8,20,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_7,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_8,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_9,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_10,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_11,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_12,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_13,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW2,SanBernardoW2_tree_14,2004,8,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_1,2004,8,20,Rhizophora,mangle,alive,aboveground,7.2,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_2,2004,8,20,Rhizophora,mangle,alive,aboveground,16.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_3,2004,8,20,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_4,2004,8,20,Rhizophora,mangle,alive,aboveground,33.4,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_5,2004,8,20,Rhizophora,mangle,alive,aboveground,8.8,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_6,2004,8,20,Rhizophora,mangle,alive,aboveground,35.6,breast height,cm
Simard_et_al_2019,central_america_Honduras,SanBernardoW3,SanBernardoW3_tree_7,2004,8,20,Rhizophora,mangle,alive,aboveground,16.1,breast height,cm
