study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,diameter,diameter_method,diameter_unit
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_17,2012,11,28,Rhizophora,mangle,alive,aboveground,32.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_18,2012,11,28,Rhizophora,mangle,alive,aboveground,21.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_19,2012,11,28,Rhizophora,mangle,alive,aboveground,34.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_20,2012,11,28,Rhizophora,mangle,alive,aboveground,33,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_21,2012,11,28,Avicennia,germinans,alive,aboveground,26.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_22,2012,11,28,Avicennia,germinans,alive,aboveground,25.7,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_23,2012,11,28,Avicennia,germinans,alive,aboveground,37.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_24,2012,11,28,Avicennia,germinans,alive,aboveground,19.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_25,2012,11,28,Avicennia,germinans,alive,aboveground,42.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_26,2012,11,28,Rhizophora,mangle,alive,aboveground,63,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_27,2012,11,28,Avicennia,germinans,alive,aboveground,52,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_28,2012,11,28,Avicennia,germinans,alive,aboveground,34.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_29,2012,11,28,Avicennia,germinans,alive,aboveground,32,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_30,2012,11,28,Rhizophora,mangle,alive,aboveground,49.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_31,2012,11,28,Rhizophora,mangle,alive,aboveground,21.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_32,2012,11,28,Rhizophora,mangle,alive,aboveground,38,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_33,2012,11,28,Avicennia,germinans,alive,aboveground,44.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_34,2012,11,28,Avicennia,germinans,alive,aboveground,12,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_35,2012,11,28,Avicennia,germinans,alive,aboveground,11.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_36,2012,11,28,Avicennia,germinans,alive,aboveground,14.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_37,2012,11,28,Avicennia,germinans,alive,aboveground,15,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_1,Brazil_South_1_tree_38,2012,11,28,Rhizophora,mangle,alive,aboveground,35.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_1,2012,11,28,Avicennia,germinans,alive,aboveground,24.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_2,2012,11,28,Avicennia,germinans,alive,aboveground,10,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_3,2012,11,28,Avicennia,germinans,alive,aboveground,45.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_4,2012,11,28,Rhizophora,mangle,alive,aboveground,11,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_5,2012,11,28,Rhizophora,mangle,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_6,2012,11,28,Rhizophora,mangle,alive,aboveground,8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_7,2012,11,28,Avicennia,germinans,alive,aboveground,34.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_8,2012,11,28,Rhizophora,mangle,alive,aboveground,7,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_9,2012,11,28,Rhizophora,mangle,alive,aboveground,9.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_10,2012,11,28,Avicennia,germinans,alive,aboveground,30.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_11,2012,11,28,Avicennia,germinans,alive,aboveground,25.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_12,2012,11,28,Rhizophora,mangle,alive,aboveground,13.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_13,2012,11,28,Avicennia,germinans,alive,aboveground,14.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_14,2012,11,28,Avicennia,germinans,alive,aboveground,25,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_15,2012,11,28,Rhizophora,mangle,alive,aboveground,20,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_16,2012,11,28,Avicennia,germinans,alive,aboveground,44.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_17,2012,11,28,Avicennia,germinans,alive,aboveground,14.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_18,2012,11,28,Avicennia,germinans,alive,aboveground,35.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_19,2012,11,28,Rhizophora,mangle,alive,aboveground,11,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_20,2012,11,28,Rhizophora,mangle,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_21,2012,11,28,Rhizophora,mangle,alive,aboveground,9.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_22,2012,11,28,Avicennia,germinans,alive,aboveground,45.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_23,2012,11,28,Rhizophora,mangle,alive,aboveground,8.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_24,2012,11,28,Rhizophora,mangle,alive,aboveground,8.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_25,2012,11,28,Rhizophora,mangle,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_26,2012,11,28,Avicennia,germinans,alive,aboveground,32,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_27,2012,11,28,Rhizophora,mangle,alive,aboveground,3.9,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_28,2012,11,28,Rhizophora,mangle,alive,aboveground,9.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_29,2012,11,28,Rhizophora,mangle,alive,aboveground,8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_30,2012,11,28,Avicennia,germinans,alive,aboveground,26.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_31,2012,11,28,Avicennia,germinans,alive,aboveground,40.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_32,2012,11,28,Avicennia,germinans,alive,aboveground,42.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_33,2012,11,28,Avicennia,germinans,alive,aboveground,32.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_34,2012,11,28,Rhizophora,mangle,alive,aboveground,10.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_35,2012,11,28,Avicennia,germinans,alive,aboveground,42,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_36,2012,11,28,Rhizophora,mangle,alive,aboveground,42,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_37,2012,11,28,Rhizophora,mangle,alive,aboveground,58,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_38,2012,11,28,Avicennia,germinans,alive,aboveground,27.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_39,2012,11,28,Avicennia,germinans,alive,aboveground,39,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_40,2012,11,28,Rhizophora,mangle,alive,aboveground,12.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_41,2012,11,28,Avicennia,germinans,alive,aboveground,39.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_42,2012,11,28,Rhizophora,mangle,alive,aboveground,7.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_43,2012,11,28,Rhizophora,mangle,alive,aboveground,13.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_2,Brazil_South_2_tree_44,2012,11,28,Avicennia,germinans,alive,aboveground,54.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_1,2012,11,28,Rhizophora,mangle,alive,aboveground,10.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_2,2012,11,28,Rhizophora,mangle,alive,aboveground,11.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_3,2012,11,28,Rhizophora,mangle,alive,aboveground,19.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_4,2012,11,28,Rhizophora,mangle,alive,aboveground,10.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_5,2012,11,28,Rhizophora,mangle,alive,aboveground,11,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_6,2012,11,28,Rhizophora,mangle,alive,aboveground,8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_7,2012,11,28,Rhizophora,mangle,alive,aboveground,13,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_8,2012,11,28,Rhizophora,mangle,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_9,2012,11,28,Rhizophora,mangle,alive,aboveground,13,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_10,2012,11,28,Rhizophora,mangle,alive,aboveground,7.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_11,2012,11,28,Rhizophora,mangle,alive,aboveground,12.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_12,2012,11,28,Rhizophora,mangle,alive,aboveground,8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_13,2012,11,28,Rhizophora,mangle,alive,aboveground,15,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_14,2012,11,28,Rhizophora,mangle,alive,aboveground,7.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_15,2012,11,28,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_16,2012,11,28,Rhizophora,mangle,alive,aboveground,12.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_17,2012,11,28,Rhizophora,mangle,alive,aboveground,11,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_18,2012,11,28,Rhizophora,mangle,alive,aboveground,7.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_19,2012,11,28,Rhizophora,mangle,alive,aboveground,15.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_20,2012,11,28,Rhizophora,mangle,alive,aboveground,7,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_21,2012,11,28,Rhizophora,mangle,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_22,2012,11,28,Rhizophora,mangle,alive,aboveground,13,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_23,2012,11,28,Rhizophora,mangle,alive,aboveground,11.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_24,2012,11,28,Rhizophora,mangle,alive,aboveground,10,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_25,2012,11,28,Rhizophora,mangle,alive,aboveground,13.6,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_26,2012,11,28,Rhizophora,mangle,alive,aboveground,12.8,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_27,2012,11,28,Rhizophora,mangle,alive,aboveground,12.2,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_28,2012,11,28,Rhizophora,mangle,alive,aboveground,13.4,breast height,cm
Simard_et_al_2019,south_america_Brazil_South,Brazil_South_3,Brazil_South_3_tree_29,2012,11,28,Rhizophora,mangle,alive,aboveground,20,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_2,2012,11,20,Avicennia,germinans,alive,aboveground,4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_3,2012,11,20,Avicennia,germinans,alive,aboveground,3.4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_4,2012,11,20,Avicennia,germinans,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_5,2012,11,20,Avicennia,germinans,alive,aboveground,2.6,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_6,2012,11,20,Avicennia,germinans,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_7,2012,11,20,Avicennia,germinans,alive,aboveground,3.2,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_8,2012,11,20,Avicennia,germinans,alive,aboveground,12,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_10,2012,11,20,Avicennia,germinans,alive,aboveground,7.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_11,2012,11,20,Avicennia,germinans,alive,aboveground,8.7,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_12,2012,11,20,Avicennia,germinans,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_13,2012,11,20,Avicennia,germinans,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_14,2012,11,20,Avicennia,germinans,alive,aboveground,4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_15,2012,11,20,Avicennia,germinans,alive,aboveground,7,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_16,2012,11,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_17,2012,11,20,Avicennia,germinans,alive,aboveground,9,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_18,2012,11,20,Avicennia,germinans,alive,aboveground,2.8,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_20,2012,11,20,Avicennia,germinans,alive,aboveground,6.2,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_21,2012,11,20,Avicennia,germinans,alive,aboveground,6.2,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_22,2012,11,20,Rhizophora,mangle,alive,aboveground,9.3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_24,2012,11,20,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_26,2012,11,20,Avicennia,germinans,alive,aboveground,4.4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_27,2012,11,20,Avicennia,germinans,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_28,2012,11,20,Avicennia,germinans,alive,aboveground,4.1,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_29,2012,11,20,Avicennia,germinans,alive,aboveground,15.2,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_30,2012,11,20,Avicennia,germinans,alive,aboveground,3.6,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_31,2012,11,20,Avicennia,germinans,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_32,2012,11,20,Avicennia,germinans,alive,aboveground,5.8,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_34,2012,11,20,Rhizophora,mangle,alive,aboveground,7.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_37,2012,11,20,Rhizophora,mangle,alive,aboveground,4.3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_38,2012,11,20,Rhizophora,mangle,alive,aboveground,5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_39,2012,11,20,Rhizophora,mangle,alive,aboveground,5.3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_40,2012,11,20,Avicennia,germinans,alive,aboveground,5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_43,2012,11,20,Rhizophora,mangle,alive,aboveground,5.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_44,2012,11,20,Rhizophora,mangle,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_46,2012,11,20,Avicennia,germinans,alive,aboveground,3.9,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_47,2012,11,20,Avicennia,germinans,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_49,2012,11,20,Rhizophora,mangle,alive,aboveground,3.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_50,2012,11,20,Rhizophora,mangle,alive,aboveground,3.6,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_53,2012,11,20,Rhizophora,mangle,alive,aboveground,7.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_55,2012,11,20,Avicennia,germinans,alive,aboveground,4.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_56,2012,11,20,Avicennia,germinans,alive,aboveground,2.8,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_59,2012,11,20,Avicennia,germinans,alive,aboveground,4.2,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_60,2012,11,20,Avicennia,germinans,alive,aboveground,8,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_61,2012,11,20,Avicennia,germinans,alive,aboveground,3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_62,2012,11,20,Avicennia,germinans,alive,aboveground,3.4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_63,2012,11,20,Avicennia,germinans,alive,aboveground,2.4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_65,2012,11,20,Laguncularia,racemosa,alive,aboveground,3.4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_67,2012,11,20,Avicennia,germinans,alive,aboveground,3.8,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_69,2012,11,20,Avicennia,germinans,alive,aboveground,4.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_70,2012,11,20,Avicennia,germinans,alive,aboveground,7,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_71,2012,11,20,Laguncularia,racemosa,alive,aboveground,4.3,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_72,2012,11,20,Avicennia,germinans,alive,aboveground,7.4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_73,2012,11,20,Avicennia,germinans,alive,aboveground,11.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_75,2012,11,20,Avicennia,germinans,alive,aboveground,4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_76,2012,11,20,Avicennia,germinans,alive,aboveground,4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_77,2012,11,20,Avicennia,germinans,alive,aboveground,4.5,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_78,2012,11,20,Avicennia,germinans,alive,aboveground,2.7,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_79,2012,11,20,Avicennia,germinans,alive,aboveground,4,breast height,cm
Simard_et_al_2019,south_america_Brazil,Brazil_1ABCD,Brazil_1ABCD_tree_82,2012,11,20,Avicennia,germinans,alive,aboveground,7,breast height,cm
