study_id,site_id,plot_id,plant_id,year,month,day,genus,species,alive_or_dead,above_or_belowground,n_plants,height,height_se,diameter,diameter_se,diameter_method
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_18,2014,5,20,Rhizophora,mangle,alive,aboveground,1,36.7,7.7491302159679,33.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_6,2014,5,20,Rhizophora,mangle,alive,aboveground,1,27.8,7.7491302159679,32.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_3,2014,5,20,Rhizophora,mangle,alive,aboveground,1,28.2,7.7491302159679,32.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_19,2014,5,20,Rhizophora,mangle,alive,aboveground,1,35.2,7.7491302159679,27.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_11,2014,5,20,Rhizophora,mangle,alive,aboveground,1,28.6,7.7491302159679,22,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_17,2014,5,20,Rhizophora,mangle,alive,aboveground,1,30.7,7.7491302159679,20,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Isla_Mondragon_2,Isla_Mondragon_2_tree_9,2014,5,20,Rhizophora,mangle,alive,aboveground,1,19.8,7.7491302159679,13,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M1,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,22,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M2,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,20.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_60,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.43,7.7491302159679,20.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M3,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,20.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_23,2014,5,21,Rhizophora,mangle,alive,aboveground,1,20.71,7.7491302159679,20,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M4,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,19.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_31,2014,5,21,Rhizophora,mangle,alive,aboveground,1,19.64,7.7491302159679,19.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_59,2014,5,21,Rhizophora,mangle,alive,aboveground,1,17.03,7.7491302159679,19.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M5,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,18.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M6,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,18.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_16,2014,5,21,Rhizophora,mangle,alive,aboveground,1,16.73,7.7491302159679,17.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M7,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,17.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_1,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.3,7.7491302159679,17.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M8,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,17.05,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_104,2014,5,21,Rhizophora,mangle,alive,aboveground,1,20.81,7.7491302159679,16.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_41,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.52,7.7491302159679,16.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_20,2014,5,21,Rhizophora,mangle,alive,aboveground,1,21.1,7.7491302159679,16.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_19,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.02,7.7491302159679,16,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_9,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.18,7.7491302159679,15.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M9,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,15.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M10,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,15.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_101,2014,5,21,Rhizophora,mangle,alive,aboveground,1,19.63,7.7491302159679,15.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_108,2014,5,21,Rhizophora,mangle,alive,aboveground,1,10.93,7.7491302159679,15.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_105,2014,5,21,Rhizophora,mangle,alive,aboveground,1,17.48,7.7491302159679,15,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_103,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.06,7.7491302159679,15,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_102,2014,5,21,Rhizophora,mangle,alive,aboveground,1,18.61,7.7491302159679,14.9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_109,2014,5,21,Avicennia,germinans,alive,aboveground,1,8.88,7.7491302159679,14.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_15,2014,5,21,Rhizophora,mangle,alive,aboveground,1,19.79,7.7491302159679,14.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_30,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.04,7.7491302159679,14.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_32,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.17,7.7491302159679,14.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M11,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,14.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_87,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.91,7.7491302159679,14.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_5,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.6,7.7491302159679,14.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_71,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,14.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_58,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,14.1,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M12,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,13.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_11,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.17,7.7491302159679,13.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_18,2014,5,21,Rhizophora,mangle,alive,aboveground,1,12.14,7.7491302159679,13.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M13,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,13.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M14,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,13.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_2,2014,5,21,Rhizophora,mangle,alive,aboveground,1,12.56,7.7491302159679,13.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M15,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,13.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_106,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.88,7.7491302159679,13.1,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_86,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,13,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_62,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,13,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_52,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.22,7.7491302159679,13,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_26,2014,5,21,Rhizophora,mangle,alive,aboveground,1,17.12,7.7491302159679,12.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_37,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.97,7.7491302159679,12.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M16,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,12.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_13,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.93,7.7491302159679,12.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_27,2014,5,21,Rhizophora,mangle,alive,aboveground,1,8.89,7.7491302159679,12.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M17,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,12.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_75,2014,5,21,Rhizophora,mangle,alive,aboveground,1,10.71,7.7491302159679,12.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M18,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,12.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_14,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.33,7.7491302159679,12.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_29,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.13,7.7491302159679,12.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_43,2014,5,21,Rhizophora,mangle,alive,aboveground,1,10.74,7.7491302159679,12.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_21,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.97,7.7491302159679,12.1,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M19,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,12,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_7,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.36,7.7491302159679,12,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_24,2014,5,21,Rhizophora,mangle,alive,aboveground,1,9.02,7.7491302159679,12,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_4,2014,5,21,Rhizophora,mangle,alive,aboveground,1,8.62,7.7491302159679,12,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_100,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M20,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_89,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M21,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M22,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_42,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.45,7.7491302159679,11.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_12,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.95,7.7491302159679,11.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M23,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_99,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.58,7.7491302159679,11.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_88,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_85,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_57,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_8,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15,7.7491302159679,11.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_56,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M24,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_80,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.1,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M25,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.1,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M26,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11.1,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_48,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M27,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,11,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_40,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.78,7.7491302159679,11,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M28,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_107,2014,5,21,Rhizophora,mangle,alive,aboveground,1,16.67,7.7491302159679,10.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_22,2014,5,21,Rhizophora,mangle,alive,aboveground,1,11.37,7.7491302159679,10.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_6,2014,5,21,Rhizophora,mangle,alive,aboveground,1,8.13,7.7491302159679,10.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M29,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M30,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_93,2014,5,21,Rhizophora,mangle,alive,aboveground,1,12.89,7.7491302159679,10.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_25,2014,5,21,Rhizophora,mangle,alive,aboveground,1,7.3,7.7491302159679,10.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M31,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_39,2014,5,21,Rhizophora,mangle,alive,aboveground,1,10.68,7.7491302159679,10.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_91,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_54,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M32,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M33,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M34,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,10,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_28,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.86,7.7491302159679,10,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M35,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9.9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_73,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_3,2014,5,21,Rhizophora,mangle,alive,aboveground,1,10.17,7.7491302159679,9.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_67,2014,5,21,Rhizophora,mangle,alive,aboveground,1,9.62,7.7491302159679,9.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_77,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_10,2014,5,21,Rhizophora,mangle,alive,aboveground,1,14.5,7.7491302159679,9.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_97,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9.6,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M36,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_95,2014,5,21,Rhizophora,mangle,alive,aboveground,1,16.47,7.7491302159679,9.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_36,2014,5,21,Rhizophora,mangle,alive,aboveground,1,16.5,7.7491302159679,9.3,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_83,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9.2,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_94,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_82,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_74,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M37,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_81,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,8.9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M38,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,8.9,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_84,2014,5,21,Rhizophora,mangle,alive,aboveground,1,15.14,7.7491302159679,8.8,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M39,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,8.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_17,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.56,7.7491302159679,8.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_64,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.27,7.7491302159679,8.7,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_M40,2014,5,21,Rhizophora,mangle,alive,aboveground,1,NA,7.7491302159679,8.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_46,2014,5,21,Rhizophora,mangle,alive,aboveground,1,12.88,7.7491302159679,8.5,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_98,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.4,7.7491302159679,8.4,8.545316961270474,breast height
Simard_et_al_2019,south_america_tropical_Pacific_Colombia_Ecuador,Med-E,Med-E_tree_90,2014,5,21,Rhizophora,mangle,alive,aboveground,1,13.64,7.7491302159679,8.3,8.545316961270474,breast height
