table,study_id,site_id,core_id
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_21
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_22
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_23
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_24
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_25
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_26
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_27
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_28
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_29
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_30
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_31
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_32
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_33
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_34
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_35
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_36
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_37
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_38
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_39
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_40
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_41
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_42
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_43
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_44
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_45
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_46
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_47
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_48
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_49
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_50
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_51
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_52
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_53
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_54
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_55
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_56
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_57
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_58
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_59
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_60
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_61
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_62
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_63
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_64
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_65
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_66
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_67
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_68
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_69
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_70
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_71
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_72
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_73
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_74
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_75
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_76
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_77
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_78
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_79
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_80
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_81
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_82
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_83
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_84
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_85
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_86
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_87
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_88
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_89
depthseries,Osland_et_al_2016,Grand_Bay,grand_bay_90
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_1
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_2
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_3
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_4
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_5
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_6
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_7
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_8
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_9
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_10
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_11
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_12
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_13
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_14
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_15
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_16
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_17
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_18
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_19
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_20
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_21
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_22
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_23
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_24
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_25
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_26
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_27
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_28
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_29
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_30
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_31
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_32
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_33
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_34
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_35
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_36
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_37
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_38
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_39
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_40
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_41
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_42
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_43
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_44
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_45
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_46
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_47
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_48
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_49
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_50
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_51
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_52
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_53
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_54
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_55
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_56
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_57
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_58
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_59
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_60
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_61
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_62
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_63
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_64
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_65
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_66
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_67
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_68
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_69
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_70
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_71
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_72
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_73
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_74
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_75
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_76
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_77
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_78
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_79
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_80
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_81
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_82
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_83
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_84
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_85
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_86
depthseries,Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_87
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_1
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_2
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_3
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_4
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_5
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_6
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_7
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_8
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_9
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_10
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_11
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_12
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_13
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_14
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_15
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_16
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_17
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_18
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_19
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_20
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_21
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_22
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_23
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_24
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_25
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_26
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_27
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_28
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_29
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_30
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_31
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_32
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_33
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_34
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_35
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_36
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_37
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_38
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_39
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_40
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_41
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_42
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_43
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_44
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_45
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_46
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_47
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_48
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_49
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_50
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_51
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_52
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_53
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_54
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_55
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_56
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_57
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_58
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_59
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_60
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_61
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_62
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_63
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_64
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_65
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_66
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_67
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_68
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_69
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_70
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_71
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_72
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_73
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_74
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_75
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_76
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_77
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_78
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_79
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_80
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_81
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_82
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_83
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_84
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_85
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_86
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_87
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_88
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_89
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_90
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_91
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_92
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_93
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_94
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_95
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_96
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_97
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_98
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_99
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_100
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_101
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_102
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_103
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_104
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_105
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_106
depthseries,Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_107
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_1
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_2
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_3
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_4
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_5
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_6
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_7
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_8
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_9
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_10
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_11
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_12
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_13
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_14
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_15
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_16
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_17
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_18
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_19
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_20
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_21
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_22
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_23
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_24
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_25
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_26
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_27
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_28
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_29
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_30
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_31
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_32
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_33
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_34
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_35
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_36
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_37
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_38
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_39
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_40
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_41
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_42
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_43
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_44
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_45
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_46
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_47
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_48
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_49
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_50
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_51
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_52
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_53
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_54
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_55
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_56
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_57
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_58
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_59
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_60
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_61
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_62
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_63
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_64
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_65
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_66
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_67
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_68
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_69
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_70
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_71
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_72
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_73
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_74
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_75
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_76
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_77
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_78
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_79
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_80
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_81
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_82
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_83
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_84
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_85
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_86
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_87
depthseries,Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_88
