date,spc_zone,waypoint_northing_spc_ussft,waypoint_easting_spc_ussft,elevation_mllw,soil_property_code,soil_property_value
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,pH-SPE,7.91
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,pH-SPE,7.82
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,pH-SPE,7.90
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,pH-SPE,7.99
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,pH-SPE,8.04
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,ECe,57.90
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,ECe,65.70
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,ECe,47.50
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,ECe,57.50
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,ECe,52.30
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,ECe,57.30
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,ECe,46.60
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,ECe,58.50
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,ECe,57.10
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,ECe,98.20
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,ECe,55.40
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,ECe,96.00
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,ECe,60.50
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,ECe,69.10
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,ECe,58.90
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,ECe,80.10
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,ECe,66.70
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,ECe,87.30
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,ECe,60.00
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,ECe,114.80
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,ECe,55.50
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,ECe,87.00
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,ECe,87.00
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,ECe,93.40
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,ECe,72.60
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,ECe,85.40
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,ECe,99.30
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,ECe,139.80
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,ECe,112.40
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,ECe,143.40
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,ECe,79.60
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,ECe,127.00
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,ECe,52.20
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,ECe,72.80
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,ECe,56.20
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,ECe,54.50
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,ECe,57.70
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,ECe,61.80
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,ECe,60.00
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,ECe,65.40
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,ECe,59.90
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,ECe,143.40
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,ECe,71.30
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,ECe,85.40
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,ECe,62.20
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,ECe,125.40
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,ECe,76.40
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,ECe,117.40
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,ECe,55.50
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,ECe,73.60
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,ECe,51.90
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,ECe,54.00
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,ECe,51.40
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,ECe,61.30
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,ECe,60.60
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,ECe,90.10
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,ECe,41.00
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,ECe,37.10
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,ECe,32.10
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,ECe,36.90
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,ECe,39.90
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,ECe,26.40
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,ECe,46.20
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,ECe,46.00
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,TOC-CM,0.74
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,TOC-CM,0.51
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,TOC-CM,0.60
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,TOC-CM,0.47
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,TOC-CM,0.65
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,TOC-CM,0.31
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,TOC-CM,0.48
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,TOC-CM,0.24
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,TOC-CM,0.63
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,TOC-CM,0.51
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,TOC-CM,0.63
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,TOC-CM,0.47
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,TOC-CM,0.44
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,TOC-CM,0.46
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,TOC-CM,0.75
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,TOC-CM,0.31
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,TOC-CM,0.53
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,TOC-CM,0.47
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,TOC-CM,0.91
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,TOC-CM,0.51
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,TOC-CM,0.42
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,TOC-CM,0.26
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,TOC-CM,0.56
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,TOC-CM,0.46
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,TOC-CM,1.29
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,TOC-CM,1.47
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,TOC-CM,0.96
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,TOC-CM,0.76
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,TOC-CM,0.56
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,TOC-CM,0.58
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,TOC-CM,1.64
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,TOC-CM,0.63
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,TOC-CM,0.62
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,TOC-CM,0.62
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,TOC-CM,0.54
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,TOC-CM,0.59
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,TOC-CM,0.45
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,TOC-CM,0.45
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,TOC-CM,0.64
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,TOC-CM,0.47
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,TOC-CM,0.25
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,TOC-CM,0.16
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,TOC-CM,0.25
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,TOC-CM,0.23
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,TOC-CM,0.44
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,TOC-CM,0.26
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,TOC-CM,0.39
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,TOC-CM,0.20
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,TOC-CM,0.32
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,TOC-CM,0.16
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,TOC-CM,0.34
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,TOC-CM,0.15
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,TOC-CM,0.45
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,TOC-CM,0.46
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,TOC-CM,0.50
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,TOC-CM,0.42
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,TOC-CM,0.99
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,TOC-CM,0.18
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,TOC-CM,0.60
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,TOC-CM,0.24
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,TOC-CM,0.32
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,TOC-CM,0.19
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,TOC-CM,0.48
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,TOC-CM,0.37
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,N-CM,0.08
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,N-CM,0.04
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,N-CM,0.05
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,N-CM,0.04
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,N-CM,0.05
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,N-CM,0.02
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,N-CM,0.03
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,N-CM,0.00
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,N-CM,0.05
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,N-CM,0.05
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,N-CM,0.05
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,N-CM,0.04
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,N-CM,0.03
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,N-CM,0.04
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,N-CM,0.06
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,N-CM,0.02
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,N-CM,0.04
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,N-CM,0.04
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,N-CM,0.06
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,N-CM,0.04
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,N-CM,0.03
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,N-CM,0.00
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,N-CM,0.05
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,N-CM,0.03
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,N-CM,0.09
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,N-CM,0.10
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,N-CM,0.08
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,N-CM,0.06
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,N-CM,0.04
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,N-CM,0.05
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,N-CM,0.12
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,N-CM,0.05
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,N-CM,0.04
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,N-CM,0.04
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,N-CM,0.04
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,N-CM,0.04
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,N-CM,0.03
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,N-CM,0.03
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,N-CM,0.04
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,N-CM,0.03
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,N-CM,0.00
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,N-CM,0.00
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,N-CM,0.00
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,N-CM,0.00
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,N-CM,0.03
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,N-CM,0.02
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,N-CM,0.03
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,N-CM,0.00
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,N-CM,0.02
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,N-CM,0.00
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,N-CM,0.03
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,N-CM,0.00
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,N-CM,0.03
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,N-CM,0.03
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,N-CM,0.04
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,N-CM,0.03
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,N-CM,0.06
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,N-CM,0.00
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,N-CM,0.04
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,N-CM,0.00
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,N-CM,0.02
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,N-CM,0.00
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,N-CM,0.03
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,N-CM,0.03
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,NH4-N-FIAM,2.27
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,NH4-N-FIAM,1.26
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,NH4-N-FIAM,9.71
2019-08-09,"CA 6-0406",1937222.721,6257303.696,4.745,NH4-N-FIAM,1.31
2019-08-09,"CA 6-0406",1937463.666,6257142.624,4.776,NH4-N-FIAM,2.45
2019-08-09,"CA 6-0406",1937203.881,6257293.481,4.764,NH4-N-FIAM,0.82
2019-08-09,"CA 6-0406",1937444.861,6257179.749,4.765,NH4-N-FIAM,1.66
2019-08-09,"CA 6-0406",1937178.078,6257319.482,4.789,NH4-N-FIAM,0.77
2019-08-09,"CA 6-0406",1937529.028,6257026.998,5.246,NH4-N-FIAM,2.62
2019-08-09,"CA 6-0406",1937368.654,6257302.400,5.296,NH4-N-FIAM,0.89
2019-08-09,"CA 6-0406",1937511.259,6257093.775,5.248,NH4-N-FIAM,1.96
2019-08-09,"CA 6-0406",1937314.825,6257326.939,5.284,NH4-N-FIAM,0.89
2019-08-09,"CA 6-0406",1937484.448,6257128.376,5.274,NH4-N-FIAM,1.94
2019-08-09,"CA 6-0406",1937295.871,6257340.795,5.266,NH4-N-FIAM,0.84
2019-08-09,"CA 6-0406",1937468.194,6257187.183,5.285,NH4-N-FIAM,2.60
2019-08-09,"CA 6-0406",1937266.205,6257342.330,5.304,NH4-N-FIAM,0.73
2019-08-09,"CA 6-0406",1937550.861,6257034.229,5.778,NH4-N-FIAM,1.18
2019-08-09,"CA 6-0406",1937383.368,6257319.313,5.752,NH4-N-FIAM,0.77
2019-08-09,"CA 6-0406",1937534.298,6257068.410,5.738,NH4-N-FIAM,1.83
2019-08-09,"CA 6-0406",1937349.677,6257337.353,5.763,NH4-N-FIAM,1.00
2019-08-09,"CA 6-0406",1937495.600,6257189.424,5.779,NH4-N-FIAM,1.38
2019-08-09,"CA 6-0406",1937325.850,6257358.884,5.750,NH4-N-FIAM,0.65
2019-08-09,"CA 6-0406",1937423.508,6257268.223,5.768,NH4-N-FIAM,1.12
2019-08-09,"CA 6-0406",1937305.871,6257377.356,5.768,NH4-N-FIAM,0.73
2019-08-09,"CA 6-0406",1937539.117,6257181.318,6.241,NH4-N-FIAM,3.69
2019-08-09,"CA 6-0406",1937426.617,6257345.131,6.250,NH4-N-FIAM,3.07
2019-08-09,"CA 6-0406",1937509.957,6257211.018,6.297,NH4-N-FIAM,1.76
2019-08-09,"CA 6-0406",1937401.685,6257368.385,6.264,NH4-N-FIAM,1.24
2019-08-09,"CA 6-0406",1937485.847,6257242.303,6.281,NH4-N-FIAM,2.59
2019-08-09,"CA 6-0406",1937378.612,6257397.695,6.304,NH4-N-FIAM,1.24
2019-08-09,"CA 6-0406",1937452.042,6257280.007,6.048,NH4-N-FIAM,4.91
2019-08-09,"CA 6-0406",1937351.202,6257413.355,6.252,NH4-N-FIAM,0.90
2019-08-09,"CA 6-0406",1936833.289,6258041.750,4.727,NH4-N-FIAM,1.89
2019-08-09,"CA 6-0406",1936752.110,6257829.932,4.792,NH4-N-FIAM,1.25
2019-08-09,"CA 6-0406",1936862.104,6258060.141,4.774,NH4-N-FIAM,1.02
2019-08-09,"CA 6-0406",1936761.735,6257863.786,4.793,NH4-N-FIAM,1.85
2019-08-09,"CA 6-0406",1936883.896,6258087.147,4.729,NH4-N-FIAM,0.98
2019-08-09,"CA 6-0406",1936777.956,6257902.829,4.730,NH4-N-FIAM,0.57
2019-08-09,"CA 6-0406",1936785.376,6257941.497,4.768,NH4-N-FIAM,1.36
2019-08-09,"CA 6-0406",1936785.782,6257943.393,4.773,NH4-N-FIAM,0.71
2019-08-09,"CA 6-0406",1936811.182,6258063.095,5.261,NH4-N-FIAM,1.06
2019-08-09,"CA 6-0406",1936719.588,6257838.946,5.268,NH4-N-FIAM,0.39
2019-08-09,"CA 6-0406",1936835.659,6258081.833,5.236,NH4-N-FIAM,0.57
2019-08-09,"CA 6-0406",1936732.893,6257899.624,5.273,NH4-N-FIAM,0.42
2019-08-09,"CA 6-0406",1936862.118,6258118.318,5.278,NH4-N-FIAM,0.78
2019-08-09,"CA 6-0406",1936751.868,6257950.762,5.232,NH4-N-FIAM,0.50
2019-08-09,"CA 6-0406",1936901.335,6258132.191,5.254,NH4-N-FIAM,1.15
2019-08-09,"CA 6-0406",1936769.376,6257995.804,5.263,NH4-N-FIAM,0.39
2019-08-09,"CA 6-0406",1936842.023,6258116.439,5.773,NH4-N-FIAM,1.60
2019-08-09,"CA 6-0406",1936709.372,6257836.760,5.780,NH4-N-FIAM,1.51
2019-08-09,"CA 6-0406",1936877.529,6258135.465,5.756,NH4-N-FIAM,2.39
2019-08-09,"CA 6-0406",1936720.521,6257888.677,5.763,NH4-N-FIAM,1.32
2019-08-09,"CA 6-0406",1936915.342,6258146.943,5.772,NH4-N-FIAM,1.66
2019-08-09,"CA 6-0406",1936736.417,6257941.062,5.733,NH4-N-FIAM,1.44
2019-08-09,"CA 6-0406",1936964.516,6258163.343,5.747,NH4-N-FIAM,1.41
2019-08-09,"CA 6-0406",1936772.719,6258012.956,5.763,NH4-N-FIAM,0.89
2019-08-09,"CA 6-0406",1936782.630,6258043.642,6.263,NH4-N-FIAM,4.13
2019-08-09,"CA 6-0406",1936711.415,6257864.291,6.292,NH4-N-FIAM,0.60
2019-08-09,"CA 6-0406",1936797.032,6258070.293,6.257,NH4-N-FIAM,4.40
2019-08-09,"CA 6-0406",1936723.153,6257911.119,6.267,NH4-N-FIAM,1.30
2019-08-09,"CA 6-0406",1936845.530,6258124.584,6.225,NH4-N-FIAM,1.45
2019-08-09,"CA 6-0406",1936740.112,6257959.635,6.278,NH4-N-FIAM,0.74
2019-08-09,"CA 6-0406",1936758.041,6257992.339,6.256,NH4-N-FIAM,1.56
2019-08-09,"CA 6-0406",1936761.271,6257999.434,6.240,NH4-N-FIAM,1.33
2019-08-09,"CA 6-0406",1937494.133,6257045.242,4.747,NO3-N-FIAM,0.52
2019-08-09,"CA 6-0406",1937255.564,6257315.481,4.811,NO3-N-FIAM,0.16
2019-08-09,"CA 6-0406",1937481.421,6257088.609,4.786,NO3-N-FIAM,0.00
