study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,excess_pb210_activity,bi214_activity,depth_interval_notes,cs137_unit,pb210_unit,bi214_unit
Callaway_et_al_2019,Cogswell,Cogswell_A_low,18,20,0.614946407,0.098882011,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,20,22,0.620237424,0.078295735,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,22,24,0.619105656,0.091869655,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,24,26,0.795746422,0.076483611,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,26,28,0.663951982,0.064735689,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,28,30,0.651672294,0.075449944,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,30,32,0.657246254,0.064312345,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,32,34,0.805111806,0.058995094,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,34,36,0.887900671,0.059860222,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,36,38,0.76080307,0.06297492,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,38,40,0.791870115,0.059119959,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,40,42,0.682626162,0.061826563,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,42,44,0.826926644,0.063565537,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,44,46,1.006425126,0.045885852,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,46,48,1.055345819,0.037761975,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_low,48,50,1.095240658,0.039789176,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,0,2,0.305888727,0.143621399,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,2,4,0.509663643,0.112953483,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,4,6,0.374926605,0.123215539,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,6,8,0.484764737,0.110515464,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,8,10,0.579380582,0.083628842,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,10,12,0.518265084,0.073610416,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,12,14,0.490593344,0.076723959,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,14,16,0.57836199,0.066097161,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,16,18,0.594800928,0.068522661,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,18,20,0.566676481,0.068984857,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,20,22,0.64425921,0.046330429,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,22,24,0.628131509,0.064941133,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,24,26,0.597743526,0.059580347,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,26,28,0.62020913,0.070808283,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,28,30,0.642476675,0.074101984,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,30,32,0.692981844,0.061525295,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,32,34,0.784655091,0.076573011,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,34,36,0.76368908,0.048406356,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,36,38,0.890588621,0.050732168,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,38,40,0.825313874,0.051731039,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,40,42,0.806469929,0.04809816,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,42,44,0.928304806,0.047752025,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_A_mid,44,46,0.918939422,0.043832139,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,0,2,0.336106946,0.17504363,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,2,4,0.491781701,0.128665363,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,4,6,0.424101946,0.140069777,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,6,8,0.386725291,0.120787299,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,8,10,0.487113156,0.086583003,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,10,12,0.582125121,0.066266897,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,12,14,0.657529196,0.058644734,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,14,16,0.554990971,0.058438727,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,16,18,0.580540645,0.063469225,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,18,20,0.532242425,0.052557153,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,20,22,0.704922001,0.064341743,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,22,24,0.685370701,0.063570453,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,24,26,0.745439313,0.056790478,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,26,28,0.683163752,0.06431877,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,28,30,0.754380284,0.058874989,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,30,32,0.572957796,0.05912137,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,32,34,0.826558819,0.062692517,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,34,36,0.697876742,0.060682972,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,36,38,0.760435245,0.057766234,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,38,40,0.736724696,0.04568902,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,40,42,0.897350938,0.057150596,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,42,44,0.688596241,0.045949125,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,44,46,0.625754796,0.048970506,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,46,48,0.643212325,0.045761567,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_high,48,50,0.614776641,0.044790437,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,0,2,0.463119664,0.09437766,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,2,4,0.630677989,0.069383359,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,4,6,0.689020654,0.075885197,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,6,8,0.740091707,0.069367332,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,8,10,0.64425921,0.073892851,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,10,12,0.592707156,0.070973374,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,12,14,0.601223714,0.071147161,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,14,16,0.5758721,0.075056349,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,16,18,0.562602114,0.078667665,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,18,20,0.68395599,0.066714206,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,20,22,0.64338209,0.068958625,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,22,24,0.694396554,0.067132756,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,24,26,0.729849202,0.092054264,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,26,28,0.832359133,0.060458924,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,28,30,0.873017916,0.044139498,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,30,32,1.030729854,0.042067763,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,32,34,0.88648596,0.048445084,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,34,36,0.950826999,0.038277913,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,36,38,0.911922457,0.04095609,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,38,40,1.097079781,0.029885594,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,40,42,1.23342959,0.033584695,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,42,44,1.203947021,0.034414808,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,44,46,1.016384688,0.034723916,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,46,48,1.301194228,0.027999656,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_low,48,50,1.062702314,0.024565382,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,0,2,0.409388955,0.150340751,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,2,4,0.568600487,0.126447876,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,4,6,0.564809063,0.096064187,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,6,8,0.623689318,0.094536736,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,8,10,0.573750034,0.084796348,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,10,12,0.607476735,0.072891853,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,12,14,0.653992419,0.070217702,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,14,16,0.559319986,0.065970006,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,16,18,0.642052262,0.058231173,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,18,20,0.877573284,0.057050592,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,20,22,0.840196629,0.058576233,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,22,24,0.72668025,0.054793388,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,24,26,0.770309925,0.060876162,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,26,28,0.897350938,0.05963994,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,28,30,0.620294013,0.046524188,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,30,32,0.699715866,0.056294042,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,32,34,0.858927398,0.059446136,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,34,36,0.835641261,0.054461538,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,36,38,0.917270063,0.054085,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,38,40,1.082904381,0.057587549,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,40,42,0.668224408,0.054786974,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,42,44,1.08457374,0.048256538,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,44,46,0.917609594,0.052566836,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,46,48,0.8999823,0.055471812,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Cogswell,Cogswell_B_mid,48,50,0.743883131,0.05545588,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,0,2,0.19392853,0.263671875,NA,0.14,1.8896408225417103,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,2,4,0.32592103,0.189814815,0.07753364404042559,0,1.2137541016482882,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,4,6,0.332400404,0.245941558,NA,0.23,0.9226788008075824,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,6,8,0.409304073,0.209497207,NA,0.19,0.5559405863698137,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,8,10,0.361147324,0.218957346,NA,0.63,0.6959649857205542,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,10,12,0.341963848,0.170385396,NA,1.43,0.5724753135139935,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,12,14,0.2889122,0.187060478,0.0727765814463298,1.06,0.5223027970335898,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,14,16,0.284441715,0.194329592,NA,0.35,0.43262589112463923,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,16,18,0.356761721,0.134831461,NA,0.11,0.2733074873305358,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,18,20,0.26520165,0.202792553,NA,0,0.17731255162304294,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,20,22,0.338370483,0.156711174,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,22,24,0.481114783,0.104109589,0.0386695750554403,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,24,26,0.431005733,0.115641711,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,26,28,0.450811682,0.125174825,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,28,30,0.395270144,0.129193433,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,30,32,0.383273398,0.181069959,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,32,34,0.288544375,0.21969697,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,34,36,0.250375483,0.217202433,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,36,38,0.187958451,0.235410485,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,38,40,0.213083712,0.332925337,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,40,42,0.185949562,0.341623037,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,42,44,0.166058731,0.368211921,0.15629574457804402,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,44,46,0.148120201,0.36626506,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,46,48,0.134623861,0.337944664,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_High,48,50,0.068556876,0.376484561,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,0,2,0.719974522,0.140627279,NA,0.12,0.5657976293320358,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,2,4,0.861756819,0.11706422,NA,0.08,1.0030199020455148,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,4,6,0.658123374,0.086327386,NA,0.15,0.4979864690448852,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,6,8,0.715900156,0.09571243,NA,0.2,0.3691483359236396,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,8,10,0.912375165,0.07136633,NA,0.21,0.23810487128642843,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,10,12,0.883317009,0.062950257,NA,0.25,0.22937188470615308,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,12,14,0.915091409,0.061781483,NA,0.19,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,14,16,0.879893409,0.061536112,NA,0.19,0.25874389876574544,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,16,18,0.818296909,0.064641442,NA,0.24,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,18,20,0.934218296,0.064484452,NA,0.26,0.16633417820975063,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,20,22,0.807941228,0.059144328,NA,0.34,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,22,24,0.71142967,0.050984646,NA,0.32,0.11021838553717199,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,24,26,0.831057599,0.054045916,NA,0.48,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,26,28,0.832359133,0.058447631,NA,0.54,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,28,30,0.663216333,0.056494145,NA,0.31,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,30,32,0.838102858,0.053455354,NA,0.17,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,32,34,0.759105417,0.063097514,NA,0.12,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,34,36,0.695952736,0.059059233,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,36,38,0.691708604,0.062686567,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,38,40,0.790030991,0.066316973,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,40,42,0.792209646,0.066943435,NA,0.08,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,42,44,0.773931585,0.063786474,NA,0.06,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,44,46,0.739752176,0.066582172,NA,0.07,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,46,48,0.545540704,0.069328275,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Low,48,50,0.50601369,0.079116004,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,0,2,0.203972975,0.327536232,NA,0,2.1160491743444974,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,2,4,0.282687473,0.218527316,0.08014705586751299,0.2,1.3284203215589652,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,4,6,0.267408599,0.248628885,NA,0.29,0.9639477578627369,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,6,8,0.315225817,0.244680851,NA,0.27,1.1350490188497335,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,8,10,0.284328538,0.288343558,NA,0.82,0.7630366137068946,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,10,12,0.366325165,0.22731439,NA,0.89,0.3827754328876355,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,12,14,0.367485227,0.149569303,0.0524095398966471,0.64,0.2584649506310517,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,14,16,0.487113156,0.125925926,NA,0.16,0.13377071276497388,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,16,18,0.506777634,0.113964687,NA,0,0.07217038361767138,NA,NA,picocuriesPerGram,picocuriesPerGram,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,18,20,0.39181825,0.116322702,NA,0,NA,NA,NA,picocuriesPerGram,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,20,22,0.41029437,0.139794168,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,22,24,0.432335561,0.139872843,0.0438465078353882,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,24,26,0.445039663,0.111692845,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,26,28,0.529894005,0.111816019,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,28,30,0.465128553,0.112573099,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,30,32,0.438786642,0.119968429,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,32,34,0.458705767,0.11676397,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,34,36,0.466005674,0.085574572,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,36,38,0.49882696,0.116724739,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,38,40,0.556151034,0.120091064,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,40,42,0.503071092,0.111046172,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,42,44,0.492121232,0.1125,0.044006415850321404,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,44,46,0.449312089,0.116510903,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,46,48,0.370852238,0.124475524,NA,NA,NA,NA,NA,NA,NA,NA
Callaway_et_al_2019,Coon_Island,Coon_Island_A_Mid,48,50,0.406502946,0.111111111,NA,NA,NA,NA,NA,NA,NA,NA
