"study_id","site_id","core_id","core_date","core_latitude","core_longitude","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessey_2017","NWCA11-1011","NWCA11-1011-3265",2011-05-10,30.8983045,-87.91717595,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2410","NWCA11-2410-3275",2011-04-11,32.52797655,-80.59788235,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1105","NWCA11-1105-3314",2011-05-12,37.5193534,-122.2169791,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2402","NWCA11-2402-3315",2011-04-25,32.26787523,-81.12259198,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2639","NWCA11-2639-3317",2011-06-13,36.72174545,-75.94713541,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2637","NWCA11-2637-3339",2011-06-09,37.38481586,-76.25894979,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2536","NWCA11-2536-3340",2011-06-08,29.23680204,-94.89075584,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2420","NWCA11-2420-3358",2011-05-05,32.81910575,-79.72651955,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2402","NWCA11-2402-3366",2011-04-06,32.26787523,-81.12259198,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2066","NWCA11-2066-3401",2011-05-23,34.80439343,-76.45313308,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2025","NWCA11-2025-3403",2011-05-24,34.88362396,-76.51596497,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2404","NWCA11-2404-3404",2011-05-03,32.81787075,-79.72715247,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2412","NWCA11-2412-3405",2011-05-31,33.8781886,-78.5733072,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2666","NWCA11-2666-3408",2011-06-15,36.63041732,-75.89635829,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2653","NWCA11-2653-3409",2011-06-14,36.72687756,-75.94385197,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2647","NWCA11-2647-3411",2011-06-07,37.34425784,-76.55389398,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2634","NWCA11-2634-3436",2011-06-02,37.32785076,-76.28039374,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2651","NWCA11-2651-3437",2011-07-19,37.3324414,-76.28344903,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2652","NWCA11-2652-3438",2011-06-30,37.55029294,-75.70046224,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R305","NWCA11-R305-3451",2011-08-01,44.30423,-68.2136,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R306","NWCA11-R306-3452",2011-08-03,44.39098,-68.23952,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2427","NWCA11-2427-3453",2011-07-26,33.19883573,-79.18915305,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1021","NWCA11-1021-3469",2011-07-06,30.27063757,-87.73967473,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1017","NWCA11-1017-3471",2011-06-22,30.26917008,-87.74910327,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1002","NWCA11-1002-3473",2011-06-21,30.26178475,-87.7289122,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1823","NWCA11-1823-3483",2011-07-20,44.53967282,-67.62811434,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1824","NWCA11-1824-3532",2011-07-26,44.69158468,-69.29320804,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-OH-3006","NWCA11-OH-3006-3545",2011-07-13,41.46571527,-83.03576797,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2415","NWCA11-2415-3547",2011-05-25,33.1797071,-79.44977203,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1836","NWCA11-1836-3548",2011-07-21,44.4298757,-68.01252575,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1010","NWCA11-1010-3562",2011-08-01,30.27945871,-87.7419949,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1203","NWCA11-1203-3569",2011-08-02,38.61726785,-75.08504623,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2599","NWCA11-2599-3570",2011-07-25,28.69519237,-96.57011516,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2600","NWCA11-2600-3572",2011-07-20,29.17781958,-95.00314252,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2582","NWCA11-2582-3573",2011-07-18,29.54427983,-94.47447503,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2531","NWCA11-2531-3574",2011-07-26,28.58921605,-96.00712654,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1222","NWCA11-1222-3575",2011-07-28,39.39730169,-75.54718022,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1210","NWCA11-1210-3576",2011-07-26,38.45215382,-75.09813408,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R127","NWCA11-R127-3624",2011-08-16,30.36646,-88.46347,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R307","NWCA11-R307-3627",2011-08-08,44.04894,-68.61601,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R308","NWCA11-R308-3629",2011-08-11,44.2783,-68.36975,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1622","NWCA11-1622-3654",2011-07-08,29.07365539,-90.51422848,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2578","NWCA11-2578-3662",2011-08-01,29.71660933,-94.62936988,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2588","NWCA11-2588-3663",2011-07-26,28.58878578,-96.00650832,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1197","NWCA11-1197-3666",2011-08-18,39.38175356,-75.54017703,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1226","NWCA11-1226-3667",2011-08-16,39.41976771,-75.55500138,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2443","NWCA11-2443-3678",2011-08-15,33.19671661,-79.18662108,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2450","NWCA11-2450-3679",2011-08-24,32.26211035,-80.78888195,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2453","NWCA11-2453-3681",2011-08-10,33.5136942,-79.9717572,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2454","NWCA11-2454-3682",2011-07-18,32.54716723,-80.55082423,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2458","NWCA11-2458-3683",2011-08-22,32.46057687,-80.62834507,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1202","NWCA11-1202-3694",2011-08-26,39.41670976,-75.55765409,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3047","NWCA11-3047-3695",2011-08-16,28.32150993,-82.73068801,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2677","NWCA11-2677-3702",2011-06-16,36.62455964,-75.8927132,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1356","NWCA11-1356-3730",2011-08-09,26.31844263,-80.39845136,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1335","NWCA11-1335-3731",2011-08-12,26.91480934,-82.08730061,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1326","NWCA11-1326-3732",2011-08-18,29.95155188,-81.31936542,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1303","NWCA11-1303-3733",2011-08-17,28.77637399,-82.65457927,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1243","NWCA11-1243-3734",2011-08-10,25.90924351,-80.65094744,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3042","NWCA11-3042-3735",2011-08-09,26.36862342,-80.47787497,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R310","NWCA11-R310-3736",2011-08-15,44.36229,-68.06155,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R309","NWCA11-R309-3737",2011-08-16,44.32867,-68.39372,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1020","NWCA11-1020-3738",2011-07-26,31.25872166,-87.84386297,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739",2011-08-03,30.27741137,-87.74019158,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1217","NWCA11-1217-3740",2011-08-11,39.7050735,-75.58360173,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1218","NWCA11-1218-3741",2011-08-09,38.46093887,-75.06873668,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1213","NWCA11-1213-3751",2011-09-01,39.59278612,-75.57681094,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1225","NWCA11-1225-3752",2011-08-30,39.62278169,-75.76289573,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2597","NWCA11-2597-3753",2011-08-02,29.87647183,-94.17173248,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2549","NWCA11-2549-3755",2011-08-08,29.64107064,-94.15588663,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790",2011-08-10,45.22888,-67.67751,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R131","NWCA11-R131-3791",2011-08-11,44.8975,-68.74052,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2577","NWCA11-2577-3792",2011-08-09,29.67961,-94.07507,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1039","NWCA11-1039-3793",2011-08-16,30.7718692,-87.97891761,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1028","NWCA11-1028-3795",2011-08-25,30.48314197,-88.19416632,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3796",2011-08-23,30.38434018,-88.11413662,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797",2011-08-16,44.91899488,-124.0122569,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797",2011-08-16,44.91899488,-124.0122569,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3798",2011-07-11,44.91899488,-124.0122569,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3798",2011-07-11,44.91899488,-124.0122569,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4147","NWCA11-4147-3801",2011-08-09,44.91976848,-124.0051041,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802",2011-07-21,43.71638105,-123.5210853,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4141","NWCA11-4141-3803",2011-06-22,43.3482429,-124.2655645,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4138","NWCA11-4138-3804",2011-06-20,42.7550119,-124.025367,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2358","NWCA11-2358-3807",2011-08-11,44.91777664,-124.0077761,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3808",2011-07-12,44.93210011,-124.0089002,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809",2011-06-07,44.93210011,-124.0089002,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2350","NWCA11-2350-3810",2011-06-09,45.06706931,-123.8384612,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811",2011-08-10,44.91909855,-124.0051739,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2342","NWCA11-2342-3812",2011-06-23,43.34817505,-124.2665602,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2339","NWCA11-2339-3822",2011-08-08,44.91874494,-124.0085989,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2078","NWCA11-2078-3823",2011-07-20,34.83456169,-77.18316384,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2072","NWCA11-2072-3824",2011-07-11,35.69826187,-76.23531035,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2067","NWCA11-2067-3828",2011-07-18,35.09148817,-77.47399949,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2056","NWCA11-2056-3830",2011-07-14,35.6953595,-76.23517298,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2044","NWCA11-2044-3832",2011-07-13,35.69468144,-76.22722565,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2034","NWCA11-2034-3834",2011-07-19,34.88890727,-77.42652858,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2633","NWCA11-2633-3853",2011-08-29,37.39197294,-76.6205714,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2632","NWCA11-2632-3854",2011-08-24,37.91254023,-75.68068678,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2654","NWCA11-2654-3858",2011-08-17,37.96991044,-75.29130688,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2640","NWCA11-2640-3859",2011-08-18,37.98824933,-75.27826163,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2636","NWCA11-2636-3860",2011-08-22,37.62822838,-75.6669754,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2643","NWCA11-2643-3861",2011-08-23,37.92016229,-75.67924763,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2674","NWCA11-2674-3862",2011-08-16,37.94735828,-75.31494445,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2664","NWCA11-2664-3863",2011-08-15,37.9346366,-75.32456554,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1221","NWCA11-1221-3868",2011-07-19,39.62510302,-75.78452353,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1828","NWCA11-1828-3874",2011-07-27,44.71538398,-69.31762345,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2538","NWCA11-2538-3875",2011-07-18,29.5447508,-94.47438287,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1669","NWCA11-1669-3881",2011-07-09,29.07830843,-90.51525074,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1830","NWCA11-1830-3883",2011-08-10,44.96018641,-68.14359722,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1643","NWCA11-1643-3885",2011-08-13,29.83884169,-91.95578192,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1961","NWCA11-1961-3891",2011-05-23,30.29608597,-88.58696249,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2581","NWCA11-2581-3893",2011-08-22,29.75274873,-94.01576348,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2575","NWCA11-2575-3894",2011-08-15,27.87628571,-97.05422659,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2603","NWCA11-2603-3895",2011-08-16,28.39662219,-96.42141873,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2565","NWCA11-2565-3896",2011-08-10,29.68623706,-93.96593682,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2704","NWCA11-2704-3897",2011-06-07,46.60642569,-123.6794088,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4505","NWCA11-4505-3898",2011-06-13,47.187875,-123.5667537,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R095","NWCA11-R095-3910",2011-07-19,44.91606,-69.89773,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R122","NWCA11-R122-3911",2011-07-20,44.34642,-69.41836,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R130","NWCA11-R130-3912",2011-07-21,43.80714,-70.63938,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1200","NWCA11-1200-3913",2011-09-14,38.87142575,-75.28915461,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1198","NWCA11-1198-3914",2011-09-12,39.4284527,-75.57379203,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R111","NWCA11-R111-3915",2011-07-28,44.44012,-84.80413,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R109","NWCA11-R109-3916",2011-07-27,45.56627,-84.88361,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R317","NWCA11-R317-3917",2011-07-26,44.74903,-86.06079,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R316","NWCA11-R316-3918",2011-07-25,44.89849,-85.96871,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R322","NWCA11-R322-3919",2011-07-12,41.65197,-87.07275,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-3065","NWCA11-3065-3920",2011-09-11,30.51900841,-82.31835041,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1233","NWCA11-1233-3921",2011-08-27,24.59310717,-81.66270992,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1199","NWCA11-1199-3934",2011-09-20,38.6108882,-75.08496156,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3955",2011-07-19,30.38434018,-88.11413662,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2026","NWCA11-2026-3957",2011-08-01,35.48961654,-75.98886226,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2080","NWCA11-2080-3959",2011-08-03,35.78775052,-75.88106658,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2064","NWCA11-2064-3961",2011-08-02,35.76511344,-75.88005609,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R135","NWCA11-R135-3963",2011-09-15,39.52032,-74.43471,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R134","NWCA11-R134-3964",2011-09-13,39.70328,-74.222962,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R133","NWCA11-R133-3965",2011-09-12,39.884168,-74.506794,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1027","NWCA11-1027-3980",2011-09-14,30.77236983,-87.97703538,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1005","NWCA11-1005-3981",2011-09-12,30.77328239,-87.97994429,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1019","NWCA11-1019-3982",2011-09-13,30.77296473,-87.97952224,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R128","NWCA11-R128-3991",2011-09-13,30.44432,-88.40477,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-OH-3030","NWCA11-OH-3030-3993",2011-08-03,41.56001265,-83.06669802,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1260","NWCA11-1260-4008",2011-09-14,30.69300131,-81.53846128,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1364","NWCA11-1364-4009",2011-07-20,26.9558,-80.07976,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1334","NWCA11-1334-4010",2011-09-14,30.71764038,-81.52691877,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1337","NWCA11-1337-4012",2011-08-27,25.28751,-80.44654,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1849","NWCA11-1849-4013",2011-08-24,41.79047249,-85.69157579,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1852","NWCA11-1852-4014",2011-07-22,45.9069735,-86.56505255,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1854","NWCA11-1854-4015",2011-08-25,42.96801332,-85.59834787,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1857","NWCA11-1857-4018",2011-08-29,44.51120705,-84.91907776,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1861","NWCA11-1861-4019",2011-07-28,42.30241506,-85.80076576,"palustrine","field observation","forested","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-1865","NWCA11-1865-4021",2011-08-26,43.70000868,-85.5267486,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-R314","NWCA11-R314-4026",2011-08-13,46.92401,-90.54951,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2028","NWCA11-2028-4033",2011-07-12,35.69851281,-76.23083182,"palustrine","field observation",NA,"field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4499","NWCA11-4499-4034",2011-06-20,46.42459022,-123.8834607,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2721","NWCA11-2721-4035",2011-06-21,46.41954591,-123.8898159,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-4522","NWCA11-4522-4050",2011-08-02,48.28772468,-122.376949,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2706","NWCA11-2706-4051",2011-08-01,48.39329677,-122.4841722,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-6315","NWCA11-6315-4052",2011-08-10,48.93629787,-122.47981,"palustrine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2710","NWCA11-2710-4053",2011-08-03,48.28605356,-122.3802516,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2608","NWCA11-2608-4056",2011-09-06,28.80268843,-95.5633783,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessey_2017","NWCA11-2606","NWCA11-2606-4057",2011-08-30,29.72917468,-94.61938165,"palustrine","field observation","emergent","field observation"
