"study_id","site_id","core_id","sample_id","DEPTH","DEPTH_FLAG","dry_bulk_density","BULK_DEN_DBF_FLAG","fraction_carbon"
"Nahlik_and_Fennessey_2017","NWCA11-R127","NWCA11-R127-3624","NWCA11-R127-1-11-MS-059-008-1",12,NA,0.53,NA,7.4
"Nahlik_and_Fennessey_2017","NWCA11-R127","NWCA11-R127-3624","NWCA11-R127-1-11-MS-059-008-2",40,"CORE WAS COLLECTED TO A DEPTH OF 60CM BUT THE BOTTOM 20CM WAS FLUID MUD AND WAS NOT RECOVERED INTACT.",0.49,NA,6.58
"Nahlik_and_Fennessey_2017","NWCA11-R307","NWCA11-R307-3627","NWCA11-R307-1-11-ME-013-001-1",NA,NA,0.07,NA,52.7
"Nahlik_and_Fennessey_2017","NWCA11-R307","NWCA11-R307-3627","NWCA11-R307-1-11-ME-013-001-2",60,NA,0.08,NA,51.36
"Nahlik_and_Fennessey_2017","NWCA11-R307","NWCA11-R307-3627","NWCA11-R307-1-11-ME-013-001-3",115,NA,NA,NA,55.6
"Nahlik_and_Fennessey_2017","NWCA11-R308","NWCA11-R308-3629","NWCA11-R308-1-11-ME-009-010-1",19,NA,0.08,NA,49.71
"Nahlik_and_Fennessey_2017","NWCA11-R308","NWCA11-R308-3629","NWCA11-R308-1-11-ME-009-010-2",85,NA,0.18,NA,38.42
"Nahlik_and_Fennessey_2017","NWCA11-R308","NWCA11-R308-3629","NWCA11-R308-1-11-ME-009-010-3",125,NA,NA,NA,1.07
"Nahlik_and_Fennessey_2017","NWCA11-1622","NWCA11-1622-3654","NWCA11-1622-1-11-LA-109-002-1",122,NA,1.54,NA,0.31
"Nahlik_and_Fennessey_2017","NWCA11-2578","NWCA11-2578-3662","NWCA11-2578-1-11-TX-071-008-1",9,NA,0.55,NA,2.34
"Nahlik_and_Fennessey_2017","NWCA11-2578","NWCA11-2578-3662","NWCA11-2578-1-11-TX-071-008-2",33,NA,1.3,"Db inconsistent with layer position, g/cc",0.88
"Nahlik_and_Fennessey_2017","NWCA11-2578","NWCA11-2578-3662","NWCA11-2578-1-11-TX-071-008-3",42,NA,1.22,NA,0.42
"Nahlik_and_Fennessey_2017","NWCA11-2578","NWCA11-2578-3662","NWCA11-2578-1-11-TX-071-008-4",69,NA,1.25,NA,0.3
"Nahlik_and_Fennessey_2017","NWCA11-2588","NWCA11-2588-3663","NWCA11-2588-1-11-TX-321-002-3",20,"TOO LITTLE IRON TO COLOR. PERCENTAGE ROCK EQUALS SHELL.",1.44,"Db inconsistent with layer position, g/cc",2.61
"Nahlik_and_Fennessey_2017","NWCA11-2588","NWCA11-2588-3663","NWCA11-2588-1-11-TX-321-002-4",41,"% AGE ROCK EQUALS SHELL",1.06,"Db inconsistent with layer position, g/cc",0.63
"Nahlik_and_Fennessey_2017","NWCA11-2588","NWCA11-2588-3663","NWCA11-2588-1-11-TX-321-002-5",80,"% AGE ROCK EQUALS SHELL",1.85,"Db inconsistent with layer position, g/cc",0.62
"Nahlik_and_Fennessey_2017","NWCA11-1197","NWCA11-1197-3666","NWCA11-1197-2-11-DE-003-012-1",24,NA,0.19,NA,3.54
"Nahlik_and_Fennessey_2017","NWCA11-1197","NWCA11-1197-3666","NWCA11-1197-2-11-DE-003-012-2",43,NA,0.27,NA,3.39
"Nahlik_and_Fennessey_2017","NWCA11-1197","NWCA11-1197-3666","NWCA11-1197-2-11-DE-003-012-3",74,NA,0.17,NA,4.22
"Nahlik_and_Fennessey_2017","NWCA11-1197","NWCA11-1197-3666","NWCA11-1197-2-11-DE-003-012-4",102,NA,NA,NA,4.69
"Nahlik_and_Fennessey_2017","NWCA11-1226","NWCA11-1226-3667","NWCA11-1226-1-11-DE-003-014-1",9,NA,0.38,NA,4.6
"Nahlik_and_Fennessey_2017","NWCA11-1226","NWCA11-1226-3667","NWCA11-1226-1-11-DE-003-014-2",56,NA,0.31,NA,6.18
"Nahlik_and_Fennessey_2017","NWCA11-1226","NWCA11-1226-3667","NWCA11-1226-1-11-DE-003-014-3",123,NA,NA,NA,6.96
"Nahlik_and_Fennessey_2017","NWCA11-2443","NWCA11-2443-3678","NWCA11-2443-1-11-SC-043-002-1",15,NA,0.7,NA,0.36
"Nahlik_and_Fennessey_2017","NWCA11-2443","NWCA11-2443-3678","NWCA11-2443-1-11-SC-043-002-2",43,NA,1.42,NA,0.19
"Nahlik_and_Fennessey_2017","NWCA11-2450","NWCA11-2450-3679","NWCA11-2450-1-11-SC-013-005-1",27,NA,0.96,NA,1.03
"Nahlik_and_Fennessey_2017","NWCA11-2450","NWCA11-2450-3679","NWCA11-2450-1-11-SC-013-005-2",125,NA,1.34,NA,0.17
"Nahlik_and_Fennessey_2017","NWCA11-2453","NWCA11-2453-3681","NWCA11-2453-1-11-SC-089-001-1",13,NA,0.49,NA,16.53
"Nahlik_and_Fennessey_2017","NWCA11-2453","NWCA11-2453-3681","NWCA11-2453-1-11-SC-089-001-2",90,NA,1.16,NA,1.75
"Nahlik_and_Fennessey_2017","NWCA11-2454","NWCA11-2454-3682","NWCA11-2454-1-11-SC-013-006-1",43,"SOIL TEXTURE IS MUCKY PEAT",0.36,NA,4.53
"Nahlik_and_Fennessey_2017","NWCA11-2458","NWCA11-2458-3683","NWCA11-2458-1-11-SC-013-008-1",62,NA,0.4,NA,4.16
"Nahlik_and_Fennessey_2017","NWCA11-1202","NWCA11-1202-3694","NWCA11-1202-1-11-DE-003-003-1",10,NA,0.12,NA,18.06
"Nahlik_and_Fennessey_2017","NWCA11-1202","NWCA11-1202-3694","NWCA11-1202-1-11-DE-003-003-2",27,NA,0.08,NA,17.86
"Nahlik_and_Fennessey_2017","NWCA11-1202","NWCA11-1202-3694","NWCA11-1202-1-11-DE-003-003-3",39,NA,0.28,NA,2.41
"Nahlik_and_Fennessey_2017","NWCA11-1202","NWCA11-1202-3694","NWCA11-1202-1-11-DE-003-003-4",57,NA,NA,NA,0.72
"Nahlik_and_Fennessey_2017","NWCA11-1202","NWCA11-1202-3694","NWCA11-1202-1-11-DE-003-003-5",125,NA,NA,NA,0.27
"Nahlik_and_Fennessey_2017","NWCA11-3047","NWCA11-3047-3695","NWCA11-3047-1-11-FL-101-001-1",29,NA,0.25,NA,9.14
"Nahlik_and_Fennessey_2017","NWCA11-3047","NWCA11-3047-3695","NWCA11-3047-1-11-FL-101-001-2",60,NA,1.07,NA,0.84
"Nahlik_and_Fennessey_2017","NWCA11-3047","NWCA11-3047-3695","NWCA11-3047-1-11-FL-101-001-3",78,NA,NA,NA,5.89
"Nahlik_and_Fennessey_2017","NWCA11-2677","NWCA11-2677-3702","NWCA11-2677-1-11-VA-810-004-2",44,NA,1.64,NA,0.13
"Nahlik_and_Fennessey_2017","NWCA11-2677","NWCA11-2677-3702","NWCA11-2677-1-11-VA-810-004-3",125,NA,1.68,NA,0.01
"Nahlik_and_Fennessey_2017","NWCA11-1356","NWCA11-1356-3730","NWCA11-1356-1-11-FL-011-002-1",31,NA,0.07,NA,54.74
"Nahlik_and_Fennessey_2017","NWCA11-1356","NWCA11-1356-3730","NWCA11-1356-1-11-FL-011-002-2",68,NA,0.06,NA,56.41
"Nahlik_and_Fennessey_2017","NWCA11-1356","NWCA11-1356-3730","NWCA11-1356-1-11-FL-011-002-3",82,"SURFACE WATER DEPTH LIMITED PIT DEPTH",NA,NA,57.1
"Nahlik_and_Fennessey_2017","NWCA11-1335","NWCA11-1335-3731","NWCA11-1335-1-11-FL-015-001-1",43,"NO FEATURE TO COLOR",0.29,NA,17.75
"Nahlik_and_Fennessey_2017","NWCA11-1335","NWCA11-1335-3731","NWCA11-1335-1-11-FL-015-001-2",80,"INUNDATED CONDITIONS / SUMPING LIMITED PIT DEPTH",1.18,NA,1.21
"Nahlik_and_Fennessey_2017","NWCA11-1326","NWCA11-1326-3732","NWCA11-1326-1-11-FL-109-003-1",36,NA,0.36,NA,5.02
"Nahlik_and_Fennessey_2017","NWCA11-1326","NWCA11-1326-3732","NWCA11-1326-1-11-FL-109-003-2",60,NA,0.61,NA,2.98
"Nahlik_and_Fennessey_2017","NWCA11-1303","NWCA11-1303-3733","NWCA11-1303-1-11-FL-017-001-1",85,NA,0.08,NA,38.55
"Nahlik_and_Fennessey_2017","NWCA11-1243","NWCA11-1243-3734","NWCA11-1243-1-11-FL-086-001-1",29,NA,0.09,NA,57.05
"Nahlik_and_Fennessey_2017","NWCA11-1243","NWCA11-1243-3734","NWCA11-1243-1-11-FL-086-001-2",81,"PIT DEPTH WAS LIMITED BY DEEP SURFACE WATER APPROX 0.5M",0.09,NA,59.04
"Nahlik_and_Fennessey_2017","NWCA11-3042","NWCA11-3042-3735","NWCA11-3042-1-11-FL-099-006-1",105,"SURFACE WATER LIMITED PIT DEPTH",0.1,NA,54.19
"Nahlik_and_Fennessey_2017","NWCA11-R310","NWCA11-R310-3736","NWCA11-R310-1-11-ME-009-012-1",12,NA,0.06,NA,53.08
"Nahlik_and_Fennessey_2017","NWCA11-R310","NWCA11-R310-3736","NWCA11-R310-1-11-ME-009-012-2",36,NA,0.12,NA,57.35
"Nahlik_and_Fennessey_2017","NWCA11-R310","NWCA11-R310-3736","NWCA11-R310-1-11-ME-009-012-3",55,NA,0.27,NA,21.01
"Nahlik_and_Fennessey_2017","NWCA11-R310","NWCA11-R310-3736","NWCA11-R310-1-11-ME-009-012-4",115,NA,NA,NA,0.64
"Nahlik_and_Fennessey_2017","NWCA11-R309","NWCA11-R309-3737","NWCA11-R309-1-11-ME-009-011-1",26,NA,0.05,NA,49.3
"Nahlik_and_Fennessey_2017","NWCA11-R309","NWCA11-R309-3737","NWCA11-R309-1-11-ME-009-011-2",125,NA,0.14,NA,55.79
"Nahlik_and_Fennessey_2017","NWCA11-1020","NWCA11-1020-3738","NWCA11-1020-1-11-AL-025-001-1",21,NA,0.93,NA,2.22
"Nahlik_and_Fennessey_2017","NWCA11-1020","NWCA11-1020-3738","NWCA11-1020-1-11-AL-025-001-2",44,NA,0.99,NA,1.63
"Nahlik_and_Fennessey_2017","NWCA11-1020","NWCA11-1020-3738","NWCA11-1020-1-11-AL-025-001-3",84,NA,0.97,NA,1.46
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739","NWCA11-1029-1-11-AL-003-015-2",29,NA,1.37,NA,0.06
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739","NWCA11-1029-1-11-AL-003-015-3",38,NA,1.48,NA,0.47
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739","NWCA11-1029-1-11-AL-003-015-4",65,"HORZONTAL STRIPING",1.61,NA,0.07
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739","NWCA11-1029-1-11-AL-003-015-5",78,"HORIZONTAL STRIPING WITH CLAY",NA,NA,0.48
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739","NWCA11-1029-1-11-AL-003-015-6",97,"LOAMY SAND",NA,NA,1.44
"Nahlik_and_Fennessey_2017","NWCA11-1029","NWCA11-1029-3739","NWCA11-1029-1-11-AL-003-015-7",127,NA,NA,NA,13.92
"Nahlik_and_Fennessey_2017","NWCA11-1217","NWCA11-1217-3740","NWCA11-1217-1-11-DE-003-008-1",14,NA,0.92,NA,4.14
"Nahlik_and_Fennessey_2017","NWCA11-1217","NWCA11-1217-3740","NWCA11-1217-1-11-DE-003-008-2",28,NA,1.48,NA,1.45
"Nahlik_and_Fennessey_2017","NWCA11-1217","NWCA11-1217-3740","NWCA11-1217-1-11-DE-003-008-3",39,NA,1.27,"Db inconsistent with layer position, g/cc",0.41
"Nahlik_and_Fennessey_2017","NWCA11-1217","NWCA11-1217-3740","NWCA11-1217-1-11-DE-003-008-4",75,NA,1.62,NA,0.28
"Nahlik_and_Fennessey_2017","NWCA11-1217","NWCA11-1217-3740","NWCA11-1217-1-11-DE-003-008-5",125,"FE CONCENTRATIONS, 5%, 5YR 4/6",NA,NA,0.14
"Nahlik_and_Fennessey_2017","NWCA11-1218","NWCA11-1218-3741","NWCA11-1218-1-11-DE-005-006-1",24,NA,0.08,NA,31.83
"Nahlik_and_Fennessey_2017","NWCA11-1218","NWCA11-1218-3741","NWCA11-1218-1-11-DE-005-006-2",51,NA,0.15,NA,21.43
"Nahlik_and_Fennessey_2017","NWCA11-1218","NWCA11-1218-3741","NWCA11-1218-1-11-DE-005-006-3",76,"HORIZON HAS 2 % ROOTS",0.48,NA,6.96
"Nahlik_and_Fennessey_2017","NWCA11-1218","NWCA11-1218-3741","NWCA11-1218-1-11-DE-005-006-4",110,NA,NA,NA,18.31
"Nahlik_and_Fennessey_2017","NWCA11-1213","NWCA11-1213-3751","NWCA11-1213-1-11-DE-003-007-1",15,NA,0.34,NA,7.87
"Nahlik_and_Fennessey_2017","NWCA11-1213","NWCA11-1213-3751","NWCA11-1213-1-11-DE-003-007-2",63,NA,0.34,NA,8.07
"Nahlik_and_Fennessey_2017","NWCA11-1213","NWCA11-1213-3751","NWCA11-1213-1-11-DE-003-007-3",125,NA,NA,NA,4.29
"Nahlik_and_Fennessey_2017","NWCA11-1225","NWCA11-1225-3752","NWCA11-1225-1-11-DE-003-011-1",9,NA,0.1,NA,48.12
"Nahlik_and_Fennessey_2017","NWCA11-1225","NWCA11-1225-3752","NWCA11-1225-1-11-DE-003-011-2",28,NA,0.96,NA,6.71
"Nahlik_and_Fennessey_2017","NWCA11-1225","NWCA11-1225-3752","NWCA11-1225-1-11-DE-003-011-3",46,NA,NA,NA,1.67
"Nahlik_and_Fennessey_2017","NWCA11-1225","NWCA11-1225-3752","NWCA11-1225-1-11-DE-003-011-4",90,NA,NA,NA,0.65
"Nahlik_and_Fennessey_2017","NWCA11-1225","NWCA11-1225-3752","NWCA11-1225-1-11-DE-003-011-5",125,NA,NA,NA,0.38
"Nahlik_and_Fennessey_2017","NWCA11-2597","NWCA11-2597-3753","NWCA11-2597-1-11-TX-245-005-1",8,NA,1.87,"Db inconsistent with layer position, g/cc",2.29
"Nahlik_and_Fennessey_2017","NWCA11-2597","NWCA11-2597-3753","NWCA11-2597-1-11-TX-245-005-2",29,NA,1.08,"Db inconsistent with layer position, g/cc",1.56
"Nahlik_and_Fennessey_2017","NWCA11-2597","NWCA11-2597-3753","NWCA11-2597-1-11-TX-245-005-3",110,NA,0.84,"Db inconsistent with layer position, g/cc",0.57
"Nahlik_and_Fennessey_2017","NWCA11-2549","NWCA11-2549-3755","NWCA11-2549-1-11-TX-245-002-1",11,NA,1.82,"Db inconsistent with layer position, g/cc",1.53
"Nahlik_and_Fennessey_2017","NWCA11-2549","NWCA11-2549-3755","NWCA11-2549-1-11-TX-245-002-3",48,NA,1.4,"Db inconsistent with layer position, g/cc",0.7
"Nahlik_and_Fennessey_2017","NWCA11-2549","NWCA11-2549-3755","NWCA11-2549-1-11-TX-245-002-4",125,NA,1.65,"Db inconsistent with layer position, g/cc",0.79
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-1",13,NA,0.06,NA,54.13
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-2",25,NA,0.07,NA,52.74
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-3",40,NA,0.08,NA,52.03
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-4",52,NA,0.12,NA,37.04
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-5",60,"BULK DENSITY COULD NOT BE COLLECTED FROM HORIZON 5 DUE TO DIFFICULTY IN REACHING DEPTH WITH CORER.",NA,NA,15.88
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-6",74,NA,NA,NA,25.4
"Nahlik_and_Fennessey_2017","NWCA11-R123","NWCA11-R123-3790","NWCA11-R123-1-11-ME-029-004-7",84,NA,NA,NA,17.2
"Nahlik_and_Fennessey_2017","NWCA11-R131","NWCA11-R131-3791","NWCA11-R131-1-11-ME-019-003-1",14,NA,0.04,NA,54.66
"Nahlik_and_Fennessey_2017","NWCA11-R131","NWCA11-R131-3791","NWCA11-R131-1-11-ME-019-003-2",30,NA,0.13,NA,55.22
"Nahlik_and_Fennessey_2017","NWCA11-R131","NWCA11-R131-3791","NWCA11-R131-1-11-ME-019-003-3",70,"AT 31CM DEPTH, 3CM X 1CM SOFT MASS OF SILT, 2.5Y/3/1.",0.13,NA,59.66
"Nahlik_and_Fennessey_2017","NWCA11-R131","NWCA11-R131-3791","NWCA11-R131-1-11-ME-019-003-4",125,NA,NA,NA,61.4
"Nahlik_and_Fennessey_2017","NWCA11-2577","NWCA11-2577-3792","NWCA11-2577-1-11-TX-245-004-3",39,NA,1.09,"Db inconsistent with layer position, g/cc",3.4
"Nahlik_and_Fennessey_2017","NWCA11-2577","NWCA11-2577-3792","NWCA11-2577-1-11-TX-245-004-4",54,"THERE IS A THIN, DARK ORGANIC STREAKING (BETWEEN 48 TO 50CM)",1.27,"Db inconsistent with layer position, g/cc",0.93
"Nahlik_and_Fennessey_2017","NWCA11-2577","NWCA11-2577-3792","NWCA11-2577-1-11-TX-245-004-5",71,NA,0.82,"Db inconsistent with layer position, g/cc",0.76
"Nahlik_and_Fennessey_2017","NWCA11-1039","NWCA11-1039-3793","NWCA11-1039-1-11-AL-003-019-1",9,NA,0.09,NA,32.67
"Nahlik_and_Fennessey_2017","NWCA11-1039","NWCA11-1039-3793","NWCA11-1039-1-11-AL-003-019-2",24,NA,0.11,NA,21.96
"Nahlik_and_Fennessey_2017","NWCA11-1039","NWCA11-1039-3793","NWCA11-1039-1-11-AL-003-019-3",60,NA,0.11,NA,18.92
"Nahlik_and_Fennessey_2017","NWCA11-1028","NWCA11-1028-3795","NWCA11-1028-1-11-AL-097-004-1",52,NA,0.15,NA,31.24
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3796","NWCA11-1003-2-11-AL-097-002-2",21,"SANDY LOAM",1.42,NA,0.69
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3796","NWCA11-1003-2-11-AL-097-002-3",40,"SANDY LOAM",1.53,NA,0.15
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3796","NWCA11-1003-2-11-AL-097-002-4",99,"SANDY LOAM",1.65,NA,0.1
"Nahlik_and_Fennessey_2017","NWCA11-1003","NWCA11-1003-3796","NWCA11-1003-2-11-AL-097-002-5",125,"10R 4 8 ALSO PRESENT IN LAYER 5",NA,NA,0.16
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797","NWCA11-4151-2-11-OR-041-008-3",13,"MIGHT BE LOAMY SAND",1.16,NA,0.92
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797","NWCA11-4151-2-11-OR-041-008-4",24,"MIGHT BE SANDY LOAM",1.48,NA,0.45
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797","NWCA11-4151-2-11-OR-041-008-6",49,"BURIED A HORIZON-GREASY AND ORGANIC MATTER",0.47,"Db inconsistent with layer position , g/cc",12.14
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797","NWCA11-4151-2-11-OR-041-008-7",65,"OLD B HORIZON-5 TO 10% DEAD ROOT FIBERS. SANDY LOAM-ABLE TO MAKE A RIBBON WHEN WET.",1.03,NA,2.29
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3797","NWCA11-4151-2-11-OR-041-008-8",125,NA,NA,NA,0.32
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3798","NWCA11-4151-1-11-OR-041-006-3",27,"EITHER SANDY LOAM OR LOAMY SAND",1.27,NA,4.63
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3798","NWCA11-4151-1-11-OR-041-006-4",57,NA,1.21,NA,10.65
"Nahlik_and_Fennessey_2017","NWCA11-4151","NWCA11-4151-3798","NWCA11-4151-1-11-OR-041-006-5",125,"COULD BE LOAMY SAND",0.43,NA,0.36
"Nahlik_and_Fennessey_2017","NWCA11-4147","NWCA11-4147-3801","NWCA11-4147-1-11-OR-041-005-4",30,NA,0.79,NA,4.93
"Nahlik_and_Fennessey_2017","NWCA11-4147","NWCA11-4147-3801","NWCA11-4147-1-11-OR-041-005-5",67,NA,0.82,NA,3.39
"Nahlik_and_Fennessey_2017","NWCA11-4147","NWCA11-4147-3801","NWCA11-4147-1-11-OR-041-005-6",102,NA,NA,NA,1.87
"Nahlik_and_Fennessey_2017","NWCA11-4147","NWCA11-4147-3801","NWCA11-4147-1-11-OR-041-005-7",126,NA,NA,NA,1.46
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802","NWCA11-4145-1-11-OR-019-001-1",10,NA,0.74,NA,3.54
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802","NWCA11-4145-1-11-OR-019-001-2",21,"COULD BE SANDY LOAM, MIXED 10YR 5/3 AND 5/2",1.16,NA,0.61
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802","NWCA11-4145-1-11-OR-019-001-4",41,"COULD BE SANDY LOAM",1.4,NA,1.26
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802","NWCA11-4145-1-11-OR-019-001-5",59,"COULD BE SANDY LOAM",1.25,NA,0.83
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802","NWCA11-4145-1-11-OR-019-001-6",80,"COULD BE SANDY LOAM",NA,NA,2.29
"Nahlik_and_Fennessey_2017","NWCA11-4145","NWCA11-4145-3802","NWCA11-4145-1-11-OR-019-001-7",125,NA,NA,NA,1.73
"Nahlik_and_Fennessey_2017","NWCA11-4141","NWCA11-4141-3803","NWCA11-4141-1-11-OR-011-002-2",30,"FINE ROOT MASS PARTIALLY DISENTIGRATE WHEN RUBBED, HAS FINE SAND",0.56,NA,5.26
"Nahlik_and_Fennessey_2017","NWCA11-4141","NWCA11-4141-3803","NWCA11-4141-1-11-OR-011-002-3",55,"LESS DENSE FINE ROOT MASS",1,NA,2.38
"Nahlik_and_Fennessey_2017","NWCA11-4141","NWCA11-4141-3803","NWCA11-4141-1-11-OR-011-002-4",90,NA,0.96,NA,2.37
"Nahlik_and_Fennessey_2017","NWCA11-4141","NWCA11-4141-3803","NWCA11-4141-1-11-OR-011-002-5",100,NA,NA,NA,1.66
"Nahlik_and_Fennessey_2017","NWCA11-4141","NWCA11-4141-3803","NWCA11-4141-1-11-OR-011-002-6",125,NA,NA,NA,1.88
"Nahlik_and_Fennessey_2017","NWCA11-4138","NWCA11-4138-3804","NWCA11-4138-1-11-OR-011-001-2",11,NA,0.66,NA,4.22
"Nahlik_and_Fennessey_2017","NWCA11-4138","NWCA11-4138-3804","NWCA11-4138-1-11-OR-011-001-3",34,NA,0.76,NA,2.28
"Nahlik_and_Fennessey_2017","NWCA11-4138","NWCA11-4138-3804","NWCA11-4138-1-11-OR-011-001-7",63,NA,0.95,NA,1.35
"Nahlik_and_Fennessey_2017","NWCA11-4138","NWCA11-4138-3804","NWCA11-4138-1-11-OR-011-001-8",90,NA,NA,NA,0.79
"Nahlik_and_Fennessey_2017","NWCA11-4138","NWCA11-4138-3804","NWCA11-4138-1-11-OR-011-001-9",125,NA,NA,NA,0.71
"Nahlik_and_Fennessey_2017","NWCA11-2358","NWCA11-2358-3807","NWCA11-2358-1-11-OR-041-004-3",16,NA,0.66,NA,6.1
"Nahlik_and_Fennessey_2017","NWCA11-2358","NWCA11-2358-3807","NWCA11-2358-1-11-OR-041-004-4",32,"REDOX IS MATRIX >50% (MASSES)",0.71,NA,4.36
"Nahlik_and_Fennessey_2017","NWCA11-2358","NWCA11-2358-3807","NWCA11-2358-1-11-OR-041-004-5",56,NA,1.01,NA,2.23
"Nahlik_and_Fennessey_2017","NWCA11-2358","NWCA11-2358-3807","NWCA11-2358-1-11-OR-041-004-6",100,NA,0.89,NA,2.36
"Nahlik_and_Fennessey_2017","NWCA11-2358","NWCA11-2358-3807","NWCA11-2358-1-11-OR-041-004-7",127,NA,NA,NA,0.84
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-1",17,NA,0.51,NA,6.85
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-2",36,NA,0.58,NA,5.53
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-3",46,"BURIED A HORIZON-DECOMPOSING STEMS AND ROOTS",0.48,NA,6.84
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-4",76,"MASS OF DECOMPOSING STEMS-UNABLE TO DETERMINE % LIVE ROOTS",0.63,NA,7.16
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3808","NWCA11-2355-2-11-OR-041-007-5",127,NA,NA,NA,3.93
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-1",8,NA,0.38,NA,9.64
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-2",17,NA,0.59,NA,6.65
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-3",30,NA,0.65,NA,4.81
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-4",50,"START OF H2S SMELL AT 50CM",0.69,NA,6.15
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-5",63,"THIS IS A BURIED A HORIZON. MAY BE AN ORGANIC SOIL",0.63,NA,5.55
"Nahlik_and_Fennessey_2017","NWCA11-2355","NWCA11-2355-3809","NWCA11-2355-1-11-OR-041-003-6",125,NA,NA,NA,2.99
"Nahlik_and_Fennessey_2017","NWCA11-2350","NWCA11-2350-3810","NWCA11-2350-1-11-OR-057-001-3",41,NA,2.3,NA,3.01
"Nahlik_and_Fennessey_2017","NWCA11-2350","NWCA11-2350-3810","NWCA11-2350-1-11-OR-057-001-4",68,NA,0.88,NA,2.54
"Nahlik_and_Fennessey_2017","NWCA11-2350","NWCA11-2350-3810","NWCA11-2350-1-11-OR-057-001-5",130,NA,NA,NA,1.73
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811","NWCA11-2343-1-11-OR-041-002-2",29,NA,0.81,NA,5.48
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811","NWCA11-2343-1-11-OR-041-002-4",55,NA,0.99,NA,3.18
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811","NWCA11-2343-1-11-OR-041-002-5",70,"MIXED SAND GRAIN COLORS; WHITE GREY, AND BLACK.",1.33,NA,0.59
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811","NWCA11-2343-1-11-OR-041-002-6",87,NA,NA,NA,0.23
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811","NWCA11-2343-1-11-OR-041-002-7",109,NA,NA,NA,1.96
"Nahlik_and_Fennessey_2017","NWCA11-2343","NWCA11-2343-3811","NWCA11-2343-1-11-OR-041-002-8",125,NA,NA,NA,1.52
