Site,Status,ID,Date,Lat,Lon,Depth_mid,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,Age,Age_e,VAR,MAR,CAR,Year
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,20.5,1.58,0.16,0.09,0.3968,0.0374,0.16,0.0432,0.059,0,0,0,1.44,0.05,53.2,4,  ,,,1964
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,21.5,1.75,0.185,0.1,0.4392,0.038,0.1853,0.0992,0.0662,0,0,0,   ,   ,54,4.1,11.5,20037,,1963
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,22.5,1.46,0.154,0.13,0.3598,0.0474,0.1538,0.0878,0.0839,0,0,0,0.71,0.01,54.7,4.2,15.1,22089,157,1962
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,23.5,1.25,0.147,0.11,0.345,0.0415,0.1467,0.0386,0.0744,0,0,0,   ,   ,55,4.3,39.6,49503,,1962
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,24.5,0.94,0.181,0.08,0.259,0.0555,0.1811,0.4196,0.0924,0.1834,0,0,3.12,0.16,57.1,4.6,4.7,4393,137,1959.7
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,25.5,0.44,0.187,0.07,0.1557,0.0717,0.187,1.3514,0.1475,0,0,0,   ,   ,60.6,5.1,2.8,1249,,1956.2
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,26.5,0.74,0.181,0.1,0.3207,0.0476,0.1812,0.3526,0.1184,0.2148,0,0,2.86,0.11,62.3,5.4,6,4413,126,1954.5
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,27.5,0.98,0.124,0.13,0.2952,0.0528,0.1236,0.0507,0.0971,0,0,0,   ,   ,62.6,5.5,30.4,29734,,1954.1
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,28.5,0.49,0.15,0.11,0.1891,0.0622,0.1495,0.6512,0.1638,0,0,0,8.18,0.33,64.8,5.9,4.5,2226,182,1951.9
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,29.5,0.56,0.178,0.09,0.247,0.0454,0.1784,0.6183,0.1456,0,0,0,   ,   ,67.4,6.4,3.9,2175,,1949.3
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,30.5,0.25,0.119,0.07,0.1251,0.065,0.1188,1.2129,0.1689,0,0,0,11.74,0.57,72.6,7.6,3.9,983,115,1944.2
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,31.5,0.27,0.152,0.08,0.1171,0.0808,0.1516,1.6103,0.1985,0,0,0,   ,   ,81.9,10.2,2.2,593,,1934.9
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,32.5,0.32,0.117,0.12,0.1637,0.0697,0.1168,0.7015,0.2184,0,0,0,9.18,0.43,87.9,12.4,3.3,1070,98,1928.8
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,33.5,0.26,0.089,0.13,0.1373,0.0651,0.0893,0.4798,0.2055,0,0,0,   ,   ,89.8,13.2,5.3,1380,,1926.9
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,34.5,0.37,0.137,0.1,0.1558,0.0715,0.1374,0.842,0.179,0,0,0,8.32,0.45,95.1,15.6,1.9,704,59,1921.6
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,35.5,0.45,0.16,0.09,0.182,0.0633,0.1603,0.8658,0.1501,0,0,0,   ,   ,103.2,20.1,1.2,557,,1913.6
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,36.5,0.27,0.111,0.13,0.1217,0.0911,0.1113,0.9602,0.2452,0,0,0,9.65,0.48,110,24.8,1.5,398,38,1906.8
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,37.5,0.3,0.076,0.17,0.0985,0.1265,0.0762,0.5496,0.2216,0,0,0,   ,   ,115.2,29.3,1.9,577,,1901.6
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,38.5,0.21,0.1,0.12,0.0754,0.1171,0.0997,1.3826,0.2742,0,0,0,12.49,0.69,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,39.5,0.23,0.089,0.09,0.0704,0.0839,0.0888,1.1309,0.1716,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,40.5,0.21,0.066,0.1,0.087,0.0696,0.0659,0.6111,0.1517,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,41.5,0.34,0.059,0.08,0.0808,0.0543,0.0587,0.3258,0.0642,0,0,0,12.88,0.74,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,42.5,0.39,0.084,0.13,0.1416,0.0608,0.0837,0.314,0.1434,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,43.5,0.49,0.08,0.12,0.1616,0.0434,0.08,0.081,0.1007,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,44.5,0.77,0.086,0.13,0.2194,0.0582,0.0856,-0.022,0.0919,0,0,0,6.83,0.37,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,45.5,1.05,0.094,0.13,0.2301,0.0478,0.0937,-0.0027,0.0652,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,47,2.9,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,49,1.25,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,8.15,0.37,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,51,0.9,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,53,0.73,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,55,0.76,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,9.54,0.49,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,57,0.84,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,59,0.99,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,61,0.63,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,12.48,0.7,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/2016,41.54387,-71.20399,63,0.47,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,0.5,0.1654,0.77,0.04,0,0,18.459,0.73,0,0,0.0683,0.1973,16.42,1.16,2.9,0.9,3.4,564,93,2013.8
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,1.5,0.2509,0.74,0.04,0.0299,0.3314,13.137,0.58,0,0,0.102,0.1575,   ,   ,6.4,1.1,2.9,717,,2010.3
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,2.5,0.1727,0.51,0.04,0.0868,0.1398,11.626,0.56,0,0,0,0,16.88,0.91,8.8,1.1,4.3,740,125,2008
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,3.5,0.1714,0.45,0.04,0.0651,0.1751,9.695,0.45,0.0221,0.2444,0,0,   ,   ,10.8,1.2,4.8,828,,2005.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,4.5,0.1877,0.32,0.05,0.0467,0.2189,6.995,0.37,0,0,0,0,19.31,1.06,12.6,1.2,5.8,1082,209,2004.2
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,5.5,0.2353,0.26,0.07,0.0441,0.2315,5.087,0.41,0,0,0,0,   ,   ,14.2,1.3,6,1411,,2002.5
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,6.5,0.2396,0.25,0.06,0.0718,0.1225,4.387,0.32,0.0192,0.2942,0,0,14.25,0.69,15.8,1.3,6.5,1557,222,2001
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,7.5,0.4882,0.33,0.07,0.1409,0.1125,2.749,0.24,0.0354,0.2663,0,0,   ,   ,17.9,1.4,4.8,2349,,1998.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,8.5,0.3085,0.22,0.07,0.0865,0.0994,2.744,0.24,0.0395,0.1703,0,0,16.15,0.57,19.2,1.4,7.2,2229,360,1997.5
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,9.5,0.2654,0.24,0.05,0.0775,0.1207,3.67,0.25,0.0639,0.1113,0,0,   ,   ,20.9,1.5,6,1589,,1995.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,10.5,0.2516,0.26,0.06,0.0984,0.1106,3.863,0.3,0.0641,0.1146,0,0,13.43,0.65,22.7,1.6,5.7,1431,192,1994.1
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,11.5,0.2378,0.21,0.07,0.0698,0.1461,3.991,0.36,0.0736,0.1213,0,0,   ,   ,24.5,1.7,5.5,1311,,1992.3
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,12.5,0.2997,0.46,0.04,0.0919,0.1044,6.902,0.3,0.1474,0.0641,0,0,12.83,0.57,28.8,1.9,2.3,689,88,1987.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,13.5,0.4451,0.84,0.02,0.1364,0.0761,8.868,0.21,0.3162,0.32,0,0,   ,   ,39.2,2.6,1,428,,1977.5
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,14.5,0.6699,0.52,0.03,0.0219,0.0457,4.075,0.11,0.301,0.034,0,0,5.75,0.32,49.1,3.6,1,678,39,1967.7
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,15.5,1.0564,0.42,0.04,0.2981,0.041,1.498,0.09,0.0538,0.1264,0,0,   ,   ,56.6,4.5,1.3,1405,,1960.1
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,16.5,1.0609,0.2,0.07,0.2586,0.0475,0.566,0.08,0,0,0,0,1.85,0.09,60,5,3,3131,58,1956.8
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,17.5,0.7762,0.17,0.08,0.2035,0.0496,0.543,0.09,0.0345,0.1403,0,0,   ,   ,62.6,5.4,3.8,2972,,1954.1
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,18.5,0.3559,0.12,0.11,0.1282,0.085,0.773,0.18,0.0388,0.1741,0,0,9.09,0.42,64.5,5.8,5.5,1950,177,1952.3
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,19.5,0.4727,0.14,0.09,0.1478,0.0769,0.777,0.13,0.0315,0.2254,0,0,   ,   ,67.1,6.3,3.8,1810,,1949.7
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,20.5,0.6772,0.12,0.11,0.1599,0.0832,0.444,0.13,0.0279,0.2746,0,0,6.89,0.33,69.4,6.8,4.3,2935,202,1947.4
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,21.5,0.4682,0.14,0.1,0.1765,0.0652,0.636,0.17,0.024,0.2444,0,0,   ,   ,71.8,7.3,4.1,1900,,1944.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,22.5,0.5198,0.14,0.1,0.218,0.0572,0.4,0.13,0.014,0.3187,0,0,7.77,0.37,73.7,7.7,5.4,2825,219,1943.1
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,23.5,0.8286,0.16,0.1,0.3317,0.0477,0.16,0.1,0,0,0,0,   ,   ,74.9,8.1,8.2,6758,,1941.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,24.5,0.5073,0.08,0.15,0.1261,0.0971,0.312,0.14,0,0,0,0,7.08,0.33,76.4,8.5,6.5,3309,234,1940.3
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,25.5,0.2895,0.08,0.13,0.0766,0.1181,0.776,0.19,0,0,0,0,   ,   ,78.7,9.1,4.3,1254,,1938
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,26.5,0.2867,0.08,0.09,0.1238,0.0582,0.43,0.13,0,0,0,0,11.62,0.57,80.1,9.5,7.5,2138,248,1936.7
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,27.5,0.2982,0.08,0.12,0.1057,0.0883,0.587,0.17,0.0229,0.2249,0,0,   ,   ,82.1,10.1,5,1485,,1934.7
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,28.5,0.2185,0.08,0.12,0.0947,0.0985,0.843,0.21,0,0,0,0,10.78,0.63,84.4,10.9,4.4,968,104,1932.4
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,29.5,0.2642,0.1,0.12,0.0965,0.1083,1.132,0.23,0,0,0,0,   ,   ,88.4,12.4,2.5,654,,1928.4
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,30.5,0.2669,0.09,0.11,0.0974,0.0873,0.85,0.2,0,0,0,0,11.59,0.66,91.8,13.8,2.9,775,90,1924.9
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,31.5,0.2424,0.1,0.11,0.0875,0.107,1.215,0.23,0,0,0,0,   ,   ,96.9,16.2,2,475,,1919.8
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,32.5,0.3441,0.1,0.11,0.1111,0.0839,0.735,0.16,0,0,0,0,9.29,0.53,102.1,19,1.9,670,62,1914.7
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,33.5,0.2576,0.1,0.11,0.0929,0.108,1.104,0.21,0,0,0,0,   ,   ,109,23.6,1.4,370,,1907.7
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,34.5,0.1777,0.05,0.21,0.0601,0.1573,0.701,0.31,0,0,0,0,18.61,0.99,112.7,26.5,2.8,493,92,1904.1
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,35.5,0.203,0.07,0.14,0.0737,0.1134,0.794,0.23,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,36.5,0.1855,0.05,0.17,0.0928,0.1383,0.253,0.25,0,0,0,0,15.33,0.92,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,37.5,0.2133,0.04,0.24,0.0455,0.2018,0.323,0.2,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,38.5,0.184,0.05,0.22,0.0852,0.1204,0.404,0.28,0,0,0,0,18.32,0.97,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,39.5,0.2138,0.05,0.24,0.0589,0.1815,0.504,0.28,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,40.5,0.3564,0.05,0.28,0.1101,0.0972,0.002,0.2,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,41.5,0.5288,0.09,0.15,0.1088,0.108,0.362,0.13,0,0,0,0,6.33,0.41,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,42.5,1.0559,0.09,0.14,0.0702,0.1573,0.335,0.07,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,43.5,0.9461,0.11,0.14,0.2751,0.0543,0.034,0.09,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,44.5,0.4739,0.06,0.24,0.1294,0.0945,0.024,0.15,0,0,0,0,5.49,0.38,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,45.5,0.318,0.05,0.24,0.1177,0.1003,-0.079,0.18,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,47,0.5922,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,49,0.5444,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,9.6,0.65,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,51,0.506,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,53,0.5183,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,55,0.6433,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,9.83,0.57,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,57,0.7103,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,59,0.893,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,61,0.6323,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,10,0.72,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,63,0.4383,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,65,0.3699,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,67,0.3905,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,16.79,1,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDB,9/9/2016,41.54405,-71.20405,69,0.3952,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
