Site_ID, Location,     Core_ID, Date,     Lat,           Lon,           Depth_min, Depth_max, Elevation,          Water_Content, Dry_Bulk_Density, Porosity, TN,    TOC,    C_N,    Carbon_Density, d13C,X18
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  22,        24,        1.19,               74.3,          0.25,             0.7,      0.5,   8.2,    19.1,   20.7,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  24,        26,        1.17,               74.8,          0.29,             0.8,      0.6,   9.9,    19.5,   28.8,           -15.5,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  26,        28,        1.15,               76.7,          0.22,             0.7,      0.6,   10.3,   20.9,   22.6,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  28,        30,        1.13,               76.9,          0.21,             0.7,      0.6,   11.0,   21.2,   23.2,           -15.1,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  30,        32,        1.11,               77.4,          0.25,             0.8,      0.6,   11.1,   21.2,   27.4,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  32,        34,        1.09,               80.5,          0.20,             0.8,      0.7,   13.4,   21.2,   26.5,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  34,        36,        1.07,               74.4,          0.26,             0.7,      0.7,   11.6,   18.6,   30.2,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  36,        38,        1.05,               69.5,          0.36,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  38,        40,        1.03,               70.5,          0.32,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  40,        42,        1.01,               64.4,          0.41,             0.7,      nd,    nd,     nd,     nd,             nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  42,        44,        0.99,               63.8,          0.39,             0.7,      0.5,   7.0,    15.1,   27.6,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  44,        46,        0.97,               61.2,          0.46,             0.7,      0.5,   6.3,    15.3,   29.1,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  46,        48,        0.95,               65.2,          0.37,             0.7,      0.5,   7.6,    16.2,   27.9,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  48,        50,        0.93,               70.3,          0.29,             0.7,      0.6,   8.8,    16.3,   25.5,           -14.8,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  50,        52,        0.91,               73.6,          0.28,             0.7,      0.8,   11.9,   18.1,   33.0,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  52,        54,        0.89,               68.4,          0.32,             0.7,      0.7,   11.0,   19.2,   34.9,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  54,        56,        0.87,               58.1,          0.47,             0.6,      0.3,   4.9,    18.5,   23.1,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  56,        58,        0.85,               58.5,          0.49,             0.7,      0.4,   5.9,    17.1,   28.8,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  58,        60,        0.83,               70.8,          0.26,             0.6,      0.6,   9.1,    16.6,   23.8,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  60,        62,        0.81,               72.4,          0.28,             0.7,      0.7,   9.6,    16.2,   26.8,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  65,        67,        0.76,               71.5,          0.28,             0.7,      0.8,   11.0,   16.7,   30.6,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  70,        72,        0.71,               79.8,          0.20,             0.8,      1.0,   15.0,   17.6,   29.3,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  75,        77,        0.66,               73.8,          0.26,             0.7,      0.7,   11.1,   18.5,   28.9,           -14.3,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  80,        82,        0.61,               81.2,          0.17,             0.7,      1.0,   14.2,   15.7,   24.5,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  85,        87,        0.56,               82.4,          0.17,             0.8,      1.0,   14.2,   16.7,   23.8,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  90,        92,        0.51,               73.3,          0.22,             0.6,      0.7,   12.0,   18.9,   26.7,           nd,NA
3,       MARSH,        1,       2015-12,  42.741354,     -70.83000142,  95,        97,        0.46,               71.7,          0.28,             0.7,      0.8,   12.4,   17.3,   35.0,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  0,         2,         1.45,               74.0,          0.25,             0.7,      0.8,   10.8,   16.4,   27.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  2,         4,         1.43,               72.2,          0.24,             0.6,      0.8,   12.2,   17.4,   29.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  4,         6,         1.41,               73.8,          0.27,             0.7,      0.9,   13.1,   17.1,   35.7,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  6,         8,         1.39,               71.4,          0.34,             0.8,      0.7,   10.1,   16.4,   34.5,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  8,         10,        1.37,               72.5,          0.25,             0.6,      0.9,   12.4,   16.7,   31.0,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  10,        12,        1.35,               73.2,          0.33,             0.9,      0.8,   11.9,   16.8,   38.9,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  12,        14,        1.33,               73.8,          0.29,             0.8,      0.7,   11.1,   17.4,   32.4,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  14,        16,        1.31,               75.0,          0.26,             0.8,      0.7,   10.9,   19.1,   28.8,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  16,        18,        1.29,               75.2,          0.30,             0.9,      0.5,   8.9,    19.2,   26.5,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  18,        20,        1.27,               68.7,          0.39,             0.8,      0.4,   8.1,    21.1,   31.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  20,        22,        1.25,               69.2,          0.34,             0.7,      0.5,   8.8,    19.7,   29.9,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  22,        24,        1.23,               74.3,          0.30,             0.8,      0.6,   9.1,    19.3,   27.0,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  24,        26,        1.21,               77.6,          0.23,             0.8,      0.6,   10.2,   19.0,   23.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  26,        28,        1.19,               78.7,          0.22,             0.8,      0.6,   11.6,   22.6,   25.4,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  28,        30,        1.17,               77.5,          0.23,             0.8,      0.6,   11.7,   21.4,   27.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  30,        32,        1.15,               77.7,          0.20,             0.7,      0.6,   9.6,    18.9,   18.9,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  32,        34,        1.13,               78.3,          0.20,             0.7,      0.6,   10.0,   20.3,   19.5,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  34,        36,        1.11,               79.1,          0.21,             0.8,      0.8,   13.5,   18.9,   29.0,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  36,        38,        1.09,               77.3,          0.26,             0.9,      0.7,   10.4,   16.6,   26.9,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  38,        40,        1.07,               62.6,          0.46,             0.7,      0.4,   5.5,    15.5,   25.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  40,        42,        1.05,               62.3,          0.51,             0.8,      0.5,   7.3,    15.7,   37.4,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  42,        44,        1.03,               71.1,          0.37,             0.9,      0.7,   9.9,    15.6,   37.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  44,        46,        1.01,               65.1,          0.43,             0.8,      0.7,   8.5,    14.7,   36.5,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  46,        48,        0.99,               65.4,          0.47,             0.9,      0.6,   7.6,    14.9,   36.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  48,        50,        0.97,               64.6,          0.46,             0.8,      0.5,   7.2,    16.8,   33.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  50,        52,        0.95,               56.3,          0.66,             0.8,      0.4,   5.6,    16.7,   36.8,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  52,        54,        0.93,               61.2,          0.54,             0.8,      0.5,   6.9,    15.7,   37.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  54,        56,        0.91,               60.0,          0.55,             0.8,      0.5,   6.1,    15.5,   34.0,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  56,        58,        0.89,               61.7,          0.53,             0.8,      0.5,   6.3,    15.1,   33.2,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  58,        60,        0.87,               66.6,          0.46,             0.9,      0.6,   8.2,    15.2,   37.7,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  60,        62,        0.85,               69.3,          0.39,             0.9,      0.7,   10.0,   16.6,   39.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  65,        67,        0.80,               68.8,          0.41,             0.9,      0.6,   7.0,    13.8,   28.5,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  70,        72,        0.75,               77.1,          0.26,             0.8,      0.6,   6.6,    12.8,   17.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  75,        77,        0.70,               75.3,          0.28,             0.8,      0.6,   7.5,    14.7,   21.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  80,        82,        0.65,               71.7,          0.33,             0.8,      0.6,   7.2,    14.7,   24.1,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  85,        87,        0.60,               61.9,          0.47,             0.7,      0.7,   10.0,   15.9,   47.5,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  90,        92,        0.55,               74.2,          0.34,             0.9,      0.7,   9.2,    15.5,   30.9,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  95,        97,        0.50,               83.1,          0.17,             0.8,      0.9,   11.5,   15.4,   19.3,           nd,NA
3,       MARSH,        2,       2015-12,  42.74134648,   -70.83016904,  100,       102,       0.45,               nd,            nd,               nd,       0.8,   12.0,   18.3,   nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  0,         2,         1.14,               84.2,          0.12,             0.6,      1.5,   17.5,   13.3,   21.1,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  2,         4,         1.12,               79.8,          0.24,             0.9,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  4,         6,         1.10,               78.0,          0.29,             1.0,      1.2,   14.1,   13.3,   40.5,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  6,         8,         1.08,               75.8,          0.25,             0.8,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  8,         10,        1.06,               73.1,          0.29,             0.8,      1.3,   17.5,   15.3,   51.1,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  10,        12,        1.04,               77.7,          0.23,             0.8,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  13,        16,        1.01,               75.8,          0.29,             0.9,      1.0,   13.5,   15.6,   38.7,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  16,        18,        0.98,               77.3,          0.26,             0.9,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  19,        21,        0.95,               84.9,          0.17,             0.9,      0.9,   15.9,   21.4,   26.4,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  21,        24,        0.93,               84.4,          0.17,             0.9,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  24,        27,        0.90,               83.6,          0.17,             0.9,      0.7,   14.0,   24.1,   24.2,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  27,        30,        0.87,               80.4,          0.21,             0.8,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  30,        33,        0.84,               77.4,          0.24,             0.8,      0.9,   17.7,   22.8,   42.0,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  33,        36,        0.81,               79.3,          0.21,             0.8,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  36,        39,        0.78,               77.4,          0.25,             0.8,      0.9,   12.8,   16.2,   31.7,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  39,        41,        0.75,               74.6,          0.29,             0.8,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  41,        44,        0.73,               74.5,          0.30,             0.8,      0.9,   11.2,   15.4,   33.8,           nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  44,        47,        0.70,               73.7,          0.22,             0.6,      nd,    nd,     nd,     nd,             nd,NA
1,       POND,         nd,      2014-07,  42.73796176,   -70.84701132,  47,        49,        0.67,               76.6,          0.16,             0.5,      0.7,   10.9,   19.3,   17.2,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  0,         2,         1.20,               85.7,          0.14,             0.8,      1.3,   18.4,   16.3,   25.4,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  2,         4,         1.18,               84.9,          0.16,             0.9,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  4,         6,         1.16,               81.6,          0.21,             0.9,      1.1,   15.8,   16.7,   33.9,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  6,         8,         1.14,               83.4,          0.18,             0.9,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  8,         10,        1.11,               81.4,          0.22,             0.9,      0.9,   12.8,   16.0,   28.5,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  10,        12,        1.09,               74.2,          0.27,             0.8,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  13,        16,        1.06,               66.2,          0.49,             0.9,      0.5,   5.7,    12.4,   27.8,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  16,        18,        1.04,               60.7,          0.50,             0.7,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  19,        21,        1.01,               69.0,          0.33,             0.7,      0.6,   6.3,    12.0,   20.6,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  21,        24,        0.99,               67.2,          0.52,             1.0,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  24,        27,        0.96,               67.5,          0.35,             0.7,      0.6,   6.3,    12.2,   22.4,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  27,        30,        0.93,               66.0,          0.45,             0.8,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  30,        33,        0.90,               74.8,          0.29,             0.8,      0.6,   7.9,    15.1,   22.7,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  33,        36,        0.86,               74.7,          0.29,             0.8,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  36,        39,        0.84,               81.5,          0.20,             0.9,      0.7,   11.5,   18.1,   23.2,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  39,        41,        0.81,               80.3,          0.21,             0.8,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  41,        44,        0.79,               79.0,          0.22,             0.8,      0.8,   11.0,   16.1,   24.2,           nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  44,        47,        0.76,               77.2,          0.25,             0.8,      nd,    nd,     nd,     nd,             nd,NA
2,       POND,         nd,      2014-07,  42.73743074,   -70.84619211,  47,        49,        0.73,               78.4,          0.21,             0.7,      0.8,   11.1,   17.3,   23.6,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  0,         2,         1.17,               80.1,          0.23,             0.9,      0.9,   10.0,   12.8,   22.8,           -15.6,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  2,         4,         1.15,               83.8,          0.16,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  4,         6,         1.13,               85.0,          0.14,             0.8,      1.1,   14.9,   16.1,   21.2,           -15.4,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  6,         8,         1.11,               83.4,          0.17,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  8,         10,        1.09,               82.7,          0.18,             0.8,      0.9,   10.9,   14.5,   19.5,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  10,        12,        1.07,               82.8,          0.24,             1.1,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  13,        16,        1.04,               72.1,          0.33,             0.8,      1.0,   11.5,   13.4,   37.8,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  16,        18,        1.01,               76.3,          0.26,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  19,        21,        0.98,               77.5,          0.21,             0.7,      0.7,   8.3,    13.4,   17.5,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  21,        24,        0.96,               77.9,          0.29,             1.0,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  24,        27,        0.93,               79.4,          0.24,             0.9,      0.8,   9.1,    13.3,   21.7,           -14.6,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  27,        30,        0.90,               81.3,          0.18,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  30,        33,        0.87,               68.5,          0.35,             0.7,      0.8,   9.5,    13.6,   33.2,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  33,        36,        0.84,               70.6,          0.35,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  36,        39,        0.81,               79.8,          0.22,             0.8,      0.7,   7.0,    12.3,   15.4,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  39,        41,        0.78,               81.8,          0.18,             0.8,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  41,        44,        0.76,               81.3,          0.18,             0.8,      0.9,   9.5,    12.9,   17.5,           nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  44,        47,        0.73,               80.9,          0.23,             0.9,      nd,    nd,     nd,     nd,             nd,NA
3,       POND,         nd,      2014-07,  42.74133674,   -70.83030015,  47,        49,        0.70,               85.7,          0.13,             0.8,      0.9,   11.7,   15.1,   15.4,           -14.7,NA
