study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Craft_2007,Doboy_Sound_Site_4_Levee,16,18,1.3804,0.00855
Craft_2007,Doboy_Sound_Site_4_Levee,18,20,1.3682,0.00966
Craft_2007,Doboy_Sound_Site_4_Levee,20,22,1.4433,0.00728
Craft_2007,Doboy_Sound_Site_4_Levee,22,24,1.3199,0.00809
Craft_2007,Doboy_Sound_Site_4_Levee,24,26,1.2293,0.00557
Craft_2007,Doboy_Sound_Site_4_Levee,26,28,1.2094,0.00404
Craft_2007,Doboy_Sound_Site_4_Levee,28,30,1.5649,0.00388
Craft_2007,Doboy_Sound_Site_4_Plain,0,2,0.6041,0.04487
Craft_2007,Doboy_Sound_Site_4_Plain,2,4,0.6482,0.02678
Craft_2007,Doboy_Sound_Site_4_Plain,4,6,0.6177,0.05163
Craft_2007,Doboy_Sound_Site_4_Plain,6,8,0.6307,0.03598
Craft_2007,Doboy_Sound_Site_4_Plain,8,10,0.8158,0.0228
Craft_2007,Doboy_Sound_Site_4_Plain,10,12,0.9148,0.04836
Craft_2007,Doboy_Sound_Site_4_Plain,12,14,1.1168,0.01628
Craft_2007,Doboy_Sound_Site_4_Plain,14,16,1.0287,0.01113
Craft_2007,Doboy_Sound_Site_4_Plain,16,18,0.9045,0.00792
Craft_2007,Doboy_Sound_Site_4_Plain,18,20,1.2931,0.01262
Craft_2007,Doboy_Sound_Site_4_Plain,20,22,1.3642,0.00703
Craft_2007,Doboy_Sound_Site_4_Plain,22,24,1.4496,0.00706
Craft_2007,Doboy_Sound_Site_4_Plain,24,26,1.3895,0.00558
Craft_2007,Doboy_Sound_Site_4_Plain,26,28,1.2841,0.00658
Craft_2007,Doboy_Sound_Site_4_Plain,28,30,1.408,0.00587
Craft_2007,Doboy_Sound_Site_5_Levee,0,2,0.3164,0.05564
Craft_2007,Doboy_Sound_Site_5_Levee,2,4,0.3102,0.05752
Craft_2007,Doboy_Sound_Site_5_Levee,4,6,0.2572,0.0544
Craft_2007,Doboy_Sound_Site_5_Levee,6,8,0.2893,0.05662
Craft_2007,Doboy_Sound_Site_5_Levee,8,10,0.2678,0.06168
Craft_2007,Doboy_Sound_Site_5_Levee,10,12,0.2724,0.05237
Craft_2007,Doboy_Sound_Site_5_Levee,12,14,0.34,0.04878
Craft_2007,Doboy_Sound_Site_5_Levee,14,16,0.2574,0.05657
Craft_2007,Doboy_Sound_Site_5_Levee,16,18,0.3168,0.05281
Craft_2007,Doboy_Sound_Site_5_Levee,18,20,0.3763,0.05594
Craft_2007,Doboy_Sound_Site_5_Levee,20,22,0.3419,0.05765
Craft_2007,Doboy_Sound_Site_5_Levee,22,24,0.2225,0.06183
Craft_2007,Doboy_Sound_Site_5_Levee,24,26,0.3523,0.05996
Craft_2007,Doboy_Sound_Site_5_Levee,26,28,0.2792,0.05085
Craft_2007,Doboy_Sound_Site_5_Levee,28,30,0.2341,0.04804
Craft_2007,Doboy_Sound_Site_5_Plain,0,2,0.3246,0.06937
Craft_2007,Doboy_Sound_Site_5_Plain,2,4,0.3166,0.1055
Craft_2007,Doboy_Sound_Site_5_Plain,4,6,0.3342,0.13459
Craft_2007,Doboy_Sound_Site_5_Plain,6,8,0.3861,0.05399
Craft_2007,Doboy_Sound_Site_5_Plain,8,10,0.3491,0.05695
Craft_2007,Doboy_Sound_Site_5_Plain,10,12,0.4248,0.05356
Craft_2007,Doboy_Sound_Site_5_Plain,12,14,0.3419,0.05132
Craft_2007,Doboy_Sound_Site_5_Plain,14,16,0.4667,0.05054
Craft_2007,Doboy_Sound_Site_5_Plain,16,18,0.4104,0.05198
Craft_2007,Doboy_Sound_Site_5_Plain,18,20,0.3882,0.04892
Craft_2007,Doboy_Sound_Site_5_Plain,20,22,0.38,0.04633
Craft_2007,Doboy_Sound_Site_5_Plain,22,24,0.3366,0.05432
Craft_2007,Doboy_Sound_Site_5_Plain,24,26,0.3012,0.05459
Craft_2007,Doboy_Sound_Site_5_Plain,26,28,0.2944,0.06061
Craft_2007,Doboy_Sound_Site_5_Plain,28,30,0.2436,0.07705
Craft_2007,Doboy_Sound_Site_6_Levee,0,2,0.2793,0.09044
Craft_2007,Doboy_Sound_Site_6_Levee,2,4,0.3868,0.08325
Craft_2007,Doboy_Sound_Site_6_Levee,4,6,0.3811,0.07173
Craft_2007,Doboy_Sound_Site_6_Levee,6,8,0.3911,0.06826
Craft_2007,Doboy_Sound_Site_6_Levee,8,10,0.3227,0.05439
Craft_2007,Doboy_Sound_Site_6_Levee,10,12,0.3939,0.05347
Craft_2007,Doboy_Sound_Site_6_Levee,12,14,0.3837,0.05095
Craft_2007,Doboy_Sound_Site_6_Levee,14,16,0.4774,0.05202
Craft_2007,Doboy_Sound_Site_6_Levee,16,18,0.486,0.04356
Craft_2007,Doboy_Sound_Site_6_Levee,18,20,0.4642,0.03908
Craft_2007,Doboy_Sound_Site_6_Levee,20,22,0.4571,0.03861
Craft_2007,Doboy_Sound_Site_6_Levee,22,24,0.4876,0.03438
Craft_2007,Doboy_Sound_Site_6_Levee,24,26,0.4341,0.03493
Craft_2007,Doboy_Sound_Site_6_Levee,26,28,0.4296,0.03002
Craft_2007,Doboy_Sound_Site_6_Levee,28,30,0.4386,0.03138
Craft_2007,Doboy_Sound_Site_6_Plain,0,2,0.3881,0.0771
Craft_2007,Doboy_Sound_Site_6_Plain,2,4,0.3642,0.06065
Craft_2007,Doboy_Sound_Site_6_Plain,4,6,0.364,0.05314
Craft_2007,Doboy_Sound_Site_6_Plain,6,8,0.4194,0.04374
Craft_2007,Doboy_Sound_Site_6_Plain,8,10,0.4447,0.04264
Craft_2007,Doboy_Sound_Site_6_Plain,10,12,0.4046,0.04026
Craft_2007,Doboy_Sound_Site_6_Plain,12,14,0.4032,0.04419
Craft_2007,Doboy_Sound_Site_6_Plain,14,16,0.3825,0.04911
Craft_2007,Doboy_Sound_Site_6_Plain,16,18,0.4394,0.04101
Craft_2007,Doboy_Sound_Site_6_Plain,18,20,0.4097,0.0446
Craft_2007,Doboy_Sound_Site_6_Plain,20,22,0.4469,0.04138
Craft_2007,Doboy_Sound_Site_6_Plain,22,24,0.446,0.04395
Craft_2007,Doboy_Sound_Site_6_Plain,24,26,0.4472,0.02379
Craft_2007,Doboy_Sound_Site_6_Plain,26,28,0.4056,0.03851
Craft_2007,Doboy_Sound_Site_6_Plain,28,30,0.4387,0.03919
Craft_2007,Sapelo_River_Site_1_Levee,0,2,0.2105,0.08111
Craft_2007,Sapelo_River_Site_1_Levee,2,4,0.3362,0.08923
Craft_2007,Sapelo_River_Site_1_Levee,4,6,0.286,0.07935
Craft_2007,Sapelo_River_Site_1_Levee,6,8,0.2861,0.09105
Craft_2007,Sapelo_River_Site_1_Levee,8,10,0.2655,0.10154
Craft_2007,Sapelo_River_Site_1_Levee,10,12,0.2564,0.10925
Craft_2007,Sapelo_River_Site_1_Levee,14,16,0.215,0.11726
Craft_2007,Sapelo_River_Site_1_Levee,16,18,0.2429,0.08723
Craft_2007,Sapelo_River_Site_1_Levee,18,20,0.1833,0.12628
Craft_2007,Sapelo_River_Site_1_Levee,20,22,0.2118,0.12296
Craft_2007,Sapelo_River_Site_1_Levee,22,24,0.1876,0.11206
Craft_2007,Sapelo_River_Site_1_Levee,24,26,0.1897,0.14408
Craft_2007,Sapelo_River_Site_1_Levee,26,28,0.1663,0.15857
Craft_2007,Sapelo_River_Site_1_Levee,28,30,0.1936,0.15903
Craft_2007,Sapelo_River_Site_1_Plain,0,2,0.6281,0.03642
Craft_2007,Sapelo_River_Site_1_Plain,2,4,1.0089,0.02245
Craft_2007,Sapelo_River_Site_1_Plain,4,6,0.9957,0.0241
Craft_2007,Sapelo_River_Site_1_Plain,6,8,0.704,0.0199
Craft_2007,Sapelo_River_Site_1_Plain,8,10,1.0418,0.01209
Craft_2007,Sapelo_River_Site_1_Plain,10,12,1.084,0.01435
Craft_2007,Sapelo_River_Site_1_Plain,12,14,1.0718,0.01254
Craft_2007,Sapelo_River_Site_1_Plain,14,16,1.0499,0.01133
Craft_2007,Sapelo_River_Site_1_Plain,16,18,1.1622,0.00887
Craft_2007,Sapelo_River_Site_1_Plain,18,20,1.1639,0.00693
Craft_2007,Sapelo_River_Site_1_Plain,20,22,1.2822,0.00655
Craft_2007,Sapelo_River_Site_1_Plain,22,24,1.2515,0.00698
Craft_2007,Sapelo_River_Site_1_Plain,24,26,1.2122,0.00538
Craft_2007,Sapelo_River_Site_1_Plain,26,28,1.1857,0.00792
Craft_2007,Sapelo_River_Site_1_Plain,28,30,1.4516,0.00681
Craft_2007,Sapelo_River_Site_2_Levee,0,2,0.3491,0.01796
Craft_2007,Sapelo_River_Site_2_Levee,2,4,0.514,0.02086
Craft_2007,Sapelo_River_Site_2_Levee,4,6,0.5697,0.02445
Craft_2007,Sapelo_River_Site_2_Levee,6,8,0.532,0.0233
Craft_2007,Sapelo_River_Site_2_Levee,8,10,0.4657,0.04427
Craft_2007,Sapelo_River_Site_2_Levee,10,12,0.3988,0.05095
Craft_2007,Sapelo_River_Site_2_Levee,12,14,0.4102,0.04672
Craft_2007,Sapelo_River_Site_2_Levee,14,16,0.4098,0.04548
Craft_2007,Sapelo_River_Site_2_Levee,16,18,0.4744,0.04939
Craft_2007,Sapelo_River_Site_2_Levee,18,20,0.3845,0.06504
Craft_2007,Sapelo_River_Site_2_Levee,20,22,0.4248,0.0605
Craft_2007,Sapelo_River_Site_2_Levee,22,24,0.4337,0.04573
Craft_2007,Sapelo_River_Site_2_Levee,24,26,0.4934,0.04544
Craft_2007,Sapelo_River_Site_2_Levee,26,28,0.5743,0.04044
Craft_2007,Sapelo_River_Site_2_Levee,28,30,0.6466,0.03255
Craft_2007,Sapelo_River_Site_2_Plain,0,2,0.3044,0.03359
Craft_2007,Sapelo_River_Site_2_Plain,2,4,0.3238,0.04141
Craft_2007,Sapelo_River_Site_2_Plain,4,6,0.5245,0.04034
Craft_2007,Sapelo_River_Site_2_Plain,6,8,0.4516,0.03729
Craft_2007,Sapelo_River_Site_2_Plain,8,10,0.5333,0.03755
Craft_2007,Sapelo_River_Site_2_Plain,10,12,0.5287,0.03784
Craft_2007,Sapelo_River_Site_2_Plain,12,14,0.4142,0.04201
Craft_2007,Sapelo_River_Site_2_Plain,14,16,0.3894,0.04182
Craft_2007,Sapelo_River_Site_2_Plain,16,18,0.3001,0.05272
Craft_2007,Sapelo_River_Site_2_Plain,18,20,0.388,0.04132
Craft_2007,Sapelo_River_Site_2_Plain,20,22,0.5974,0.04631
Craft_2007,Sapelo_River_Site_2_Plain,22,24,0.3724,0.03726
Craft_2007,Sapelo_River_Site_2_Plain,24,26,0.4404,0.05859
Craft_2007,Sapelo_River_Site_2_Plain,26,28,0.5101,0.04568
Craft_2007,Sapelo_River_Site_3_Levee,0,2,0.3254,0.04565
Craft_2007,Sapelo_River_Site_3_Levee,2,4,0.3856,0.04371
Craft_2007,Sapelo_River_Site_3_Levee,4,6,0.4487,0.04598
Craft_2007,Sapelo_River_Site_3_Levee,6,8,0.3812,0.04547
Craft_2007,Sapelo_River_Site_3_Levee,8,10,0.3868,0.04741
Craft_2007,Sapelo_River_Site_3_Levee,10,12,0.4635,0.04521
Craft_2007,Sapelo_River_Site_3_Levee,12,14,0.4028,0.06344
Craft_2007,Sapelo_River_Site_3_Levee,14,16,0.2337,0.06338
Craft_2007,Sapelo_River_Site_3_Levee,16,18,0.2692,0.06712
Craft_2007,Sapelo_River_Site_3_Levee,18,20,0.4101,0.05172
Craft_2007,Sapelo_River_Site_3_Levee,20,22,0.3043,0.06361
Craft_2007,Sapelo_River_Site_3_Levee,22,24,0.4227,0.04554
Craft_2007,Sapelo_River_Site_3_Levee,24,26,0.4642,0.03896
Craft_2007,Sapelo_River_Site_3_Levee,26,28,0.5077,0.04425
Craft_2007,Sapelo_River_Site_3_Plain,0,2,0.3051,0.05052
Craft_2007,Sapelo_River_Site_3_Plain,2,4,0.384,0.05195
Craft_2007,Sapelo_River_Site_3_Plain,4,6,0.4506,0.05199
Craft_2007,Sapelo_River_Site_3_Plain,6,8,0.4382,0.05327
Craft_2007,Sapelo_River_Site_3_Plain,8,10,0.4655,0.04152
Craft_2007,Sapelo_River_Site_3_Plain,10,12,0.5069,0.03756
Craft_2007,Sapelo_River_Site_3_Plain,12,14,0.3873,0.04698
Craft_2007,Sapelo_River_Site_3_Plain,14,16,0.4164,0.04062
Craft_2007,Sapelo_River_Site_3_Plain,16,18,0.4368,0.03861
Craft_2007,Sapelo_River_Site_3_Plain,18,20,0.415,0.03734
Craft_2007,Sapelo_River_Site_3_Plain,20,22,0.3974,0.03756
Craft_2007,Sapelo_River_Site_3_Plain,22,24,0.368,0.03683
Craft_2007,Sapelo_River_Site_3_Plain,24,26,0.3623,0.03915
Craft_2007,Sapelo_River_Site_3_Plain,26,28,0.3497,0.03507
Craft_2007,Sapelo_River_Site_3_Plain,28,30,0.4193,0.03617
