study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,fraction_nitrogen
Piazza_et_al_2020,CRMS0128,0128_2,6,8,0.1035,0.749609,0.303768,9.8891,2.4987,NA,0.018004
Piazza_et_al_2020,CRMS0128,0128_2,8,10,0.1156,0.681752,0.287757,14.8127,8.603,NA,0.016883
Piazza_et_al_2020,CRMS0128,0128_2,10,12,0.138,0.549524,0.227893,11.7625,2.2766,NA,0.01261
Piazza_et_al_2020,CRMS0128,0128_2,12,14,0.1367,0.556172,0.22539,14.0846,3.1907,NA,0.012277
Piazza_et_al_2020,CRMS0128,0128_2,14,16,0.127,0.580734,0.25339500000000004,11.0165,3.0189,NA,0.014901
Piazza_et_al_2020,CRMS0128,0128_2,16,18,0.1208,0.646722,0.290669,26.5417,2.3305,NA,0.015745
Piazza_et_al_2020,CRMS0128,0128_2,18,20,0.1205,0.6801130000000001,0.29788,25.4441,3.1519,NA,0.015612
Piazza_et_al_2020,CRMS0128,0128_2,20,22,0.1177,0.662427,0.275864,33.1299,3.5313,NA,0.014818
Piazza_et_al_2020,CRMS0128,0128_2,22,24,0.1298,0.529863,0.24436800000000003,50.484,3.1424,NA,0.014199999999999999
Piazza_et_al_2020,CRMS0128,0128_2,24,26,0.1536,0.46981900000000004,0.20276,118.451,3.3956,NA,0.012546999999999999
Piazza_et_al_2020,CRMS0128,0128_2,26,28,0.1571,0.463891,0.206616,146.3347,3.6265,NA,0.013173999999999998
Piazza_et_al_2020,CRMS0128,0128_2,28,30,0.137,0.583373,0.25456,159.9793,3.7161,NA,0.018527000000000002
Piazza_et_al_2020,CRMS0128,0128_2,30,32,0.114,0.6646510000000001,0.272681,119.8385,4.456,NA,0.018414
Piazza_et_al_2020,CRMS0128,0128_2,32,34,0.1062,0.665492,0.32445,90.0681,4.2623,NA,0.024394999999999997
Piazza_et_al_2020,CRMS0128,0128_2,34,36,0.1378,0.571648,0.25699500000000003,67.4534,3.3531,NA,0.019782
Piazza_et_al_2020,CRMS0128,0128_2,36,38,0.2119,0.34145699999999995,0.155915,24.2533,1.9377,NA,0.012209000000000001
Piazza_et_al_2020,CRMS0128,0128_2,38,40,0.2013,0.34428400000000003,0.151483,27.4613,2.2122,NA,0.011258999999999998
Piazza_et_al_2020,CRMS0135,0135_1,0,2,0.306,0.184086,0.04001299999999999,8.5053,2.3715,NA,0.006384999999999999
Piazza_et_al_2020,CRMS0135,0135_1,2,4,0.2927,0.193674,0.077233,1.2945,2.6445,NA,0.008523
Piazza_et_al_2020,CRMS0135,0135_1,4,6,0.2338,0.280986,0.043367,9.1964,3.0148,NA,0.006018
Piazza_et_al_2020,CRMS0135,0135_1,6,8,0.1771,0.324521,0.122988,9.3644,3.9819,NA,0.010647
Piazza_et_al_2020,CRMS0135,0135_1,8,10,0.1523,0.590618,0.130952,10.8058,4.821,NA,0.012108
Piazza_et_al_2020,CRMS0135,0135_1,10,12,0.1372,0.430556,0.164143,7.5509,4.0133,NA,0.012450000000000001
Piazza_et_al_2020,CRMS0135,0135_1,12,14,0.1448,0.386277,0.136385,16.5355,4.7099,NA,0.010291999999999999
Piazza_et_al_2020,CRMS0135,0135_1,14,16,0.1353,0.39542,0.138821,20.5476,5.4548,NA,0.013531999999999999
Piazza_et_al_2020,CRMS0135,0135_1,16,18,0.125,0.424667,0.156079,2.3605,4.4486,NA,0.011977
Piazza_et_al_2020,CRMS0135,0135_1,18,20,0.1393,0.43607100000000004,0.15876300000000002,12.4137,5.1814,NA,0.012775000000000002
Piazza_et_al_2020,CRMS0135,0135_1,20,22,0.173,0.365498,0.14947100000000002,15.6745,4.1819,NA,0.012105
Piazza_et_al_2020,CRMS0135,0135_1,22,24,0.1394,0.39373800000000003,0.15418300000000001,19.9711,4.0309,NA,0.011889
Piazza_et_al_2020,CRMS0135,0135_1,24,26,0.1666,0.373742,0.152415,29.0916,4.7013,NA,0.012854
Piazza_et_al_2020,CRMS0135,0135_1,26,28,0.2287,0.282956,0.095829,33.3933,3.2173,NA,0.005850999999999999
Piazza_et_al_2020,CRMS0135,0135_1,28,30,0.4599,0.109671,0.042038,21.4474,1.2217,NA,0.005926
Piazza_et_al_2020,CRMS0135,0135_1,30,32,0.6328,0.056536,0.011505000000000001,14.6869,0.9283,NA,0.002542
Piazza_et_al_2020,CRMS0135,0135_1,32,34,0.2032,0.30396,0.072781,57.5369,3.8288,NA,0.006548000000000001
Piazza_et_al_2020,CRMS0135,0135_1,34,36,0.2175,0.26458,0.097842,37.5489,2.6616,NA,0.0058720000000000005
Piazza_et_al_2020,CRMS0135,0135_1,36,38,0.2305,0.21128699999999997,0.075258,18.5044,3.5491,NA,0.00651
Piazza_et_al_2020,CRMS0135,0135_1,38,40,0.2389,0.218978,0.077095,11.969,3.2379,NA,0.004655
Piazza_et_al_2020,CRMS0135,0135_1,40,42,0.2609,0.207424,0.075208,9.419,2.1318,NA,0.004248
Piazza_et_al_2020,CRMS0135,0135_1,42,44,0.2871,0.18583300000000003,0.062692,4.6949,1.9372,NA,0.003458
Piazza_et_al_2020,CRMS0135,0135_2,0,2,0.2793,0.172759,0.019302,-0.4207,4.3275,NA,0.0012230000000000001
Piazza_et_al_2020,CRMS0135,0135_2,2,4,0.7432,0.159771,0.020426000000000003,-1.3529,1.191,NA,0.001271
Piazza_et_al_2020,CRMS0135,0135_2,4,6,0.3069,0.220212,0.030939,2.5689,3.6558,NA,1.83e-4
Piazza_et_al_2020,CRMS0135,0135_2,6,8,0.1742,0.28057200000000004,0.064704,8.505,6.6049,NA,0.0027900000000000004
Piazza_et_al_2020,CRMS0135,0135_2,8,10,0.1752,0.288594,0.057629,4.4569,4.9576,NA,0.002184
Piazza_et_al_2020,CRMS0135,0135_2,10,12,0.1514,0.34931199999999996,0.136717,3.1541,7.7801,NA,0.007338
Piazza_et_al_2020,CRMS0135,0135_2,12,14,0.1742,0.314739,0.086684,3.8677,6.5048,NA,0.004144
Piazza_et_al_2020,CRMS0135,0135_2,14,16,0.131,0.379113,0.129336,21.7777,6.3628,NA,0.007638000000000001
Piazza_et_al_2020,CRMS0135,0135_2,16,18,0.1714,0.353176,0.11923199999999999,11.6284,4.9621,NA,0.005830999999999999
Piazza_et_al_2020,CRMS0135,0135_2,18,20,0.1931,0.302318,0.091021,6.4663,6.2176,NA,0.0043619999999999996
Piazza_et_al_2020,CRMS0135,0135_2,20,22,0.1661,0.372071,0.15135400000000002,14.4875,5.1224,NA,0.00791
Piazza_et_al_2020,CRMS0135,0135_2,22,24,0.2258,0.26276299999999997,0.080861,23.2014,5.5169,NA,0.00299
Piazza_et_al_2020,CRMS0135,0135_2,24,26,0.3836,0.132981,0.033749,15.0116,3.2799,NA,1.21e-4
Piazza_et_al_2020,CRMS0135,0135_2,26,28,0.6638,0.049676,0.009929,8.932,1.3592,NA,0
Piazza_et_al_2020,CRMS0135,0135_2,28,30,0.1908,0.304672,0.054314,55.6662,4.864,NA,0.001211
Piazza_et_al_2020,CRMS0135,0135_2,30,32,0.1523,0.408293,0.141994,66.0005,5.6975,NA,0.006091
Piazza_et_al_2020,CRMS0135,0135_2,32,34,0.1902,0.269527,0.109301,20.5086,5.9817,NA,0.004344
Piazza_et_al_2020,CRMS0135,0135_2,34,36,0.2481,0.157927,0.069995,17.3103,5.0321,NA,0.001979
Piazza_et_al_2020,CRMS0135,0135_2,36,38,0.2931,0.16379100000000002,0.056511,7.9177,4.9557,NA,0.001419
Piazza_et_al_2020,CRMS0135,0135_2,38,40,0.1945,0.247916,0.100395,11.9329,7.4688,NA,0.003058
Piazza_et_al_2020,CRMS0135,0135_2,40,42,0.2012,0.239464,0.08731299999999999,8.6292,4.4427,NA,0.002342
Piazza_et_al_2020,CRMS0135,0135_2,42,44,0.275,0.17697,0.072341,NA,NA,NA,0.001114
Piazza_et_al_2020,CRMS0135,0135_2,44,46,0.397,0.115841,0.041602,NA,NA,NA,2.1700000000000002e-4
Piazza_et_al_2020,CRMS0135,0135_2,46,48,0.4044,0.119393,0.040126999999999996,NA,NA,NA,9.599999999999999e-5
Piazza_et_al_2020,CRMS0147,0147_1,0,2,0.2712,0.149708,0.035653000000000004,2.7816,1.2387,NA,0.002768
Piazza_et_al_2020,CRMS0147,0147_1,2,4,0.5328,0.15618,0.03384,3.6573,0.5325,NA,0.002035
Piazza_et_al_2020,CRMS0147,0147_1,4,6,0.249,0.240956,0.081938,5.8096,1.4889,NA,0.004719999999999999
Piazza_et_al_2020,CRMS0147,0147_1,6,8,0.2664,0.26637299999999997,0.071034,6.2874,1.3746,NA,0.004073
Piazza_et_al_2020,CRMS0147,0147_1,8,10,0.2798,0.270963,0.098799,5.1897,1.0139,NA,0.0051849999999999995
Piazza_et_al_2020,CRMS0147,0147_1,10,12,0.2595,0.270661,0.061672000000000005,7.3741,1.3621,NA,0.003228
Piazza_et_al_2020,CRMS0147,0147_1,12,14,0.2443,0.251323,0.06681,9.4772,1.4932,NA,0.0034360000000000003
Piazza_et_al_2020,CRMS0147,0147_1,14,16,0.2492,0.229792,0.072623,12.132,1.0335,NA,0.0038309999999999998
Piazza_et_al_2020,CRMS0147,0147_1,16,18,0.2878,0.18016300000000002,0.05148,13.6994,1.3158,NA,0.0028039999999999996
Piazza_et_al_2020,CRMS0147,0147_1,18,20,0.4288,0.126587,0.048974000000000004,8.7694,0.9744,NA,0.002034
Piazza_et_al_2020,CRMS0147,0147_1,20,22,0.4343,0.11140599999999999,0.02418,17.5977,1.0098,NA,0.001276
Piazza_et_al_2020,CRMS0147,0147_1,22,24,0.263,0.235406,0.073636,17.7494,1.653,NA,0.004022
Piazza_et_al_2020,CRMS0147,0147_1,24,26,0.2915,0.200834,0.060112,8.1466,1.3044,NA,0.003121
Piazza_et_al_2020,CRMS0147,0147_1,26,28,0.2881,0.232099,0.07854599999999999,7.0193,1.2702,NA,0.004152
Piazza_et_al_2020,CRMS0147,0147_1,28,30,0.2602,0.19079999999999997,0.063301,5.3564,1.3583,NA,0.0033339999999999997
Piazza_et_al_2020,CRMS0147,0147_1,30,32,0.2123,0.277341,0.106905,2.0044,1.2484,NA,0.005397
Piazza_et_al_2020,CRMS0147,0147_1,32,34,0.1731,0.333904,0.111951,3.0617,2.0536,NA,0.005726
Piazza_et_al_2020,CRMS0147,0147_1,34,36,0.1965,0.300568,0.130711,0.2232,1.9714,NA,0.006307
Piazza_et_al_2020,CRMS0147,0147_1,36,38,0.3576,0.17215499999999997,0.046876,1.9207,0.7516,NA,0.00232
Piazza_et_al_2020,CRMS0147,0147_1,38,40,0.4749,0.106853,0.028001,0.9597,0.8345,NA,0.001432
Piazza_et_al_2020,CRMS0147,0147_1,40,42,0.2722,0.200183,0.069612,NA,NA,NA,0.0035849999999999996
Piazza_et_al_2020,CRMS0147,0147_1,42,44,0.1915,0.197421,0.09861700000000001,NA,NA,NA,0.005476999999999999
Piazza_et_al_2020,CRMS0147,0147_1,44,46,0.2192,0.26796600000000004,0.111482,NA,NA,NA,0.006091
Piazza_et_al_2020,CRMS0147,0147_1,46,48,0.1909,0.308373,0.180792,NA,NA,NA,0.011696999999999999
Piazza_et_al_2020,CRMS0147,0147_1,48,50,0.1843,0.34675100000000003,0.16703199999999999,NA,NA,NA,0.008319
Piazza_et_al_2020,CRMS0147,0147_1,50,52,0.1812,0.337174,0.179105,NA,NA,NA,0.008036
Piazza_et_al_2020,CRMS0147,0147_2,0,2,0.4795,0.132411,0.050887,6.8673,2.2412,NA,0.003669
Piazza_et_al_2020,CRMS0147,0147_2,2,4,0.5512,0.16267700000000002,0.075961,2.9309,1.559,NA,0.004392
Piazza_et_al_2020,CRMS0147,0147_2,4,6,0.6306,0.13505599999999998,0.06954500000000001,3.547,1.8529,NA,0.004289
Piazza_et_al_2020,CRMS0147,0147_2,6,8,0.5524,0.149174,0.056527,1.356,2.1471,NA,0.003118
Piazza_et_al_2020,CRMS0147,0147_2,8,10,0.5553,0.130929,0.069635,4.0547,1.5785,NA,0.003798
Piazza_et_al_2020,CRMS0147,0147_2,10,12,0.5452,0.13122899999999998,0.054348,2.6728,2.0817,NA,0.0030930000000000003
Piazza_et_al_2020,CRMS0147,0147_2,12,14,0.5575,0.10526300000000001,0.0632,4.1527,2.2596,NA,0.0031130000000000003
Piazza_et_al_2020,CRMS0147,0147_2,14,16,0.6759,0.08985900000000001,0.048417,3.8227,1.8987,NA,0.002509
Piazza_et_al_2020,CRMS0147,0147_2,16,18,0.4904,0.16065200000000002,0.055330000000000004,14.4385,1.8048,NA,0.0031929999999999997
Piazza_et_al_2020,CRMS0147,0147_2,18,20,0.511,0.139511,0.060695,8.121,2.4396,NA,0.003442
Piazza_et_al_2020,CRMS0147,0147_2,20,22,0.5277,0.133911,0.05881,1.8075,1.6772,NA,0.003382
Piazza_et_al_2020,CRMS0147,0147_2,22,24,0.3254,0.259954,0.096177,0.4525,3.7203,NA,0.005008
Piazza_et_al_2020,CRMS0147,0147_2,24,26,0.5727,0.122762,0.03848,4.9014,2.0088,NA,0.0020250000000000003
Piazza_et_al_2020,CRMS0147,0147_2,26,28,0.9542,0.07796299999999999,0.022507000000000003,1.1402,1.2018,NA,0.001219
Piazza_et_al_2020,CRMS0147,0147_2,28,30,0.3574,0.266886,0.12257699999999999,-1.1139,3.1704,NA,0.006444999999999999
Piazza_et_al_2020,CRMS0147,0147_2,30,32,0.3633,0.24947,0.12043799999999999,-2.0579,2.4127,NA,0.005893000000000001
Piazza_et_al_2020,CRMS0147,0147_2,32,34,0.2844,0.348352,0.158606,5.4276,3.8097,NA,0.008268
Piazza_et_al_2020,CRMS0164,0164_1,0,2,0.1149,0.30506900000000003,0.152088,6.2623,2.2341,NA,0.008153
Piazza_et_al_2020,CRMS0164,0164_1,2,4,0.2632,0.263928,0.085213,5.376,1.0355,NA,0.005873000000000001
Piazza_et_al_2020,CRMS0164,0164_1,4,6,0.2072,0.33264499999999997,0.080782,6.4861,1.2071,NA,0.005584
Piazza_et_al_2020,CRMS0164,0164_1,6,8,0.1537,0.371176,0.09609,8.6472,1.6031,NA,0.007069
Piazza_et_al_2020,CRMS0164,0164_1,8,10,0.1388,0.311201,0.12102600000000001,11.6431,1.8285,NA,0.009186
Piazza_et_al_2020,CRMS0164,0164_1,10,12,0.1788,0.327963,0.114016,3.1937,1.2733,NA,0.008889000000000001
Piazza_et_al_2020,CRMS0164,0164_1,12,14,0.174,0.338045,0.147597,6.4781,1.4157,NA,0.011378999999999998
Piazza_et_al_2020,CRMS0164,0164_1,14,16,0.1521,0.411842,0.147974,8.2441,1.6685,NA,0.010749
Piazza_et_al_2020,CRMS0164,0164_1,16,18,0.2026,0.298026,0.098232,11.4808,1.2715,NA,0.006908
Piazza_et_al_2020,CRMS0164,0164_1,18,20,0.1717,0.367133,0.09899,8.8712,1.6307,NA,0.007038
Piazza_et_al_2020,CRMS0164,0164_1,20,22,0.1218,0.45640300000000006,0.142075,16.15,1.9919,NA,0.010584
Piazza_et_al_2020,CRMS0164,0164_1,22,24,0.0993,0.5484709999999999,0.195976,18.016,2.4448,NA,0.014796
Piazza_et_al_2020,CRMS0164,0164_1,24,26,0.1038,0.537868,0.204263,20.6586,3.3428,NA,0.016689
Piazza_et_al_2020,CRMS0164,0164_1,26,28,0.0938,0.48682200000000003,0.17569700000000002,74.8613,3.9917,NA,0.012784
Piazza_et_al_2020,CRMS0164,0164_1,28,30,0.1282,0.452962,0.164457,73.5755,3.4343,NA,0.012341999999999999
Piazza_et_al_2020,CRMS0164,0164_1,30,32,0.087,0.576522,0.20118099999999997,64.6871,4.2896,NA,0.014981
Piazza_et_al_2020,CRMS0164,0164_1,32,34,0.1095,0.57336,0.233685,46.5274,3.7725,NA,0.01719
Piazza_et_al_2020,CRMS0164,0164_1,34,36,0.0981,0.6737829999999999,0.260957,9.3791,3.4106,NA,0.019334
Piazza_et_al_2020,CRMS0164,0164_1,36,38,0.096,0.689655,0.284588,5.7135,2.6818,NA,0.020227
Piazza_et_al_2020,CRMS0164,0164_1,38,40,0.0933,0.68369,0.282998,10.0759,3.3062,NA,0.019747
Piazza_et_al_2020,CRMS0164,0164_1,40,42,0.1276,0.529602,0.219302,-0.898,2.75,NA,0.014129000000000001
Piazza_et_al_2020,CRMS0164,0164_1,42,44,0.1578,0.468669,0.171651,NA,NA,NA,0.010920000000000001
Piazza_et_al_2020,CRMS0164,0164_1,44,46,0.1522,0.511649,0.19936199999999998,NA,NA,NA,0.013426
Piazza_et_al_2020,CRMS0164,0164_2,0,2,0.1695,0.304435,0.094942,6.3918,2.2328,NA,0.0066
Piazza_et_al_2020,CRMS0164,0164_2,2,4,0.2378,0.293627,0.06646,3.89,1.7682,NA,0.004738
Piazza_et_al_2020,CRMS0164,0164_2,4,6,0.1784,0.409574,0.11557600000000001,4.7364,2.1353,NA,0.008202000000000001
Piazza_et_al_2020,CRMS0164,0164_2,6,8,0.1972,0.34798,0.110683,7.767,1.4068,NA,0.00828
Piazza_et_al_2020,CRMS0164,0164_2,8,10,0.1472,0.42182699999999995,0.15145799999999998,5.0007,2.5225,NA,0.012513000000000002
Piazza_et_al_2020,CRMS0164,0164_2,10,12,0.1713,0.393361,0.149996,13.8006,2.0027,NA,0.011021000000000001
Piazza_et_al_2020,CRMS0164,0164_2,12,14,0.1609,0.40023800000000004,0.148293,10.5546,1.7511,NA,0.010818000000000001
Piazza_et_al_2020,CRMS0164,0164_2,14,16,0.1472,0.434161,0.13173400000000002,11.2998,1.8615,NA,0.009612
Piazza_et_al_2020,CRMS0164,0164_2,16,18,0.1152,0.478882,0.16251000000000002,22.0012,3.1095,NA,0.012643999999999999
Piazza_et_al_2020,CRMS0164,0164_2,18,20,0.0921,0.515157,0.177264,2.4346,4.1623,NA,0.013303
Piazza_et_al_2020,CRMS0164,0164_2,20,22,0.0801,0.5883700000000001,0.188299,0,4.4464,NA,0.014661
Piazza_et_al_2020,CRMS0164,0164_2,22,24,0.0934,0.617479,0.23308399999999999,6.5946,4.1609,NA,0.016304
Piazza_et_al_2020,CRMS0164,0164_2,24,26,0.0878,0.620214,0.229693,14.3187,4.1795,NA,0.015808
Piazza_et_al_2020,CRMS0164,0164_2,26,28,0.116,0.5830259999999999,0.23275600000000002,20.3382,2.9702,NA,0.014547000000000001
Piazza_et_al_2020,CRMS0164,0164_2,28,30,0.1189,0.508369,0.20298100000000002,84.0624,3.0507,NA,0.013189
Piazza_et_al_2020,CRMS0164,0164_2,30,32,0.0948,0.625,0.238452,56.2084,4.4437,NA,0.016249
Piazza_et_al_2020,CRMS0164,0164_2,32,34,0.094,0.696039,0.264693,20.746,2.9989,NA,0.016357999999999998
Piazza_et_al_2020,CRMS0164,0164_2,34,36,0.1024,0.727859,0.256705,1.2814,3.8443,NA,0.015896999999999998
Piazza_et_al_2020,CRMS0164,0164_2,36,38,0.0915,0.7329380000000001,0.250919,0.3553,3.8376,NA,0.017039
Piazza_et_al_2020,CRMS0164,0164_2,38,40,0.0935,0.7014119999999999,0.264461,11.1504,2.9322,NA,0.017662999999999998
Piazza_et_al_2020,CRMS0219,0219_1,0,2,0.0197,0.8417619999999999,0.397887,25.3826,29.588,NA,0.025055
Piazza_et_al_2020,CRMS0219,0219_1,2,4,0.0386,0.876997,0.41452500000000003,14.8529,13.9706,NA,0.022463
Piazza_et_al_2020,CRMS0219,0219_1,4,6,0.0653,0.907889,0.426394,3.1295,8.4322,NA,0.018712
Piazza_et_al_2020,CRMS0219,0219_1,6,8,0.0436,0.903654,0.431006,3.5808,12.6955,NA,0.026373999999999998
Piazza_et_al_2020,CRMS0219,0219_1,8,10,0.042,0.905691,0.434272,0,0,NA,0.025575
Piazza_et_al_2020,CRMS0219,0219_1,10,12,0.0485,0.9144599999999999,0.44968400000000003,1.8154,11.8294,NA,0.025728
Piazza_et_al_2020,CRMS0219,0219_1,12,14,0.0413,0.918333,0.441502,0,0,NA,0.025951
Piazza_et_al_2020,CRMS0219,0219_1,14,16,0.0356,0.927022,0.45027900000000004,16.0345,15.6356,NA,0.024183
Piazza_et_al_2020,CRMS0219,0219_1,16,18,0.0404,0.916667,0.45150100000000004,8.3626,13.7034,NA,0.023932000000000002
Piazza_et_al_2020,CRMS0219,0219_1,18,20,0.0404,0.900407,0.454108,22.7687,13.6331,NA,0.021421000000000003
Piazza_et_al_2020,CRMS0219,0219_1,20,22,0.0735,0.873578,0.440867,60.0853,7.3369,NA,0.02284
Piazza_et_al_2020,CRMS0219,0219_1,22,24,0.079,0.8367319999999999,0.42069,105.5692,7.0068,NA,0.025182000000000003
Piazza_et_al_2020,CRMS0219,0219_2,0,2,0.0443,0.857916,0.411115,14.3481,15.8252,NA,0.026425
Piazza_et_al_2020,CRMS0219,0219_2,2,4,0.0557,0.878264,0.424914,-3.0547,8.3494,NA,0.026531
Piazza_et_al_2020,CRMS0219,0219_2,4,6,0.057,0.895899,0.44796199999999997,0.1992,13.9472,NA,0.026814
Piazza_et_al_2020,CRMS0219,0219_2,6,8,0.053900000000000003,0.893513,0.44479599999999997,6.9837,14.2584,NA,0.027844
Piazza_et_al_2020,CRMS0219,0219_2,8,10,0.0487,0.904432,0.466967,32.7151,14.1498,NA,0.024606
Piazza_et_al_2020,CRMS0219,0219_2,10,12,0.0391,0.920403,0.475578,62.9188,13.2651,NA,0.023622999999999998
Piazza_et_al_2020,CRMS0219,0219_2,12,14,0.0394,0.9228069999999999,0.477099,-17.2747,20.3898,NA,0.021293000000000003
Piazza_et_al_2020,CRMS0219,0219_2,14,16,0.0433,0.924409,0.48644,-7.5378,17.9652,NA,0.021168
Piazza_et_al_2020,CRMS0219,0219_2,16,18,0.0563,0.924747,0.48558100000000004,14.5353,13.7388,NA,0.020063
Piazza_et_al_2020,CRMS0219,0219_2,18,20,0.0732,0.9,0.482294,1.3917,10.7163,NA,0.019188
Piazza_et_al_2020,CRMS0219,0219_2,20,22,0.0907,0.85592,0.432467,59.1627,6.4729,NA,0.022748
Piazza_et_al_2020,CRMS0219,0219_2,22,24,0.0444,0.838873,0.44470999999999994,141.3649,16.9293,NA,0.021359
Piazza_et_al_2020,CRMS0268,0268_1,0,2,0.032,0.7852840000000001,0.356599,-19.5145,26.0193,NA,0.025425
Piazza_et_al_2020,CRMS0268,0268_1,2,4,0.0536,0.820726,0.38976500000000003,0,25.8957,NA,0.026816
Piazza_et_al_2020,CRMS0268,0268_1,4,6,0.0684,0.826858,0.394697,14.4834,10.2631,NA,0.024765000000000002
Piazza_et_al_2020,CRMS0268,0268_1,6,8,0.0586,0.8451730000000001,0.391486,7.1434,11.949,NA,0.026347
Piazza_et_al_2020,CRMS0268,0268_1,8,10,0.0578,0.8023739999999999,0.373373,39.5109,12.6638,NA,0.027356
Piazza_et_al_2020,CRMS0268,0268_1,10,12,0.0468,0.841733,0.39490499999999995,58.1244,15.6844,NA,0.025221
Piazza_et_al_2020,CRMS0268,0268_1,12,14,0.0819,0.7800480000000001,0.37375,54.074,14.647,NA,0.024524
Piazza_et_al_2020,CRMS0268,0268_1,14,16,0.1027,0.7473860000000001,0.35151499999999997,33.4364,5.0431,NA,0.024624999999999998
Piazza_et_al_2020,CRMS0268,0268_1,16,18,0.0877,0.709654,0.342554,170.2193,12.9367,NA,0.024940000000000004
Piazza_et_al_2020,CRMS0268,0268_1,18,20,0.0751,0.6715009999999999,0.320249,171.6524,13.7119,NA,0.023331
Piazza_et_al_2020,CRMS0268,0268_1,20,22,0.0751,0.6458799999999999,0.309821,123.5663,14.854,NA,0.022362000000000003
Piazza_et_al_2020,CRMS0268,0268_1,22,24,0.0626,0.718981,0.342596,42.7967,6.3949,NA,0.021547
Piazza_et_al_2020,CRMS0268,0268_1,24,26,0.0644,0.6705880000000001,0.310785,68.0416,6.3568,NA,0.02146
Piazza_et_al_2020,CRMS0268,0268_1,26,28,0.0547,0.795474,0.380016,8.5159,23.7945,NA,0.021498
Piazza_et_al_2020,CRMS0268,0268_1,28,30,0.0613,0.791084,0.36485500000000004,24.2745,5.1018,NA,0.021317
Piazza_et_al_2020,CRMS0268,0268_1,30,32,0.0724,0.8772620000000001,0.41578400000000004,11.8596,5.2945,NA,0.023846
Piazza_et_al_2020,CRMS0268,0268_1,32,34,0.0746,0.881135,0.442046,5.3072,4.6667,NA,0.026634
Piazza_et_al_2020,CRMS0268,0268_1,34,36,0.0335,NA,NA,NA,NA,NA,NA
Piazza_et_al_2020,CRMS0268,0268_2,0,2,0.0403,0.8035089999999999,0.370275,11.7917,9.1118,NA,0.02379
