study_id,site_id,core_id,latitude,longitude,year,habitat,country,admin_division
Kauffman et al 2020 Brazil,Marisma High,JBK Marisma High 4,-1.158889,-46.83861,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma High,JBK Marisma High 5,-1.157778,-46.8775,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma High,JBK Marisma High 6,-1.156944,-46.87528,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Low,JBK Marisma Low 1,-1.125556,-46.87389,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Low,JBK Marisma Low 2,-1.128056,-46.8725,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Low,JBK Marisma Low 3,-1.131111,-46.87139,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Low,JBK Marisma Low 4,-1.133611,-46.86972,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Low,JBK Marisma Low 5,-1.136667,-46.86833,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Low,JBK Marisma Low 6,-1.14,-46.91389,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Medium,JBK Marisma Medium 1,-1.105833,-46.91694,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Medium,JBK Marisma Medium 2,-1.105278,-46.91944,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Medium,JBK Marisma Medium 3,-1.104444,-46.92222,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Medium,JBK Marisma Medium 4,-1.103889,-46.925,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Medium,JBK Marisma Medium 5,-1.103611,-46.92833,2017,marsh,Brazil,Pará
Kauffman et al 2020 Brazil,Marisma Medium,JBK Marisma Medium 6,-1.102778,-46.68833,2017,marsh,Brazil,Pará
Lacerda et al 1997,Sepetiba bay,MC 14,-22.9722,-43.7116,NA,marsh,Brazil,Rio de Janeiro
Lacerda et al 1997,Sepetiba bay,MC 15,-22.9722,-43.7116,NA,marsh,Brazil,Rio de Janeiro
Neto and Lana 1997,Paranaguá Bay,MC 25,-25.4944,-48.6411,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 26,-25.4543,-48.5939,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 27,-25.5129,-48.5911,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 28,-25.4534,-48.5329,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 29,-25.4762,-48.5027,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 30,-25.5104,-48.4614,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 31,-25.5528,-48.4393,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 32,-25.5133,-48.4274,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 33,-25.54,-48.4059,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 34,-25.546,-48.4148,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 35,-25.5507,-48.3917,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 36,-25.545,-48.3743,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 37,-25.5119,-48.4403,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 38,-25.557,-48.3647,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 39,-25.5604,-48.3169,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 40,-25.5507,-48.3917,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 41,-25.545,-48.3743,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 42,-25.545,-48.3743,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 43,-25.557,-48.3647,1991,marsh,Brazil,Paraná
Neto and Lana 1997,Paranaguá Bay,MC 44,-25.5604,-48.3169,1991,marsh,Brazil,Paraná
Raw et al 2020,Knysna Estuary,Knysna_1_1,-34.045289,23.065186,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_1_2,-34.045289,23.065186,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_1_3,-34.045289,23.065186,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_2_1,-34.051631,23.046969,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_2_2,-34.051631,23.046969,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_2_3,-34.051631,23.046969,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_3_1,-34.042853,23.015361,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_3_2,-34.042853,23.015361,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_3_3,-34.042853,23.015361,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_4_1,-34.055256,23.016786,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_4_2,-34.055256,23.016786,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_4_3,-34.055256,23.016786,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_5_1,-34.040994,23.003736,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_5_2,-34.040994,23.003736,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_5_3,-34.040994,23.003736,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_6_1,-34.025847,22.989842,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_6_2,-34.025847,22.989842,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_6_3,-34.025847,22.989842,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_7_1,-34.025483,22.989683,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_7_2,-34.025483,22.989683,2018,marsh,South Africa,Western Cape
Raw et al 2020,Knysna Estuary,Knysna_7_3,-34.025483,22.989683,2018,marsh,South Africa,Western Cape
Zanin 2003,Floripa/Ratones,MC 45,-27.4517,-48.5278,2000,marsh,Brazil,Santa Catarina
Zanin 2003,Floripa/Ratones,MC 46,-27.4517,-48.5278,2000,marsh,Brazil,Santa Catarina
Zanin 2003,Floripa/Ratones,MC 47,-27.4519,-48.5364,2000,marsh,Brazil,Santa Catarina
Zanin 2003,Floripa/Ratones,MC 48,-27.4519,-48.5364,2000,marsh,Brazil,Santa Catarina
Zanin 2003,Floripa/Ratones,MC 49,-27.4531,-48.5303,2000,marsh,Brazil,Santa Catarina
Zanin 2003,Floripa/Ratones,MC 50,-27.4531,-48.5303,2000,marsh,Brazil,Santa Catarina
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-1-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-2-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-3-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Black pipe-4-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-1-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-2-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-3-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc center-4-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-1-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-2-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-3-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Back channel-4-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-1-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-2-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-3-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Adams and Human 2016,St Lucia,Adams_and_Human_2016_St Lucia-Croc memorial-4-core-1,-28.383,32.2529,2014,mangrove,South Africa,Kwazulu-Natal
Bekker 2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-1,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-2,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-3,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Bassia diffusa-Intertidal-surface sample-4,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-1,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-2,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-3,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-4,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Disphyma crassifolium-Supratidal-surface sample-5,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-1,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-2,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Salicornia tegetaria-Intertidal-surface sample-3,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-1,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-2,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-3,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-4,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-1,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-2,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-3,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Tri_bul-Intertidal-surface sample-4,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Spartina maritima-Intertidal-surface sample-5,-34.0827,23.06145,2015,marsh,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-1,-34.0827,23.06145,2015,seagrass,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-2,-34.0827,23.06145,2015,seagrass,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-3,-34.0827,23.06145,2015,seagrass,South Africa,Western Cape
Bekker 2015,Knysna,Knysna-Zostera capensis-Submerged-surface sample-4,-34.0827,23.06145,2015,seagrass,South Africa,Western Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 1,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 2,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 3,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-surface sample 4,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 1,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 2,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 3,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-surface sample 4,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 2,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 3,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 1 Zone b-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Summer-Transect 2 Zone b-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 1 Zone b-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Salicornia decumbens-Winter-Transect 2 Zone b-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 1 Zone c-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Summer-Transect 2 Zone c-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 1 Zone c-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 4,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 5,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Trig_sp-Winter-Transect 2 Zone c-surface sample 6,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 1,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 2,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Juncus kraussii-Summer-Transect 2-core 3,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 1,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 2,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Juncus kraussii-Winter-Transect 2-core 3,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 1,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 2,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 1-core 3,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 1,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 2,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Summer-Transect 3-core 3,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 1,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 2,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 1-core 3,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 3-core 1,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 3-core 2,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Mngazi,Mngazi-Stenotaphrum secundatum-Winter-Transect 3-core 3,-31.677183,29.463133,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 1-core 1,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Seekoei,Seekoei-Sporobolus virginicus-Winter-Transect 2-core 1,-34.08667,24.91074,2004,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Zostera capensis-Summer-Transect 1 Zone a-core 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Zostera capensis-Summer-Transect 2 Zone a-core 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Zostera capensis-Winter-Transect 1 Zone a-core 1,-34.142967,24.5,2005,marsh,South Africa,Eastern Cape
Bezuidenhout et al 2011,Kromme,Kromme-Zostera capensis-Winter-Transect 2 Zone a-core 1,-34.142967,24.842728,2005,marsh,South Africa,Eastern Cape
