study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Trettin_et_al_2017,9021,9021_5,20,25,0.608,0.0271
Trettin_et_al_2017,9021,9021_5,35,40,0.6,0.024900000000000002
Trettin_et_al_2017,9021,9021_5,145,150,0.808,0.0207
Trettin_et_al_2017,9022,9022_1,5,10,0.857,0.0173
Trettin_et_al_2017,9022,9022_1,20,25,0.808,0.0183
Trettin_et_al_2017,9022,9022_1,35,40,0.927,0.0124
Trettin_et_al_2017,9022,9022_1,70,75,0.807,0.014499999999999999
Trettin_et_al_2017,9022,9022_2,5,10,1.069,0.0102
Trettin_et_al_2017,9022,9022_2,20,25,0.918,0.0141
Trettin_et_al_2017,9022,9022_2,35,40,0.836,0.0123
Trettin_et_al_2017,9022,9022_2,70,75,0.81,0.0226
Trettin_et_al_2017,9022,9022_2,145,150,0.833,0.0163
Trettin_et_al_2017,9022,9022_3,5,10,0.691,0.0181
Trettin_et_al_2017,9022,9022_3,20,25,0.728,0.014499999999999999
Trettin_et_al_2017,9022,9022_3,35,40,0.679,0.0175
Trettin_et_al_2017,9022,9022_3,70,75,0.812,0.019299999999999998
Trettin_et_al_2017,9022,9022_3,145,150,0.767,0.0187
Trettin_et_al_2017,9022,9022_3,181,186,1.049,0.008
Trettin_et_al_2017,9022,9022_4,5,10,0.857,0.019
Trettin_et_al_2017,9022,9022_4,20,25,0.754,0.0126
Trettin_et_al_2017,9022,9022_4,35,40,0.728,0.015700000000000002
Trettin_et_al_2017,9022,9022_4,60,65,0.722,0.0171
Trettin_et_al_2017,9022,9022_5,5,10,1.015,0.011699999999999999
Trettin_et_al_2017,9022,9022_5,20,25,0.867,0.012199999999999999
Trettin_et_al_2017,9022,9022_5,35,40,0.744,0.010700000000000001
Trettin_et_al_2017,9022,9022_5,70,75,0.863,0.0129
Trettin_et_al_2017,9022,9022_5,145,150,0.712,0.0207
Trettin_et_al_2017,9022,9022_5,185,190,0.665,0.0169
Trettin_et_al_2017,9023,9023_1,5,10,0.795,0.0208
Trettin_et_al_2017,9023,9023_1,20,25,0.612,0.0191
Trettin_et_al_2017,9023,9023_1,35,40,0.739,0.0225
Trettin_et_al_2017,9023,9023_1,70,75,0.652,0.0204
Trettin_et_al_2017,9023,9023_2,5,10,0.697,0.018799999999999997
Trettin_et_al_2017,9023,9023_2,24,29,0.776,0.0184
Trettin_et_al_2017,9023,9023_2,35,40,0.708,0.0175
Trettin_et_al_2017,9023,9023_2,65,70,0.754,0.0171
Trettin_et_al_2017,9023,9023_2,145,150,0.756,0.0141
Trettin_et_al_2017,9023,9023_3,5,10,0.55,0.0281
Trettin_et_al_2017,9023,9023_3,20,25,0.695,0.0258
Trettin_et_al_2017,9023,9023_3,35,40,0.553,0.027999999999999997
Trettin_et_al_2017,9023,9023_3,70,75,0.636,0.019799999999999998
Trettin_et_al_2017,9023,9023_3,145,150,0.811,0.013600000000000001
Trettin_et_al_2017,9023,9023_4,5,10,0.602,0.024700000000000003
Trettin_et_al_2017,9023,9023_4,20,25,0.558,0.0239
Trettin_et_al_2017,9023,9023_4,35,40,0.774,0.0239
Trettin_et_al_2017,9023,9023_4,70,75,0.556,0.0265
Trettin_et_al_2017,9023,9023_4,145,150,0.707,0.0192
Trettin_et_al_2017,9023,9023_4,176,181,0.684,0.0168
Trettin_et_al_2017,9023,9023_5,5,10,0.563,0.0271
Trettin_et_al_2017,9023,9023_5,20,25,0.657,0.0219
Trettin_et_al_2017,9023,9023_5,35,40,0.694,0.022400000000000003
Trettin_et_al_2017,9023,9023_5,70,75,0.727,0.0171
Trettin_et_al_2017,9024,9024_1,5,10,0.805,0.029300000000000003
Trettin_et_al_2017,9024,9024_1,20,25,1.044,0.020499999999999997
Trettin_et_al_2017,9024,9024_1,35,40,1.14,0.018600000000000002
Trettin_et_al_2017,9024,9024_1,70,75,1.089,0.0332
Trettin_et_al_2017,9024,9024_1,145,150,1.242,0.012
Trettin_et_al_2017,9024,9024_1,190,195,0.909,0.0167
Trettin_et_al_2017,9024,9024_2,5,10,0.874,0.023700000000000002
Trettin_et_al_2017,9024,9024_2,20,25,0.904,0.0219
Trettin_et_al_2017,9024,9024_2,35,40,0.992,0.0192
Trettin_et_al_2017,9024,9024_2,70,75,0.616,0.0259
Trettin_et_al_2017,9024,9024_2,145,150,0.903,0.0203
Trettin_et_al_2017,9024,9024_2,190,195,1.013,0.0179
Trettin_et_al_2017,9024,9024_3,5,10,0.966,0.0206
Trettin_et_al_2017,9024,9024_3,20,25,0.922,0.018000000000000002
Trettin_et_al_2017,9024,9024_3,35,40,0.828,0.0192
Trettin_et_al_2017,9024,9024_3,70,75,1.059,0.020099999999999996
Trettin_et_al_2017,9024,9024_3,145,150,1.238,0.0088
Trettin_et_al_2017,9024,9024_3,190,195,0.813,0.0166
Trettin_et_al_2017,9024,9024_4,5,10,0.762,0.0336
Trettin_et_al_2017,9024,9024_4,20,25,0.81,0.0248
Trettin_et_al_2017,9024,9024_4,35,40,0.771,0.0282
Trettin_et_al_2017,9024,9024_4,70,75,0.942,0.023700000000000002
Trettin_et_al_2017,9024,9024_4,145,150,1.131,0.016399999999999998
Trettin_et_al_2017,9024,9024_4,190,195,1.025,0.0212
Trettin_et_al_2017,9025,9025_1,5,10,0.657,0.0263
Trettin_et_al_2017,9025,9025_1,20,25,0.688,0.0194
Trettin_et_al_2017,9025,9025_1,35,40,0.75,0.0173
Trettin_et_al_2017,9025,9025_1,70,75,0.863,0.0171
Trettin_et_al_2017,9025,9025_1,145,150,1.105,0.013500000000000002
Trettin_et_al_2017,9025,9025_2,5,10,0.637,0.018600000000000002
Trettin_et_al_2017,9025,9025_2,20,25,0.77,0.0182
Trettin_et_al_2017,9025,9025_2,35,40,0.733,0.018000000000000002
Trettin_et_al_2017,9025,9025_2,70,75,0.903,0.016399999999999998
Trettin_et_al_2017,9025,9025_3,5,10,0.533,0.030299999999999997
Trettin_et_al_2017,9025,9025_3,20,25,0.697,0.0231
Trettin_et_al_2017,9025,9025_3,35,40,0.665,0.0223
Trettin_et_al_2017,9025,9025_4,5,10,0.638,0.0215
Trettin_et_al_2017,9025,9025_4,20,25,0.825,0.0197
Trettin_et_al_2017,9025,9025_4,35,40,0.905,0.0149
Trettin_et_al_2017,9025,9025_4,70,75,0.725,0.0173
Trettin_et_al_2017,9025,9025_4,145,150,0.861,0.0148
Trettin_et_al_2017,9025,9025_4,177,182,0.773,0.026600000000000002
Trettin_et_al_2017,9025,9025_5,5,10,0.589,0.024300000000000002
Trettin_et_al_2017,9025,9025_5,20,25,0.612,0.0231
Trettin_et_al_2017,9025,9025_5,35,40,0.871,0.017
Trettin_et_al_2017,9025,9025_5,72,77,0.846,0.015700000000000002
Trettin_et_al_2017,9025,9025_5,145,150,0.927,0.0121
Trettin_et_al_2017,9025,9025_5,190,195,0.944,0.015
Trettin_et_al_2017,9027,9027_1,5,10,0.519,0.046799999999999994
Trettin_et_al_2017,9027,9027_1,20,25,0.527,0.0398
Trettin_et_al_2017,9027,9027_1,35,40,0.63,0.0391
Trettin_et_al_2017,9027,9027_1,70,75,0.62,0.0301
Trettin_et_al_2017,9027,9027_1,145,150,0.969,0.0183
Trettin_et_al_2017,9027,9027_1,190,195,1.218,0.0116
Trettin_et_al_2017,9027,9027_2,5,10,0.607,0.0318
Trettin_et_al_2017,9027,9027_2,20,25,0.568,0.0407
Trettin_et_al_2017,9027,9027_2,35,40,0.478,0.0384
Trettin_et_al_2017,9027,9027_2,69,74,0.874,0.026600000000000002
Trettin_et_al_2017,9027,9027_2,145,150,0.848,0.019799999999999998
Trettin_et_al_2017,9027,9027_3,20,25,0.767,0.0177
Trettin_et_al_2017,9027,9027_3,35,40,0.79,0.0273
Trettin_et_al_2017,9027,9027_3,70,75,0.727,0.0239
Trettin_et_al_2017,9027,9027_4,5,10,0.554,0.030299999999999997
Trettin_et_al_2017,9027,9027_4,20,25,0.615,0.030699999999999998
Trettin_et_al_2017,9027,9027_4,35,40,0.626,0.0369
Trettin_et_al_2017,9027,9027_4,65,70,0.928,0.0196
Trettin_et_al_2017,9027,9027_5,1,6,0.591,0.032400000000000005
Trettin_et_al_2017,9027,9027_5,20,25,0.837,0.0264
Trettin_et_al_2017,9027,9027_5,35,40,0.539,0.0528
Trettin_et_al_2017,9027,9027_5,65,70,0.75,0.023399999999999997
Trettin_et_al_2017,9027,9027_5,149,154,1.25,0.0129
