Site_id,lat,lon,replicate,sampling_date,depth,moisture_content_pcnt,bulk_density_g_cm_3,pcnt_organic_matter,total_c_g_kg,carbon_density_g_cm_3,total_n_g_kg,labile_c_g_kg,refractory_c_g_kg,total_p_mg_kg,total_ip_mg_kg,total_op_mg_kg,bg,xy,ap,extractable_ammonium,extractable_srp,potentially_mineralizable_ammonium,potentially_mineralizable_phosphorus
Marsh_3,29.446688,-89.905857,3,2019-08-07,0-10,74.46710,0.2687,nd,nd,nd,nd,nd,nd,nd,nd,nd,6660.43,429.71,3401.83,3.71,0.14,27.07,1.07
Marsh_3,29.446688,-89.905857,3,2019-08-07,40-50,81.66700,0.1908,nd,nd,nd,nd,nd,nd,nd,nd,nd,4374.89,2614.58,13254.10,10.82,0.45,13.92,0.75
Marsh_3,29.446688,-89.905857,3,2019-08-07,80-90,75.81890,0.2569,nd,nd,nd,nd,nd,nd,nd,nd,nd,31435.57,7342.00,8734.45,21.97,0.90,8.31,0.56
Marsh_3,29.446688,-89.905857,3,2019-08-07,120-130,85.53400,0.1357,nd,nd,nd,nd,nd,nd,nd,nd,nd,33244.03,12315.91,45783.06,40.54,0.96,14.61,0.95
Marsh_3,29.446688,-89.905857,3,2019-08-07,160-170,47.43610,0.7442,nd,nd,nd,nd,nd,nd,nd,nd,nd,381.37,171.83,938.77,8.89,0.23,5.29,0.11
Marsh_4,29.443585,-89.899836,1,2018-09-17,0-10,71.81123,0.3070,26.6667,97.6700,0.0300,5.0000,22.8086,74.8614,391.1111,127.9272,263.1839,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,10-20,71.80143,0.2876,28.2565,110.3200,0.0317,5.4300,21.8384,88.4816,383.5671,147.8495,235.7177,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,20-30,72.15654,0.2935,25.8391,96.4200,0.0283,4.9600,20.0271,76.3929,368.2092,156.4247,211.7845,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,30-40,72.51166,0.2994,23.4216,82.5200,0.0247,4.4900,18.2158,64.3042,352.8513,165.0000,187.8513,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,40-50,63.45168,0.3754,17.9108,59.7200,0.0224,3.2900,13.1678,46.5522,332.6257,216.3816,116.2441,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,50-60,54.39170,0.4515,12.4000,36.9200,0.0167,2.0900,8.1198,28.8002,312.4000,267.7632,44.6368,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,60-70,67.66886,0.3314,25.8007,96.6200,0.0320,5.0600,18.0710,78.5490,331.8806,191.4170,140.4635,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,70-80,80.94602,0.2113,39.2015,156.3200,0.0330,8.0300,28.0221,128.2979,351.3612,115.0709,236.2902,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,80-90,82.76428,0.1929,43.0499,178.5250,0.0344,9.8950,32.9062,145.6188,353.0999,103.8752,249.2247,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,90-100,84.58254,0.1744,46.8983,200.7300,0.0350,11.7600,37.7903,162.9397,354.8387,92.6796,262.1592,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,100-110,84.71935,0.1680,51.3237,224.3850,0.0377,12.9550,39.1452,185.2398,431.3585,98.9632,332.3953,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,110-120,84.85616,0.1616,55.7491,248.0400,0.0401,14.1500,40.5000,207.5400,463.5235,105.2469,358.2766,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,120-130,87.02802,0.1425,64.9826,307.5050,0.0438,17.5000,44.7212,262.7838,415.0152,81.8270,333.1882,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,130-140,89.19987,0.1234,74.2160,366.9700,0.0453,20.8500,48.9423,318.0277,366.5070,58.4071,308.0999,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,140-150,86.43841,0.1483,59.6500,289.1350,0.0429,16.6100,38.2116,250.9234,389.5035,99.7681,289.7354,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,150-160,83.67695,0.1732,45.0839,211.3000,0.0366,12.3700,27.4808,183.8192,412.5000,141.1290,271.3710,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,160-170,72.63709,0.3313,31.1827,133.1550,0.0441,7.7450,17.2462,115.9088,373.8532,173.2454,200.6078,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,170-180,61.59724,0.4894,17.2816,55.0100,0.0269,3.1200,7.0116,47.9984,335.2063,205.3618,129.8446,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,180-190,61.57919,0.5647,15.0706,42.6400,0.0241,2.6200,6.2239,36.4161,330.4046,215.2739,115.1306,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,1,2018-09-17,190-200,61.56114,0.6400,12.8596,30.2700,0.0194,2.1200,5.4361,24.8339,325.6028,225.1861,100.4167,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,0-10,70.47548,0.3248,24.7664,96.5700,0.0314,4.8500,25.0084,71.5616,434.3458,194.6782,239.6676,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,10-20,77.98759,0.2303,34.3750,133.0400,0.0306,6.7800,31.5556,101.4844,502.2569,122.9730,379.2840,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,20-30,73.69302,0.2845,28.5395,105.4050,0.0300,5.4850,24.8371,80.5679,434.2280,149.3821,284.8459,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,30-40,69.39845,0.3388,22.7041,77.7700,0.0264,4.1900,18.1186,59.6514,366.1990,175.7911,190.4078,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,40-50,65.55753,0.3595,18.1088,66.5800,0.0239,3.5000,15.0192,51.5608,380.6783,266.9653,113.7130,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,50-60,61.71661,0.3802,13.5135,55.3900,0.0211,2.8100,11.9198,43.4702,395.1577,358.1395,37.0181,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,60-70,69.76515,0.3126,21.4626,93.4200,0.0292,4.6500,18.4057,75.0143,390.2259,253.8732,136.3527,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,70-80,77.81370,0.2450,29.4118,131.4500,0.0322,6.4900,24.8916,106.5584,385.2941,149.6069,235.6872,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,80-90,81.24078,0.2038,41.6081,190.6800,0.0389,9.2900,32.8782,157.8018,391.4242,106.1454,285.2789,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,90-100,84.66786,0.1627,53.8043,249.9100,0.0407,12.0900,40.8649,209.0451,397.5543,62.6838,334.8705,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,100-110,84.15688,0.1654,48.7497,222.6600,0.0368,11.3950,39.6746,182.9854,443.1808,109.3222,333.8585,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,110-120,83.64590,0.1681,43.6950,195.4100,0.0328,10.7000,38.4844,156.9256,439.1129,155.9606,283.1523,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,120-130,85.51943,0.1619,57.2249,227.3150,0.0368,12.6950,40.4607,186.8543,367.4338,122.5041,244.9297,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,130-140,87.39296,0.1556,70.7547,259.2200,0.0403,14.6900,42.4371,216.7829,295.7547,89.0476,206.7071,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,140-150,87.53571,0.1580,66.3572,252.4500,0.0399,14.6750,40.5678,211.8822,319.9505,90.9765,228.9740,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,150-160,87.67847,0.1604,61.9597,245.6800,0.0394,14.6600,38.6985,206.9815,344.1463,92.9054,251.2408,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,160-170,71.77680,0.3673,36.7938,142.9850,0.0525,8.3950,22.1625,120.8225,333.9554,168.9867,164.9687,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,170-180,55.87514,0.5742,11.6279,40.2900,0.0231,2.1300,5.6265,34.6635,323.7645,245.0680,78.6965,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,180-190,52.49256,0.6386,10.8012,32.0300,0.0205,1.9650,4.9488,27.0812,338.3289,252.7589,85.5700,nd,nd,nd,nd,nd,nd,nd
Marsh_4,29.443585,-89.899836,2,2018-09-17,190-200,49.10998,0.7029,9.9744,23.7700,0.0167,1.8000,4.2711,19.4989,352.8932,260.4497,92.4435,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,1,2019-08-07,0-10,77.95395,0.2242,23.5294,131.832,nd,20.5800,111.2520,7.11,363.9706,nd,nd,5246.85,745.11,6954.40,6.10,0.40,11.652,2.4
Estuary,29.44657,-89.906330,1,2019-08-07,10-20,81.78300,0.1941,31.5603,156.178,nd,27.9839,128.1941,9.229,317.9078,nd,nd,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,1,2019-08-07,20-30,87.90943,0.1237,57.2650,287.331,nd,48.2515,239.0795,17.202,318.0912,nd,nd,28583.36,4818.15,28778.69,15.44,0.47,7.62,0.5
Estuary,29.44657,-89.906330,1,2019-08-07,30-40,83.50113,0.1638,44.1011,214.504,nd,36.2661,178.2379,14.416,288.9045,nd,nd,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,1,2019-08-07,40-50,79.47612,0.2097,39.7985,197.182,nd,24.7285,172.4535,11.615,229.9748,nd,nd,45308.14,6589.04,8796.71,11.51,0.15,4.02,0.16
Estuary,29.44657,-89.906330,2,2019-08-07,0-10,82.96435,0.1708,34.0000,158.496,nd,32.9346,125.5614,9.108,393.2500,nd,nd,33883.50,6403.67,22568.28,15.90,0.34,10.24,0.82
Estuary,29.44657,-89.906330,2,2019-08-07,10-20,84.68114,0.1616,40.5248,196.625,nd,39.1818,157.4432,11.139,354.3732,nd,nd,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,2,2019-08-07,20-30,86.95000,0.1329,53.3582,246.683,nd,41.6545,205.0285,14.581,303.7313,nd,nd,3327.42,1486.72,7504.39,29.12,0.36,10.85,0.62
Estuary,29.44657,-89.906330,2,2019-08-07,30-40,85.53481,0.1531,47.5655,243.91,nd,38.4643,205.4457,16.083,323.4082,nd,nd,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,2,2019-08-07,40-50,88.71642,0.1171,65.6250,336.651,nd,52.7232,283.9278,21.945,305.0781,nd,nd,5207.55,943.65,7619.10,33.57,0.73,10.71,0.84
Estuary,29.44657,-89.906330,3,2019-08-07,0-10,81.37091,0.1974,30.5994,145.327,nd,28.4759,116.8511,9.105,305.3628,nd,nd,5476.72,1849.52,10468.62,6.68,0.38,5.2,0.25
Estuary,29.44657,-89.906330,3,2019-08-07,10-20,82.65848,0.1895,31.4189,359.108,nd,28.6869,330.4211,21.505,336.3176,nd,nd,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,3,2019-08-07,20-30,89.26111,0.1138,71.9212,366.204,nd,63.1706,303.0334,21.274,300.7389,nd,nd,70575.17,7718.07,16826.79,16.43,0.29,5.58,0.38
Estuary,29.44657,-89.906330,3,2019-08-07,30-40,90.25037,0.1009,69.7248,365.466,nd,70.8869,294.5791,21.018,333.0275,nd,nd,nd,nd,nd,nd,nd,nd,nd
Estuary,29.44657,-89.906330,3,2019-08-07,40-50,81.28352,0.1863,43.3594,215.531,nd,33.7714,181.7596,13.927,302.9297,nd,nd,22410.09,6475.50,22697.39,10.37,0.28,3.36,0.08
