study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_sd,total_pb210_activity,total_pb210_activity_sd,ra226_activity,ra226_activity_sd,fraction_organic_matter_modeled,total_pb210_activity_modeled,cs137_activity_modeled,ra226_activity_modeled,th234_activity_modeled,th234_activity,th234_activity_sd,bi214_activity,bi214_activity_sd,bi214_activity_modeled,pb212_activity,pb212_activity_sd,be7_activity,be7_activity_sd,am241_activity,am241_activity_sd,fraction_carbon,refractory_carbon,labile_carbon
Boyd_2012,Port_Mahon_Marsh,MH2,40,42,0.78771385093412,0.1163517297,0.936336497,NA,34.39616208,4.63895607,47.11442138,5.967232954,0.11635172969999999,34.39616208,0.936336497,47.11442138,36.93029869,36.93029869,3.45813751,18.40411221,2.01925996,18.40411221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,0,2,0.248725680216996,0.2867786779,16.19436832,1.619436832,182.2976319,7.254701678,47.74893072,6.313908194,0.2867786779,182.2976319,16.19436832,47.74893072,49.32589742,49.32589742,4.885312524,15.08850104,2.397238483,15.08850104,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,2,4,0.316942243800113,0.293195257331161,NA,NA,NA,NA,NA,NA,0.29319525733116103,159.712812512085,34.8420441476237,45.8056612265748,57.2640173670777,NA,NA,NA,NA,15.6332542899168,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,4,6,0.243718131500744,0.2949131359,40.83153199,1.894583084,128.8201377,6.380242669,42.66992516,5.273810975,0.2949131359,128.8201377,40.83153199,42.66992516,62.02933922,62.02933922,5.331662281,15.34752897,2.192504138,15.34752897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,6,8,0.251245804067838,0.294871134869017,NA,NA,NA,NA,NA,NA,0.294871134869017,87.1077300349954,27.2149906818788,37.5226893665256,61.147749770017,NA,NA,NA,NA,13.7299359877497,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,8,10,0.202124179627389,0.326558164,9.885966338,1.387504047,55.24762407,5.365776438,31.03865437,6.334419259,0.326558164,55.24762407,9.885966338,31.03865437,54.93987535,54.93987535,5.54439109,11.59544416,2.409442942,11.59544416,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,10,12,0.165287983209838,0.40680631610527,NA,NA,NA,NA,NA,NA,0.40680631610527,50.9485909979336,4.92511684636116,25.2483736085728,45.4939492316045,NA,NA,NA,NA,9.79342461033431,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,12,14,0.136283744180296,0.4552703277,6.320159908,1.685375976,56.88243659,5.760246743,26.1120785,5.120015392,0.4552703277,56.88243659,6.320159908,26.1120785,39.1738929,39.1738929,4.442400226,7.99449978,2.907090829,7.99449978,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,14,16,0.161868366491467,0.404187156022405,NA,NA,NA,NA,NA,NA,0.404187156022405,52.4077049607702,5.08912244855158,36.4161668641832,40.8382611098151,NA,NA,NA,NA,6.12364096978803,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,16,18,0.202370463261816,0.3332999975,2.464208479,NA,38.66685902,4.878528942,42.32202415,5.362066408,0.3332999975,38.66685902,2.464208479,42.32202415,45.04845348,45.04845348,4.443554935,6.301963601,2.328986548,6.301963601,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,18,20,0.253650002764857,0.330440536655112,NA,NA,NA,NA,NA,NA,0.33044053665511197,22.5371282302357,1.42403941380751,32.4002639934445,45.7828474728851,NA,NA,NA,NA,10.1359051471386,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,20,22,0.171337863368345,0.3682881712,1.718729196,NA,12.05088947,4.590815035,21.48342515,8.286463985,0.36828817119999996,12.05088947,1.718729196,21.48342515,44.98488706,44.98488706,5.292339654,14.97704717,3.25587982,14.97704717,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,22,24,0.170648238805819,0.397385345307146,NA,NA,NA,NA,NA,NA,0.39738534530714603,12.3279419232871,2.35674006371839,24.373319220789,45.2279667098946,NA,NA,NA,NA,17.5515952070327,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,24,26,0.146199790445913,0.3948789758,2.608434907,NA,15.68262658,5.622073681,29.48692407,NA,0.39487897580000003,15.68262658,2.608434907,29.48692407,43.64021637,43.64021637,6.198894371,16.33910661,3.357350674,16.33910661,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,26,28,0.164019986305897,0.354623417228804,NA,NA,NA,NA,NA,NA,0.354623417228804,13.9994956466159,2.08008937631893,24.5605193983997,38.1206641287864,NA,NA,NA,NA,11.6700580361056,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,28,30,0.182755932959254,0.3106983024,1.459729512,NA,10.24940439,5.563962385,20.99242599,8.459634355,0.3106983024,10.24940439,1.459729512,20.99242599,35.09719516,35.09719516,5.399568486,9.52525155,3.322762169,9.52525155,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,30,32,0.237642527513681,0.294735489665138,NA,NA,NA,NA,NA,NA,0.294735489665138,8.9632616222494,1.4457829398809,30.2600570993623,40.5148759112097,NA,NA,NA,NA,14.4016995085448,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,32,34,0.207068930166201,0.2883504613,1.696533238,NA,9.825887276,5.109461384,40.49515478,6.470875248,0.28835046129999997,9.825887276,1.696533238,40.49515478,49.85864084,49.85864084,5.152059553,19.21093003,2.531672949,19.21093003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,34,36,0.231110495754341,0.267935713423144,NA,NA,NA,NA,NA,NA,0.267935713423144,11.4898085978865,1.71658288465748,38.9194329341512,56.7100361501246,NA,NA,NA,NA,16.894445318465,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,36,38,0.278335824550824,0.2390081736,1.435954007,NA,13.32447097,5.329788386,32.46016406,8.257410156,0.2390081736,13.32447097,1.435954007,32.46016406,57.49718702,57.49718702,6.264284968,12.09912816,3.226434175,12.09912816,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,38,40,0.342356263076277,0.211875767729785,NA,NA,NA,NA,NA,NA,0.211875767729785,14.9771521584545,0.906985928239173,30.4145570202829,50.5802745945418,NA,NA,NA,NA,10.711468873845,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Port_Mahon_Marsh,MH3,40,42,0.377510232857348,0.1868859836,0.245867107,NA,16.48954133,4.038255021,31.85400754,5.516615831,0.1868859836,16.48954133,0.245867107,31.85400754,39.20112491,39.20112491,5.150512762,11.87100733,2.297614321,11.87100733,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,0,2,0.162374534262206,0.772823,8.206985303,NA,350.806043,14.82279055,26.06737985,12.06823141,0.772823,350.806043,8.206985303,26.06737985,11.52985377,11.52985377,NA,10.18220063,5.091100314,10.18220063,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,2,4,0.156772856430326,0.717529945117221,NA,NA,NA,NA,NA,NA,0.7175299451172209,294.54182587988,8.05869724779083,25.9491459184417,16.2773029535681,NA,NA,NA,NA,9.8707906843423,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,4,6,0.162356032315185,0.6677,7.597481243,1.715560281,242.6154257,9.738004471,23.79784694,7.436827168,0.6677,242.6154257,7.597481243,23.79784694,20.27706201,20.27706201,NA,10.73559438,3.157527759,10.73559438,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,6,8,0.168601287711951,0.620683289648337,NA,NA,NA,NA,NA,NA,0.620683289648337,197.717477747859,7.80517684325251,19.193280365925,22.8318407880456,NA,NA,NA,NA,13.5956891294731,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,8,10,0.37707728386904,0.541378,14.84269362,1.867623701,155.9498907,7.629203284,18.16669364,6.21492151,0.541378,155.9498907,14.84269362,18.16669364,23.44594904,23.44594904,4.916086088,17.84160743,2.718721132,17.84160743,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,10,12,0.295408715505641,0.407930021289429,NA,NA,NA,NA,NA,NA,0.407930021289429,114.659165068684,31.8251769906991,25.6431613216083,22.4681682142494,NA,NA,NA,NA,22.5077594815153,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,12,14,0.428203602106196,0.283928,44.50564574,1.865834717,82.75889532,4.762175936,35.67161644,4.442125821,0.283928,82.75889532,44.50564574,35.67161644,23.42356664,23.42356664,4.107450074,26.63261121,2.252022271,26.63261121,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,14,16,0.511172085377249,0.232144750193945,NA,NA,NA,NA,NA,NA,0.23214475019394498,68.3886867586535,39.6922994480759,41.0798524788918,28.7228704099567,NA,NA,NA,NA,29.2856775569659,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,16,18,0.503113576948854,0.226647,25.77618751,1.426350297,65.02509409,4.206799063,40.68724627,4.256511917,0.226647,65.02509409,25.77618751,40.68724627,33.14314979,33.14314979,4.273173401,29.6566138,2.196786208,29.6566138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,18,20,0.467035724604911,0.225441352934792,NA,NA,NA,NA,NA,NA,0.225441352934792,64.0151388204515,14.1872350107471,35.9005910340745,32.0574737334238,NA,NA,NA,NA,27.7507574556213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,20,22,0.464324413476972,0.211,6.92801998,0.911581576,62.85076026,3.914580224,32.4847622,3.934140751,0.21100000000000002,62.85076026,6.92801998,32.4847622,30.85656177,30.85656177,3.999924674,26.71603466,2.240164397,26.71603466,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,22,24,0.548639038771622,0.176272338066888,NA,NA,NA,NA,NA,NA,0.176272338066888,60.3068170020405,3.41549313856058,35.0525804623101,35.1626597263479,NA,NA,NA,NA,29.1342590705488,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,24,26,0.6691207960737,0.131651,2.151443027,NA,54.14492697,3.68069271,39.25056537,3.756981069,0.13165100000000002,54.14492697,2.151443027,39.25056537,41.50646804,41.50646804,4.142017601,32.18020581,2.001994371,32.18020581,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,26,28,1.00843724820069,0.090714919797657,NA,NA,NA,NA,NA,NA,0.090714919797657,43.8249635238866,1.66069108513558,40.2520745691851,45.0932742299345,NA,NA,NA,NA,32.6093230671834,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,28,30,1.14334120289371,0.062345,1.47535253,NA,36.61306244,3.578720389,40.30411924,3.714665368,0.062345,36.61306244,1.47535253,40.30411924,44.91825953,44.91825953,3.55706291,30.90678983,2.041678599,30.90678983,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,30,32,1.16307329643682,0.0517712327424842,NA,NA,NA,NA,NA,NA,0.051771232742484206,38.349054159913,1.41090002289712,42.2838960921995,41.6793957414142,NA,NA,NA,NA,28.4931075344675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,32,34,1.17824784519271,0.054318,1.408942225,NA,41.36128537,3.66611393,44.51569042,3.916616539,0.054318,41.36128537,1.408942225,44.51569042,39.09592322,39.09592322,4.21292276,26.80033661,1.945185721,26.80033661,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,34,36,1.17217731278344,0.0631793992324062,NA,NA,NA,NA,NA,NA,0.0631793992324062,37.8559247452112,1.43041510177593,44.6684501357668,40.2358158831586,NA,NA,NA,NA,26.7394284536966,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,36,38,1.02381108819192,0.072934,1.387427836,NA,33.06191267,3.480201334,42.34268504,3.706143111,0.072934,33.06191267,1.387427836,42.34268504,42.54071334,42.54071334,4.130166343,27.12533934,1.897368296,27.12533934,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,38,40,1.01151436327764,0.079776670327891,NA,NA,NA,NA,NA,NA,0.079776670327891,33.2081251642421,1.20649850512414,38.3077753484833,42.9135334159513,NA,NA,NA,NA,26.593717249496,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,40,42,0.949328587662935,0.084983,0.920607548,NA,35.50040908,3.600041484,36.07702105,3.894678409,0.084983,35.50040908,0.920607548,36.07702105,41.72864111,41.72864111,4.075408686,25.15897211,1.911775996,25.15897211,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,42,44,0.870897682539995,0.0900335444560297,NA,NA,NA,NA,NA,NA,0.0900335444560297,36.0419138078203,0.612557430602507,38.26232240405,40.169826448036,NA,NA,NA,NA,23.4047934833193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,44,46,0.84205533225477,0.092148,0.457976366,NA,35.54802806,3.653547329,41.12606098,3.738732816,0.09214800000000001,35.54802806,0.457976366,41.12606098,39.18713239,39.18713239,4.03268029,22.81322752,1.812971723,22.81322752,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,46,48,0.852645972679804,0.0886869018479901,NA,NA,NA,NA,NA,NA,0.08868690184799011,35.5063707832266,0.593201253840831,40.6179517653167,39.4012535306547,NA,NA,NA,NA,24.5673663047269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD1,48,50,0.8782149121759,0.081835,0.904577993,NA,35.88124254,3.627338727,37.78656211,3.908954701,0.081835,35.88124254,0.904577993,37.78656211,40.34923807,40.34923807,4.095926975,27.75612907,2.100463822,27.75612907,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,0,2,0.214728132340863,0.529697,5.250579948,NA,198.4539553,8.922316792,16.75920386,6.934842977,0.5296970000000001,198.4539553,5.250579948,16.75920386,18.45812093,18.45812093,NA,6.75113692,2.659538787,6.75113692,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,2,4,0.183629754774684,0.519675600202463,NA,NA,NA,NA,NA,NA,0.5196756002024631,264.622123511745,4.80177902796579,13.0663727011849,22.052100244846,NA,NA,NA,NA,6.86098733171712,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,4,6,0.194694576770604,0.456125,4.934064837,1.303337882,274.5862518,8.940017499,14.26988402,6.568676772,0.45612499999999995,274.5862518,4.934064837,14.26988402,28.19810803,28.19810803,5.208567726,9.512660702,2.740936135,9.512660702,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,6,8,0.306902306898938,0.31738394939261,NA,NA,NA,NA,NA,NA,0.31738394939261,199.436653714765,5.99862183460262,23.1479063826953,37.697336142962,NA,NA,NA,NA,15.9601386003486,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,8,10,0.370387818179838,0.209263,7.427025402,0.915660666,119.4410567,5.281815571,34.00591271,4.375760827,0.209263,119.4410567,7.427025402,34.00591271,44.34762999,44.34762999,4.164096713,22.30603704,2.011200061,22.30603704,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,10,12,0.349296741559532,0.224774727227098,NA,NA,NA,NA,NA,NA,0.224774727227098,111.601664379195,8.78147643049874,40.4854586167838,43.1279550233061,NA,NA,NA,NA,24.7158752201384,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,12,14,0.355182348978049,0.278268,11.06628693,0.988061333,130.6811712,5.143087237,42.04512614,4.131601991,0.27826799999999996,130.6811712,11.06628693,42.04512614,40.74510333,40.74510333,4.165958196,24.75815064,1.781161916,24.75815064,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,14,16,0.358085860057367,0.268488516698999,NA,NA,NA,NA,NA,NA,0.268488516699,118.945305157207,14.7600179887774,40.2118579676695,43.9552158025635,NA,NA,NA,NA,24.7889932168479,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,16,18,0.355813989089494,0.210433,16.79611589,1.102107342,90.91143761,4.540292471,38.96901297,4.136375678,0.21043299999999998,90.91143761,16.79611589,38.96901297,47.98400192,47.98400192,3.898120079,24.91208424,1.854297532,24.91208424,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,18,20,0.546440147151877,0.146826580976904,NA,NA,NA,NA,NA,NA,0.146826580976904,72.7674338419782,14.8976893458915,41.6154798425381,47.5141945051898,NA,NA,NA,NA,24.9597899024699,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,20,22,0.669021249959926,0.115057,13.49161159,1.050245213,65.13149147,4.01562579,46.2558504,4.104956421,0.11505699999999999,65.13149147,13.49161159,46.2558504,46.58705117,46.58705117,4.266851415,25.93166464,1.948622198,25.93166464,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,22,24,0.651054675526907,0.136403659393384,NA,NA,NA,NA,NA,NA,0.136403659393384,62.615913406130304,16.6155119551564,50.025728204678,49.9243706454274,NA,NA,NA,NA,28.4572161895226,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,24,26,0.4791615110886,0.17305,20.04627965,1.145501694,61.37909141,3.959941381,51.37906069,4.053574808,0.17305,61.37909141,20.04627965,51.37906069,55.61159135,55.61159135,4.304846724,30.51857725,2.044668947,30.51857725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,26,28,0.520330738221447,0.184039156449561,NA,NA,NA,NA,NA,NA,0.184039156449561,58.7338497147505,19.1095037922328,49.9103557437501,60.2756528931005,NA,NA,NA,NA,30.1865920881899,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,28,30,0.518913084006399,0.174949,15.58631326,1.107448574,55.0646536,4.067839275,48.4580192,4.876278662,0.17494900000000002,55.0646536,15.58631326,48.4580192,61.34585996,61.34585996,4.312693168,28.53432628,2.049007472,28.53432628,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,30,32,0.60904040503195,0.161100464808373,NA,NA,NA,NA,NA,NA,0.161100464808373,51.5773360898676,12.4491539246622,49.7663928003218,57.6412125571705,NA,NA,NA,NA,27.163833281467902,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,32,34,0.609774642452144,0.150252,10.98019987,1.07465786,49.69156014,4.113171645,52.95966397,4.490058467,0.150252,49.69156014,10.98019987,52.95966397,52.7371269,52.7371269,4.564723691,26.79089676,2.204314291,26.79089676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,34,36,0.580454924401355,0.146732359316948,NA,NA,NA,NA,NA,NA,0.146732359316948,50.2574101070289,11.2950852628683,56.0227061437128,50.6179072644674,NA,NA,NA,NA,27.7944988246883,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,36,38,0.63633202551299906,0.148714,10.53355639,0.950396065,51.63282602,3.949525871,56.00329111,4.224809681,0.14871399999999999,51.63282602,10.53355639,56.00329111,52.14699396,52.14699396,4.381378405,30.09268514,2.065184274,30.09268514,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,38,40,0.694846606650547,0.153228847923834,NA,NA,NA,NA,NA,NA,0.153228847923834,51.9425898820166,6.4285906702396,51.4810007710771,56.62340296871,NA,NA,NA,NA,33.0122840997787,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,40,42,0.633664369352328,0.158903,2.061977931,0.646895037,50.87099592,3.822675994,48.09975913,4.208728924,0.158903,50.87099592,2.061977931,48.09975913,60.20931693,60.20931693,4.44381355,33.97619146,2.175076274,33.97619146,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,42,44,0.611046315361857,0.163680748987717,NA,NA,NA,NA,NA,NA,0.16368074898771698,48.8263708111546,0.69592975717329,50.579560589479,59.4980141656927,NA,NA,NA,NA,31.2182441036967,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,44,46,0.632381854140598,0.161185,0.965532355,NA,47.55365881,3.927422714,52.88033905,4.269841042,0.16118500000000002,47.55365881,0.965532355,52.88033905,55.94398907,55.94398907,4.475519125,28.11997606,2.025934875,28.11997606,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,46,48,0.656828328084961,0.1473467811253,NA,NA,NA,NA,NA,NA,0.1473467811253,48.5478578108652,0.843210139692237,48.469452176007,51.7864839797691,NA,NA,NA,NA,28.2110911229344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,48,50,0.76874343092659,0.131651,0.277865741,NA,50.96756269,3.511731508,39.60401319,3.960401319,0.13165100000000002,50.96756269,0.277865741,39.60401319,47.54251693,47.54251693,3.735483473,30.466275,1.963220585,30.466275,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,50,52,0.856414816713016,0.123933501511084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,52,54,0.835321576317044,0.12188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,54,56,0.819674416060318,0.121198712830363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,56,58,0.80130267193445,0.121838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,58,60,0.812134299937731,0.124203147167464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,60,62,0.812394059838545,0.126287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,62,64,0.801356550536716,0.126054698499783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,64,66,0.808520121996126,0.123773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,66,68,0.841741521574067,0.120244308833406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD2,68,70,0.856324702265075,0.116112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD3,0,2,0.177362973257044,0.702043,5.314242882,NA,433.6361678,21.73355495,40.76855206,19.68136996,0.7020430000000001,433.6361678,5.314242882,40.76855206,17.92401734,17.92401734,7.821389385,8.194833477,5.853452484,8.194833477,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD3,2,4,0.167720546253454,0.752602635462691,NA,NA,NA,NA,NA,NA,0.752602635462691,337.493787709049,3.05825683189721,36.7701564586992,12.6195021736446,NA,NA,NA,NA,4.78053125950717,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD3,4,6,0.166818717694102,0.754331,3.914732649,1.339250643,268.2950164,14.45360358,38.0924932,NA,0.754331,268.2950164,3.914732649,38.0924932,11.28731747,11.28731747,4.703048945,6.747831296,3.542611431,6.747831296,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD3,6,8,0.185651937746596,0.678949718611926,NA,NA,NA,NA,NA,NA,0.678949718611926,241.897207172853,9.60991060755836,47.6693320989024,15.9549050115662,NA,NA,NA,NA,16.8121300096035,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD3,8,10,0.195509960278372,0.580392,16.32514461,2.839155585,229.8126914,15.45825278,58.88659286,13.25719106,0.580392,229.8126914,16.32514461,58.88659286,20.87015186,20.87015186,6.024373732,27.0240005,3.281485776,27.0240005,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_2012,Broad_Dyke_Marsh,NCBD3,10,12,0.24303973071949,0.515343865089606,NA,NA,NA,NA,NA,NA,0.5153438650896061,203.136504074541,20.7158353439944,63.9143893106911,20.7468532188405,NA,NA,NA,NA,29.2154131402039,NA,NA,NA,NA,NA,NA,NA,NA,NA
