study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,total_pb210_activity,ra226_activity,excess_pb210_activity,be7_activity,age
Gonneea_2018,EPA,48,50,0.117961783,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,50,52,0.127643312,0.3305341267,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,52,54,0.137197452,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,54,56,0.125095541,0.29092919510000004,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,56,58,0.156815287,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,58,60,0.732738854,0.06442274714,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,60,62,0.595159236,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,62,64,0.681783439,0.08656813927,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,64,66,0.539235669,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPA,66,33.5,1.015923567,0.1028655307,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,33.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,0.25,1,0.079389313,NA,0,383.24790633333333,19.59603065,363.6518756666666,8.750696922,2.971658344
Gonneea_2018,EPB,1,2,0.105597964,0.22468922500000002,0,358.07796816666666,16.044879549999997,342.03308866666663,0,6.042295235
Gonneea_2018,EPB,2,3,0.251908397,NA,2.1920783999999998,310.8074285,10.2413048,300.56612366666667,0,10.30940161
Gonneea_2018,EPB,3,4,0.22264631,0.2099760121,0,205.24033266666666,10.365161566666666,194.87517116666666,0,13.07074978
Gonneea_2018,EPB,4,5,0.178880407,NA,0,172.57529883333333,14.373090966666666,158.20220791666668,0,15.01375571
Gonneea_2018,EPB,5,6,0.208396947,0.23461225200000002,0,198.2255803333333,4.998788650000001,193.22679166666666,0,18.02250317
Gonneea_2018,EPB,6,7,0.199745547,NA,5.454269966666666,270.058249,11.196829466666667,258.86141949999995,0,22.46703191
Gonneea_2018,EPB,7,8,0.245547074,0.2067211598,0,222.34956983333333,6.334031266666667,216.01553866666666,0,27.84840648
Gonneea_2018,EPB,8,9,0.353689567,NA,3.6460821833333337,156.82225171666667,8.864720333333333,147.95753138333333,0,34.31542279
Gonneea_2018,EPB,9,10,0.395419847,0.1594004421,4.699307466666666,77.6904338,9.493827516666666,68.19660628333332,0,38.3299199
Gonneea_2018,EPB,10,11,0.302035623,NA,7.06317985,88.94471519999999,11.762364316666666,77.1823509,0,42.14189615
Gonneea_2018,EPB,11,12,0.262086514,0.21762682430000002,32.437598050000005,119.94643214999999,9.973319716666667,109.97311243333334,0,47.34591248
Gonneea_2018,EPB,12,13,0.206870229,NA,17.20145215,165.8719663,7.4813306,158.39063571666668,0,54.50486758
Gonneea_2018,EPB,13,14,0.234351145,0.1943005946,15.248143366666666,90.41376423333334,15.933146066666668,74.48061818333333,0,59.01243735
Gonneea_2018,EPB,14,15,0.218320611,NA,4.284336916666667,75.11023886666666,12.032818533333334,63.07742035,0,63.08174961
Gonneea_2018,EPB,15,16,0.193638677,0.2056427672,4.660310599999999,83.70555370000001,11.6294485,72.0761052,0,67.79167804
Gonneea_2018,EPB,16,17,0.210687023,NA,0,56.83678178333333,10.575192966666668,46.261588816666666,0,71.58983791
Gonneea_2018,EPB,17,18,0.207633588,0.2312467683,0,81.8447615,8.940575899999999,72.90418561666665,0,78.44689761
Gonneea_2018,EPB,18,19,0.206615776,NA,0,65.90342915,8.333333333333334,57.57009581666667,0,84.8444139
Gonneea_2018,EPB,19,20,0.138676845,0.3343645282,0,90.64729306666666,8.333333333333334,82.31395973333333,0,92.35822798
Gonneea_2018,EPB,20,21,0.186259542,NA,0,31.652949516666666,5.934673916666666,25.7182756,0,96.12260168
Gonneea_2018,EPB,21,22,0.135877863,NA,0,30.094895616666665,5.833333333333333,24.261562283333333,0,98.986145
Gonneea_2018,EPB,22,23,0.159033079,NA,0,31.75523881666667,6.412529033333334,25.34270976666667,0,NA
Gonneea_2018,EPB,23,24,0.153689567,0.3402669683,0,26.148527916666666,5.833333333333333,20.31519458333333,0,NA
Gonneea_2018,EPB,24,25,0.150381679,NA,0,29.515811766666666,3.5532326333333333,25.96257915,0,NA
Gonneea_2018,EPB,25,26,0.130025445,NA,0,30.311681083333333,5.833333333333333,24.47834775,0,NA
Gonneea_2018,EPB,26,27,0.168193384,NA,0,18.806473666666665,5.398794716666667,13.40767895,0,NA
Gonneea_2018,EPB,27,28,0.154961832,0.3017504799,0,17.399060133333332,5.963476,11.435584133333334,0,NA
Gonneea_2018,EPB,28,29,0.189058524,NA,0,17.465863866666666,4.317090983333333,13.148772883333333,0,NA
Gonneea_2018,EPB,29,30.25,0.183715013,NA,0,15.884723949999998,9.2732366,6.611487350000001,0,NA
Gonneea_2018,EPB,30.25,32,0.164076433,0.2356700369,0,19.513546950000002,6.929379683333334,12.584167266666666,0,NA
Gonneea_2018,EPB,32,34,0.160254777,NA,0,12.59699345,7.789897083333333,4.807096366666667,0,NA
Gonneea_2018,EPB,34,36,0.181910828,0.2477621358,0,20.277582316666667,7.0140895,13.263492816666666,0,NA
Gonneea_2018,EPB,36,38,0.165477707,NA,0,5.143792716666667,4.2734327,0.8703600166666666,0,NA
Gonneea_2018,EPB,38,40,0.170573248,0.2400305703,0,6.108766433333334,5.450395266666667,0.65837115,0,NA
Gonneea_2018,EPB,40,42,0.156305732,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,42,44,0.130700637,0.27996701949999997,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,44,46,0.143057325,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,46,48,0.13044586,0.3034700081,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,48,50,0.143312102,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,50,52,0.161019108,0.2649236564,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,52,54,0.131847134,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,54,56,0.122038217,0.2697834701,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,56,58,0.115414013,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,58,60,0.114267516,0.3072473184,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,60,62,0.103821656,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,62,64,0.102420382,0.2501395623,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,64,66,0.242292994,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,66,68,0.333757962,0.15636888100000002,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,68,70,0.245605096,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,70,72,0.219363057,0.1810921995,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,72,74,0.208535032,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,74,76,0.145605096,0.2491276111,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,76,78,0.158089172,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,78,80,0.173375796,0.20109681510000002,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,80,82,0.446751592,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,82,84,0.400382166,0.1981107555,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,84,86,0.827006369,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,86,88,1.104585987,0.05810515657,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,88,90,1.207515924,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,90,92.125,1.307770701,0.01131109099,NA,NA,NA,NA,NA,NA
Gonneea_2018,EPB,92.125,94.375,1.324203822,NA,NA,NA,NA,NA,NA,NA
