study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,total_pb210_activity,ra226_activity,excess_pb210_activity,be7_activity,age
Gonneea_2018,SLPA,16,17,0.148854962,NA,22.341886083333332,180.26970333333333,12.74493345,167.52476983333332,0,48.94754476
Gonneea_2018,SLPA,17,18,0.153180662,0.22194762489999997,6.3486926,177.629377,8.333333333333334,169.29604366666666,0,55.02903002
Gonneea_2018,SLPA,18,19,0.181424936,0.2049422293,4.574400416666666,115.459642,9.665900116666666,105.79374188333334,0,60.41141438
Gonneea_2018,SLPA,19,20,0.136641221,NA,0,87.867216,14.886600966666666,72.98061501666666,0,63.61001518
Gonneea_2018,SLPA,20,21,0.165139949,0.286742126,0,64.94359671666666,13.620320266666669,51.32327646666666,0,66.60388434
Gonneea_2018,SLPA,21,22,0.138167939,NA,0,45.1953129,10.756498566666666,34.43881433333333,0,68.41571416
Gonneea_2018,SLPA,22,23,0.132569975,0.2957949446,0,33.479534316666665,13.929771916666667,19.54976238333333,0,69.447322260000007
Gonneea_2018,SLPA,23,24,0.163358779,NA,0,39.769714,16.09666595,23.67304805,0,71.05100341
Gonneea_2018,SLPA,24,25,0.178625954,0.26426454509999997,0,90.7247843,15.016475566666667,75.70830875,0,77.38737557
Gonneea_2018,SLPA,25,26,0.126208651,NA,0,128.2959806,4.680169600000001,123.61581100000001,0,86.69614921
Gonneea_2018,SLPA,26,27,0.149109415,0.2932533805,0,66.73641918333333,8.464150583333334,58.272268600000004,0,93.35519154
Gonneea_2018,SLPA,27,28,0.15826972,NA,0,62.055864316666664,13.096747633333333,48.959116683333335,0,100.7423381
Gonneea_2018,SLPA,28,29,0.149872774,0.22643996300000002,0,35.08992191666667,9.898524666666667,25.19139725,0,NA
Gonneea_2018,SLPA,29,30.25,0.193638677,NA,0,44.430725333333335,10.375884866666667,34.05484046666667,0,NA
Gonneea_2018,SLPA,30.25,32,0.210573248,0.22046863630000002,0,38.62408598333333,13.869738183333334,24.7543478,0,NA
Gonneea_2018,SLPA,32,34,0.248152866,0.24193866379999998,0,17.6018072,6.88067935,10.721127833333334,0,NA
Gonneea_2018,SLPA,34,36,0.168025478,0.2707695597,0,9.532549816666668,5.265504883333333,4.267044933333334,0,NA
Gonneea_2018,SLPA,36,38,0.246751592,0.2718203436,0,7.846857966666668,7.914588533333332,-0.06773056666666666,0,NA
Gonneea_2018,SLPA,38,40,0.158726115,0.26306965919999997,0,8.610569233333333,7.805327683333333,0.8052415666666667,0,NA
Gonneea_2018,SLPA,40,42,0.137707006,0.2650209811,0,11.57825695,3.6380190500000005,7.9402379000000005,0,NA
Gonneea_2018,SLPA,42,44,0.13388535,0.2716128339,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,44,46,0.158089172,0.2783257368,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,46,48,0.360509554,0.2604295936,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,48,50,0.291592357,0.2671619871,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,50,52,0.278216561,0.2959607162,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,52,54,0.327261146,0.32484017979999996,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,54,56,0.299872611,0.3081907336,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,56,58,0.294904459,0.3207928061,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,58,60,0.223312102,0.3040977548,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,60,62,0.128789809,0.2932120624,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,62,64,0.105859873,0.2879327668,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,64,66,0.125477707,0.3039639102,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,66,68,0.114904459,0.2973084547,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,68,70,0.128152866,0.28632601820000003,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,70,72,0.237579618,0.2621192648,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,72,74,0.211592357,0.28585790759999996,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,74,76,0.241910828,0.3361030873,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,76,78,0.487770701,0.2176183524,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,78,80,1.038853503,0.0135862394,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,80,82,1.339872611,0.01506998942,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,82,84,1.871210191,0.0063639991900000005,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,84,86,1.803566879,0.00479294472,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,86,88,1.512738854,0.00425355748,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPA,88,44.5,1.444713376,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPB,44.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPB,0.25,1,0.073536896,0.2992340803,0,573.2342338333333,18.3935224,554.8407115,7.020395301,4.67374336
Gonneea_2018,SLPB,1,2,0.137150127,NA,0,615.7230231666666,10.791819516666667,604.9312036666666,0,11.054539
Gonneea_2018,SLPB,2,3,0.19389313,NA,2.01407545,424.9559256666667,7.2287615,417.7271643333333,0,18.81138001
Gonneea_2018,SLPB,3,4,0.236132316,0.2614075721,6.408032016666667,265.1396306666667,3.3115825,261.82804816666663,0,26.32257471
Gonneea_2018,SLPB,4,5,0.163104326,NA,9.225662649999999,263.01620199999996,8.333333333333334,254.68286866666668,0,32.58019999
Gonneea_2018,SLPB,5,6,0.171501272,0.26664098540000003,47.14059946666667,222.15720566666667,7.495308383333333,214.66189733333334,0,39.37372938
Gonneea_2018,SLPB,6,7,0.116030534,NA,28.268069,258.8510641666667,15.778528133333333,243.07253616666668,0,45.76568856
Gonneea_2018,SLPB,7,8,0.123409669,0.3109696555,9.085392616666667,221.29641400000003,8.333333333333334,212.96308066666666,0,53.14205737
Gonneea_2018,SLPB,8,9,0.154452926,NA,22.489682333333334,146.20426236666668,10.604089983333333,135.60017238333336,0,60.54061929
Gonneea_2018,SLPB,9,10,0.169211196,0.111425882,20.413299383333335,139.83240803333337,7.937209883333333,131.89519815,0,70.91612805
Gonneea_2018,SLPB,10,11,0.216030534,NA,5.828196133333334,71.31175930000002,7.960274016666666,63.351485283333325,0,79.47145628
Gonneea_2018,SLPB,11,12,0.283531409,0.06863458161,6.051865333333333,47.84944576666667,9.086062816666665,38.76338295,0,88.50301516
Gonneea_2018,SLPB,12,13,0.499490662,0.11279760209999999,1.5141761833333334,21.27805595,7.4787296,13.79932635,0,95.81683293
Gonneea_2018,SLPB,13,14,0.550636132,0.1316440337,1.6440765000000002,22.9616791,7.591880016666667,15.369799083333334,0,NA
Gonneea_2018,SLPB,14,15,0.86259542,0.1599918889,1.1666925666666665,16.413201533333332,7.962685650000001,8.450515900000001,0,NA
Gonneea_2018,SLPB,15,16,0.265648855,0.1280685622,0,26.954578833333336,9.8341682,17.120410633333336,0,NA
Gonneea_2018,SLPB,16,17,0.672264631,0.11806376780000001,0,13.856755216666665,9.61615025,4.240604983333332,0,NA
Gonneea_2018,SLPB,17,18,0.737913486,0.1498104555,0,8.873399866666666,7.495900683333334,1.3774991833333332,0,NA
Gonneea_2018,SLPB,18,19,0.994910941,0.0724766993,0,10.846368516666669,10.1324124,0.7139561333333334,0,NA
Gonneea_2018,SLPB,19,9.75,1.003307888,0.08863332197,0,11.33312465,9.269994700000002,2.06312995,0,NA
Gonneea_2018,SLPC,9.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,0.25,1,0.155725191,NA,0,420.94849116666666,19.927391216666667,401.02110000000005,7.683481349,2.266472413
Gonneea_2018,SLPC,1,2,0.137150127,0.2353682301,0,390.97801066666665,9.923477966666667,381.05453266666666,0,4.294456889
Gonneea_2018,SLPC,2,3,0.099491094,NA,0,407.01096400000006,11.744115933333333,395.266848,0,6.42164006
Gonneea_2018,SLPC,3,4,0.155470738,0.2507986491,0,449.12290966666666,5.589927783333334,443.53298183333334,0,9.517452758
Gonneea_2018,SLPC,4,5,0.149363868,NA,0,394.2006316666667,4.122398083333334,390.0782336666667,0,12.3880039
Gonneea_2018,SLPC,5,6,0.130788804,0.2480535385,0,440.5370151666667,12.121228516666667,428.41578666666663,0,15.41394051
Gonneea_2018,SLPC,6,7,0.142748092,NA,0,376.0301835,5.494827366666667,370.53535600000004,0,18.55831574
Gonneea_2018,SLPC,7,8,0.124681934,0.2488338286,0,360.8090901666667,13.046323850000002,347.76276616666667,0,21.3874034
Gonneea_2018,SLPC,8,9,0.145292621,NA,0,312.07551616666666,8.000389016666666,304.0751271666667,0,24.55169134
Gonneea_2018,SLPC,9,10,0.193638677,0.2436320515,0,278.2264901666667,13.431634283333333,264.7948558333333,0,28.66350058
Gonneea_2018,SLPC,10,11,0.177099237,NA,5.251359766666667,359.34039683333333,8.127534483333333,351.2128623333333,0,34.48139115
Gonneea_2018,SLPC,11,12,0.180916031,0.2528337029,1.5156202,358.93644183333333,5.088868999999999,353.84757283333334,0,41.82514568
Gonneea_2018,SLPC,12,13,0.2,NA,13.218026216666669,188.77717549999997,11.392783699999999,177.38439183333332,0,46.75806164
Gonneea_2018,SLPC,13,14,0.350636132,0.2618812947,13.272704549999998,103.47354768333334,9.35543055,94.11811713333333,0,49.71959444
Gonneea_2018,SLPC,14,15,0.130788804,NA,10.669548400000002,131.99783323333332,16.7907832,115.20705003333333,0,52.30425046
Gonneea_2018,SLPC,15,16,0.120356234,0.2482479982,16.843159616666664,137.78815165,19.053578016666666,118.73457365,0,54.9640878
Gonneea_2018,SLPC,16,17,0.239185751,NA,0,90.64240450000001,8.655865133333332,81.98653938333332,0,59.01448704
Gonneea_2018,SLPC,17,18,0.162849873,0.2639152364,0,87.2565183,8.92546935,78.33104893333332,0,61.95306264
Gonneea_2018,SLPC,18,19,0.142239186,NA,0,117.75015053333334,9.3156397,108.43451081666666,0,65.90754892
Gonneea_2018,SLPC,19,20,0.162340967,0.24576827569999998,0,118.91708456666666,8.508678916666666,110.40840565,0,71.21309538
Gonneea_2018,SLPC,20,21,0.124936387,NA,0,124.79880896666667,5.844899933333333,118.95390903333333,0,76.39262612
Gonneea_2018,SLPC,21,22,0.15648855,NA,0,126.42398103333333,9.872589816666666,116.55139120000001,0,84.15813045
Gonneea_2018,SLPC,22,23,0.119592875,0.2444537813,2.4138134,95.90388003333334,11.56814535,84.33573468333333,0,89.42538829
Gonneea_2018,SLPC,23,24,0.0956743,NA,0,90.45565311666667,7.7572593,82.69839381666668,0,94.26220575
Gonneea_2018,SLPC,24,25,0.089821883,NA,4.342765316666666,76.90399683333334,17.626532383333334,59.277464450000004,0,97.98243009
Gonneea_2018,SLPC,25,26,0.119083969,NA,0,40.09206316666667,11.796665533333334,28.295397649999998,0,100.5808995
Gonneea_2018,SLPC,26,27,0.083206107,NA,0,39.192116649999996,15.879608066666668,23.312508583333333,0,NA
Gonneea_2018,SLPC,27,28,0.173282443,0.2257362765,0,45.01357483333334,5.8751828999999995,39.13839193333334,0,NA
Gonneea_2018,SLPC,28,29,0.143002545,NA,0,35.2058088,11.7420885,23.463720283333334,0,NA
Gonneea_2018,SLPC,29,30.25,0.174045802,NA,0,30.282050433333332,8.106358483333333,22.17569195,0,NA
Gonneea_2018,SLPC,30.25,32,0.150573248,0.17470805299999997,0,35.013218916666666,11.292081866666667,23.72113705,0,NA
Gonneea_2018,SLPC,32,34,0.159872611,NA,0,29.1008599,12.160965183333333,16.939894716666668,0,NA
Gonneea_2018,SLPC,34,36,0.258980892,0.14410228690000002,0,21.78414896666667,11.676568466666668,10.1075805,0,NA
Gonneea_2018,SLPC,36,38,0.188025478,NA,0,17.983572066666667,13.213094533333335,4.770477533333333,0,NA
Gonneea_2018,SLPC,38,40,0.213375796,0.1863695173,0,19.546254566666665,14.390744733333332,5.15550985,0,NA
Gonneea_2018,SLPC,40,42,0.174012739,NA,0,11.964495900000001,6.5362568833333325,5.4282390000000005,0,NA
Gonneea_2018,SLPC,42,44,0.088152866,0.25851253799999996,0,3.513047916666667,4.57049115,-1.0574432166666665,0,NA
Gonneea_2018,SLPC,44,46,0.129426752,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,46,48,0.149936306,0.23689164340000002,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,48,50,0.159872611,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,50,52,0.21044586,0.215310578,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,52,54,0.144076433,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,54,56,0.253503185,0.2558066158,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,56,58,0.175414013,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,58,60,0.16089172,0.2620104848,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,60,62,0.170318471,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,62,64,0.134904459,0.3095085431,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,64,66,0.145350318,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,66,68,0.113121019,0.2971046707,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,68,70,0.089808917,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,70,72,0.112101911,0.3080072397,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,72,74,0.108789809,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,74,76,0.096050955,0.2770405931,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,76,78,0.100636943,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,78,80,0.11656051,0.2685455366,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,80,82,0.134522293,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,82,84,0.103566879,0.26009275,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,84,86,0.109808917,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,86,88,0.105987261,0.2702193755,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,88,90,0.118089172,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,SLPC,90,45.5,0.147006369,0.242442472,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,45.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,0.25,1,0.136132316,NA,2.956441283333333,240.69060716666667,19.110626316666668,221.57998083333334,5.17736321,2.891237926
Gonneea_2018,GPA,1,2,0.248854962,0.19500747770000001,0.21712151666666668,234.02509116666667,12.690327933333334,221.33476316666665,0.823376897,8.953477643
Gonneea_2018,GPA,2,3,0.1956743,NA,0,192.04030683333335,15.167265483333333,176.87304133333333,0,13.44604307
Gonneea_2018,GPA,3,4,0.249109415,0.1903844537,0,142.28114483333334,18.029582650000002,124.25156218333333,0,18.07689707
Gonneea_2018,GPA,4,5,0.182951654,NA,0,122.24733858333333,4.762030566666668,117.485308,0,21.73700037
Gonneea_2018,GPA,5,6,0.270992366,0.19414475,0,96.16270756666667,16.717451366666666,79.4452562,0,25.8757439
Gonneea_2018,GPA,6,7,0.267684478,NA,0,87.59395246666666,18.257731283333335,69.33622118333332,0,29.9292895
Gonneea_2018,GPA,7,8,0.201272265,0.20038363839999998,0,87.47135826666666,2.25789105,85.21346721666667,0,34.19264825
Gonneea_2018,GPA,8,9,0.240712468,NA,19.253356733333334,84.98592570000001,17.96588248333333,67.02004321666668,0,38.79591274
Gonneea_2018,GPA,9,10,0.232569975,0.194284189,13.635378733333333,60.916437783333336,14.72938755,46.18705023333333,0,42.27316586
Gonneea_2018,GPA,10,11,0.210941476,NA,8.759889999999999,59.98896173333333,13.962756783333333,46.02620494999999,0,45.77690327
Gonneea_2018,GPA,11,12,0.312977099,0.2256975009,3.0787770500000002,59.79018511666666,15.198323566666666,44.59186154999999,0,49.7539956
Gonneea_2018,GPA,12,13,0.242239186,NA,0,60.76572041666666,15.5270357,45.23868471666667,0,54.8702093
Gonneea_2018,GPA,13,14,0.248091603,0.2072572567,0,56.340238533333334,16.97936388333333,39.36087465,0,60.23694744
Gonneea_2018,GPA,14,15,0.16692112,NA,0,44.027036716666665,12.300491150000001,31.726545566666665,0,63.5721321
Gonneea_2018,GPA,15,16,0.175063613,0.2240935004,0,52.396326816666665,8.919412,43.4769148,0,69.06778863
Gonneea_2018,GPA,16,17,0.118320611,NA,0,41.47685053333334,15.5431207,25.93372985,0,71.58001329
Gonneea_2018,GPA,17,18,0.139949109,0.2810559283,0,40,15.095704,24.904296,0,74.69434325
Gonneea_2018,GPA,18,19,0.113994911,NA,0,39.86658178333333,12.80356455,27.063017233333333,0,77.72797528
Gonneea_2018,GPA,19,20,0.167938931,NA,0,33.76629991666667,7.760909483333333,26.005390416666668,0,82.58077157
Gonneea_2018,GPA,20,21,0.159796438,NA,0,37.45122726666667,13.333333333333334,24.117893933333335,0,87.57221604
Gonneea_2018,GPA,21,22,0.138167939,NA,0,33.18897616666667,10.420079450000001,22.7688967,0,92.31383112
Gonneea_2018,GPA,22,23,0.147582697,NA,0,30.133181516666667,13.333333333333334,16.799848183333335,0,96.61657078
Gonneea_2018,GPA,23,24,0.126463104,0.2534381492,0,32.50552,14.507997383333334,17.997522616666664,0,NA
Gonneea_2018,GPA,24,25,0.126208651,NA,0,30.0298325,13.096643566666666,16.93318895,0,NA
Gonneea_2018,GPA,25,26,0.106361323,NA,0,24.592705716666668,13.333333333333334,11.259372383333332,0,NA
Gonneea_2018,GPA,26,27,0.08778626,NA,0,27.217131166666668,17.362867666666666,9.8542635,0,NA
Gonneea_2018,GPA,27,28,0.158015267,0.24210785099999999,0,28.877559616666666,8.08202185,20.795537766666666,0,NA
Gonneea_2018,GPA,28,29,0.141475827,NA,0,40.50853076666667,12.119400283333333,28.389130483333332,0,NA
Gonneea_2018,GPA,29,30.25,0.117557252,NA,0,22.665665583333336,11.487970216666668,11.177695366666665,0,NA
Gonneea_2018,GPA,30.25,32,0.206496815,0.2366863703,0,16.50576795,12.427399549999999,4.078368416666667,0,NA
Gonneea_2018,GPA,32,34,0.24866242,NA,0,11.917585866666666,11.518402799999999,0.3991830666666667,0,NA
Gonneea_2018,GPA,34,36,0.164713376,0.17755518439999998,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,36,38,0.158726115,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,38,40,0.179745223,0.1786170631,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,40,42,0.161783439,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,42,44,0.125477707,0.2194196153,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,44,46,0.168789809,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,46,48,0.142929936,0.2143393594,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,48,50,0.159617834,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,50,52,0.144968153,0.2330325561,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,52,54,0.131210191,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,54,56,0.132993631,0.2551050465,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,56,58,0.114904459,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,58,60,0.095031847,0.2924785882,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,60,62,0.121656051,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,62,64,0.109681529,0.332568501,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,64,66,0.10343949,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,66,68,0.122165605,0.3200562532,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,68,70,0.105350318,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,70,72,0.108535032,0.3181118369,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,72,74,0.11566879,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,74,76,0.117961783,0.35513950520000004,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,76,78,0.150063694,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,78,80,0.201910828,0.2452378982,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,80,82,0.377324841,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,82,84,0.889936306,0.04295398054,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,84,86,1.110828025,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,86,88,1.497452229,0.01664385484,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,88,90,1.167133758,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPA,90,45.5,1.048025478,0.01142304073,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,45.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA
Gonneea_2018,GPB,0.25,1,0.097455471,NA,0,437.598886,8.0662203166666675,429.5326656666667,2.849057623,3.148565439
Gonneea_2018,GPB,1,2,0.074300254,0.2429153418,0,339.6110865,10.136967083333333,329.47411950000003,0,5.052375502
Gonneea_2018,GPB,2,3,0.100508906,NA,0,329.27985049999995,5.3721141,323.90773633333333,0,7.782135673
Gonneea_2018,GPB,3,4,0.175063613,0.24480223850000002,0,229.15159683333334,3.7874914333333334,225.36410533333336,0,11.49168932
Gonneea_2018,GPB,4,5,0.169974555,NA,0,186.69439966666664,8.267943716666666,178.426456,0,14.67177461
Gonneea_2018,GPB,5,6,0.110941476,0.2260276075,0,180.12322716666668,6.5590109666666665,173.56421633333332,0,16.89403985
Gonneea_2018,GPB,6,7,0.145038168,NA,0,166.97211466666667,14.41721105,152.55490368333332,0,19.74805351
Gonneea_2018,GPB,7,8,0.164631043,0.2150448104,0,172.92769433333336,7.453328483333333,165.4743658166667,0,23.65619729
Gonneea_2018,GPB,8,9,0.156997455,NA,0,190.99131116666666,7.464710966666666,183.52660016666667,0,28.38029796
Gonneea_2018,GPB,9,10,0.15394402,0.2265395653,0,177.78930083333336,7.7432204833333325,170.04608033333335,0,33.3532183
Gonneea_2018,GPB,10,11,0.196692112,NA,0,130.3871238,13.333333333333334,117.05379046666667,0,38.82144324
Gonneea_2018,GPB,11,12,0.131806616,0.193251593,5.308911416666667,152.9401348,19.206247033333334,133.73388776666667,0,43.50679582
Gonneea_2018,GPB,12,13,0.112468193,NA,0,108.97560426666668,13.267039733333334,95.70856453333333,0,48.28304903
Gonneea_2018,GPB,13,14,0.243256997,0.19797671139999998,18.937453033333334,86.19199833333333,11.8215847,74.37041363333334,0,55.34717639
Gonneea_2018,GPB,14,15,0.190585242,NA,28.648226516666668,77.13613368333333,17.916810083333335,59.2193236,0,60.60980931
Gonneea_2018,GPB,15,16,0.120101781,0.2014207028,17.42666791666667,50.54612903333333,15.133220066666668,35.41290896666667,0,63.53624978
Gonneea_2018,GPB,16,17,0.162849873,NA,13.218939916666667,48.716554716666664,19.419092133333333,29.29746258333333,0,66.219147
Gonneea_2018,GPB,17,18,0.167430025,0.20329448490000002,0,43.991556933333335,5.8581798,38.13337713333333,0,70.2754509
Gonneea_2018,GPB,18,19,0.160050891,NA,0,53.79156628333333,19.028176883333334,34.7633894,0,74.37356583
Gonneea_2018,GPB,19,20,0.182442748,0.1968001,0,44.62244621666667,13.333333333333334,31.28911288333333,0,79.10940796
Gonneea_2018,GPB,20,21,0.151145038,NA,0,53.70456615,6.465897016666666,47.23866913333333,0,85.8770685
Gonneea_2018,GPB,21,22,0.115012723,NA,0,33.955718600000004,13.333333333333334,20.622385266666665,0,88.44040177
Gonneea_2018,GPB,22,23,0.148091603,NA,0,34.69167535,10.668061183333332,24.023614166666665,0,92.67751172
Gonneea_2018,GPB,23,24,0.152417303,0.2676751295,0,25.257059783333332,8.694485166666666,16.562574616666666,0,96.02596548
Gonneea_2018,GPB,24,25,0.08956743,NA,0,37.93026063333334,13.333333333333334,24.5969273,0,100.8769795
Gonneea_2018,GPB,25,26,0.125445293,NA,0,44.158659,10.344847383333333,33.81381161666666,0,NA
Gonneea_2018,GPB,26,27,0.133333333,NA,0,36.29808873333333,9.7195213,26.578567433333333,0,NA
Gonneea_2018,GPB,27,28,0.117048346,0.21829781350000002,0,38.234448050000005,19.69432345,18.5401246,0,NA
Gonneea_2018,GPB,28,29,0.11475827,NA,0,41.06728091666666,12.828481083333335,28.23879985,0,NA
Gonneea_2018,GPB,29,30.25,0.126717557,NA,0,32.12803053333333,16.692943500000002,15.435087033333332,0,NA
Gonneea_2018,GPB,30.25,32,0.152101911,0.25985555569999996,0,16.295499383333336,6.1497573,10.145742083333333,0,NA
Gonneea_2018,GPB,32,34,0.10955414,NA,0,17.844191533333333,4.49311805,13.351073483333334,0,NA
Gonneea_2018,GPB,34,36,0.122165605,0.2510045684,0,13.820987133333333,8.035444033333334,5.7855431,0,NA
Gonneea_2018,GPB,36,38,0.133757962,NA,0,8.758239616666666,5.960596266666667,2.7976433499999995,0,NA
Gonneea_2018,GPB,38,40,0.138471338,0.2207640983,0,7.6797562500000005,7.5554448,0.12431146666666665,0,NA
Gonneea_2018,GPB,40,42,0.144585987,NA,NA,NA,NA,NA,NA,NA
