Plot ,Subplot,Height Class,Species Code,Live Diameter (cm),Dead Diameter (cm),Dead Code,Height (m)
13,6,2,3,6.9,,,
13,6,2,2,9.8,,,
13,6,2,1,7.4,,,
13,6,2,1,8.3,,,
13,6,2,5,10.2,,,
13,6,2,5,5.4,,,
13,6,2,5,5.9,,,
13,6,2,1,6.5,,,
13,6,2,1,5.1,,,
13,6,2,1,,6.2,3,
13,6,2,3,7.1,,,
13,6,2,1,6.1,,,
15,1,3,1,13.5,,,
15,1,3,1,6.5,,,
15,1,3,5,8.9,,,
15,1,3,2,7.4,,,
15,1,3,2,7.1,,,
15,1,3,1,9.4,,,
15,1,3,1,10.2,,,
15,1,3,1,5.2,,,
15,1,3,5,9.1,,,
15,1,3,3,7.6,,,
15,1,3,3,11,,,
15,1,3,5,9.6,,,
15,1,3,5,,6.7,3,
15,1,3,1,12,,,
15,1,3,5,8.1,,,
15,1,3,1,8.3,,,
15,1,3,2,8.3,,,
15,1,3,3,14.1,,,
15,1,3,1,5.2,,,
15,1,3,3,7.5,,,
15,1,3,1,5.8,,,
15,1,3,5,5.4,,,
15,1,3,5,5.2,,,
15,1,3,1,5.5,,,
15,1,3,1,9.5,,,
15,1,3,5,,5.3,2,
15,1,3,1,5.8,,,
15,1,3,1,8.7,,,
15,1,3,5,,7.1,2,
15,1,3,5,8.2,,,
15,1,3,5,7.8,,,
15,1,3,1,9.8,,,
15,1,3,1,7.6,,,
15,1,3,1,6.5,,,
15,1,3,5,9.1,,,
15,1,3,1,9.5,,,
15,1,3,1,9.5,,,
15,1,3,3,9.5,,,
15,1,3,3,6,,,
15,1,3,2,8.1,,,
15,1,3,2,7.2,,,
15,1,3,2,10.4,,,
15,1,3,3,15.6,,,
15,1,3,2,8.3,,,
15,1,3,3,10.2,,,
15,1,3,3,18.4,,,
15,1,3,2,5.8,,,
15,1,3,6,3.2,,,
15,1,3,1,5.5,,,
15,1,3,1,6.1,,,
15,1,3,1,6.7,,,
15,1,3,1,7.8,,,
15,1,3,2,7.3,,,
15,1,3,3,12.9,,,
15,1,3,1,6,,,
15,1,3,1,5.8,,,
15,1,3,1,5.7,,,
15,1,3,1,6.2,,,
15,1,3,6,9,,,
15,1,3,5,15.4,,,
15,1,3,3,5.3,,,
15,1,3,1,7.3,,,
15,1,3,3,6.8,,,
15,2,3,1,6.4,,,
15,2,3,3,7.1,,,
15,2,3,2,8.2,,,
15,2,3,2,5.6,,,
15,2,3,3,5.2,,,
15,2,3,1,5.8,,,
15,2,3,5,,8.5,2,
15,2,3,5,7.6,,,
15,2,3,1,7.2,,,
15,2,3,5,13.4,,,
15,2,3,3,5.6,,,
15,2,3,3,5.5,,,
15,2,3,1,5.6,,,
15,2,3,3,7.6,,,
15,2,3,3,6.6,,,
15,2,3,2,6.9,,,
15,2,3,1,7.4,,,
15,2,3,1,5.3,,,
15,2,3,1,6.3,,,
15,2,3,3,6.5,,,
15,2,3,1,8.2,,,
15,2,3,1,6.6,,,
15,2,3,1,7.2,,,
15,2,3,3,5.2,,,
15,2,3,1,6.6,,,
15,2,3,1,6.8,,,
15,2,3,1,8.3,,,
15,2,3,2,8.2,,,
15,2,3,2,5.3,,,
15,2,3,2,6.3,,,
15,2,3,3,8.4,,,
15,2,3,2,8.9,,,
15,2,3,1,6.8,,,
15,2,3,1,9.3,,,
15,2,3,5,8.3,,,
15,2,3,2,9.9,,,
15,2,3,1,7.3,,,
15,2,3,5,5.5,,,
15,2,3,1,9.2,,,
15,2,3,1,10.9,,,
15,6,3,1,10,,,
15,6,3,1,,14,2,
15,6,3,1,,13,2,
15,6,3,1,9.6,,,
15,6,3,1,8.6,,,
15,6,3,1,8.5,,,
15,6,3,1,7.5,,,
15,6,3,1,5.8,,,
15,6,3,1,7.8,,,
15,6,3,1,7.2,,,
15,6,3,1,,6.4,3,
15,6,3,1,11.6,,,
15,6,3,1,8.5,,,
15,6,3,1,8.8,,,
15,6,3,1,10,,,
15,6,3,1,11.8,,,
15,6,3,1,9.1,,,
15,6,3,1,,12.6,2,
15,6,3,5,8.7,,,
15,6,3,5,,32.1,1,
15,6,3,5,13.9,,,
15,6,3,5,6.9,,,
15,6,3,5,,6.9,3,
15,6,3,5,20.1,,,
15,6,3,5,5.2,,,
15,6,3,5,,12.2,3,
15,6,3,5,9.3,,,
15,6,3,5,,22.2,3,
15,6,3,2,14.4,,,
15,6,3,5,14.3,,,
15,6,3,1,9.7,,,
16,1,3,1,7.6,,,
16,1,3,1,9.2,,,
16,1,3,1,9.4,,,
16,1,3,3,6.1,,,
16,1,3,3,15.5,,,
16,1,3,3,16.1,,,
16,1,3,1,11.2,,,
16,1,3,3,12.6,,,
16,1,3,3,16.2,,,
16,1,3,1,5.4,,,
16,1,3,3,21.2,,,
16,1,3,3,7.3,,,
16,1,3,1,6.3,,,
16,1,3,1,6.1,,,
16,1,3,3,14.4,,,
16,1,3,3,10,,,
16,1,3,5,9.2,,,
16,1,3,5,15.8,,,
16,1,3,3,9.1,,,
16,1,3,5,7.3,,,
16,1,3,3,7.3,,,
16,1,3,3,9.3,,,
16,1,3,1,7.6,,,
16,1,3,1,10.5,,,
16,1,3,3,5.3,,,
16,1,3,3,7.1,,,
16,1,3,3,9,,,
16,1,3,3,11,,,
16,1,3,3,14.1,,,
16,1,3,1,10.3,,,
16,1,3,1,5.9,,,
16,1,3,1,5.3,,,
16,1,3,1,5.2,,,
16,1,3,3,23,,,
16,1,3,1,7.6,,,
16,1,3,3,8.2,,,
16,2,3,3,7.5,,,
16,2,3,3,9.1,,,
16,2,3,1,12.4,,,
16,2,3,1,12,,,
16,2,3,3,9.5,,,
16,2,3,3,6.6,,,
16,2,3,1,5.2,,,
16,2,3,1,7.3,,,
16,2,3,3,7.5,,,
16,2,3,1,8.9,,,
16,2,3,3,5.5,,,
16,2,3,1,7.8,,,
16,2,3,3,8,,,
16,2,3,3,7.8,,,
16,2,3,3,5.8,,,
16,2,3,1,8.1,,,
16,2,3,3,8,,,
16,2,3,1,9.5,,,
16,2,3,3,6,,,
16,2,3,2,9.3,,,
16,2,3,3,11.9,,,
16,2,3,3,9.9,,,
16,2,3,6,8.7,,,
16,2,3,3,9.4,,,
16,2,3,1,5.8,,,
16,2,3,1,9.2,,,
16,2,3,3,9.5,,,
16,2,3,1,9,,,
16,2,3,6,15.3,,,
16,2,3,1,8.2,,,
16,2,3,6,12.3,,,
16,2,3,1,10,,,
16,2,3,1,8.8,,,
16,2,3,1,9.2,,,
16,2,3,1,8.9,,,
16,3,3,3,5.2,,,
16,3,3,1,19.9,,,
16,3,3,1,9.8,,,
16,3,3,1,8.2,,,
16,3,3,1,11.3,,,
16,3,3,1,11.4,,,
16,3,3,1,11.2,,,
16,3,3,1,8.6,,,
16,3,3,1,9.1,,,
16,3,3,3,12.7,,,
16,3,3,1,9.2,,,
16,3,3,1,7.2,,,
16,3,3,1,8.8,,,
16,3,3,1,6.6,,,
16,3,3,1,8.4,,,
16,3,3,1,10.7,,,
16,3,3,1,6.6,,,
16,3,3,2,13.3,,,
16,3,3,1,6.7,,,
16,3,3,1,10.8,,,
16,3,3,1,8.7,,,
16,3,3,1,7.8,,,
16,3,3,1,7.7,,,
16,3,3,1,7,,,
16,3,3,1,9.9,,,
16,3,3,1,6.2,,,
16,3,3,1,11.8,,,
16,3,3,1,,6.6,2,
16,3,3,3,23.5,,,
16,3,3,3,20.4,,,
16,3,3,3,11,,,
16,3,3,3,15.4,,,
16,3,3,3,6.6,,,
16,3,3,3,,6.6,2,
16,4,3,1,10,,,
16,4,3,1,5.6,,,
16,4,3,2,8.1,,,
16,4,3,1,8.3,,,
16,4,3,3,6.6,,,
16,4,3,3,5.6,,,
16,4,3,3,6.6,,,
16,4,3,1,8.9,,,
16,4,3,1,5.4,,,
16,4,3,3,4.1,,,
16,4,3,3,9.6,,,
16,4,3,2,26.5,,,
16,4,3,1,7.3,,,
16,4,3,1,7.6,,,
16,4,3,6,6.6,,,
16,4,3,1,5.3,,,
16,4,3,1,8.2,,,
16,4,3,2,5.5,,,
16,4,3,1,6.6,,,
16,4,3,1,6.8,,,
16,4,3,1,9.9,,,
16,4,3,1,6.3,,,
16,4,3,3,8.5,,,
16,4,3,1,7.5,,,
16,4,3,3,14.4,,,
16,4,3,1,10.5,,,
16,4,3,3,7.9,,,
16,4,3,1,7.7,,,
16,4,3,1,9.4,,,
16,4,3,1,7.1,,,
16,4,3,1,5.2,,,
16,4,3,1,11.9,,,
16,4,3,1,9.6,,,
16,4,3,1,5.9,,,
16,4,3,1,6.4,,,
16,5,3,1,5.9,,,
16,5,3,5,10.9,,,
16,5,3,1,9.3,,,
16,5,3,3,16.3,,,
16,5,3,1,14.8,,,
16,5,3,1,8.2,,,
16,5,3,1,9.9,,,
16,5,3,3,5.5,,,
16,5,3,2,21.9,,,
16,5,3,3,8.1,,,
16,5,3,3,8.6,,,
16,5,3,5,7.4,,,
16,5,3,5,6.1,,,
16,5,3,5,6.2,,,
16,5,3,3,9.9,,,
16,5,3,3,8.7,,,
16,5,3,1,8.6,,,
16,5,3,3,9.1,,,
16,5,3,3,5.8,,,
16,5,3,3,7.2,,,
16,5,3,3,6.8,,,
16,5,3,3,7.3,,,
16,5,3,5,12.9,,,
16,5,3,5,14.8,,,
16,5,3,5,17.3,,,
16,5,3,3,11.2,,,
16,5,3,3,5.9,,,
16,5,3,3,6.5,,,
16,5,3,3,,5.2,1,
16,5,3,3,13.9,,,
16,5,3,3,,5.6,2,
16,5,3,3,11.1,,,
16,5,3,3,11.2,,,
16,5,3,1,5.4,,,
16,6,3,3,10.6,,,
16,6,3,1,12.5,,,
16,6,3,1,5.8,,,
16,6,3,1,8.8,,,
16,6,3,3,8.5,,,
16,6,3,3,9.2,,,
16,6,3,3,11.1,,,
16,6,3,3,8.3,,,
16,6,3,1,6,,,
16,6,3,1,9.4,,,
16,6,3,1,,6.9,2,
16,6,3,1,,6.2,3,
16,6,3,3,11,,,
16,6,3,5,19.3,,,
16,6,3,3,5.2,,,
16,6,3,3,6,,,
16,6,3,6,6.4,,,
16,6,3,3,5.5,,,
16,6,3,1,5.7,,,
16,6,3,1,6.7,,,
16,6,3,1,6.5,,,
16,6,3,1,6,,,
16,6,3,1,6.9,,,
16,6,3,1,5.2,,,
16,6,3,1,7.2,,,
16,6,3,1,8,,,
16,6,3,1,9,,,
16,6,3,1,5.2,,,
16,6,3,5,5.4,,,
16,6,3,5,6.6,,,
16,6,3,1,8,,,
16,6,3,5,10.3,,,
16,6,3,1,5.5,,,
16,6,3,3,8.2,,,
17,1,3,5,5.8,,,
17,1,3,5,5.8,,,
17,1,3,5,6,,,
17,1,3,5,34.3,,,
17,1,3,5,12.1,,,
17,1,3,5,,14.6,2,
17,1,3,5,10.5,,,
17,1,3,1,10.3,,,
17,1,3,3,5.7,,,
17,1,3,3,14.5,,,
17,1,3,3,10.6,,,
17,1,3,1,11.5,,,
17,1,3,3,,6.5,1,
17,1,3,5,14.7,,,
17,1,3,5,10,,,
17,1,3,1,,5.7,1,
17,1,3,5,10.8,,,
17,1,3,5,8.2,,,
17,1,3,1,7.4,,,
17,1,3,1,12.1,,,
17,2,3,1,6,,,
17,2,3,1,8.9,,,
17,2,3,1,6.3,,,
17,2,3,3,7.6,,,
17,2,3,1,6.9,,,
17,2,3,1,5.9,,,
17,2,3,3,6.4,,,
17,2,3,1,7.4,,,
17,2,3,1,9,,,
17,2,3,1,5.3,,,
17,2,3,1,5.6,,,
17,2,3,1,6.4,,,
17,2,3,3,10.6,,,
17,2,3,3,13.1,,,
17,2,3,1,5.4,,,
17,2,3,1,5.8,,,
17,2,3,1,5.9,,,
17,2,3,1,6.6,,,
17,2,3,1,,5.8,2,
17,2,3,1,5.7,,,
17,2,3,1,7.5,,,
17,2,3,5,9.7,,,
17,2,3,5,7.6,,,
17,2,3,3,8.1,,,
17,2,3,5,6.4,,,
17,2,3,1,6.6,,,
17,2,3,1,6.6,,,
17,2,3,5,8.2,,,
17,2,3,1,6.7,,,
17,2,3,5,,6.9,2,
17,2,3,5,6.9,,,
17,2,3,5,5.1,,,
17,3,3,5,7.4,,,
17,3,3,5,6.3,,,
17,3,3,5,5.1,,,
17,3,3,5,10.4,,,
17,3,3,1,7,,,
17,3,3,1,5.2,,,
17,3,3,1,7,,,
17,3,3,1,5.9,,,
17,3,3,1,5.3,,,
17,3,3,1,5.8,,,
17,3,3,3,5.5,,,
17,3,3,1,5.7,,,
17,3,3,1,5.1,,,
17,3,3,1,6.1,,,
17,3,3,1,5.6,,,
17,3,3,3,9,,,
17,3,3,1,10.2,,,
17,3,3,1,5.9,,,
17,3,3,1,6.3,,,
17,3,3,1,6.6,,,
17,3,3,3,,9.9,2,
17,3,3,1,5.4,,,
17,3,3,1,5.7,,,
17,3,3,1,7,,,
17,3,3,1,5.4,,,
17,3,3,1,5.9,,,
17,3,3,1,11,,,
17,3,3,3,5.1,,,
17,3,3,1,6.3,,,
17,3,3,5,6.1,,,
17,3,3,1,7,,,
17,3,3,1,10.2,,,
17,3,3,1,5.3,,,
17,3,3,5,9.5,,,
17,3,3,5,7.7,,,
17,3,3,5,7,,,
17,3,3,1,6.4,,,
17,4,3,3,14.6,,,
17,4,3,1,6.9,,,
17,4,3,1,5.4,,,
17,4,3,3,12.4,,,
17,4,3,1,5.4,,,
17,4,3,1,6.5,,,
17,4,3,3,9.7,,,
17,4,3,1,7.4,,,
17,4,3,1,5.3,,,
17,4,3,5,10.3,,,
17,4,3,1,5.6,,,
17,4,3,2,6.6,,,
17,4,3,3,15.8,,,
17,4,3,3,9.8,,,
17,4,3,1,7.5,,,
17,4,3,5,7,,,
17,4,3,1,5.4,,,
17,4,3,1,6,,,
17,4,3,1,,5.5,1,
17,4,3,1,5.2,,,
17,4,3,5,11.3,,,
17,4,3,1,9.1,,,
17,4,3,5,12.1,,,
17,4,3,5,12.3,,,
17,4,3,1,7.1,,,
17,4,3,5,12.1,,,
17,4,3,3,12,,,
17,4,3,1,8.3,,,
17,4,3,5,10.7,,,
17,4,3,3,13.7,,,
17,4,3,1,5.3,,,
17,4,3,3,8.3,,,
17,4,3,6,13.3,,,
17,4,3,3,13,,,
17,5,3,1,7.1,,,
17,5,3,5,11.1,,,
17,5,3,1,5.7,,,
17,5,3,2,9.7,,,
17,5,3,1,5.7,,,
17,5,3,1,16.3,,,
17,5,3,1,6,,,
17,5,3,1,11.8,,,
17,5,3,1,7.8,,,
17,5,3,1,17.4,,,
17,5,3,1,7.3,,,
17,5,3,5,12.4,,,
17,5,3,5,18.6,,,
17,5,3,5,9.2,,,
17,5,3,3,8.4,,,
17,5,3,1,6.6,,,
17,5,3,5,15.1,,,
17,5,3,5,13.8,,,
17,5,3,6,16,,,
17,5,3,2,12.1,,,
17,5,3,2,12.7,,,
17,5,3,3,22.2,,,
17,5,3,2,5.7,,,
17,5,3,2,10.2,,,
17,5,3,5,8.4,,,
17,5,3,2,6.6,,,
17,5,3,5,10.7,,,
17,5,3,5,11,,,
17,5,3,1,5.4,,,
17,6,3,2,9.6,,,
17,6,3,2,9.4,,,
17,6,3,6,8.6,,,
17,6,3,6,5.3,,,
17,6,3,1,7.3,,,
17,6,3,3,11.9,,,
17,6,3,1,10.7,,,
17,6,3,1,14.8,,,
17,6,3,5,14.8,,,
17,6,3,1,10.6,,,
17,6,3,6,10.9,,,
17,6,3,1,7.9,,,
17,6,3,1,6.6,,,
17,6,3,1,8.2,,,
17,6,3,2,14,,,
17,6,3,2,19.1,,,
17,6,3,2,8.1,,,
17,6,3,1,6.3,,,
17,6,3,1,13.5,,,
17,6,3,1,9.2,,,
17,6,3,3,6,,,
17,6,3,3,,6,2,
17,6,3,6,14.3,,,
17,6,3,3,13.7,,,
17,6,3,1,5.6,,,
17,6,3,2,15.1,,,
17,6,3,3,8.9,,,
17,6,3,3,11.3,,,
17,6,3,1,8.1,,,
17,6,3,1,10.3,,,
17,6,3,2,,6.5,2,
17,6,3,2,19.1,,,
17,6,3,6,7.1,,,
17,6,3,1,5.7,,,
17,6,3,1,16,,,
17,6,3,6,9.1,,,
17,6,3,2,7.3,,,
17,6,3,6,15.4,,,
25,1,2,5,10,,,
25,1,2,1,9.4,,,
25,1,2,1,9.6,,,
25,1,2,5,15,,,
25,1,2,5,13,,,
25,1,2,1,6.21,,,
25,1,2,1,15,,,
25,1,2,3,9.8,,,
25,1,2,5,9.9,,,
25,1,2,1,6.9,,,
25,1,2,5,,7.6,2,
25,1,2,5,9.3,,,
25,1,2,1,9,,,
25,1,2,1,7.1,,,
25,1,2,1,11.2,,,
25,1,2,1,6.4,,,
25,1,2,1,5.6,,,
25,1,2,1,5.8,,,
25,1,2,1,6.5,,,
25,1,2,1,7.4,,,
25,1,2,1,6.7,,,
25,1,2,1,5.1,,,
25,1,2,1,9.1,,,
25,1,2,1,6.2,,,
25,1,2,1,6.9,,,
25,1,2,1,7.8,,,
25,1,2,6,5.3,,,
25,1,2,1,7.1,,,
25,1,2,1,8.6,,,
25,1,2,1,8.2,,,
25,1,2,1,6.1,,,
25,1,2,1,7.2,,,
25,2,2,1,5.7,,,
25,2,2,1,6.3,,,
25,2,2,1,7.7,,,
25,2,2,1,7.1,,,
25,2,2,1,5.8,,,
25,2,2,1,6.8,,,
25,2,2,5,8.7,,,
25,2,2,6,7.2,,,
25,2,2,6,6.1,,,
25,2,2,6,7.6,,,
25,2,2,6,6.6,,,
25,2,2,6,7.4,,,
25,2,2,1,10.5,,,
25,2,2,1,11.5,,,
25,2,2,5,6.3,,,
25,2,2,1,8.6,,,
25,2,2,1,8.7,,,
25,2,2,1,5.7,,,
25,2,2,1,7.3,,,
25,2,2,1,8.2,,,
25,2,2,1,7.3,,,
25,2,2,1,7.8,,,
25,3,2,6,10.1,,,
25,3,2,6,5.5,,,
25,3,2,6,12.4,,,
25,3,2,6,5.4,,,
25,3,2,6,5.2,,,
25,3,2,5,22.5,,,
25,3,2,5,17.4,,,
25,3,2,6,7.7,,,
25,3,2,5,14.6,,,
25,3,2,6,7,,,
25,3,2,6,8.1,,,
25,3,2,6,7.3,,,
25,3,2,6,10.1,,,
25,3,2,6,6.4,,,
25,3,2,5,17.4,,,
25,3,2,6,9.2,,,
25,3,2,6,5.8,,,
25,3,2,6,7.5,,,
25,3,2,6,9.1,,,
25,3,2,6,7.4,,,
25,3,2,6,8.5,,,
25,3,2,6,11,,,
25,3,2,6,6,,,
25,3,2,6,8,,,
25,3,2,6,5.5,,,
25,3,2,6,5.1,,,
25,3,2,6,8.6,,,
25,3,2,6,8.3,,,
25,3,2,5,12.8,,,
25,3,2,6,6.1,,,
25,3,2,5,,10.3,2,
25,3,2,5,16.8,,,
25,4,2,1,,6.5,3,
25,4,2,1,9,,,
25,4,2,1,7,,,
25,4,2,6,6.9,,,
25,4,2,1,5.1,,,
25,4,2,1,7.4,,,
25,4,2,1,6.7,,,
25,4,2,6,5.2,,,
25,4,2,6,7,,,
25,4,2,6,7.3,,,
25,4,2,6,7.2,,,
25,4,2,6,7.4,,,
25,4,2,1,5.5,,,
25,4,2,6,7,,,
25,4,2,1,6.3,,,
25,4,2,5,5.1,,,
25,4,2,5,5.6,,,
25,4,2,5,8.7,,,
25,4,2,1,7.3,,,
25,4,2,1,8.3,,,
25,4,2,1,9.1,,,
25,4,2,1,7.9,,,
25,4,2,1,8.6,,,
25,4,2,1,5.7,,,
25,4,2,1,6,,,
25,4,2,1,6.8,,,
25,4,2,5,12.3,,,
25,4,2,5,12.5,,,
25,4,2,5,8.9,,,
25,4,2,1,5.6,,,
25,4,2,5,5.4,,,
25,4,2,3,,9.7,2,
25,4,2,6,9.3,,,
25,4,2,6,8.7,,,
25,4,2,6,5.8,,,
25,4,2,1,7.3,,,
25,4,2,6,8.6,,,
25,5,2,5,6.7,,,
25,5,2,5,9.1,,,
25,5,2,6,8.1,,,
25,5,2,6,7.2,,,
25,5,2,1,5.8,,,
25,5,2,6,7.1,,,
25,5,2,6,5.4,,,
25,5,2,6,6.2,,,
25,5,2,1,8.3,,,
25,5,2,6,6.8,,,
25,5,2,6,6.8,,,
25,5,2,6,7.6,,,
25,5,2,6,11.6,,,
25,5,2,6,7.5,,,
25,5,2,1,9.4,,,
25,5,2,1,9.1,,,
25,5,2,1,6.7,,,
25,5,2,1,6.1,,,
25,5,2,1,7.5,,,
25,5,2,6,10.5,,,
25,5,2,6,6.7,,,
25,5,2,6,8.9,,,
25,5,2,1,5.8,,,
25,5,2,5,10.3,,,
25,5,2,1,5.5,,,
25,5,2,1,6.6,,,
25,5,2,6,6,,,
25,5,2,6,5.7,,,
25,5,2,6,5.2,,,
25,5,2,6,6.4,,,
25,6,2,6,9.1,,,
25,6,2,6,6.7,,,
25,6,2,6,5.5,,,
25,6,2,1,5.2,,,
25,6,2,1,5.5,,,
25,6,2,6,7.2,,,
25,6,2,6,5.2,,,
25,6,2,6,6.2,,,
25,6,2,6,6.2,,,
25,6,2,6,7.9,,,
25,6,2,6,12.2,,,
25,6,2,6,10.1,,,
25,6,2,6,9.5,,,
25,6,2,6,10.7,,,
25,6,2,6,8.4,,,
25,6,2,6,12.8,,,
25,6,2,88,7.4,,,
25,6,2,6,7.2,,,
25,6,2,6,10.3,,,
25,6,2,6,6.1,,,
25,6,2,6,6,,,
25,6,2,6,5.3,,,
25,6,2,6,6.7,,,
25,6,2,6,7.7,,,
25,6,2,6,9,,,
25,6,2,6,6,,,
25,6,2,6,7.7,,,
25,6,2,6,6.2,,,
25,6,2,6,6.8,,,
25,6,2,6,7.5,,,
25,6,2,6,8.7,,,
25,6,2,6,7.8,,,
25,6,2,6,5.1,,,
25,6,2,6,5.4,,,
25,6,2,6,5.5,,,
25,6,2,6,5.4,,,
25,6,2,6,6.5,,,
25,6,2,6,14.9,,,
25,6,2,1,11.9,,,
25,6,2,6,6.8,,,
26,1,3,1,6.5,,,
26,1,3,1,8.4,,,
26,1,3,1,10.7,,,
26,1,3,1,5.4,,,
26,1,3,1,6.3,,,
26,1,3,1,13.1,,,
26,1,3,1,10.3,,,
26,1,3,1,7.1,,,
26,1,3,1,12.3,,,
26,1,3,1,6.7,,,
26,1,3,1,6.3,,,
26,1,3,1,5.5,,,
26,1,3,1,5.3,,,
26,1,3,1,7.3,,,
