"StudyID","SampID","StudySampID","Ecosystem","SubSampID","SampInterval","ExtrapInterval","SampLength","BD_type","BD","C method","OM_type","C_type","PercOM","PercC","Calc_CD_C","Calc_CD_OM","Notes"
"71",1426,"MB16-01","EM","1426ak","36-37","36-37",1,"M",1.47,"LOI","M",NA,3.3,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426al","37-38","37-38",1,"M",1.06,"LOI","M",NA,3.8,NA,NA,0.017,NA
"71",1426,"MB16-01","EM","1426am","38-39","38-39",1,"M",1.18,"LOI","M",NA,3.6,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426an","39-40","39-40",1,"M",1.28,"LOI","M",NA,3.7,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426ao","40-41","40-41",1,"M",1.17,"LOI","M",NA,3.3,NA,NA,0.017,NA
"71",1426,"MB16-01","EM","1426ap","41-42","41-42",1,"M",1.29,"LOI","M",NA,3.7,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426aq","42-43","42-43",1,"M",1.27,"LOI","M",NA,4.4,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426ar","43-44","43-44",1,"M",1.18,"LOI","M",NA,5.2,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426as","44-45","44-45",1,"M",1.19,"LOI","M",NA,4.7,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426at","45-46","45-46",1,"M",1.51,"LOI","M",NA,4,NA,NA,0.026,NA
"71",1426,"MB16-01","EM","1426au","46-47","46-47",1,"M",1.08,"LOI","M",NA,4.4,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426av","47-48","47-48",1,"M",0.97,"LOI","M",NA,5,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426aw","48-49","48-49",1,"M",1.02,"LOI","M",NA,5.8,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426ax","49-50","49-50",1,"M",1.09,"LOI","M",NA,4.9,NA,NA,0.023,NA
"71",1426,"MB16-01","EM","1426ay","50-51","50-51",1,"M",1.26,"LOI","M",NA,4.5,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426az","51-52","51-52",1,"M",1.07,"LOI","M",NA,4,NA,NA,0.019,NA
"71",1426,"MB16-01","EM","1426ba","52-53","52-53",1,"M",1.32,"LOI","M",NA,4.6,NA,NA,0.027,NA
"71",1426,"MB16-01","EM","1426bb","53-54","53-54",1,"M",0.78,"LOI","M",NA,5.9,NA,NA,0.014,NA
"71",1426,"MB16-01","EM","1426bc","54-55","54-55",1,"M",1.09,"LOI","M",NA,6,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426bd","55-56","55-56",1,"M",0.78,"LOI","M",NA,6.4,NA,NA,0.016,NA
"71",1426,"MB16-01","EM","1426be","56-57","56-57",1,"M",0.94,"LOI","M",NA,6.4,NA,NA,0.02,NA
"71",1426,"MB16-01","EM","1426bf","57-58","57-58",1,"M",1.21,"LOI","M",NA,5.4,NA,NA,0.02,NA
"71",1426,"MB16-01","EM","1426bg","58-59","58-59",1,"M",0.98,"LOI","M",NA,5.6,NA,NA,0.017,NA
"71",1426,"MB16-01","EM","1426bh","59-60","59-60",1,"M",1.01,"LOI","M",NA,5.7,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426bi","60-61","60-61",1,"M",1.16,"LOI","M",NA,5.8,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426bj","61-62","61-62",1,"M",1.28,"LOI","M",NA,6.2,NA,NA,0.025,NA
"71",1426,"MB16-01","EM","1426bk","62-63","62-63",1,"M",1.35,"LOI","M",NA,4.9,NA,NA,0.029,NA
"71",1426,"MB16-01","EM","1426bl","63-64","63-64",1,"M",1.52,"LOI","M",NA,4.5,NA,NA,0.03,NA
"71",1426,"MB16-01","EM","1426bm","64-65","64-65",1,"M",1.39,"LOI","M",NA,4.2,NA,NA,0.025,NA
"71",1426,"MB16-01","EM","1426bn","65-66","65-66",1,"M",1.21,"LOI","M",NA,4.7,NA,NA,0.025,NA
"71",1426,"MB16-01","EM","1426bo","66-67","66-67",1,"M",1.2,"LOI","M",NA,5.6,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426bp","67-68","67-68",1,"M",1.03,"LOI","M",NA,6.4,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426bq","68-69","68-69",1,"M",0.9,"LOI","M",NA,7.1,NA,NA,0.022,NA
"71",1426,"MB16-01","EM","1426br","69-70","69-70",1,"M",1,"LOI","M",NA,6.1,NA,NA,0.02,NA
"71",1426,"MB16-01","EM","1426bs","70-71","70-71",1,"M",0.94,"LOI","M",NA,5.9,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426bt","71-72","71-72",1,"M",0.91,"LOI","M",NA,6.3,NA,NA,0.019,NA
"71",1426,"MB16-01","EM","1426bu","72-73","72-73",1,"M",0.84,"LOI","M",NA,5.9,NA,NA,0.016,NA
"71",1426,"MB16-01","EM","1426bv","73-74","73-74",1,"M",0.95,"LOI","M",NA,5.8,NA,NA,0.017,NA
"71",1426,"MB16-01","EM","1426bw","74-75","74-75",1,"M",1,"LOI","M",NA,6.8,NA,NA,0.023,NA
"71",1426,"MB16-01","EM","1426bx","75-76","75-76",1,"M",0.94,"LOI","M",NA,6.4,NA,NA,0.02,NA
"71",1426,"MB16-01","EM","1426by","76-77","76-77",1,"M",1,"LOI","M",NA,7,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426bz","77-78","77-78",1,"M",0.97,"LOI","M",NA,6.5,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426ca","78-79","78-79",1,"M",0.95,"LOI","M",NA,6.1,NA,NA,0.019,NA
"71",1426,"MB16-01","EM","1426cb","79-80","79-80",1,"M",1.02,"LOI","M",NA,5.6,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426cc","80-81","80-81",1,"M",0.97,"LOI","M",NA,6.1,NA,NA,0.019,NA
"71",1426,"MB16-01","EM","1426cd","81-82","81-82",1,"M",0.84,"LOI","M",NA,7.7,NA,NA,0.022,NA
"71",1426,"MB16-01","EM","1426ce","82-83","82-83",1,"M",0.81,"LOI","M",NA,6.1,NA,NA,0.016,NA
"71",1426,"MB16-01","EM","1426cf","83-84","83-84",1,"M",1.09,"LOI","M",NA,5.9,NA,NA,0.02,NA
"71",1426,"MB16-01","EM","1426cg","84-85","84-85",1,"M",0.93,"LOI","M",NA,5.4,NA,NA,0.015,NA
"71",1426,"MB16-01","EM","1426ch","85-86","85-86",1,"M",0.83,"LOI","M",NA,5.9,NA,NA,0.015,NA
"71",1426,"MB16-01","EM","1426ci","86-87","86-87",1,"M",0.97,"LOI","M",NA,5.9,NA,NA,0.018,NA
"71",1426,"MB16-01","EM","1426cj","87-88","87-88",1,"M",0.98,"LOI","M",NA,5.6,NA,NA,0.017,NA
"71",1426,"MB16-01","EM","1426ck","88-89","88-89",1,"M",0.95,"LOI","M",NA,5.6,NA,NA,0.016,NA
"71",1426,"MB16-01","EM","1426cl","89-90","89-90",1,"M",1.17,"LOI","M",NA,5.1,NA,NA,0.017,NA
"71",1426,"MB16-01","EM","1426cm","90-91","90-91",1,"M",1.19,"LOI","M",NA,5.8,NA,NA,0.022,NA
"71",1426,"MB16-01","EM","1426cn","91-92","91-92",1,"M",0.93,"LOI","M",NA,5,NA,NA,0.02,NA
"71",1426,"MB16-01","EM","1426co","92-93","92-93",1,"M",0.99,"LOI","M",NA,4.9,NA,NA,0.021,NA
"71",1426,"MB16-01","EM","1426cp","93-94","93-94",1,"M",1.32,"LOI","M",NA,4.3,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426cq","94-95","94-95",1,"M",1.29,"LOI","M",NA,4.3,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426cr","95-96","95-96",1,"M",1.38,"LOI","M",NA,4.1,NA,NA,0.025,NA
"71",1426,"MB16-01","EM","1426cs","96-97","96-97",1,"M",1.37,"LOI","M",NA,4,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426ct","97-98","97-98",1,"M",1.43,"LOI","M",NA,3.8,NA,NA,0.024,NA
"71",1426,"MB16-01","EM","1426cu","98-99","98-99",1,"M",1.4,"LOI","M",NA,3.6,NA,NA,0.022,NA
"71",1426,"MB16-01","EM","1426cv","99-100","99-100",1,"M",1.35,"LOI","M",NA,3.6,NA,NA,0.021,NA
"71",1427,"MB16-02","EM","1427a","0-1","0-1",1,"M",0.28,"LOI","M",NA,30.5,NA,NA,0.037,NA
"71",1427,"MB16-02","EM","1427b","1-2","1-2",1,"M",0.31,"LOI","M",NA,33,NA,NA,0.045,NA
"71",1427,"MB16-02","EM","1427c","2-3","2-3",1,"M",0.28,"LOI","M",NA,26.9,NA,NA,0.033,NA
"71",1427,"MB16-02","EM","1427d","3-4","3-4",1,"M",0.32,"LOI","M",NA,27.2,NA,NA,0.037,NA
"71",1427,"MB16-02","EM","1427e","4-5","4-5",1,"M",0.26,"LOI","M",NA,36.4,NA,NA,0.041,NA
"71",1427,"MB16-02","EM","1427f","5-6","5-6",1,"M",0.22,"LOI","M",NA,34.1,NA,NA,0.033,NA
"71",1427,"MB16-02","EM","1427g","6-7","6-7",1,"M",0.26,"LOI","M",NA,35.6,NA,NA,0.04,NA
"71",1427,"MB16-02","EM","1427h","7-8","7-8",1,"M",0.29,"LOI","M",NA,35.7,NA,NA,0.045,NA
"71",1427,"MB16-02","EM","1427i","8-9","8-9",1,"M",0.27,"LOI","M",NA,33.6,NA,NA,0.039,NA
"71",1427,"MB16-02","EM","1427j","9-10","9-10",1,"M",0.34,"LOI","M",NA,26.3,NA,NA,0.039,NA
"71",1427,"MB16-02","EM","1427k","10-11","10-11",1,"M",0.34,"LOI","M",NA,21.8,NA,NA,0.031,NA
"71",1427,"MB16-02","EM","1427l","11-12","11-12",1,"M",0.4,"LOI","M",NA,19.2,NA,NA,0.032,NA
"71",1427,"MB16-02","EM","1427m","12-13","12-13",1,"M",0.36,"LOI","M",NA,17.8,NA,NA,0.027,NA
"71",1427,"MB16-02","EM","1427n","13-14","13-14",1,"M",0.34,"LOI","M",NA,23.4,NA,NA,0.034,NA
"71",1427,"MB16-02","EM","1427o","14-15","14-15",1,"M",0.4,"LOI","M",NA,18.6,NA,NA,0.031,NA
"71",1427,"MB16-02","EM","1427p","15-16","15-16",1,"M",0.37,"LOI","M",NA,17.6,NA,NA,0.027,NA
"71",1427,"MB16-02","EM","1427q","16-17","16-17",1,"M",0.42,"LOI","M",NA,17.3,NA,NA,0.03,NA
"71",1427,"MB16-02","EM","1427r","17-18","17-18",1,"M",0.45,"LOI","M",NA,18.4,NA,NA,0.034,NA
"71",1427,"MB16-02","EM","1427s","18-19","18-19",1,"M",0.45,"LOI","M",NA,16.4,NA,NA,0.03,NA
"71",1427,"MB16-02","EM","1427t","19-20","19-20",1,"M",0.5,"LOI","M",NA,15.3,NA,NA,0.031,NA
"71",1427,"MB16-02","EM","1427u","20-21","20-21",1,"M",0.36,"LOI","M",NA,19,NA,NA,0.029,NA
"71",1427,"MB16-02","EM","1427v","21-22","21-22",1,"M",0.49,"LOI","M",NA,15,NA,NA,0.03,NA
"71",1427,"MB16-02","EM","1427w","22-23","22-23",1,"M",0.44,"LOI","M",NA,16.2,NA,NA,0.029,NA
"71",1427,"MB16-02","EM","1427x","23-24","23-24",1,"M",0.48,"LOI","M",NA,17.5,NA,NA,0.034,NA
"71",1427,"MB16-02","EM","1427y","24-25","24-25",1,"M",0.46,"LOI","M",NA,14.1,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427z","25-26","25-26",1,"M",0.54,"LOI","M",NA,13.7,NA,NA,0.029,NA
"71",1427,"MB16-02","EM","1427aa","26-27","26-27",1,"M",0.57,"LOI","M",NA,12.8,NA,NA,0.029,NA
"71",1427,"MB16-02","EM","1427ab","27-28","27-28",1,"M",0.56,"LOI","M",NA,11.7,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427ac","28-29","28-29",1,"M",0.59,"LOI","M",NA,12.8,NA,NA,0.03,NA
"71",1427,"MB16-02","EM","1427ad","29-30","29-30",1,"M",0.51,"LOI","M",NA,12.3,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427ae","30-31","30-31",1,"M",0.56,"LOI","M",NA,12,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427af","31-32","31-32",1,"M",0.51,"LOI","M",NA,12.5,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427ag","32-33","32-33",1,"M",0.54,"LOI","M",NA,12.8,NA,NA,0.027,NA
"71",1427,"MB16-02","EM","1427ah","33-34","33-34",1,"M",0.49,"LOI","M",NA,14.3,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427ai","34-35","34-35",1,"M",0.42,"LOI","M",NA,14.8,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427aj","35-36","35-36",1,"M",0.36,"LOI","M",NA,24.1,NA,NA,0.037,NA
"71",1427,"MB16-02","EM","1427ak","36-37","36-37",1,"M",0.52,"LOI","M",NA,12.8,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427al","37-38","37-38",1,"M",0.51,"LOI","M",NA,14,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427am","38-39","38-39",1,"M",0.52,"LOI","M",NA,12.4,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427an","39-40","39-40",1,"M",0.57,"LOI","M",NA,11.9,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427ao","40-41","40-41",1,"M",0.61,"LOI","M",NA,12.5,NA,NA,0.03,NA
"71",1427,"MB16-02","EM","1427ap","41-42","41-42",1,"M",0.53,"LOI","M",NA,13.1,NA,NA,0.027,NA
"71",1427,"MB16-02","EM","1427aq","42-43","42-43",1,"M",0.5,"LOI","M",NA,14.2,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427ar","43-44","43-44",1,"M",0.56,"LOI","M",NA,12.7,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427as","44-45","44-45",1,"M",0.61,"LOI","M",NA,10.1,NA,NA,0.023,NA
"71",1427,"MB16-02","EM","1427at","45-46","45-46",1,"M",0.6,"LOI","M",NA,12.4,NA,NA,0.029,NA
"71",1427,"MB16-02","EM","1427au","46-47","46-47",1,"M",0.5,"LOI","M",NA,10.8,NA,NA,0.02,NA
"71",1427,"MB16-02","EM","1427av","47-48","47-48",1,"M",0.6,"LOI","M",NA,12.6,NA,NA,0.03,NA
"71",1427,"MB16-02","EM","1427aw","48-49","48-49",1,"M",0.56,"LOI","M",NA,14.4,NA,NA,0.033,NA
"71",1427,"MB16-02","EM","1427ax","49-50","49-50",1,"M",0.53,"LOI","M",NA,13.2,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427ay","50-51","50-51",1,"M",0.77,"LOI","M",NA,11.5,NA,NA,0.034,NA
"71",1427,"MB16-02","EM","1427az","51-52","51-52",1,"M",0.7,"LOI","M",NA,10.5,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427ba","52-53","52-53",1,"M",0.59,"LOI","M",NA,11.1,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427bb","53-54","53-54",1,"M",0.61,"LOI","M",NA,10.9,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427bc","54-55","54-55",1,"M",0.6,"LOI","M",NA,11.3,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427bd","55-56","55-56",1,"M",0.57,"LOI","M",NA,10.9,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427be","56-57","56-57",1,"M",0.64,"LOI","M",NA,10.3,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427bf","57-58","57-58",1,"M",0.67,"LOI","M",NA,9.4,NA,NA,0.023,NA
"71",1427,"MB16-02","EM","1427bg","58-59","58-59",1,"M",0.63,"LOI","M",NA,10.3,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427bh","59-60","59-60",1,"M",0.51,"LOI","M",NA,11.6,NA,NA,0.023,NA
"71",1427,"MB16-02","EM","1427bi","60-61","60-61",1,"M",0.51,"LOI","M",NA,10.4,NA,NA,0.02,NA
"71",1427,"MB16-02","EM","1427bj","61-62","61-62",1,"M",0.48,"LOI","M",NA,13,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427bk","62-63","62-63",1,"M",0.55,"LOI","M",NA,12.1,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427bl","63-64","63-64",1,"M",0.53,"LOI","M",NA,11.6,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427bm","64-65","64-65",1,"M",0.58,"LOI","M",NA,11.4,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427bn","65-66","65-66",1,"M",0.59,"LOI","M",NA,10.7,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427bo","66-67","66-67",1,"M",0.47,"LOI","M",NA,12.1,NA,NA,0.022,NA
"71",1427,"MB16-02","EM","1427bp","67-68","67-68",1,"M",0.59,"LOI","M",NA,11.1,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427bq","68-69","68-69",1,"M",0.54,"LOI","M",NA,12.1,NA,NA,0.026,NA
"71",1427,"MB16-02","EM","1427br","69-70","69-70",1,"M",0.59,"LOI","M",NA,15.2,NA,NA,0.036,NA
"71",1427,"MB16-02","EM","1427bs","70-71","70-71",1,"M",0.48,"LOI","M",NA,16.7,NA,NA,0.033,NA
"71",1427,"MB16-02","EM","1427bt","71-72","71-72",1,"M",0.7,"LOI","M",NA,10.5,NA,NA,0.028,NA
"71",1427,"MB16-02","EM","1427bu","72-73","72-73",1,"M",0.52,"LOI","M",NA,10.5,NA,NA,0.021,NA
"71",1427,"MB16-02","EM","1427bv","73-74","73-74",1,"M",0.71,"LOI","M",NA,7.9,NA,NA,0.02,NA
"71",1427,"MB16-02","EM","1427bw","74-75","74-75",1,"M",0.84,"LOI","M",NA,7.2,NA,NA,0.021,NA
"71",1427,"MB16-02","EM","1427bx","75-76","75-76",1,"M",0.92,"LOI","M",NA,5.7,NA,NA,0.016,NA
"71",1427,"MB16-02","EM","1427by","76-77","76-77",1,"M",0.86,"LOI","M",NA,6.6,NA,NA,0.019,NA
"71",1427,"MB16-02","EM","1427bz","77-78","77-78",1,"M",0.9,"LOI","M",NA,6.6,NA,NA,0.02,NA
"71",1427,"MB16-02","EM","1427ca","78-79","78-79",1,"M",0.97,"LOI","M",NA,5.4,NA,NA,0.016,NA
"71",1427,"MB16-02","EM","1427cb","79-80","79-80",1,"M",0.84,"LOI","M",NA,5.8,NA,NA,0.015,NA
"71",1427,"MB16-02","EM","1427cc","80-81","80-81",1,"M",1.17,"LOI","M",NA,4.8,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427cd","81-82","81-82",1,"M",1.22,"LOI","M",NA,4.4,NA,NA,0.023,NA
"71",1427,"MB16-02","EM","1427ce","82-83","82-83",1,"M",1.27,"LOI","M",NA,3.8,NA,NA,0.021,NA
"71",1427,"MB16-02","EM","1427cf","83-84","83-84",1,"M",1.25,"LOI","M",NA,4.3,NA,NA,0.023,NA
"71",1427,"MB16-02","EM","1427cg","84-85","84-85",1,"M",1.1,"LOI","M",NA,4.2,NA,NA,0.02,NA
"71",1427,"MB16-02","EM","1427ch","85-86","85-86",1,"M",1.16,"LOI","M",NA,4.5,NA,NA,0.022,NA
"71",1427,"MB16-02","EM","1427ci","86-87","86-87",1,"M",1.15,"LOI","M",NA,4.6,NA,NA,0.023,NA
"71",1427,"MB16-02","EM","1427cj","87-88","87-88",1,"M",0.96,"LOI","M",NA,5.4,NA,NA,0.016,NA
"71",1427,"MB16-02","EM","1427ck","88-89","88-89",1,"M",1.05,"LOI","M",NA,5.5,NA,NA,0.017,NA
"71",1427,"MB16-02","EM","1427cl","89-90","89-90",1,"M",1.15,"LOI","M",NA,4.8,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427cm","90-91","90-91",1,"M",1.12,"LOI","M",NA,5,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427cn","91-92","91-92",1,"M",1.26,"LOI","M",NA,5,NA,NA,0.018,NA
"71",1427,"MB16-02","EM","1427co","92-93","92-93",1,"M",0.93,"LOI","M",NA,5.6,NA,NA,0.016,NA
"71",1427,"MB16-02","EM","1427cp","93-94","93-94",1,"M",1.23,"LOI","M",NA,4.6,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427cq","94-95","94-95",1,"M",1.4,"LOI","M",NA,4.5,NA,NA,0.027,NA
"71",1427,"MB16-02","EM","1427cr","95-96","95-96",1,"M",1.25,"LOI","M",NA,4.7,NA,NA,0.025,NA
"71",1427,"MB16-02","EM","1427cs","96-97","96-97",1,"M",1.13,"LOI","M",NA,4.9,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427ct","97-98","97-98",1,"M",1.25,"LOI","M",NA,4.5,NA,NA,0.024,NA
"71",1427,"MB16-02","EM","1427cu",NA,"98-100",2,"E",1.25,NA,"E",NA,4.5,NA,NA,0.024,NA
"71",1428,"MB16-03","EM","1428a","0-1","0-1",1,"M",0.24,"LOI","M",NA,48.9,NA,NA,0.051,NA
"71",1428,"MB16-03","EM","1428b","1-2","1-2",1,"M",0.26,"LOI","M",NA,48.1,NA,NA,0.056,NA
"71",1428,"MB16-03","EM","1428c","2-3","2-3",1,"M",0.22,"LOI","M",NA,48.3,NA,NA,0.048,NA
"71",1428,"MB16-03","EM","1428d","3-4","3-4",1,"M",0.24,"LOI","M",NA,31,NA,NA,0.033,NA
"71",1428,"MB16-03","EM","1428e","4-5","4-5",1,"M",0.52,"LOI","M",NA,14.4,NA,NA,0.03,NA
"71",1428,"MB16-03","EM","1428f","5-6","5-6",1,"M",0.45,"LOI","M",NA,16.7,NA,NA,0.031,NA
"71",1428,"MB16-03","EM","1428g","6-7","6-7",1,"M",0.69,"LOI","M",NA,10.3,NA,NA,0.027,NA
"71",1428,"MB16-03","EM","1428h","7-8","7-8",1,"M",0.7,"LOI","M",NA,9.1,NA,NA,0.023,NA
"71",1428,"MB16-03","EM","1428i","8-9","8-9",1,"M",0.54,"LOI","M",NA,13.3,NA,NA,0.028,NA
"71",1428,"MB16-03","EM","1428j","9-10","9-10",1,"M",0.62,"LOI","M",NA,11.5,NA,NA,0.028,NA
"71",1428,"MB16-03","EM","1428k","10-11","10-11",1,"M",0.73,"LOI","M",NA,10.7,NA,NA,0.03,NA
"71",1428,"MB16-03","EM","1428l","11-12","11-12",1,"M",0.76,"LOI","M",NA,11.5,NA,NA,0.034,NA
"71",1428,"MB16-03","EM","1428m","12-13","12-13",1,"M",0.62,"LOI","M",NA,15.3,NA,NA,0.038,NA
"71",1428,"MB16-03","EM","1428n","13-14","13-14",1,"M",0.61,"LOI","M",NA,13.5,NA,NA,0.033,NA
"71",1428,"MB16-03","EM","1428o","14-15","14-15",1,"M",0.48,"LOI","M",NA,17.7,NA,NA,0.035,NA
"71",1428,"MB16-03","EM","1428p","15-16","15-16",1,"M",0.6,"LOI","M",NA,12.1,NA,NA,0.028,NA
"71",1428,"MB16-03","EM","1428q","16-17","16-17",1,"M",0.93,"LOI","M",NA,7.2,NA,NA,0.023,NA
"71",1428,"MB16-03","EM","1428r","17-18","17-18",1,"M",0.85,"LOI","M",NA,7.4,NA,NA,0.022,NA
"71",1428,"MB16-03","EM","1428s","18-19","18-19",1,"M",0.93,"LOI","M",NA,7.8,NA,NA,0.025,NA
"71",1428,"MB16-03","EM","1428t","19-20","19-20",1,"M",0.81,"LOI","M",NA,10,NA,NA,0.03,NA
"71",1428,"MB16-03","EM","1428u","20-21","20-21",1,"M",0.88,"LOI","M",NA,9.4,NA,NA,0.031,NA
"71",1428,"MB16-03","EM","1428v","21-22","21-22",1,"M",0.8,"LOI","M",NA,9.4,NA,NA,0.028,NA
"71",1428,"MB16-03","EM","1428w","22-23","22-23",1,"M",0.78,"LOI","M",NA,7.9,NA,NA,0.022,NA
"71",1428,"MB16-03","EM","1428x","23-24","23-24",1,"M",1.12,"LOI","M",NA,5.2,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428y","24-25","24-25",1,"M",0.98,"LOI","M",NA,5.9,NA,NA,0.018,NA
"71",1428,"MB16-03","EM","1428z","25-26","25-26",1,"M",0.95,"LOI","M",NA,6.8,NA,NA,0.022,NA
"71",1428,"MB16-03","EM","1428aa","26-27","26-27",1,"M",0.65,"LOI","M",NA,11.8,NA,NA,0.03,NA
"71",1428,"MB16-03","EM","1428ab","27-28","27-28",1,"M",0.89,"LOI","M",NA,7,NA,NA,0.021,NA
"71",1428,"MB16-03","EM","1428ac","28-29","28-29",1,"M",1.07,"LOI","M",NA,5.7,NA,NA,0.019,NA
"71",1428,"MB16-03","EM","1428ad","29-30","29-30",1,"M",1.15,"LOI","M",NA,4.5,NA,NA,0.023,NA
"71",1428,"MB16-03","EM","1428ae","30-31","30-31",1,"M",1.16,"LOI","M",NA,4.3,NA,NA,0.022,NA
"71",1428,"MB16-03","EM","1428af","31-32","31-32",1,"M",0.74,"LOI","M",NA,11.1,NA,NA,0.031,NA
"71",1428,"MB16-03","EM","1428ag","32-33","32-33",1,"M",0.84,"LOI","M",NA,8.7,NA,NA,0.026,NA
"71",1428,"MB16-03","EM","1428ah","33-34","33-34",1,"M",0.95,"LOI","M",NA,7,NA,NA,0.022,NA
"71",1428,"MB16-03","EM","1428ai","34-35","34-35",1,"M",0.47,"LOI","M",NA,20.1,NA,NA,0.04,NA
"71",1428,"MB16-03","EM","1428aj","35-36","35-36",1,"M",0.5,"LOI","M",NA,16.6,NA,NA,0.034,NA
"71",1428,"MB16-03","EM","1428ak","36-37","36-37",1,"M",0.57,"LOI","M",NA,13.3,NA,NA,0.03,NA
"71",1428,"MB16-03","EM","1428al","37-38","37-38",1,"M",0.73,"LOI","M",NA,9,NA,NA,0.024,NA
"71",1428,"MB16-03","EM","1428am","38-39","38-39",1,"M",0.79,"LOI","M",NA,6.6,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428an","39-40","39-40",1,"M",0.71,"LOI","M",NA,7.2,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428ao","40-41","40-41",1,"M",0.73,"LOI","M",NA,7,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428ap","41-42","41-42",1,"M",0.92,"LOI","M",NA,5,NA,NA,0.02,NA
"71",1428,"MB16-03","EM","1428aq","42-43","42-43",1,"M",1.44,"LOI","M",NA,3.1,NA,NA,0.019,NA
"71",1428,"MB16-03","EM","1428ar","43-44","43-44",1,"M",1.41,"LOI","M",NA,2.6,NA,NA,0.016,NA
"71",1428,"MB16-03","EM","1428as","44-45","44-45",1,"M",1.53,"LOI","M",NA,3,NA,NA,0.02,NA
"71",1428,"MB16-03","EM","1428at","45-46","45-46",1,"M",1.56,"LOI","M",NA,2.5,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428au","46-47","46-47",1,"M",1.56,"LOI","M",NA,2.7,NA,NA,0.019,NA
"71",1428,"MB16-03","EM","1428av","47-48","47-48",1,"M",1.54,"LOI","M",NA,2.9,NA,NA,0.02,NA
"71",1428,"MB16-03","EM","1428aw","48-49","48-49",1,"M",1.34,"LOI","M",NA,2.9,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428ax","49-50","49-50",1,"M",1.32,"LOI","M",NA,3,NA,NA,0.017,NA
"71",1428,"MB16-03","EM","1428ay","50-51","50-51",1,"M",1.54,"LOI","M",NA,3.2,NA,NA,0.021,NA
"71",1428,"MB16-03","EM","1428az","51-52","51-52",1,"M",1.52,"LOI","M",NA,3.2,NA,NA,0.021,NA
