Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,8.5,106.8,0.7885,3.5172,0.1168,0.5614,0.0296,2.9558,0.1205,0,0,0,0,   ,   ,   ,   ,18.4,1.3,3.1,2412,,1998.1
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,9.5,105.8,0.9213,3.7704,0.1173,0.7076,0.0328,3.0627,0.1217,0,0,0,0,5.36,0.3,-16.48,4,22.9,1.4,2.2,2065,111,1993.7
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,10.5,104.8,0.6762,3.6687,0.1471,0.566,0.042,3.1027,0.153,0,0,0,0,   ,   ,   ,   ,26.7,1.6,2.7,1793,,1989.9
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,11.5,103.8,0.8491,3.5653,0.1202,0.5493,0.0319,3.016,0.1243,0.0699,0.0142,0,0,   ,   ,   ,   ,32,1.9,1.9,1603,,1984.6
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,12.5,102.8,0.7737,3.4031,0.1246,0.5809,0.0355,2.8222,0.1295,0.0702,0.015,0,0,4.77,0.3,-16.45,4.08,37.3,2.2,1.9,1452,69,1979.3
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,13.5,101.8,0.7609,3.4203,0.1159,0.525,0.0322,2.8953,0.1203,0.0756,0.0148,0,0,   ,   ,   ,   ,43.8,2.7,1.5,1179,,1972.8
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,14.5,100.8,0.9025,2.4638,0.1042,0.623,0.0324,1.8408,0.1091,0.1609,0.0159,0,0,   ,   ,   ,   ,49.7,3.3,1.7,1530,,1966.9
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,15.5,99.8,1.0822,1.9031,0.0997,0.6573,0.0329,1.2458,0.105,0,0,0,0,1.91,0.12,-16.44,4.14,55.4,3.9,1.7,1887,36,1961.2
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,16.5,98.8,1.3506,1.7097,0.0826,0.5583,0.0245,1.1514,0.0861,0.0549,0.011,0,0,   ,   ,   ,   ,63.6,5.1,1.2,1646,,1953
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,17.5,97.8,1.4995,1.2515,0.0678,0.5155,0.0224,0.7361,0.0715,0,0,0,0,   ,   ,   ,   ,71,6.5,1.3,2018,,1945.5
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,18.5,96.8,1.7323,1.142,0.0563,0.4964,0.0189,0.6456,0.0594,0,0,0,0,0.89,0.05,-16.54,3.81,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,19.5,95.8,1.7072,1.1214,0.068,0.5013,0.0185,0.6201,0.0704,0.0598,0.0074,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,20.5,94.8,1.7055,1.0146,0.0632,0.5392,0.0209,0.4754,0.0666,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,21.5,93.8,1.5844,1.0267,0.0645,0.6317,0.0224,0.3949,0.0682,0,0,0,0,0.8,0.05,-16.55,4.03,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,22.5,92.8,1.8488,0.9504,0.0652,0.609,0.0227,0.3414,0.069,0.02,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,23.5,91.8,1.8606,0.6516,0.0585,0.6624,0.0222,-0.0108,0.0626,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,24.5,90.8,2.131,0.6207,0.0725,0.6226,0.0212,-0.0019,0.0755,0.03,0.006,0,0,0.23,0.02,-16.64,3.51,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,31,84.3,2.1006,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,33,82.3,1.9055,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,37,78.3,2.3898,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,43,72.3,1.9257,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,49,66.3,2.2937,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,55,60.3,2.1497,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,61,54.3,2.0087,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNA,6/28/2016,41.93228,-70.02808,67,48.3,2.3052,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,0,61.2,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,0.5,60.7,0.3168,15.9925,0.2799,1.241,0.0613,14.7515,0.2865,0,0,3.2721,0.3514,9.73,0.74,-16.97,4.11,3.7,0.9,2.7,855,83,2012.9
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,1.5,59.7,0.2178,15.3244,0.6589,0.8516,0.1337,14.4728,0.6724,0,0,0,0,   ,   ,   ,   ,6.5,0.9,3.6,788,,2010.1
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,2.5,58.7,0.3459,12.4881,0.2797,1.0627,0.0644,11.4254,0.2871,0,0,0,0,8.34,0.61,-16.59,4.1,10.3,1,2.6,901,75,2006.3
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,3.5,57.7,0.3243,12.2617,0.2685,1.126,0.0616,11.1357,0.2755,0,0,0,0,   ,   ,   ,   ,14.3,1.1,2.5,819,,2002.3
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,4.5,56.7,0.3511,12.4523,0.2802,1.0501,0.0624,11.4022,0.287,0,0,0,0,8.01,0.67,-17.33,4.16,19.3,1.3,2,695,56,1997.3
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,5.5,55.7,0.3063,11.8148,0.3131,0.9859,0.0798,10.8288,0.3231,0,0,0,0,   ,   ,   ,   ,24.2,1.5,2,627,,1992.4
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,6.5,54.7,0.3012,11.7155,0.3105,1.1375,0.073,10.578,0.3189,0,0,0,0,8.19,0.64,-17.44,4.21,29.7,1.8,1.8,546,45,1986.9
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,7.5,53.7,0.4566,8.0105,0.2123,0.8106,0.0473,7.1999,0.2175,0.0567,0.0167,0,0,   ,   ,   ,   ,36.6,2.2,1.5,662,,1980
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,8.5,52.7,0.3386,9.3971,0.2716,0.8758,0.0643,8.5213,0.2791,0.1558,0.0313,0,0,6.25,0.5,-17.19,4.27,44.2,2.8,1.3,447,28,1972.4
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,9.5,51.7,0.3328,7.4225,0.2635,1.0098,0.0666,6.4127,0.2718,0.1425,0.0306,0,0,   ,   ,   ,   ,51.2,3.5,1.4,473,,1965.4
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,10.5,50.7,0.3353,6.4605,0.2642,0.9644,0.086,5.4961,0.2779,0,0,0,0,7.69,0.52,-16.31,4.3,58.8,4.4,1.3,440,34,1957.7
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,11.5,49.7,0.3787,5.2989,0.2332,1.1858,0.0768,4.1131,0.2455,0,0,0,0,   ,   ,   ,   ,67.1,5.7,1.2,459,,1949.5
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,12.5,48.7,0.3331,4.1609,0.1843,1.058,0.0584,3.1029,0.1934,0,0,0,0,7.72,0.53,-16.42,4.42,74,7,1.4,481,37,1942.6
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,13.5,47.7,0.4654,3.8435,0.1318,1.0259,0.0426,2.8176,0.1385,0.1495,0.0199,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,14.5,46.7,0.4697,2.977,0.1471,1.0081,0.0429,1.969,0.1532,0.1631,0.0203,0,0,5.41,0.33,-16.08,4.48,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,15.5,45.7,1.2521,1.3599,0.0876,0.7138,0.0269,0.6461,0.0916,0.1043,0.0115,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,16.5,44.7,0.5205,1.4374,0.1183,0.8061,0.0388,0.6314,0.1245,0.056,0.0174,0,0,1.57,0.09,-15.84,4.05,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,17.5,43.7,1.0275,1.0296,0.0825,0.6434,0.0288,0.3862,0.0874,0.0566,0.0131,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,18.5,42.7,1.1829,0.8089,0.0679,0.5854,0.0251,0.2235,0.0724,0,0,0,0,0.98,0.06,-15.85,4.08,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,19.5,41.7,1.3779,0.787,0.0675,0.5971,0.0227,0.1899,0.0712,0.0442,0.0086,0,0,0.95,0.06,-15.85,4.07,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,31,30.2,1.5879,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,37,24.2,1.7661,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,43,18.2,2.2797,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,49,12.2,1.7349,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,55,6.2,1.6527,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,61,0.2,2.0602,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,67,-5.8,1.0436,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Salt marsh,MYNB,6/28/2016,41.93243,-70.02815,69,-7.8,1.0976,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,0,-14.9,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,0.5,-15.4,0.0263,9.3305,1.3081,0,0,9.3305,1.3081,0,0,0,0,39.72,1.91,-27.9,7.88,0.2,0.6,61.5,1618,643,2016.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,1.5,-16.4,0.0326,16.1124,1.5017,0,0,16.1124,1.5017,0,0,0,0,   ,   ,   ,   ,0.5,0.6,28.5,929,,2016.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,2.5,-17.4,0.0589,20.4261,0.9621,0,0,20.4261,0.9621,0,0,0,0,   ,   ,   ,   ,1.3,0.6,12.2,720,,2015.2
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,3.5,-18.4,0.0506,21.4298,1.2386,0,0,21.4298,1.2386,0,0,0,0,32.95,2.05,-27.82,6.85,2.1,0.6,13.2,670,221,2014.5
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,4.5,-19.4,0.084,22.8685,0.8004,0,0,22.8685,0.8004,0,0,0,0,   ,   ,   ,   ,3.5,0.7,7.2,607,,2013.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,5.5,-20.4,0.0709,23.5372,0.8897,0,0,23.5372,0.8897,0,0,0,0,   ,   ,   ,   ,4.7,0.7,8,566,,2011.9
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,6.5,-21.4,0.0754,21.9532,0.8167,0,0,21.9532,0.8167,0,0,0,0,34.31,1.85,-27.73,6.62,6,0.7,7.7,583,200,2010.6
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,7.5,-22.4,0.0601,24.6549,1.0133,0,0,24.6549,1.0133,0,0,0,0,   ,   ,   ,   ,7.2,0.7,8.3,500,,2009.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,8.5,-23.4,0.0927,20.9095,0.8197,0,0,20.9095,0.8197,0,0,0,0,   ,   ,   ,   ,8.9,0.8,6.1,564,,2007.7
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,9.5,-24.4,0.087,23.3554,0.8034,0,0,23.3554,0.8034,0,0,0,0,32.73,1.79,-27.73,6.47,10.7,0.8,5.5,478,157,2005.9
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,10.5,-25.4,0.0594,28.636,1.1913,0,0,28.636,1.1913,0,0,0,0,   ,   ,   ,   ,12.3,0.8,6.2,370,,2004.3
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,11.5,-26.4,0.0659,25.2903,1.0141,0,0,25.2903,1.0141,0,0,0,0,   ,   ,   ,   ,13.9,0.9,6,398,,2002.6
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,12.5,-27.4,0.0564,26.424,1.2684,0,0,26.424,1.2684,0,0,0,0,31.2,1.98,-28.28,6.64,15.5,0.9,6.4,362,113,2001.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,13.5,-28.4,0.0734,26.068,1.0479,0,0,26.068,1.0479,0,0,0,0,   ,   ,   ,   ,17.6,1,4.7,347,,1999
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,14.5,-29.4,0.0965,23.2436,0.8298,0,0,23.2436,0.8298,0,0,0,0,   ,   ,   ,   ,20.3,1,3.7,361,,1996.3
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,15.5,-30.4,0.0534,24.3722,1.0675,0,0,24.3722,1.0675,0,0,0,0,31.39,2.02,-28.35,6.4,21.9,1.1,6,322,101,1994.6
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,16.5,-31.4,0.0451,25.0347,1.1191,0,0,25.0347,1.1191,0,0,0,0,   ,   ,   ,   ,23.5,1.1,6.6,298,,1993.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,17.5,-32.4,0.0737,20.5752,0.8827,0,0,20.5752,0.8827,0,0,0,0,   ,   ,   ,   ,25.6,1.2,4.7,343,,1991
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,18.5,-33.4,0.0391,22.6042,1.5846,0,0,22.6042,1.5846,0,0,0,0,33.76,1.97,-28.41,6.5,26.9,1.3,7.6,296,100,1989.6
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,19.5,-34.4,0.0361,23.885,1.6194,0,0,23.885,1.6194,0,0,0,0,   ,   ,   ,   ,28.3,1.3,7.4,269,,1988.3
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,20.5,-35.4,0.0464,24.1801,0.7955,0,0,24.1801,0.7955,0,0,0,0,   ,   ,   ,   ,30.1,1.4,5.4,253,,1986.5
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,21.5,-36.4,0.0872,19.9843,0.4996,0,0,19.9843,0.4996,0,0,0,0,31.34,1.91,-28.04,6.86,33.2,1.5,3.2,283,89,1983.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,22.5,-37.4,0.0576,16.9094,0.6798,0,0,16.9094,0.6798,0,0,0,0,   ,   ,   ,   ,35.1,1.6,5.4,310,,1981.5
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,23.5,-38.4,0.0794,14.1125,0.5758,0,0,14.1125,0.5758,0,0,0,0,   ,   ,   ,   ,37.3,1.7,4.4,348,,1979.2
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,24.5,-39.4,0.1408,13.5803,0.3911,0.3093,0.0816,13.271,0.3995,0.8703,0.0718,0,0,29.83,1.57,-27.94,6.44,41.5,2,2.4,335,100,1975
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,25.5,-40.4,0.1238,13.2291,0.4921,0,0,13.2291,0.4921,1.1129,0.0958,0,0,   ,   ,   ,   ,45.7,2.2,2.4,295,,1970.8
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,26.5,-41.4,0.0777,16.656,0.6546,0,0,16.656,0.6546,1.3243,0.1383,0,0,   ,   ,   ,   ,49.5,2.5,2.7,207,,1967.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,27.5,-42.4,0.1233,10.8478,0.5164,0,0,10.8478,0.5164,1.8685,0.1276,0,0,33.91,1.62,-27.83,6.12,53.9,2.9,2.3,280,95,1962.7
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,28.5,-43.4,0.0967,10.568,0.652,0,0,10.568,0.652,3.8949,0.201,0,0,   ,   ,   ,   ,57.7,3.3,2.6,252,,1958.8
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,29.5,-44.4,0.0509,5.9555,0.8058,0,0,5.9555,0.8058,2.9188,0.2636,0,0,   ,   ,   ,   ,59,3.4,8.1,414,,1957.6
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,30.5,-45.4,0.0915,5.5791,0.5769,0,0,5.5791,0.5769,2.5363,0.1692,0,0,31.35,1.8,-27.28,6.38,61.2,3.6,4.6,419,131,1955.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,31.5,-46.4,0.0857,4.3565,0.5467,0,0,4.3565,0.5467,1.5672,0.1509,0,0,   ,   ,   ,   ,62.9,3.8,5.9,505,,1953.7
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,32.5,-47.4,0.1424,3.6646,0.4101,0.5609,0.12,3.1037,0.4273,1.314,0.1035,0,0,   ,   ,   ,   ,65,4.1,4.7,668,,1951.6
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,33.5,-48.4,0.0794,5.2431,0.7256,0,0,5.2431,0.7256,1.3603,0.2085,0,0,28.83,1.56,-26.88,5.94,67.1,4.4,4.7,370,107,1949.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,34.5,-49.4,0.1018,4.1388,0.4946,0.5086,0.1673,3.6301,0.5221,0.7666,0.1177,0,0,   ,   ,   ,   ,69.2,4.7,4.9,501,,1947.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,35.5,-50.4,0.0707,3.3887,0.548,0,0,3.3887,0.548,0,0,0,0,   ,   ,   ,   ,70.6,4.9,7.2,509,,1946
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,36.5,-51.4,0.0865,4.9457,0.4604,0,0,4.9457,0.4604,0,0,0,0,30.75,1.81,-26.93,5.89,73.2,5.3,3.8,327,101,1943.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,37.5,-52.4,0.1058,3.9584,0.454,0.5661,0.1335,3.3924,0.4732,0,0,0,0,   ,   ,   ,   ,75.6,5.7,4.2,441,,1941
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,38.5,-53.4,0.0797,3.4587,0.6319,0,0,3.4587,0.6319,0,0,0,0,   ,   ,   ,   ,77.6,6.1,5.1,404,,1939
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,39.5,-54.4,0.0865,3.5144,0.4818,0.555,0.1887,2.9593,0.5175,0,0,0,0,27.26,1.73,-26.83,5.34,79.5,6.5,5.1,445,121,1937.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,40.5,-55.4,0.104,4.2344,0.5085,0,0,4.2344,0.5085,0,0,0,0,   ,   ,   ,   ,83.2,7.2,2.7,285,,1933.4
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,41.5,-56.4,0.0842,4.3354,0.4734,0.5227,0.1353,3.8126,0.4924,0,0,0,0,   ,   ,   ,   ,86.1,7.9,3.4,286,,1930.5
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,42.5,-57.4,0.0774,4.1549,0.6291,0,0,4.1549,0.6291,0,0,0,0,28.97,1.65,-26.64,5.4,89.4,8.8,3.1,238,69,1927.2
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,43.5,-58.4,0.0832,4.9606,0.6935,0,0,4.9606,0.6935,0,0,0,0,   ,   ,   ,   ,94.1,10.2,2.1,176,,1922.5
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,44.5,-59.4,0.0644,5.8469,0.8653,0,0,5.8469,0.8653,0,0,0,0,   ,   ,   ,   ,99.1,11.9,2,129,,1917.5
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,45.5,-60.4,0.0789,2.7483,0.5104,0,0,2.7483,0.5104,0,0,0,0,29.19,1.65,-26.61,6.02,102.4,13.2,3,240,70,1914.2
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,47,-61.9,0.0549,2.6667,0.3437,0,0,2.6667,0.3437,0,0,0,0,   ,   ,   ,   ,107.4,15.5,4,218,,1909.1
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,49,-63.9,0.0937,1.866,0.2417,0,0,1.866,0.2417,0,0,0,0,   ,   ,   ,   ,114.7,19.5,2.7,257,,1901.9
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,51,-65.9,0.0639,1.6818,0.1549,0.5733,0.1394,1.1085,0.2084,0,0,0,0,27.08,1.51,-26.8,5.41,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,53,-67.9,0.0731,0.8982,0.2574,0.4393,0.1092,0.459,0.2796,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,55,-69.9,0.0892,1.897,0.277,0.2428,0.085,1.6542,0.2897,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,57,-71.9,0.0777,1.3162,0.2673,0.4258,0.1101,0.8904,0.2891,0,0,0,0,22.6,1.44,-26.38,5.56,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,59,-73.9,0.0935,1.3915,0.2112,0.2664,0.0705,1.1251,0.2227,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,61,-75.9,0.1028,1.0234,0.2082,0.5492,0.0825,0.4742,0.2239,0,0,0,0,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,63,-77.9,0.1185,1.0473,0.2289,0.3293,0.0884,0.718,0.2454,0,0,0,0,13.53,1.12,-23.32,5.31,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURA,6/28/2016,41.9328,-70.03253,65,-79.9,0.1533,1.5962,0.1968,0.772,0.0717,0.8243,0.2095,0,0,0,0,10.49,0.99,-21.35,5.47,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,0,-3.8,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,  ,,,   
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,0.5,-4.3,0.0506,7.5727,0.7429,0,0,7.3727,0.7429,0,0,0,0,38.99,1.41,-27.61,7.53,0.5,1,21.7,1101,429,2016.1
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,1.5,-5.3,0.0426,13.5442,1.223,0,0,13.3442,1.223,0,0,0,0,   ,   ,   ,   ,1.2,1,14,597,,2015.4
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,2.5,-6.3,0.0326,14.8189,1.1974,0,0,14.8189,1.1974,0,0,0,0,   ,   ,   ,   ,1.8,1,16.2,527,,2014.8
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,3.5,-7.3,0.0674,17.1292,0.7229,0,0,17.1292,0.7229,0,0,0,0,38.32,1.77,-27.83,7.05,3.3,1,6.5,441,169,2013.3
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,4.5,-8.3,0.0794,11.1628,0.71,0,0,11.1628,0.71,0,0,0,0,   ,   ,   ,   ,4.5,1.1,8.2,648,,2012
Mayo Creek,Phragmites,MYURB,6/28/2016,41.93275,-70.03252,5.5,-9.3,0.0594,25.5361,1.1006,0,0,25.5361,1.1006,0,0,0,0,   ,   ,   ,   ,6.8,1.1,4.5,268,,2009.8
