study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,c14_age,c14_age_se,c14_material
Rodriguez_et_al_2022,LB,LB_3,single set of methods,68,70,0.29174104166666626,0.3037368328219166,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,70,72,0.6235535416666663,0.12717432377666057,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,72,74,0.8586410416666663,0.1598456087465733,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,74,76,0.5383035416666663,0.2092685469822829,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,76,78,0.7204035416666663,0.1523451699669486,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,78,80,0.40240354166666625,0.2075652705591455,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,80,82,0.6513035416666663,0.08884106457018741,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,82,84,0.6519785416666662,0.10370356641977929,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,84,86,0.49424104166666627,0.14453979734078828,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,86,88,0.42240354166666627,0.15618950480311844,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,88,90,0.5925410416666663,0.11153235869386,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,90,92,0.7428910416666663,0.09558938796823342,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,92,94,0.9697785416666663,0.0673865188723285,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,94,96,1.1790785416666663,0.050781180289622474,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,96,98,1.2729285416666662,0.04279501811521567,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,98,100,0.9560410416666664,0.0568882481291664,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,100,102,0.7043785416666662,0.07229777312566016,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,102,104,0.6013660416666663,0.0915623699791829,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,104,106,1.0843160416666662,0.07180793883702033,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,106,108,1.0672410416666662,0.07480737423227368,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,108,110,0.8963660416666662,0.07683802910687755,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,110,112,0.9406160416666663,0.07049901028957753,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,112,114,0.9322785416666662,0.0726311901150787,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,114,116,1.2462035416666661,0.07228955542809429,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,116,118,1.2622160416666661,0.06782713669757728,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,118,120,1.4341535416666662,0.05684537787025077,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,120,122,1.073591041666666,0.05740081428430311,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_3,single set of methods,122,124,1.638003541666666,0.057760864121045745,780,15,plant fragment
Rodriguez_et_al_2022,LB,LB_5,single set of methods,0,2,0.10250354166666625,0.8268006999758174,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,2,4,0.05266604166666625,0.761876129859142,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,4,6,0.12244104166666622,0.7415814073780435,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,6,8,0.08889104166666625,0.6443281451777372,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,8,10,0.12194104166666622,0.715612223803514,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,10,12,0.10100354166666625,0.6556700775756653,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,12,14,0.13634104166666625,0.5333133670620719,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,14,16,0.14091604166666624,0.5912208362840183,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,16,18,0.20420354166666624,0.4234133222877101,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,18,20,0.20717854166666624,0.48955359558030254,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,20,22,0.11997854166666624,0.6144848818451933,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,22,24,0.12914104166666626,0.6822966491739513,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,24,26,0.12914104166666626,0.6822966491739513,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,26,28,0.07937854166666625,0.6727258888711038,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,28,30,0.09720354166666625,0.6702430681323799,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,30,32,0.11682854166666626,0.5992756478956898,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,32,34,0.10637854166666624,0.670717974528857,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,34,36,0.14999104166666624,0.6552891353233615,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,36,38,0.2774410416666663,0.6302690436481635,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,38,40,0.20234104166666625,0.637969929069837,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,40,42,0.18392854166666625,0.6210971878798054,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,42,44,0.19977854166666623,0.5985377558692606,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,44,46,0.21870354166666625,0.6015563305349624,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,46,48,0.18675354166666622,0.6560116552898944,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,48,50,0.14179104166666626,0.6048513290537592,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,50,52,0.16305354166666622,0.530423927723129,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,52,54,0.21301604166666624,0.4421615351738971,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,54,56,0.24847854166666625,0.4383678335738254,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,56,58,0.17942854166666625,0.5080016766191753,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,58,60,0.20469104166666627,0.5464943609118226,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,60,62,0.18745354166666625,0.4934556006654993,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,62,64,0.5375535416666662,0.17705213085363217,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,64,66,0.8370660416666663,0.11718012094326494,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,66,68,0.44389104166666626,0.1999364521229639,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,68,70,0.6321660416666662,0.1284077198863564,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,70,72,0.5872410416666662,0.1078134794875898,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,72,74,0.7465160416666663,0.10322952984098085,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,74,76,0.5570035416666663,0.10219863204041574,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,76,78,0.6652535416666663,0.1017657115066092,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,78,80,0.8257660416666662,0.08125788251666316,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,80,82,0.5187410416666662,0.10067643738426008,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_5,single set of methods,82,83,1.0922820833333327,0.06751918861008531,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,0,2,0.09174104166666625,0.5623164841253827,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,2,4,0.07924104166666623,0.5317635800051033,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,4,6,0.12860354166666624,0.5483908070183415,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,6,8,0.07666604166666624,0.6931034763870396,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,8,10,0.08630354166666623,0.5821024146846068,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,10,12,0.12040354166666625,0.5344527171646757,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,12,14,0.15345354166666622,0.45062498557516856,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,14,16,0.16165354166666626,0.4114509296502177,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,16,18,0.10480354166666625,0.5770320261918652,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,18,20,0.10639104166666624,0.5820508853933136,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,20,22,0.08589104166666625,0.7339240365094377,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,22,24,0.09886604166666624,0.7402693459373721,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,24,26,0.07369104166666623,0.6318610640709981,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,26,28,0.09414104166666623,0.6642958150116101,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,28,30,0.13390354166666626,0.6246100660145617,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,30,32,0.14385354166666622,0.594615182976901,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,32,34,0.11257854166666625,0.6892965466701976,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,34,36,0.14235354166666622,0.6007929202089299,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,36,38,0.12412854166666623,0.638853876274093,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,38,40,0.14691604166666625,0.5895373916792063,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,40,42,0.12890354166666626,0.5402295320952216,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,42,44,0.13265354166666624,0.5445576431085378,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,44,46,0.13189104166666624,0.6119634736374899,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,46,48,0.11145354166666624,0.6167367942920935,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,48,50,0.11695354166666624,0.5304456719815758,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,50,52,0.24007854166666623,0.567366408736031,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,52,54,0.15524104166666622,0.5832059552550685,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,54,56,0.23360354166666622,0.5305998321586529,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,56,58,0.46210354166666623,0.24653565646588058,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,58,60,0.7061410416666662,0.2141215296637211,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,60,62,0.6156160416666663,0.2521051913784195,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,62,64,0.44346604166666626,0.2196053155141061,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,64,66,0.6269660416666663,0.10506948641888841,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,66,68,0.8031160416666663,0.09056910362424282,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,68,70,0.7288910416666663,0.10385640057656084,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,70,72,0.39101604166666626,0.16786395698812467,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,72,74,0.6365535416666662,0.1151120765240683,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,74,76,0.6566160416666663,0.10670238854074103,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,76,78,1.0360785416666662,0.05910507508580528,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_6,single set of methods,78,80,1.0000160416666661,0.0589865537573667,340,15,plant fragment
Rodriguez_et_al_2022,LB,LB_7,single set of methods,0,2,0.10112854166666624,0.6551068462785633,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,2,4,0.12300354166666624,0.5489679328339142,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,4,6,0.09942854166666623,0.6940914433942328,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,6,8,0.08072854166666624,0.7209346136873356,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,8,10,0.11502854166666623,0.7056944200443033,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,10,12,0.13296604166666623,0.6391669552219651,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,12,14,0.21086604166666625,0.6093916260026866,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,14,16,0.17526604166666623,0.677969325204423,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,16,18,0.18704104166666627,0.749501279242414,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,18,20,0.14014104166666627,0.6821698972909753,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,20,22,0.15992854166666623,0.6674856088070601,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,22,24,0.11046604166666624,0.7032704243574126,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,24,26,0.11611604166666625,0.6836910633579579,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,26,28,0.10234104166666624,0.6694528303039091,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,28,30,0.12577854166666627,0.5942985107753894,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,30,32,0.18252854166666624,0.3732977833375382,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,32,34,0.17837854166666625,0.38674775203015216,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,34,36,0.13657854166666625,0.627477779116719,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,36,38,0.16527854166666625,0.5075522760188936,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,38,40,0.2611410416666663,0.3970555502813383,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,40,42,0.2713785416666662,0.42178169024356404,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,42,44,0.21407854166666626,0.3588636180062427,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,44,46,0.3914160416666663,0.238524971031996,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,46,48,0.5386535416666662,0.1457337489272056,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,48,50,0.7298535416666663,0.10366805897416062,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_7,single set of methods,50,51,0.7187320833333324,0.1295336637377049,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,0,2,0.12962854166666624,0.750027723446967,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,2,4,0.19625354166666623,0.6982676533438371,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,4,6,0.18540354166666626,0.6728566179403725,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,6,8,0.20576604166666626,0.5156341597506079,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,8,10,0.17592854166666624,0.6581507406534628,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,10,12,0.26982854166666626,0.5905138834306054,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,12,14,0.28084104166666624,0.6737352164666113,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,14,16,0.16005354166666627,0.5594221725282049,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,16,18,0.10431604166666625,0.612082274019059,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,18,20,0.3888410416666662,0.17709678922996067,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,20,22,0.2535285416666663,0.2379416518685854,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,22,24,0.28145354166666625,0.325186883270404,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_8,single set of methods,24,25,0.20540708333333246,0.33007625102185423,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,0,2,0.07394104166666624,0.7811967305031926,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,2,4,0.11212854166666625,0.7882694154959833,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,4,6,0.18472854166666622,0.6332941241483857,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,6,8,0.3469410416666663,0.3459521520527327,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,8,10,0.3903660416666662,0.3466938348996165,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,10,12,0.4141410416666663,0.29280483651654543,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,12,14,0.23229104166666623,0.470046107747376,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,14,16,0.2789035416666662,0.48238003431592674,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,16,18,0.7560535416666663,0.12644607125211876,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,18,20,0.5951410416666663,0.16365868454851584,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,20,22,0.5668910416666663,0.1536229956006391,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,22,24,0.5363285416666663,0.16832033536657637,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,24,26,0.3843285416666663,0.24526541690404888,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,26,28,0.5072535416666663,0.23186136781532268,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,28,30,0.6424660416666663,0.20547778627729052,NA,NA,NA
Rodriguez_et_al_2022,LB,LB_9,single set of methods,30,31,0.6591070833333326,0.20948796256551686,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,0,2,0.5571125,0.18261571944625193,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,2,4,0.48021250000000004,0.1969961215087071,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,4,6,0.4270375,0.15841700084887167,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,6,8,0.40605,0.2105959857160448,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,8,10,0.4955875,0.20203294070169245,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,10,12,0.37363749999999996,0.2646950587133251,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,12,14,0.38527500000000003,0.23927713970540532,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,14,16,0.3383125,0.2409384814335858,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,16,18,0.2481125,0.3651569348581793,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,18,20,0.22565,0.3209062707733215,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,20,22,0.244725,0.3677597303095312,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,22,24,0.25835,0.42142442423069476,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,24,26,0.2734,0.34445866861741026,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,26,28,0.35191249999999996,0.30387525308137675,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,28,30,0.36005,0.15188862657964172,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,30,32,0.6036499999999999,0.1512879980120931,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,32,34,0.5289625,0.24869437814589868,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,34,36,0.61065,0.20611233931057069,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,36,38,0.950025,0.13143075182232045,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,38,40,0.6674375,0.13473171645285142,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,40,42,0.7864875,0.12322192024666628,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,42,44,1.0626499999999999,0.1302169105538041,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,44,46,1.248425,0.09630133968800692,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,46,48,1.74695,0.049121325739145405,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,48,50,1.6425750000000001,0.04670258587887917,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_1,single set of methods,50,51,1.5013750000000001,0.04952127216718017,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,0,2,0.12801249999999997,0.5133287764866712,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,2,4,0.190425,0.41059472233162675,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,4,6,0.23725000000000002,0.4620653319283457,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,6,8,0.18407500000000002,0.5491647426320794,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,8,10,0.21224999999999997,0.5447585394581861,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,10,12,0.4259625,0.36652287466619704,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,12,14,0.6597375,0.23412720968567036,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,14,16,0.31435,0.43104819468745037,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,16,18,0.545175,0.2718393176502957,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,18,20,0.44090000000000007,0.2688534815150829,NA,NA,NA
Rodriguez_et_al_2022,NB,NB_3b,single set of methods,20,21,0.55385,0.1813667960639162,NA,NA,NA
