study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_type,cs137_activity,total_pb210_activity,ra226_activity,excess_pb210_activity,be7_activity,age,site_id,fraction_moisture_content,CD_reported,Ocstock_reported,carbon_density,DBD_measured_or_modeled,OC_measured_or_modeled,CD_measured_or_modeled,carbon_profile_notes,total_pb210_activity_sd,ra226_activity_sd,cs137_activity_sd,X1,fraction_nitrogen
Unger_et_al_2016,RC1,40,42,0.36,0.225,0.116,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,42,44,0.347,0.224,0.12200000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,44,46,0.352,0.2,0.101,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,46,48,0.24600000000000002,0.253,0.135,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,48,50,0.24700000000000003,0.24700000000000003,0.133,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,50,52,0.039,0.24800000000000003,0.13,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,52,54,0.064,0.187,0.084,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,54,56,0.067,0.186,0.09,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,56,58,0.065,0.162,0.079,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,58,60,0.07800000000000001,0.14700000000000002,0.07500000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,60,62,0.063,0.222,0.109,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,62,64,0.047,0.28,0.135,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,64,66,0.061,0.279,0.134,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,66,68,0.048,0.29900000000000004,0.14200000000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,68,70,0.042,0.268,0.132,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,70,72,0.061,0.222,0.10600000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,72,74,0.068,0.24400000000000002,0.119,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,74,76,0.046,0.229,0.115,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,76,78,0.085,0.203,0.10200000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,78,80,0.059000000000000004,0.253,0.12000000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,80,82,0.046,0.358,0.182,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC1,82,84,0.047,0.377,0.191,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,0,2,0.133,0.557,0.24300000000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,2,4,0.129,0.581,0.264,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,4,6,0.13,0.602,0.265,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,6,8,0.126,0.607,0.28400000000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,8,10,0.12200000000000001,0.611,0.29500000000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,10,12,0.08700000000000001,0.611,0.29400000000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,12,14,0.10800000000000001,0.623,0.29400000000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,14,16,0.10800000000000001,0.602,0.29300000000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,16,18,0.12300000000000001,0.5650000000000001,0.275,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,18,20,0.139,0.548,0.24700000000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,20,22,0.17200000000000001,0.43000000000000005,0.20900000000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,22,24,0.20900000000000002,0.388,0.195,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,24,26,0.21300000000000002,0.373,0.189,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,26,28,0.23,0.367,0.184,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,28,30,0.24100000000000002,0.372,0.164,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,30,32,0.262,0.326,0.15800000000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,32,34,0.265,0.40800000000000003,0.202,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,34,36,0.269,0.395,0.197,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,36,38,0.34199999999999997,0.318,0.15800000000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,38,40,0.519,0.182,0.089,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,40,42,0.548,0.15500000000000003,0.07400000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,42,44,0.362,0.234,0.114,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,44,46,0.371,0.201,0.097,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,46,48,0.512,0.134,0.06,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,48,50,0.366,0.169,0.07700000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,50,52,0.386,0.128,0.058,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,52,54,0.43300000000000005,0.163,0.07500000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,54,56,0.406,0.17400000000000002,0.082,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,56,58,0.372,0.132,0.06,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,58,60,0.361,0.21000000000000002,0.10200000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,60,62,0.379,0.20600000000000002,0.10300000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC2,62,64,0.264,0.17400000000000002,0.082,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,0,2,0.14100000000000001,0.634,0.272,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,2,4,0.14,0.599,0.314,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,4,6,0.139,0.633,0.29400000000000004,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,6,8,0.135,0.608,0.31,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,8,10,0.127,0.658,0.276,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,10,12,0.125,0.612,0.307,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,12,14,0.129,0.611,0.261,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,14,16,0.093,0.506,0.258,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,16,18,0.14500000000000002,0.525,0.266,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,18,20,0.12100000000000001,0.521,0.273,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,20,22,0.15400000000000003,0.41600000000000004,0.21800000000000003,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,22,24,0.17800000000000002,0.377,0.20400000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,24,26,0.195,0.344,0.19,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,26,28,0.22,0.303,0.163,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,28,30,0.229,0.308,0.167,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,30,32,0.20900000000000002,0.33999999999999997,0.17700000000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,32,34,0.33399999999999996,0.24600000000000002,0.127,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,34,36,0.368,0.15100000000000002,0.08,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,36,38,0.41700000000000004,0.165,0.083,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,38,40,0.366,0.191,0.09899999999999999,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,40,42,0.28900000000000003,0.261,0.13,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,42,44,0.322,0.185,0.091,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,44,46,0.33599999999999997,0.15500000000000003,0.07300000000000001,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,46,48,0.274,0.231,0.119,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,48,50,0.307,0.183,0.088,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,50,52,0.049,0.29300000000000004,0.15000000000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,52,54,0.034,0.353,0.171,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,54,56,0.046,0.366,0.181,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,56,58,0.044,0.399,0.198,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,58,60,0.047,0.362,0.189,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,60,62,0.052000000000000005,0.344,0.17900000000000002,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,62,64,0.057,0.344,0.181,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,64,66,0.047,0.381,0.193,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unger_et_al_2016,RC3,66,68,0.044,0.40800000000000003,0.229,fraction_organic_carbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,0,4,0.26548672600000006,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,4,8,0.62878435,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,8,12,0.6427573360000001,0.12000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,12,16,0.62878435,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,16,20,1.0200279460000001,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,20,24,0.926874709,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,24,28,0.8244061479999999,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,28,32,0.926874709,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,32,36,0.7918025149999999,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,36,40,0.6613879829999998,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,40,44,0.4378202140000001,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,44,50,0.6054960409999999,0.12000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,50,52,0.5449464370000001,0.15000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,52,56,0.596180717,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,56,60,0.50302748,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,60,64,0.36329762499999996,0.21000000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,64,68,0.34932463900000005,0.32999999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,68,72,0.372612948,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,72,76,0.3213786680000001,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,76,80,0.28411737300000006,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,80,84,0.367955286,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,84,88,0.386585934,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,88,92,0.596180717,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,92,96,0.7405682349999999,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,96,100,0.75454122,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,100,104,0.7918025149999999,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,104,108,0.7033069399999998,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,108,112,0.6707033069999999,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,112,116,0.656730321,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,116,120,0.8383791340000001,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,120,124,0.7778295300000001,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,124,128,0.9035863999999999,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,128,132,0.8244061479999999,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,132,136,0.843036796,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,136,140,0.787144853,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,140,144,0.7964601769999998,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,144,150,0.6939916160000001,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,150,152,0.8057755010000001,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,152,156,0.6753609689999998,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,156,160,0.5728924080000001,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Watson_and_Byrne_2013,Bair_Island_1,160,164,0.41453190500000003,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
