study_id,core_id,species_code,site_id
Callaway_et_al_2012,China_Camp_A_High,Distichlis spicata,NA
Callaway_et_al_2012,China_Camp_A_High,Cuscuta salina,NA
Callaway_et_al_2012,China_Camp_A_Low,Spartina foliosa,NA
Callaway_et_al_2012,China_Camp_A_Low,Salicornia pacifica,NA
Callaway_et_al_2012,China_Camp_A_Low,Grindelia stricta,NA
Callaway_et_al_2012,China_Camp_A_Low,Distichlis spicata,NA
Callaway_et_al_2012,China_Camp_A_Low,Cuscuta salina,NA
Callaway_et_al_2012,China_Camp_A_Mid,Spartina foliosa,NA
Callaway_et_al_2012,China_Camp_A_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,China_Camp_A_Mid,Grindelia stricta,NA
Callaway_et_al_2012,China_Camp_A_Mid,Distichlis spicata,NA
Callaway_et_al_2012,China_Camp_A_Mid,Cuscuta salina,NA
Callaway_et_al_2012,China_Camp_B_High,Spartina foliosa,NA
Callaway_et_al_2012,China_Camp_B_High,Salicornia pacifica,NA
Callaway_et_al_2012,China_Camp_B_High,Grindelia stricta,NA
Callaway_et_al_2012,China_Camp_B_High,Distichlis spicata,NA
Callaway_et_al_2012,China_Camp_B_High,Cuscuta salina,NA
Callaway_et_al_2012,China_Camp_B_Low,Spartina foliosa,NA
Callaway_et_al_2012,China_Camp_B_Low,Salicornia pacifica,NA
Callaway_et_al_2012,China_Camp_B_Low,Grindelia stricta,NA
Callaway_et_al_2012,China_Camp_B_Low,Distichlis spicata,NA
Callaway_et_al_2012,China_Camp_B_Low,Cuscuta salina,NA
Callaway_et_al_2012,China_Camp_B_Mid,Spartina foliosa,NA
Callaway_et_al_2012,China_Camp_B_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,China_Camp_B_Mid,Grindelia stricta,NA
Callaway_et_al_2012,China_Camp_B_Mid,Distichlis spicata,NA
Callaway_et_al_2012,China_Camp_B_Mid,Cuscuta salina,NA
Callaway_et_al_2012,COG_A_high,Spartina foliosa,NA
Callaway_et_al_2012,COG_A_high,Salicornia pacifica,NA
Callaway_et_al_2012,COG_A_low,Spartina foliosa,NA
Callaway_et_al_2012,COG_A_low,Salicornia pacifica,NA
Callaway_et_al_2012,COG_A_mid,Spartina foliosa,NA
Callaway_et_al_2012,COG_A_mid,Salicornia pacifica,NA
Callaway_et_al_2012,COG_B_high,Spartina foliosa,NA
Callaway_et_al_2012,COG_B_high,Salicornia pacifica,NA
Callaway_et_al_2012,COG_B_low,Spartina foliosa,NA
Callaway_et_al_2012,COG_B_low,Salicornia pacifica,NA
Callaway_et_al_2012,COG_B_mid,Spartina foliosa,NA
Callaway_et_al_2012,COG_B_mid,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_A_High,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_A_High,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_A_High,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_A_High,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_A_High,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_A_High,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_A_Low,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_A_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_A_Low,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_A_Low,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_A_Low,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_A_Low,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_A_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_A_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_A_Mid,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_A_Mid,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_A_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_A_Mid,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_B_High,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_B_High,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_B_High,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_B_High,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_B_High,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_B_High,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_B_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_B_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_B_Mid,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_B_Mid,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_B_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_B_Mid,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_C_High,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_C_High,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_C_High,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_C_High,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_C_High,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_C_High,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_C_Low,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_C_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_C_Low,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_C_Low,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_C_Low,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_C_Low,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_C_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_C_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_C_Mid,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_C_Mid,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_C_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_C_Mid,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_D_High,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_D_High,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_D_High,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_D_High,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_D_High,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_D_High,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_D_Low,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_D_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_D_Low,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_D_Low,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_D_Low,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_D_Low,Grindelia stricta,NA
Callaway_et_al_2012,Coon_Island_D_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Coon_Island_D_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Coon_Island_D_Mid,Bolboschoenus maritimus,NA
Callaway_et_al_2012,Coon_Island_D_Mid,Scirpus americanus,NA
Callaway_et_al_2012,Coon_Island_D_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Coon_Island_D_Mid,Grindelia stricta,NA
Callaway_et_al_2012,Muzzi_A_high,Spartina foliosa,NA
Callaway_et_al_2012,Muzzi_A_high,Salicornia pacifica,NA
Callaway_et_al_2012,Muzzi_A_high,Distichlis spicata,NA
Callaway_et_al_2012,Muzzi_A_low,Spartina foliosa,NA
Callaway_et_al_2012,Muzzi_A_low,Salicornia pacifica,NA
Callaway_et_al_2012,Muzzi_A_low,Distichlis spicata,NA
Callaway_et_al_2012,Muzzi_A_mid,Spartina foliosa,NA
Callaway_et_al_2012,Muzzi_A_mid,Salicornia pacifica,NA
Callaway_et_al_2012,Muzzi_A_mid,Distichlis spicata,NA
Callaway_et_al_2012,Muzzi_B_high,Spartina foliosa,NA
Callaway_et_al_2012,Muzzi_B_high,Salicornia pacifica,NA
Callaway_et_al_2012,Muzzi_B_high,Distichlis spicata,NA
Callaway_et_al_2012,Muzzi_B_low,Spartina foliosa,NA
Callaway_et_al_2012,Muzzi_B_low,Salicornia pacifica,NA
Callaway_et_al_2012,Muzzi_B_low,Distichlis spicata,NA
Callaway_et_al_2012,Muzzi_B_mid,Spartina foliosa,NA
Callaway_et_al_2012,Muzzi_B_mid,Salicornia pacifica,NA
Callaway_et_al_2012,Muzzi_B_mid,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Spartina foliosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Salicornia pacifica,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Cuscuta salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Jaumea carnosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,Frankenia salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Spartina foliosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Cuscuta salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Jaumea carnosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,Frankenia salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Cuscuta salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Jaumea carnosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,Frankenia salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Spartina foliosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Salicornia pacifica,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Cuscuta salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Jaumea carnosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,Frankenia salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Spartina foliosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Cuscuta salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Jaumea carnosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,Frankenia salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Cuscuta salina,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Jaumea carnosa,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,Frankenia salina,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Scirpus acutus,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Schoenoplectus californicus,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Scirpus americanus,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Juncus balticus,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Distichlis spicata,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Salicornia pacifica,NA
Callaway_et_al_2012,Rush_Ranch_A_High,Grindelia stricta,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Scirpus acutus,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Schoenoplectus californicus,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Scirpus americanus,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Juncus balticus,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Distichlis spicata,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Rush_Ranch_A_Low,Grindelia stricta,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Scirpus acutus,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Schoenoplectus californicus,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Scirpus americanus,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Juncus balticus,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Rush_Ranch_A_Mid,Grindelia stricta,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Scirpus acutus,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Schoenoplectus californicus,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Scirpus americanus,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Juncus balticus,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Distichlis spicata,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Salicornia pacifica,NA
Callaway_et_al_2012,Rush_Ranch_B_High,Grindelia stricta,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Scirpus acutus,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Schoenoplectus californicus,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Scirpus americanus,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Juncus balticus,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Distichlis spicata,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Rush_Ranch_B_Low,Grindelia stricta,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Scirpus acutus,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Schoenoplectus californicus,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Scirpus americanus,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Juncus balticus,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Distichlis spicata,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Rush_Ranch_B_Mid,Grindelia stricta,NA
Callaway_et_al_2012,Whales_Tail_A_High,Spartina foliosa,NA
Callaway_et_al_2012,Whales_Tail_A_High,Salicornia pacifica,NA
Callaway_et_al_2012,Whales_Tail_A_Low,Spartina foliosa,NA
Callaway_et_al_2012,Whales_Tail_A_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Whales_Tail_A_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Whales_Tail_A_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Whales_Tail_B_High,Spartina foliosa,NA
Callaway_et_al_2012,Whales_Tail_B_High,Salicornia pacifica,NA
Callaway_et_al_2012,Whales_Tail_B_Low,Spartina foliosa,NA
Callaway_et_al_2012,Whales_Tail_B_Low,Salicornia pacifica,NA
Callaway_et_al_2012,Whales_Tail_B_Mid,Spartina foliosa,NA
Callaway_et_al_2012,Whales_Tail_B_Mid,Salicornia pacifica,NA
Callaway_et_al_2012,Mowry_A_high,NA,NA
Callaway_et_al_2012,Mowry_A_low,NA,NA
Callaway_et_al_2012,Mowry_A_mid,NA,NA
Callaway_et_al_2012,Mowry_B_high,NA,NA
Callaway_et_al_2012,Mowry_B_low,NA,NA
Callaway_et_al_2012,Mowry_B_mid,NA,NA
Cochran_et_al_1998,Alley_Pond,Spartina patens,NA
Cochran_et_al_1998,Caumsett_Park,Spartina patens,NA
Cochran_et_al_1998,Flax_Pond,Spartina patens,NA
Cochran_et_al_1998,Goose_Creek,Spartina patens,NA
Cochran_et_al_1998,Hunter_Island,Spartina patens,NA
Cochran_et_al_1998,Shelter_Island,Spartina patens,NA
Noe_et_al_2013,S1AL,Taxodium distichum,NA
Noe_et_al_2013,S1AL,Nyssa aquatica,NA
Noe_et_al_2013,S1AU,Taxodium distichum,NA
Noe_et_al_2013,S1AU,Nyssa aquatica,NA
Noe_et_al_2013,S1BL,Taxodium distichum,NA
Noe_et_al_2013,S1BL,Nyssa aquatica,NA
Noe_et_al_2013,S1BU,Taxodium distichum,NA
Noe_et_al_2013,S1BU,Nyssa aquatica,NA
Noe_et_al_2013,S1CL,Taxodium distichum,NA
Noe_et_al_2013,S1CL,Nyssa aquatica,NA
Noe_et_al_2013,S1CU,Taxodium distichum,NA
Noe_et_al_2013,S1CU,Nyssa aquatica,NA
Noe_et_al_2013,S2A,Taxodium distichum,NA
Noe_et_al_2013,S2B,Taxodium distichum,NA
Noe_et_al_2013,S2C,Taxodium distichum,NA
Noe_et_al_2013,S3A,Taxodium distichum,NA
Noe_et_al_2013,S3B,Taxodium distichum,NA
Noe_et_al_2013,S3C,Taxodium distichum,NA
Noe_et_al_2013,S4A,Taxodium distichum,NA
Noe_et_al_2013,S4B,Taxodium distichum,NA
Noe_et_al_2013,S4C,Taxodium distichum,NA
Noe_et_al_2013,W1AL,Taxodium distichum,NA
Noe_et_al_2013,W1AL,Nyssa aquatica,NA
Noe_et_al_2013,W1AU,Taxodium distichum,NA
Noe_et_al_2013,W1AU,Nyssa aquatica,NA
Noe_et_al_2013,W1BL,Taxodium distichum,NA
Noe_et_al_2013,W1BL,Nyssa aquatica,NA
Noe_et_al_2013,W1BU,Taxodium distichum,NA
Noe_et_al_2013,W1BU,Nyssa aquatica,NA
Noe_et_al_2013,W1CL,Taxodium distichum,NA
Noe_et_al_2013,W1CL,Nyssa aquatica,NA
Noe_et_al_2013,W1CU,Taxodium distichum,NA
Noe_et_al_2013,W1CU,Nyssa aquatica,NA
Noe_et_al_2013,W2A,Taxodium distichum,NA
Noe_et_al_2013,W2B,Taxodium distichum,NA
Noe_et_al_2013,W2C,Taxodium distichum,NA
Noe_et_al_2013,W3A,Taxodium distichum,NA
Noe_et_al_2013,W3B,Taxodium distichum,NA
Noe_et_al_2013,W3C,Taxodium distichum,NA
Noe_et_al_2013,W4A,Taxodium distichum,NA
Noe_et_al_2013,W4B,Taxodium distichum,NA
Noe_et_al_2013,W4C,Taxodium distichum,NA
