study_id,core_id,species_code,site_id
NA,Holmer_et_al_2006_3,NA,Denmark
NA,Holmer_et_al_2006_5,NA,Denmark
NA,Holmer_et_al_2006_7,NA,Denmark
NA,Holmer_et_al_2006_9,NA,Denmark
NA,Holmer_et_al_2006_11,NA,Denmark
NA,Holmer_et_al_2006_13,NA,Denmark
NA,Holmer_et_al_2006_15,NA,Denmark
NA,Holmer_et_al_2009_1,NA,Mallorca
NA,Holmer_et_al_2009_3,NA,Mallorca
NA,Holmer_et_al_2009_5,NA,Mallorca
NA,Leduc_and_Probert_2011_2,NA,Papanui_Inlet
NA,Leduc_and_Probert_2011_3,NA,Papanui_Inlet
NA,Leduc_and_Probert_2011_4,NA,Papanui_Inlet
NA,Yamamuro_et_al_1993_1,NA,Dravuni_Is._Fiji
NA,Pedersen_et_al_1997_1,NA,Ebro_Delta
NA,Pedersen_et_al_1997_2,NA,Ebro_Delta
NA,Barrón_et_al_2004_1,NA,Ebro_Delta
NA,Barrón_et_al_2004_2,NA,Ebro_Delta
NA,Barrón_et_al_2004_3,NA,Ebro_Delta
NA,Barrón_et_al_2004_4,NA,Ebro_Delta
NA,Barrón_et_al_2004_5,NA,Ebro_Delta
NA,Barrón_et_al_2004_6,NA,Ebro_Delta
NA,Barrón_et_al_2004_7,NA,Ebro_Delta
NA,Barrón_et_al_2004_8,NA,Ebro_Delta
NA,Barrón_et_al_2004_9,NA,Ebro_Delta
NA,Barrón_et_al_2004_10,NA,Ebro_Delta
NA,Barrón_et_al_2004_11,NA,Ebro_Delta
NA,Barrón_et_al_2004_12,NA,Ebro_Delta
NA,Calleja_et_al_2007_1,NA,Es_Castell
NA,Calleja_et_al_2007_2,NA,Sa_Paret
NA,Calleja_et_al_2007_3,NA,Sta_Maria_
NA,Calleja_et_al_2007_4,NA,Magalluf
NA,Calleja_et_al_2007_5,NA,Pollença
NA,Calleja_et_al_2007_6,NA,Cala_Millor
NA,Calleja_et_al_2007_7,NA,Porto_Colom
NA,Holmer_and_Frederiksen_2007_1,NA,Sicily
NA,Holmer_and_Frederiksen_2007_2,NA,Sounion
NA,Holmer_and_Frederiksen_2007_3,NA,Sounion
NA,Holmer_and_Frederiksen_2007_4,NA,Campello
NA,Mateo_and_Romero_1997_1,NA,Ischia
NA,Mateo_and_Romero_1997_2,NA,Culip
NA,Mateo_and_Romero_1997_3,NA,Port_Lligat
NA,Mateo_and_Romero_1997_4,NA,Campello
NA,Mateo_and_Romero_1997_5,NA,Tabarca_1
NA,Mateo_and_Romero_1997_6,NA,Tabarca2
NA,Mateo_and_Romero_1997_7,NA,Medes
NA,Lo_Iacono_et_al_2008_1,NA,Port_Lligat
NA,Holmer_and_Frederiksen_2007_5,NA,Spain
NA,Holmer_and_Frederiksen_2007_6,NA,Spain
NA,Holmer_and_Frederiksen_2007_7,NA,Greece
NA,Holmer_and_Frederiksen_2007_8,NA,Greece
NA,Holmer_and_Frederiksen_2007_9,NA,Cyprus
NA,Holmer_and_Frederiksen_2007_10,NA,Cyprus
NA,Kairis_and_Rybczyk_2010_1,NA,Padilla_Bay
NA,Apostolaki_unpublished_1,NA,Sounion
NA,Apostolaki_unpublished_2,NA,Sounion
NA,Apostolaki_unpublished_3,NA,Sounion
NA,Apostolaki_unpublished_4,NA,Sounion
NA,Apostolaki_unpublished_5,NA,Sounion
NA,Apostolaki_unpublished_6,NA,Sounion
NA,Apostolaki_unpublished_7,NA,Sounion
NA,Apostolaki_unpublished_8,NA,Psaromoura_Crete
NA,Maher_and_Eyre_2010_1,NA,Hastings_River
NA,Maher_and_Eyre_2010_2,NA,Hastings_River
NA,Maher_and_Eyre_2010_7,NA,Camden_Haven
NA,Maher_and_Eyre_2010_8,NA,Camden_Haven
NA,Maher_and_Eyre_2010_9,NA,Camden_Haven
NA,Maher_and_Eyre_2010_18,NA,Wallis_Lake
NA,Maher_and_Eyre_2010_19,NA,Wallis_Lake
NA,Maher_and_Eyre_2010_20,NA,Wallis_Lake
NA,Maher_and_Eyre_2010_21,NA,Wallis_Lake
NA,Borg_et_al_2010_1,NA,Ramla_Bay
NA,Borg_et_al_2010_2,NA,Ramla_Bay
NA,Borg_et_al_2010_3,NA,Ramla_Bay
NA,Borg_et_al_2010_4,NA,Ramla_Bay
NA,Borg_et_al_2010_5,NA,Ramla_Bay
NA,Borg_et_al_2010_6,NA,Ramla_Bay
NA,Borg_et_al_2010_7,NA,Mellieha_Bay
NA,Borg_et_al_2010_8,NA,Mellieha_Bay
NA,Borg_et_al_2010_9,NA,Mellieha_Bay
NA,Borg_et_al_2010_10,NA,Mellieha_Bay
NA,Borg_et_al_2010_11,NA,Mellieha_Bay
NA,Borg_et_al_2010_12,NA,Mellieha_Bay
NA,Borg_et_al_2010_13,NA,White_Rocks
NA,Borg_et_al_2010_14,NA,White_Rocks
NA,Borg_et_al_2010_15,NA,White_Rocks
NA,Borg_et_al_2010_16,NA,White_Rocks
NA,Borg_et_al_2010_17,NA,White_Rocks
NA,Borg_et_al_2010_18,NA,White_Rocks
NA,Borg_et_al_2010_19,NA,Thomas_Bay
NA,Borg_et_al_2010_20,NA,Thomas_Bay
NA,Borg_et_al_2010_21,NA,Thomas_Bay
NA,Borg_et_al_2010_22,NA,Thomas_Bay
NA,Borg_et_al_2010_23,NA,Thomas_Bay
NA,Borg_et_al_2010_24,NA,Thomas_Bay
NA,Spivak_et_al_2009_1,NA,Goodwin_islands
NA,Alongi_et_al_2008_1,Halodule uninervis,S_Sulawesi
NA,Alongi_et_al_2008_2,Halodule uninervis,S_Sulawesi
NA,Alongi_et_al_2008_3,Halodule uninervis,S_Sulawesi
NA,Spruzen_et_al_2008_1,NA,Robbins_Passage
NA,NA,NA,Robbins_Passage
NA,Yarbro_and_carlson_2008_1,Halodule wrightii,Florida_Bay
NA,NA,Halodule wrightii,Florida_Bay
NA,Lewis_et_al_2007_1,Halodule wrigthii,Santa_Rosa_Sound
NA,NA,Halodule wrigthii,Santa_Rosa_Sound
NA,NA,Halodule wrigthii,Little_Sabine_Bay
NA,NA,Halodule wrigthii,Choctwhatchee_Bay
NA,NA,Halodule wrigthii,Bonito_Bay
NA,NA,Halodule wrigthii,St_Joseph_Bay
NA,NA,Halodule wrigthii,Ohio_Key
NA,NA,Halodule wrigthii,Little_Duck_Key
NA,NA,NA,Lake_Illawara
NA,Bouillon_et_al_2004_1,NA,Gazi_bay
NA,NA,NA,Gazi_bay
NA,Rigollet_et_al_2004_1,Zostera noltii,Venice_lagoon
NA,NA,Zostera noltii,Venice_lagoon
NA,NA,NA,Thau_lagoon
NA,Grenz_et_al_2003_1,NA,Noumea_New_Caledonia
NA,Grenz_et_al_2003_1,NA,NA
NA,Larned_2003_1,NA,Yaquina_Bay_Oregon
NA,NA,NA,Yaquina_Bay_Oregon
NA,Danovaro_and_Gambi_2002_1,NA,NW_Marconi
NA,NA,NA,NW_Marconi
NA,Eyre_and_Ferguson_2002_1,NA,Lake_Macquarie
NA,Gacia_et_al_2002_1,NA,Fanals_point
NA,NA,NA,Fanals_point
NA,Koch_and_Madden_2001_1,NA,Eastern_Grand_Bahama
NA,NA,NA,Eastern_Grand_Bahama
NA,Sfriso_and_Marcomini_1999_1,NA,Petta_di_Po_-_Venice
NA,NA,Cymodocea serrulata,Green_Island_Great_Barrier_Reef
NA,Danovaro_1996_1,NA,NW_Marconi
NA,Fourqurean_and_Kendrick_unpublished_35,NA,NW_Marconi
NA,Fourqurean_and_Kendrick_unpublished_36,NA,NW_Marconi
NA,Koepfler_et_al_1993_1,NA,Laguna_Madre
NA,NA,NA,Laguna_Madre
NA,Amon_and_Herndl_1991_1,NA,Ischia_Italy
NA,NA,NA,Ischia_Italy
NA,Fourqurean_and_Kendrick_unpublished_35,Halodule uninervis,Shark_Bay
NA,NA,NA,Shark_Bay
NA,NA,Halodule uninervis,Western_Australia
NA,Fourqurean_and_Kendrick_unpublished_36,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_2,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_3,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_4,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_5,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_6,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_7,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_8,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_9,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_11,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_14,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_16,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_18,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_19,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_21,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_22,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_25,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_26,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_27,Halodule uninervis,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_28,NA,Shark_Bay
NA,Fourqurean_and_Kendrick_unpublished_34,NA,Shark_Bay
NA,Fonseca_et_al_2011_1,NA,Lake_Conjola
NA,Fonseca_et_al_2011_3,NA,Port_Hacking
NA,Fonseca_et_al_2011_5,NA,Pittwater
NA,Erftemeijer_and_Middelburg_1993_1,Enhalus acoroides,Barrang_Lompo
NA,Erftemeijer_and_Middelburg_1993_2,NA,Gusung_Tallang
NA,Burns_and_Swart_1992_1,NA,Jimmy_Key
NA,Hemminga_et_al_1994_1,NA,Gazi_Bay
NA,Hemminga_et_al_1994_2,NA,Gazi_Bay
NA,Hemminga_et_al_1994_3,NA,Gazi_Bay
NA,Hemminga_et_al_1994_4,NA,Gazi_Bay
NA,Hemminga_et_al_1994_5,NA,Gazi_Bay
NA,Hemminga_et_al_1994_6,NA,Gazi_Bay
NA,Hemminga_et_al_1994_7,NA,Gazi_Bay
NA,Deiongh_et_al_1995_1,Halodule uninervis,Nang_Bay
NA,Deiongh_et_al_1995_2,Halodule uninervis,Nang_Bay
NA,Deiongh_et_al_1995_3,Halodule uninervis,Nang_Bay
NA,Danovaro_et_al_1994_1,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_2,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_3,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_4,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_5,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_6,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_7,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_8,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_9,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_10,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_11,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_12,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_13,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_14,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_15,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_16,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_17,NA,Gulf_of_Marconi
NA,Danovaro_et_al_1994_18,NA,Gulf_of_Marconi
NA,Agawin_et_al_1996_1,Cymodocea rotundata,Cape_Bolinao
NA,Agawin_et_al_1996_2,Cymodocea rotundata,Cape_Bolinao
NA,Isaksen_and_Finster_1996_1,NA,Arcachon
NA,Townsend_and_Fonseca_1998_1,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_2,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_3,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_4,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_5,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_6,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_7,Halodule wrightii,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_8,Halodule wrightii,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_9,NA,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_10,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_11,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_12,Ruppia maritima,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_13,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_14,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_15,Halodule wrightii,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_16,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_17,Zostera marina,Beaufort_North_Carolina_USA
NA,Townsend_and_Fonseca_1998_18,NA,Beaufort_North_Carolina_USA
NA,Stoner_et_al_1998_1,NA,Bahamas
NA,Stoner_et_al_1998_2,NA,Bahamas
NA,Stoner_et_al_1998_3,NA,Bahamas
NA,Stoner_et_al_1998_4,NA,Bahamas
NA,Stoner_et_al_1998_5,NA,Bahamas
NA,Stoner_et_al_1998_6,NA,Bahamas
NA,Stoner_et_al_1998_7,NA,Bahamas
NA,Stoner_et_al_1998_8,NA,Bahamas
NA,Stoner_et_al_1998_9,NA,Bahamas
NA,Stoner_et_al_1998_10,NA,Bahamas
NA,Stoner_et_al_1998_11,NA,Bahamas
NA,Buzzelli_1998_2,NA,Goodwin_islands
NA,Buzzelli_1998_3,NA,Goodwin_islands
NA,Kristensen_et_al_2000_2,NA,Phuket
NA,Paula_et_al_2001_1,NA,Inhaca_Island
NA,Paula_et_al_2001_2,NA,Inhaca_Island
NA,Paula_et_al_2001_3,NA,Inhaca_Island
NA,Paula_et_al_2001_4,NA,Inhaca_Island
NA,Paula_et_al_2001_5,NA,Inhaca_Island
NA,Paula_et_al_2001_6,NA,Inhaca_Island
NA,Paula_et_al_2001_7,NA,Inhaca_Island
NA,Paula_et_al_2001_8,NA,Inhaca_Island
NA,Paula_et_al_2001_9,NA,Inhaca_Island
NA,Paula_et_al_2001_10,NA,Inhaca_Island
NA,Paula_et_al_2001_11,NA,Inhaca_Island
NA,McGlathery_unpublished_5,NA,Virginia_Coastal_Bays
NA,McGlathery_unpublished_6,NA,Virginia_Coastal_Bays
NA,McGlathery_unpublished_7,NA,Virginia_Coastal_Bays
NA,McGlathery_unpublished_8,NA,Virginia_Coastal_Bays
NA,Cotner_et_al_2004_1,NA,Baffin_Bay
NA,Cotner_et_al_2004_2,NA,Baffin_Bay
NA,Cotner_et_al_2004_3,NA,Baffin_Bay
NA,Cotner_et_al_2004_4,NA,Baffin_Bay
NA,Hebert_et_al_2007_1,NA,Yaquina_Bay_Oregon
NA,Hebert_et_al_2007_2,NA,Yaquina_Bay_Oregon
NA,Hebert_et_al_2007_3,NA,Yaquina_Bay_Oregon
NA,Hebert_et_al_2007_4,NA,Yaquina_Bay_Oregon
NA,Oakes_and_Connolly_2004_1,NA,Redland_Bay
NA,Thimdee_et_al_2003_1,NA,Khung_Krabaen_bay
NA,Lillebo_et_al_2006_1,NA,Mondego_Estuary._Portugal
NA,Lee_et_al_2005_1,NA,Seungbong_Island
NA,Lee_et_al_2005_2,NA,Seungbong_Island
NA,Lee_et_al_2005_3,NA,Seungbong_Island
NA,Al-Rousan_et_al_2005_1,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_2,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_3,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_4,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_5,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_6,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_7,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_8,NA,Gulf_of_Aqaba
NA,Al-Rousan_et_al_2005_9,NA,Gulf_of_Aqaba
NA,Kenig_et_al_1990_1,NA,Abu_Dhabi
NA,Kenig_et_al_1990_2,NA,Abu_Dhabi
NA,Kenig_et_al_1990_3,NA,Abu_Dhabi
NA,Kenig_et_al_1990_4,NA,Abu_Dhabi
NA,Kenig_et_al_1990_5,NA,Abu_Dhabi
NA,Krause-Jensen_et_al_2011_1,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_2,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_3,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_4,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_5,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_6,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_7,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_8,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_9,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_10,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_11,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_12,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_13,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_14,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_15,NA,Limfjorden
NA,Krause-Jensen_et_al_2011_16,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_17,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_18,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_19,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_20,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_21,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_22,NA,Aarhus_Bay
NA,Krause-Jensen_et_al_2011_23,NA,Horsens_Fjord
NA,Krause-Jensen_et_al_2011_24,NA,Horsens_Fjord
NA,Krause-Jensen_et_al_2011_25,NA,Horsens_Fjord
NA,Krause-Jensen_et_al_2011_26,NA,Vejle_Fjord
NA,Krause-Jensen_et_al_2011_27,NA,Vejle_Fjord
NA,Krause-Jensen_et_al_2011_28,NA,Vejle_Fjord
NA,Krause-Jensen_et_al_2011_29,NA,Vejle_Fjord
NA,Krause-Jensen_et_al_2011_30,NA,Vejle_Fjord
NA,Krause-Jensen_et_al_2011_31,NA,Odense_Fjord
NA,Krause-Jensen_et_al_2011_32,NA,Odense_Fjord
NA,Krause-Jensen_et_al_2011_33,NA,Odense_Fjord
NA,Krause-Jensen_et_al_2011_34,NA,Odense_Fjord
NA,Krause-Jensen_et_al_2011_35,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_36,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_37,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_38,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_39,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_40,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_41,NA,Little_Belt_area
NA,Krause-Jensen_et_al_2011_42,NA,Little_Belt_area
NA,Devereux_et_al_2011_1,NA,Santa_Rosa_Sound
NA,Ooi_et_al_2011_1,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_2,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_3,NA,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_4,NA,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_5,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_6,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_7,Cymodocea serrulata,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_8,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_9,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_10,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_11,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_12,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_13,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_14,Cymodocea serrulata,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_15,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_16,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_17,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_18,NA,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_19,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_20,Halodule uninervis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_21,Cymodocea rotundata,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_22,Halophila ovalis,Pulau_Tinggi_Malasia
NA,Ooi_et_al_2011_23,NA,Pulau_Tinggi_Malasia
NA,Povidisa_and_Delefosse_unpublished_1,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_2,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_3,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_5,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_6,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_7,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_8,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_10,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_11,NA,Thailand
NA,Povidisa_and_Delefosse_unpublished_12,NA,Thailand
NA,Gacia_unpublished_1,NA,Es_Cargol
NA,Mateo_unpublished_1,NA,Villajoyosa
NA,Mateo_unpublished_2,NA,Villajoyosa
NA,Mateo_unpublished_3,NA,Villajoyosa
NA,Mateo_et_al_1997_1,NA,Tabarca_South
NA,Mateo_et_al_1997_2,NA,Tabarca_South
NA,Mateo_et_al_1997_3,NA,Tabarca_South
NA,Mateo_et_al_1997_4,NA,Tabarca_North
NA,Mateo_et_al_1997_5,NA,El_Campello
NA,Mateo_et_al_1997_6,NA,El_Campello
NA,Mateo_et_al_1997_7,NA,El_Campello
NA,Mateo_et_al_1997_8,NA,Portlligat_I
NA,Mateo_et_al_1997_9,NA,Portlligat_I
NA,Mateo_et_al_1997_10,NA,Portlligat_I
NA,Serrano_unpublished_1,NA,Portlligat_II
NA,Mateo_and_Serrano_unpublished_1,NA,Portlligat_III
NA,Mateo_et_al_1997_11,NA,Culip
NA,Mateo_et_al_1997_12,NA,Medes_Islands
NA,Mateo_et_al_1997_13,NA,Medes_Islands
NA,Mateo_et_al_1997_14,NA,Ischia
NA,Mateo_and_Serrano_unpublished_2,NA,Talamanca
NA,Mateo_and_Serrano_unpublished_3,NA,Talamanca
NA,Mateo_and_Serrano_unpublished_4,NA,Talamanca
NA,Mateo_and_Serrano_unpublished_5,NA,Es_Pujols
NA,Mateo_and_Serrano_unpublished_6,NA,Es_Pujols
NA,Mateo_and_Serrano_unpublished_7,NA,Es_Pujols
NA,Mateo_and_Serrano_unpublished_8,NA,Es_Pujols
NA,Mateo_and_Serrano_unpublished_9,NA,Es_Pujols
NA,Mateo_unpublished_4,NA,Saline_Bay
NA,Mateo_unpublished_5,NA,Saline_Bay
NA,Mateo_unpublished_6,NA,Saline_Bay
NA,Mateo_unpublished_7,NA,Melieha_Bay
NA,Mateo_and_Serrano_unpublished_10,NA,Cádiz_Bay
NA,Mateo_and_Serrano_unpublished_11,NA,Cádiz_Bay
NA,Mateo_and_Serrano_unpublished_12,NA,Cádiz_Bay
NA,Mateo_and_Serrano_unpublished_16,NA,Santander_Bay
NA,Mateo_and_Serrano_unpublished_17,NA,Santander_Bay
NA,Mateo_and_Serrano_unpublished_18,NA,Santander_Bay
NA,Mateo_and_Serrano_unpublished_22,NA,Santander_Bay
NA,Mateo_and_Serrano_unpublished_23,NA,Santander_Bay
NA,Mateo_and_Serrano_unpublished_24,NA,Santander_Bay
NA,Mateo_and_Serrano_unpublished_28,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_29,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_30,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_31,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_32,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_33,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_34,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_35,NA,Oued_Tahaddart
NA,Mateo_and_Serrano_unpublished_36,NA,Oued_Tahaddart
NA,Krause-Jensen_et_al_2011_43,NA,Nissum_Bredning-st._31
NA,Krause-Jensen_et_al_2011_44,NA,Agerø-st._2
NA,Krause-Jensen_et_al_2011_45,NA,Agerø-st._5
NA,Krause-Jensen_et_al_2011_46,NA,Agerø-st._8
NA,Krause-Jensen_et_al_2011_47,NA,Agerø-st.11
NA,Krause-Jensen_et_al_2011_48,NA,Dragstrup_Vig-st._7
NA,Krause-Jensen_et_al_2011_49,NA,Thisted_Bredning-st._9
NA,Krause-Jensen_et_al_2011_50,NA,Skive_Fjord-st._13
NA,Krause-Jensen_et_al_2011_51,NA,Skive_Fjord-st._28
NA,Krause-Jensen_et_al_2011_52,NA,Skive_Fjord-st._29
NA,Krause-Jensen_et_al_2011_53,NA,Lovns_Bredning-st._26
NA,Krause-Jensen_et_al_2011_54,NA,Løgstør_Bredning-st._43
NA,Krause-Jensen_et_al_2011_55,NA,Nibe_Bredning-st._33
NA,Krause-Jensen_et_al_2011_56,NA,Nibe_Bredning-st._34
NA,Krause-Jensen_et_al_2011_57,NA,Nibe_Bredning-st._45
NA,Krause-Jensen_et_al_2011_58,NA,Århus_Bugt-st._3
NA,Krause-Jensen_et_al_2011_59,NA,Århus_Bugt-st._5
NA,Krause-Jensen_et_al_2011_60,NA,Århus_Bugt-st._7
NA,Krause-Jensen_et_al_2011_61,NA,Århus_Bugt-st._9
NA,Krause-Jensen_et_al_2011_62,NA,Århus_Bugt-st._10
NA,Krause-Jensen_et_al_2011_63,NA,Århus_Bugt-st._15
NA,Krause-Jensen_et_al_2011_64,NA,Århus_Bugt-st._17
NA,Krause-Jensen_et_al_2011_65,NA,Odense_Fjord-st._1
NA,Krause-Jensen_et_al_2011_66,NA,Odense_Fjord-st._2
NA,Krause-Jensen_et_al_2011_67,NA,Odense_Fjord-st._3
NA,Krause-Jensen_et_al_2011_68,NA,Odense_Fjord-st._4
NA,Krause-Jensen_et_al_2011_69,NA,Horsens_Fjord-st._1
NA,Krause-Jensen_et_al_2011_70,NA,Horsens_Fjord-st._2
NA,Krause-Jensen_et_al_2011_71,NA,Horsens_Fjord-st._3
NA,Krause-Jensen_et_al_2011_72,NA,Vejle_Fjord-st._1
NA,Krause-Jensen_et_al_2011_73,NA,Vejle_Fjord-st._2
NA,Krause-Jensen_et_al_2011_74,NA,Vejle_Fjord-st._3
NA,Krause-Jensen_et_al_2011_75,NA,Vejle_Fjord-st._4
NA,Krause-Jensen_et_al_2011_76,NA,Vejle_Fjord-st._5
NA,Krause-Jensen_et_al_2011_77,NA,Lillebælt_syd-st._16
