Source,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
de los Santos et al. 2022 (a),Ria Formosa,Sm3_25,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.192,0.518,7.279,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm4_8,Saltmarsh,37.002,-7.881,direct from dataset,Portugal,2017,0.00,0.05,LOI,1.979,0.773,6.593,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm4_12,Saltmarsh,37.002,-7.881,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.347,0.661,7.779,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm4_15,Saltmarsh,37.002,-7.881,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.124,0.668,7.059,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm1_5,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.030,0.522,6.757,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm1_10,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,0.509,1.293,1.853,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm2_5,Saltmarsh,37.002,-7.882,direct from dataset,Portugal,2017,0.00,0.05,LOI,1.498,0.822,5.042,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm2_10,Saltmarsh,37.002,-7.882,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.168,0.490,7.201,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm2_12,Saltmarsh,37.002,-7.882,direct from dataset,Portugal,2017,0.00,0.05,LOI,1.877,0.754,6.264,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm3_5,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.027,0.668,6.748,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm3_10,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.276,0.486,7.551,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm3_15,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.346,0.466,7.776,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm3_20,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.253,0.517,7.474,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm3_25,Saltmarsh,36.988,-7.875,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.148,0.673,7.136,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm4_8,Saltmarsh,37.002,-7.881,direct from dataset,Portugal,2017,0.00,0.05,LOI,1.928,0.759,6.428,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm4_12,Saltmarsh,37.002,-7.881,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.264,0.636,7.510,OC = -0.066 + 0.3102*OM
de los Santos et al. 2022 (a),Ria Formosa,Sm4_15,Saltmarsh,37.002,-7.881,direct from dataset,Portugal,2017,0.00,0.05,LOI,2.217,0.681,7.361,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.00,0.02,EA,3.349,0.431,8.489,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.02,0.05,LOI,NA,0.658,5.513,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.05,0.07,EA,4.216,0.410,10.334,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.07,0.10,LOI,NA,0.450,7.809,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.10,0.12,EA,2.855,0.403,11.905,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.12,0.15,LOI,NA,0.785,2.607,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.15,0.17,EA,0.361,0.966,1.425,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.17,0.19,LOI,NA,0.833,1.259,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.19,0.22,EA,0.283,1.141,1.274,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.22,0.24,LOI,NA,1.160,0.545,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.24,0.27,EA,0.204,1.167,0.857,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.27,0.29,LOI,NA,1.145,0.180,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.29,0.32,EA,0.137,1.134,0.754,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.32,0.34,LOI,NA,1.127,0.577,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.34,0.36,EA,0.114,1.082,0.674,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.36,0.39,LOI,NA,1.117,0.251,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.39,0.41,EA,0.065,1.059,0.555,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.41,0.44,LOI,NA,1.114,0.366,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.44,0.46,EA,0.091,1.145,0.698,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.46,0.48,LOI,NA,1.136,0.241,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.48,0.51,EA,0.028,1.175,0.297,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.51,0.53,LOI,NA,1.131,0.328,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.53,0.56,EA,0.039,1.028,0.384,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.56,0.58,LOI,NA,1.038,0.292,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.58,0.61,EA,0.019,1.200,0.352,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.61,0.63,LOI,NA,1.079,0.233,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.63,0.65,LOI,NA,1.224,0.218,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.65,0.68,LOI,NA,1.020,0.260,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.68,0.70,LOI,NA,1.125,0.277,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.70,0.73,EA,0.027,1.098,0.551,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.73,0.75,LOI,NA,1.080,0.269,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.75,0.78,LOI,NA,0.803,0.243,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.78,0.80,LOI,NA,1.199,0.187,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.80,0.82,LOI,NA,1.058,0.160,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.82,0.85,EA,0.028,1.160,0.378,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.85,0.87,LOI,NA,1.088,0.146,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.87,0.90,LOI,NA,1.104,0.377,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.90,0.92,LOI,NA,1.030,1.314,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.92,0.95,LOI,NA,1.125,0.720,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.95,0.97,LOI,NA,1.151,0.451,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.97,0.99,EA,0.173,1.220,0.417,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,0.99,1.02,LOI,NA,1.179,0.405,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.02,1.04,LOI,NA,1.152,0.412,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.04,1.07,EA,0.189,1.173,0.956,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.07,1.09,LOI,NA,1.093,0.263,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.09,1.12,LOI,NA,1.248,0.677,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.12,1.14,LOI,NA,1.155,0.667,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.14,1.16,EA,0.430,1.163,1.294,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.16,1.19,LOI,NA,1.128,0.855,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.19,1.21,LOI,NA,1.086,0.794,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.21,1.24,LOI,NA,1.067,0.877,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.24,1.26,LOI,NA,1.133,1.212,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.26,1.28,LOI,NA,1.143,1.009,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.28,1.31,EA,0.432,1.203,1.489,
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.31,1.33,LOI,NA,1.098,0.846,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM1,Saltmarsh,36.984,-7.889,direct from dataset,Portugal,2017,1.33,1.36,LOI,NA,1.031,1.801,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.00,0.03,EA,3.698,0.355,11.392,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.03,0.05,LOI,NA,0.666,4.377,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.05,0.08,EA,3.207,0.350,9.619,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.08,0.10,LOI,NA,0.493,8.554,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.10,0.13,EA,1.285,0.674,4.012,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.13,0.15,LOI,NA,0.998,0.581,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.15,0.18,EA,0.187,1.036,0.833,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.18,0.20,LOI,NA,0.989,0.463,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.20,0.23,EA,0.069,0.997,0.547,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.23,0.25,LOI,NA,1.076,0.376,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.25,0.28,EA,0.128,1.135,0.667,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.28,0.30,LOI,NA,1.165,0.278,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.30,0.33,EA,0.089,1.177,0.480,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.33,0.36,LOI,NA,1.071,0.191,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.36,0.38,EA,0.049,1.051,0.429,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.38,0.41,LOI,NA,1.077,0.142,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.41,0.43,EA,0.029,1.077,0.361,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.43,0.46,LOI,NA,1.014,0.131,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.46,0.48,EA,0.048,1.027,0.307,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.48,0.51,LOI,NA,1.097,0.171,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.51,0.53,EA,0.039,1.050,0.354,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.53,0.56,LOI,NA,0.940,0.139,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.56,0.58,EA,0.019,1.073,0.276,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.58,0.61,LOI,NA,1.041,0.037,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.61,0.64,EA,0.049,1.020,0.308,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.64,0.66,LOI,NA,1.073,0.537,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.66,0.69,LOI,NA,0.913,2.717,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.69,0.71,EA,0.553,1.229,1.396,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.71,0.74,LOI,NA,0.930,2.271,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.74,0.76,LOI,NA,0.962,1.599,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.76,0.79,LOI,NA,0.916,2.050,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.79,0.81,LOI,NA,0.778,2.898,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.81,0.84,LOI,NA,0.823,3.156,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.84,0.86,LOI,NA,0.792,3.895,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.86,0.89,LOI,NA,0.817,3.570,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.89,0.91,EA,2.408,0.822,4.742,
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.91,0.94,LOI,NA,0.702,5.505,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.94,0.97,LOI,NA,0.894,2.685,OC = -0.066 + 0.3102*OM
Martins et al. 2022,Ria Formosa,SM2,Saltmarsh,36.988,-7.876,direct from dataset,Portugal,2017,0.97,0.99,LOI,NA,0.676,6.221,OC = -0.066 + 0.3102*OM
