study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,site_id
Githaiga_et_al_2017,THQ4,20,25,1.62,0.022681835454172,THQ4
Githaiga_et_al_2017,THQ4,25,30,0.155,0.021980796980796868,THQ4
Githaiga_et_al_2017,THQ4,30,35,1.565,0.032660868191125736,THQ4
Githaiga_et_al_2017,THQ4,35,40,1.555,0.01669318345005801,THQ4
Githaiga_et_al_2017,THQ4,40,45,1.49,0.03209672065586889,THQ4
Githaiga_et_al_2017,THQ4,45,50,1.47,0.02738293500141131,THQ4
Githaiga_et_al_2017,THQ5,0,5,0.72,0.019287990553737457,THQ5
Githaiga_et_al_2017,THQ5,5,10,1.145,0.008295003676850958,THQ5
Githaiga_et_al_2017,THQ5,10,15,1.05,0.019280181128768545,THQ5
Githaiga_et_al_2017,THQ5,15,20,1.215,0.012594962015193958,THQ5
Githaiga_et_al_2017,THQ5,20,25,1.4,0.03007542488398161,THQ5
Githaiga_et_al_2017,THQ5,25,30,1.585,0.018390824761440633,THQ5
Githaiga_et_al_2017,THQ5,30,35,1.59,0.030774105196992217,THQ5
Githaiga_et_al_2017,THQ5,35,40,1.565,0.04315738563254381,THQ5
Githaiga_et_al_2017,THQ5,40,45,1.605,0.011789253892780405,THQ5
Githaiga_et_al_2017,THQ5,45,50,1.515,0.011887994026032928,THQ5
Githaiga_et_al_2017,THQ6,0,5,1.395,0.021995561775289857,THQ6
Githaiga_et_al_2017,THQ6,5,10,1.565,0.0226886459088162,THQ6
Githaiga_et_al_2017,THQ6,10,15,1.56,0.023481275869842763,THQ6
Githaiga_et_al_2017,THQ6,15,20,1.55,0.02317682317682311,THQ6
Githaiga_et_al_2017,THQ6,20,25,1.55,0.030883716283716302,THQ6
Githaiga_et_al_2017,THQ6,25,30,1.645,0.02208988657903912,THQ6
Githaiga_et_al_2017,THQ6,30,35,1.58,0.02438307199533196,THQ6
Githaiga_et_al_2017,THQ6,35,40,1.44,0.020685530328485545,THQ6
Githaiga_et_al_2017,THQ6,40,45,1.36,0.021179064081423296,THQ6
Githaiga_et_al_2017,THQ6,45,50,1.37,0.019491984073702975,THQ6
Githaiga_et_al_2017,THQ7,0,5,1,0.03628561151079133,THQ7
Githaiga_et_al_2017,THQ7,5,10,1.4,0.0270865491170351,THQ7
Githaiga_et_al_2017,THQ7,10,15,1.385,0.03268029319047752,THQ7
Githaiga_et_al_2017,THQ7,15,20,1.59,0.022484915721610026,THQ7
Githaiga_et_al_2017,THQ7,20,25,1.705,0.017185694639443437,THQ7
Githaiga_et_al_2017,THQ7,25,30,1.58,0.014494262850408089,THQ7
Githaiga_et_al_2017,THQ7,30,35,1.61,0.014797040591881592,THQ7
Githaiga_et_al_2017,THQ7,35,40,1.49,0.034257952951781585,THQ7
Githaiga_et_al_2017,THQ7,40,45,1.375,0.031088249400479523,THQ7
Githaiga_et_al_2017,THQ7,45,50,1.425,0.01918944652354878,THQ7
Githaiga_et_al_2017,THQ8,0,5,0.945,0.026286806884281963,THQ8
Githaiga_et_al_2017,THQ8,5,10,1.235,0.041375980548146084,THQ8
Githaiga_et_al_2017,THQ8,10,15,1.415,0.025489905017197625,THQ8
Githaiga_et_al_2017,THQ8,15,20,1.465,0.021181316684913694,THQ8
Githaiga_et_al_2017,THQ8,20,25,1.285,0.02528752997601911,THQ8
Githaiga_et_al_2017,THQ8,25,30,1.54,0.028169034321651184,THQ8
Githaiga_et_al_2017,THQ8,30,35,1.485,0.01688986608035184,THQ8
Githaiga_et_al_2017,THQ8,35,40,1.47,0.01529238516805028,THQ8
Githaiga_et_al_2017,THQ8,40,45,1.34,0.0186757516703942,THQ8
Githaiga_et_al_2017,THQ8,45,50,1.32,0.014986633269738463,THQ8
Githaiga_et_al_2017,THQ9,0,5,0.79,0.027694461107778547,THQ9
Githaiga_et_al_2017,THQ9,5,10,1.335,0.02719190268303799,THQ9
Githaiga_et_al_2017,THQ9,10,15,1.495,0.016882999818642826,THQ9
Githaiga_et_al_2017,THQ9,15,20,1.505,0.024192682455112337,THQ9
Githaiga_et_al_2017,THQ9,20,25,1.49,0.015499999999999936,THQ9
Githaiga_et_al_2017,THQ9,25,30,1.57,0.014988449487749854,THQ9
Githaiga_et_al_2017,THQ9,30,35,1.68,0.023391883686025135,THQ9
Githaiga_et_al_2017,THQ9,35,40,1.5,0.014888390953178,THQ9
Githaiga_et_al_2017,THQ9,40,45,1.4,0.016887848905364888,THQ9
Githaiga_et_al_2017,THQ9,45,50,1.385,0.01819628148740499,THQ9
Githaiga_et_al_2017,THQ10,0,5,1.8343949044585988,0.02616900901621328,THQ10
Githaiga_et_al_2017,THQ10,5,10,1.5898089171974523,0.0219756048790243,THQ10
Githaiga_et_al_2017,THQ10,10,15,1.5694267515923568,0.021435712857428638,THQ10
Githaiga_et_al_2017,THQ10,15,20,1.4675159235668789,0.04382772823609385,THQ10
Githaiga_et_al_2017,THQ10,20,25,1.4063694267515923,0.03415521826944225,THQ10
Githaiga_et_al_2017,THQ10,25,30,1.5286624203821657,0.03410000000000011,THQ10
Githaiga_et_al_2017,THQ10,30,35,1.3248407643312101,0.03385119868834099,THQ10
Githaiga_et_al_2017,THQ10,35,40,1.4675159235668789,0.010853131749460001,THQ10
Githaiga_et_al_2017,THQ10,40,45,1.3044585987261146,0.0155066290719299,THQ10
Githaiga_et_al_2017,THQ10,45,50,1.3859872611464967,0.0180564664480523,THQ10
Githaiga_et_al_2017,THZQ11,0,5,0.9579617834394905,0.017278272172782775,THZQ11
Githaiga_et_al_2017,THZQ11,5,10,1.1617834394904458,0.05137581679755399,THZQ11
Githaiga_et_al_2017,THZQ11,10,15,1.284076433121019,0.03214856230031941,THZQ11
Githaiga_et_al_2017,THZQ11,15,20,1.284076433121019,0.040310170473849306,THZQ11
Githaiga_et_al_2017,THZQ11,20,25,1.3044585987261146,0.032996444693005146,THZQ11
Githaiga_et_al_2017,THZQ11,25,30,1.2229299363057324,0.05182238039066715,THZQ11
Githaiga_et_al_2017,THZQ11,30,35,1.4471337579617833,0.04230277355926793,THZQ11
Githaiga_et_al_2017,THZQ11,35,40,1.4267515923566878,0.03895455634533984,THZQ11
Githaiga_et_al_2017,THZQ11,40,45,1.5490445859872612,0.04137931034482773,THZQ11
Githaiga_et_al_2017,THZQ11,45,50,1.5286624203821657,0.03403115190050576,THZQ11
Githaiga_et_al_2017,THZQ12,0,5,1.1210191082802548,0.04054432099752228,THZQ12
Githaiga_et_al_2017,THZQ12,5,10,1.2229299363057324,0.0356429712460065,THZQ12
Githaiga_et_al_2017,THZQ12,10,15,1.4471337579617833,0.04232137859341881,THZQ12
Githaiga_et_al_2017,THZQ12,15,20,1.3656050955414012,0.0640871825634873,THZQ12
Githaiga_et_al_2017,THZQ12,20,25,1.3248407643312101,0.03662242123780573,THZQ12
Githaiga_et_al_2017,THZQ12,25,30,1.3656050955414012,0.04734496472610275,THZQ12
Githaiga_et_al_2017,THZQ12,30,35,1.3859872611464967,0.049953006579079015,THZQ12
Githaiga_et_al_2017,THZQ12,35,40,1.3859872611464967,0.0437793417843003,THZQ12
Githaiga_et_al_2017,THZQ12,40,45,1.5286624203821657,0.035416791514352446,THZQ12
Githaiga_et_al_2017,THZQ12,45,50,1.5286624203821657,0.043159283543899016,THZQ12
Githaiga_et_al_2017,THZQ13,0,5,1.44,0.024280219993504742,THZQ13
Githaiga_et_al_2017,THZQ13,5,10,1.44,0.025382654131154602,THZQ13
Githaiga_et_al_2017,THZQ13,10,15,1.26,0.010591927831344479,THZQ13
Githaiga_et_al_2017,THZQ13,15,20,1.4,0.014489828444246724,THZQ13
Githaiga_et_al_2017,THZQ13,20,25,1.54,0.03368718620857086,THZQ13
Githaiga_et_al_2017,THZQ13,25,30,1.38,0.019798080383923344,THZQ13
Githaiga_et_al_2017,THZQ13,30,35,1.3,0.021085811429673917,THZQ13
Githaiga_et_al_2017,THZQ13,35,40,1.52,0.01489556147147229,THZQ13
Githaiga_et_al_2017,THZQ13,40,45,1.56,0.024385529561157044,THZQ13
Githaiga_et_al_2017,THZQ13,45,50,1.42,0.019890109890109964,THZQ13
Githaiga_et_al_2017,THZQ14,0,5,1.08,0.01719352311828266,THZQ14
Githaiga_et_al_2017,THZQ14,5,10,1.38,0.019679283535424426,THZQ14
Githaiga_et_al_2017,THZQ14,10,15,1.36,0.008496044746304431,THZQ14
Githaiga_et_al_2017,THZQ14,15,20,1.3,0.01737782888172338,THZQ14
Githaiga_et_al_2017,THZQ14,20,25,1.46,0.010789210789210843,THZQ14
Githaiga_et_al_2017,THZQ14,25,30,1.42,0.017486261980830742,THZQ14
Githaiga_et_al_2017,THZQ14,30,35,1.04,0.02378409403318173,THZQ14
Githaiga_et_al_2017,THZQ14,35,40,1.38,0.022075988101070892,THZQ14
Githaiga_et_al_2017,THZQ14,40,45,1.3,0.01559064561263248,THZQ14
Githaiga_et_al_2017,THZQ14,45,50,1.36,0.03567829462939047,THZQ14
Githaiga_et_al_2017,THZQ15,0,5,1.42,0.024889865121119348,THZQ15
Githaiga_et_al_2017,THZQ15,5,10,1.56,0.026394642143142678,THZQ15
Githaiga_et_al_2017,THZQ15,10,15,1.52,0.023777806632489757,THZQ15
Githaiga_et_al_2017,THZQ15,15,20,1.72,0.02168497236470044,THZQ15
Githaiga_et_al_2017,THZQ15,20,25,1.8,0.019890205021329536,THZQ15
Githaiga_et_al_2017,THZQ15,25,30,1.74,0.03425686900958466,THZQ15
Githaiga_et_al_2017,THZQ15,30,35,1.68,0.03178105256698276,THZQ15
Githaiga_et_al_2017,THZQ15,35,40,1.7,0.019586581469648624,THZQ15
Githaiga_et_al_2017,THZQ15,40,45,1.68,0.020267433140020455,THZQ15
Githaiga_et_al_2017,THZQ15,45,50,1.66,0.02018183654874293,THZQ15
Githaiga_et_al_2017,THQ1_2,0,5,1.845,0.015288977635782706,THQ1_2
Githaiga_et_al_2017,THQ1_2,5,10,1.97,0.013777955271565485,THQ1_2
Githaiga_et_al_2017,THQ1_2,10,15,1.96,0.002499280431740991,THQ1_2
Githaiga_et_al_2017,THQ1_2,15,20,1.98,0.017489606875075604,THQ1_2
Githaiga_et_al_2017,THQ1_2,20,25,1.655,0.017482258699632366,THQ1_2
Githaiga_et_al_2017,THQ1_2,25,30,1.47,0.014284378369084133,THQ1_2
Githaiga_et_al_2017,THQ1_2,30,35,1.425,0.012787293137922666,THQ1_2
Githaiga_et_al_2017,THQ1_2,35,40,1.97,0.013695921351515428,THQ1_2
Githaiga_et_al_2017,THQ1_2,40,45,1.395,0.020587647411553014,THQ1_2
Githaiga_et_al_2017,THQ1_2,45,50,1.04,0.01714178438153422,THQ1_2
Githaiga_et_al_2017,THQ2_2,0,5,1.685,0.008894403869147739,THQ2_2
Githaiga_et_al_2017,THQ2_2,5,10,1.925,0.005594445737856384,THQ2_2
Githaiga_et_al_2017,THQ2_2,10,15,1.885,0.013788614356217935,THQ2_2
Githaiga_et_al_2017,THQ2_2,15,20,1.925,0.011385140418686733,THQ2_2
Githaiga_et_al_2017,THQ2_2,20,25,1.93,0.012092226909263544,THQ2_2
Githaiga_et_al_2017,THQ2_2,25,30,0.695,0.012394964028776857,THQ2_2
Githaiga_et_al_2017,THQ2_2,30,35,1.86,0.01949152677857708,THQ2_2
Githaiga_et_al_2017,THQ2_2,35,40,1.47,0.016196521391443414,THQ2_2
Githaiga_et_al_2017,THQ2_2,40,45,0.92,0.02138900757018855,THQ2_2
Githaiga_et_al_2017,THQ2_2,45,50,1.395,0.023576423576423467,THQ2_2
Githaiga_et_al_2017,THQ3_2,0,5,1.53,0.009097320879686536,THQ3_2
Githaiga_et_al_2017,THQ3_2,5,10,1.595,0.0028978216587233828,THQ3_2
Githaiga_et_al_2017,THQ3_2,10,15,1.695,0.005296263113136268,THQ3_2
Githaiga_et_al_2017,THQ3_2,15,20,1.875,0.00939284881190323,THQ3_2
Githaiga_et_al_2017,THQ3_2,20,25,1.865,0.005095663880393059,THQ3_2
Githaiga_et_al_2017,THQ3_2,25,30,1.795,0.005298800719568253,THQ3_2
Githaiga_et_al_2017,THQ3_2,30,35,1.78,0.012993603278256858,THQ3_2
Githaiga_et_al_2017,THQ3_2,35,40,1.68,0.008196022665970389,THQ3_2
Githaiga_et_al_2017,THQ3_2,40,45,1.415,0.027584409881131373,THQ3_2
Githaiga_et_al_2017,THQ3_2,45,50,1.33,0.005897661163350085,THQ3_2
Githaiga_et_al_2017,THQ4_2,0,5,0.765,0.017785771382893594,THQ4_2
Githaiga_et_al_2017,THQ4_2,5,10,0.92,0.021489325932296844,THQ4_2
Githaiga_et_al_2017,THQ4_2,10,15,1.045,0.01648854943537062,THQ4_2
Githaiga_et_al_2017,THQ4_2,15,20,1.12,0.009293646664194924,THQ4_2
Githaiga_et_al_2017,THQ4_2,20,25,1.19,0.01088797707753959,THQ4_2
Githaiga_et_al_2017,THQ4_2,25,30,1.04,0.015782842594762578,THQ4_2
Githaiga_et_al_2017,THQ4_2,30,35,1.03,0.015990405756546085,THQ4_2
Githaiga_et_al_2017,THQ4_2,35,40,1,0.020677167074009954,THQ4_2
Githaiga_et_al_2017,THQ4_2,40,45,0.9,0.016883239339400117,THQ4_2
Githaiga_et_al_2017,THQ4_2,45,50,0.805,0.019280842119852877,THQ4_2
Githaiga_et_al_2017,THQ5_2,0,5,1.06,0.012593663314206633,THQ5_2
Githaiga_et_al_2017,THQ5_2,5,10,1.36,0.01039528305370102,THQ5_2
Githaiga_et_al_2017,THQ5_2,10,15,1.06,0.008792965627497921,THQ5_2
Githaiga_et_al_2017,THQ5_2,15,20,1.08,0.014090966331293222,THQ5_2
Githaiga_et_al_2017,THQ5_2,20,25,0.86,0.028988404638144748,THQ5_2
Githaiga_et_al_2017,THQ5_2,25,30,1.1,0.02098956832010221,THQ5_2
Githaiga_et_al_2017,THQ5_2,30,35,1.16,0.026689208633093476,THQ5_2
Githaiga_et_al_2017,THQ5_2,35,40,1.1,0.02308628906550879,THQ5_2
Githaiga_et_al_2017,THQ5_2,40,45,0.76,0.032093642542982775,THQ5_2
Githaiga_et_al_2017,THQ5_2,45,50,0.86,0.032399999999999984,THQ5_2
Githaiga_et_al_2017,EAQ1,0,5,1.02,0.028809628533728017,EAQ1
Githaiga_et_al_2017,EAQ1,5,10,1.26,0.012190247801758583,EAQ1
Githaiga_et_al_2017,EAQ1,10,15,1.34,0.05093887335197778,EAQ1
Githaiga_et_al_2017,EAQ1,15,20,1.58,0.028748253144340388,EAQ1
Githaiga_et_al_2017,EAQ1,20,25,1.44,0.02515472150129773,EAQ1
Githaiga_et_al_2017,EAQ1,25,30,1.52,0.043764988009592214,EAQ1
Githaiga_et_al_2017,EAQ1,30,35,1.42,0.038546035550229604,EAQ1
Githaiga_et_al_2017,EAQ1,35,40,1.42,0.09343182271910559,EAQ1
Githaiga_et_al_2017,EAQ1,40,45,1.28,0.03799920127795521,EAQ1
Githaiga_et_al_2017,EAQ1,45,50,1.36,0.026194761047790487,EAQ1
Githaiga_et_al_2017,EAQ2,0,5,1.02,0.028492591926099053,EAQ2
Githaiga_et_al_2017,EAQ2,5,10,1.2,0.031176882311768808,EAQ2
Githaiga_et_al_2017,EAQ2,10,15,1.28,0.025157484251574828,EAQ2
Githaiga_et_al_2017,EAQ2,15,20,1.44,0.025438473691578544,EAQ2
Githaiga_et_al_2017,EAQ2,20,25,1.42,0.07460507898420334,EAQ2
Githaiga_et_al_2017,EAQ2,25,30,1.4,0.031189395605494073,EAQ2
Githaiga_et_al_2017,EAQ2,30,35,1.5,0.028974784538782803,EAQ2
Githaiga_et_al_2017,EAQ2,35,40,1.42,0.022253768944695652,EAQ2
Githaiga_et_al_2017,EAQ2,40,45,1.22,0.02515484515484527,EAQ2
Githaiga_et_al_2017,EAQ2,45,50,1.2,0.02425611902095677,EAQ2
Githaiga_et_al_2017,EAQ3,0,5,0.92,0.10414544001598226,EAQ3
Githaiga_et_al_2017,EAQ3,5,10,0.82,0.039466847847807796,EAQ3
Githaiga_et_al_2017,EAQ3,10,15,0.92,0.05469358413706349,EAQ3
Githaiga_et_al_2017,EAQ3,15,20,0.82,0.04873033618142609,EAQ3
Githaiga_et_al_2017,EAQ3,20,25,0.96,0.0491360691144709,EAQ3
Githaiga_et_al_2017,EAQ3,25,30,0.92,0.05947167396564492,EAQ3
Githaiga_et_al_2017,EAQ3,30,35,1.08,0.0530125782390466,EAQ3
Githaiga_et_al_2017,EAQ3,35,40,1.1,0.0545189387885568,EAQ3
Githaiga_et_al_2017,EAQ3,40,45,0.98,0.022623801916932855,EAQ3
Githaiga_et_al_2017,EAQ3,45,50,0.96,0.03219098652377344,EAQ3
Githaiga_et_al_2017,EAQ4,0,5,1.04,0.02217339192968433,EAQ4
Githaiga_et_al_2017,EAQ4,5,10,1.36,0.02098960535713766,EAQ4
Githaiga_et_al_2017,EAQ4,10,15,1.36,0.03227915855390364,EAQ4
Githaiga_et_al_2017,EAQ4,15,20,1.26,0.026670792252094636,EAQ4
Githaiga_et_al_2017,EAQ4,20,25,1.32,0.01528966933885946,EAQ4
Githaiga_et_al_2017,EAQ4,25,30,1.2,0.027472731459985644,EAQ4
Githaiga_et_al_2017,EAQ4,30,35,1.24,0.03297673937418032,EAQ4
Githaiga_et_al_2017,EAQ4,35,40,1.2,0.042757242757242665,EAQ4
Githaiga_et_al_2017,EAQ4,40,45,0.74,0.01917501275282126,EAQ4
Githaiga_et_al_2017,EAQ4,45,50,0.92,0.019086549668919657,EAQ4
Githaiga_et_al_2017,EAQ5,0,5,0.88,0.027259580197946488,EAQ5
Githaiga_et_al_2017,EAQ5,5,10,0.92,0.015186492164909358,EAQ5
Githaiga_et_al_2017,EAQ5,10,15,1,0.01648409598330126,EAQ5
Githaiga_et_al_2017,EAQ5,15,20,1.04,0.022084273183833193,EAQ5
Githaiga_et_al_2017,EAQ5,20,25,0.94,0.018792883438103564,EAQ5
Githaiga_et_al_2017,EAQ5,25,30,1.14,0.03276723276723271,EAQ5
Githaiga_et_al_2017,EAQ5,30,35,1.04,0.018581738684162533,EAQ5
Githaiga_et_al_2017,EAQ5,35,40,0.96,0.02158028340491247,EAQ5
Githaiga_et_al_2017,EAQ5,40,45,1.16,0.016285533012151656,EAQ5
Githaiga_et_al_2017,EAQ5,45,50,1.04,0.01729152432570846,EAQ5
Githaiga_et_al_2017,EAQ6,0,5,1.28,0.02538477015269019,EAQ6
Githaiga_et_al_2017,EAQ6,5,10,1.4,0.022568404234072206,EAQ6
Githaiga_et_al_2017,EAQ6,10,15,1.4,0.026487112887112856,EAQ6
Githaiga_et_al_2017,EAQ6,15,20,1.44,0.02208756785055754,EAQ6
Githaiga_et_al_2017,EAQ6,20,25,1.46,0.019790167865707385,EAQ6
Githaiga_et_al_2017,EAQ6,25,30,1.36,0.020915626083981887,EAQ6
Githaiga_et_al_2017,EAQ6,30,35,1.5,0.017490747604724792,EAQ6
Githaiga_et_al_2017,EAQ6,35,40,1.28,0.02697656276389983,EAQ6
Githaiga_et_al_2017,EAQ6,40,45,1.06,0.03257807505744351,EAQ6
Githaiga_et_al_2017,EAQ6,45,50,1.26,0.01009934013197369,EAQ6
Githaiga_et_al_2017,EAQ7,0,5,1.56,0.020988247386896558,EAQ7
Githaiga_et_al_2017,EAQ7,5,10,1.54,0.027674151030620323,EAQ7
Githaiga_et_al_2017,EAQ7,10,15,1.56,0.022980937765746504,EAQ7
Githaiga_et_al_2017,EAQ7,15,20,1.62,0.037577453527883393,EAQ7
Githaiga_et_al_2017,EAQ7,20,25,1.6,0.027575813860595058,EAQ7
Githaiga_et_al_2017,EAQ7,25,30,1.56,0.021595481807277023,EAQ7
Githaiga_et_al_2017,EAQ7,30,35,1.32,0.02829412235105952,EAQ7
Githaiga_et_al_2017,EAQ7,35,40,1.28,0.022291624025784565,EAQ7
Githaiga_et_al_2017,EAQ7,40,45,1.24,0.02618207880597277,EAQ7
Githaiga_et_al_2017,EAQ7,45,50,1.22,0.02536955653216136,EAQ7
Githaiga_et_al_2017,EAQ8,0,5,1.66,0.02857142857142871,EAQ8
Githaiga_et_al_2017,EAQ8,5,10,1.68,0.03957949417310773,EAQ8
Githaiga_et_al_2017,EAQ8,10,15,1.5,0.032386846636269374,EAQ8
Githaiga_et_al_2017,EAQ8,15,20,1.66,0.04267439536278237,EAQ8
Githaiga_et_al_2017,EAQ8,20,25,1.66,0.03626619473781177,EAQ8
Githaiga_et_al_2017,EAQ8,25,30,1.62,0.020697500499900004,EAQ8
Githaiga_et_al_2017,EAQ8,30,35,1.66,0.02607652140026242,EAQ8
Githaiga_et_al_2017,EAQ8,35,40,1.46,0.020385252492409692,EAQ8
Githaiga_et_al_2017,EAQ8,40,45,1.34,0.02309268254305964,EAQ8
Githaiga_et_al_2017,EAQ8,45,50,1.34,0.03637457813081934,EAQ8
Githaiga_et_al_2017,EAQ9,0,5,1.74,0.026568118258090294,EAQ9
Githaiga_et_al_2017,EAQ9,5,10,1.84,0.039080430190506166,EAQ9
Githaiga_et_al_2017,EAQ9,10,15,1.52,0.023685352839522018,EAQ9
Githaiga_et_al_2017,EAQ9,15,20,1.62,0.025787066744359533,EAQ9
Githaiga_et_al_2017,EAQ9,20,25,1.68,0.021680040317798896,EAQ9
Githaiga_et_al_2017,EAQ9,25,30,1.8,0.03358290903107079,EAQ9
Githaiga_et_al_2017,EAQ9,30,35,1.52,0.03466325131289341,EAQ9
Githaiga_et_al_2017,EAQ9,35,40,1.44,0.02738385061642809,EAQ9
Githaiga_et_al_2017,EAQ9,40,45,1.5,0.043461354792290005,EAQ9
Githaiga_et_al_2017,EAQ9,45,50,1.38,0.02818596726809976,EAQ9
Githaiga_et_al_2017,EAQ10,0,5,1.38,0.027583449930041956,EAQ10
Githaiga_et_al_2017,EAQ10,5,10,1.64,0.052762890847656896,EAQ10
Githaiga_et_al_2017,EAQ10,10,15,1.54,0.045065513546878544,EAQ10
Githaiga_et_al_2017,EAQ10,15,20,1.72,0.05466766131277303,EAQ10
Githaiga_et_al_2017,EAQ10,20,25,1.52,0.05194298725189997,EAQ10
Githaiga_et_al_2017,EAQ10,25,30,1.46,0.014895104895105,EAQ10
Githaiga_et_al_2017,EAQ10,30,35,1.34,0.0241780510577877,EAQ10
Githaiga_et_al_2017,EAQ10,35,40,1.28,0.02706765972194372,EAQ10
Githaiga_et_al_2017,EAQ10,40,45,1.16,0.021374193476717,EAQ10
Githaiga_et_al_2017,EAQ10,45,50,1.36,0.042,EAQ10
Githaiga_et_al_2017,EAQ11,0,5,1.24,0.04556914132895159,EAQ11
Githaiga_et_al_2017,EAQ11,5,10,1.28,0.06072708996615516,EAQ11
Githaiga_et_al_2017,EAQ11,10,15,1.38,0.06375459806087544,EAQ11
Githaiga_et_al_2017,EAQ11,15,20,1.54,0.0667553707483923,EAQ11
Githaiga_et_al_2017,EAQ11,20,25,1.38,0.06555329392292679,EAQ11
Githaiga_et_al_2017,EAQ11,25,30,1.44,0.059030000193768,EAQ11
Githaiga_et_al_2017,EAQ11,30,35,1.36,0.065415724241666,EAQ11
Githaiga_et_al_2017,EAQ11,35,40,1.14,0.0591683326669332,EAQ11
Githaiga_et_al_2017,EAQ11,40,45,1.16,0.053857335948081564,EAQ11
Githaiga_et_al_2017,EAQ11,45,50,1.06,0.06864508393285366,EAQ11
Githaiga_et_al_2017,EAQ12,0,5,1.32,0.034686426696271734,EAQ12
Githaiga_et_al_2017,EAQ12,5,10,1.52,0.03619276144771046,EAQ12
Githaiga_et_al_2017,EAQ12,10,15,1.5,0.042752376888183875,EAQ12
Githaiga_et_al_2017,EAQ12,15,20,1.52,0.044737367685240705,EAQ12
Githaiga_et_al_2017,EAQ12,20,25,1.54,0.0444670226626137,EAQ12
Githaiga_et_al_2017,EAQ12,25,30,1.6,0.04365634365634368,EAQ12
Githaiga_et_al_2017,EAQ12,30,35,1.82,0.0437483244319144,EAQ12
Githaiga_et_al_2017,EAQ12,35,40,1.52,0.054556354916067,EAQ12
Githaiga_et_al_2017,EAQ12,40,45,1.2,0.0438611062369616,EAQ12
Githaiga_et_al_2017,EAQ12,45,50,1.22,0.06615303928378698,EAQ12
Githaiga_et_al_2017,EAQ13,0,5,1.52,0.022797780443911283,EAQ13
Githaiga_et_al_2017,EAQ13,5,10,1.48,0.013783540206547897,EAQ13
Githaiga_et_al_2017,EAQ13,10,15,1.64,0.023383782704214102,EAQ13
Githaiga_et_al_2017,EAQ13,15,20,1.7,0.03384823993954853,EAQ13
Githaiga_et_al_2017,EAQ13,20,25,1.68,0.014794402702509637,EAQ13
Githaiga_et_al_2017,EAQ13,25,30,1.6,0.04084732922360233,EAQ13
Githaiga_et_al_2017,EAQ13,30,35,1.52,0.02906553274009738,EAQ13
Githaiga_et_al_2017,EAQ13,35,40,1.42,0.01478218206798192,EAQ13
Githaiga_et_al_2017,EAQ13,40,45,1.14,0.009397121726963852,EAQ13
Githaiga_et_al_2017,EAQ13,45,50,0.98,0.014893244372708194,EAQ13
