Source,Site,Subsite,Season,Core,Habitat_type,Species,Latitude,Longitude,accuracy_flag,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,SOM_perc,Conv_factor
Human et al (2022),Swartkops Estuary,3,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8692,25.6148,direct from dataset,SouthAfrica,2018,0.85,1,LOI,3.765124661,1.396366667,4.17084316,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0,0.05,LOI,5.62303041,1.241863333,6.341547388,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.387799703,1.455963333,1.393269895,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.359326285,1.388593333,1.360002669,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,3.882052296,1.468773333,4.307456824,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.675983041,1.43145,4.066693587,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,3.023589644,1.38425,3.304462722,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,3.448023319,1.521566667,3.800354386,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.276413143,1.642643333,2.431490996,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.50327095,1.620033333,1.528181972,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0,0.05,LOI,7.749590401,1.183443333,8.826136699,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.623471773,1.516623333,1.668619901,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.611767127,1.365836667,1.654944652,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,3.129487625,1.56406,3.428189771,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.872801402,1.681396667,4.296648443,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,4.481215831,1.330966667,5.007496005,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.706332031,1.653763333,2.933791367,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.945940619,1.852876667,2.045379856,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.888929028,1.642796667,1.978769749,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0,0.05,LOI,6.740440831,1.114883333,7.647085911,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.592229415,1.283446667,1.632117554,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,9.900983544,1.447866667,11.33974009,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,3.620133536,1.389133333,4.001441215,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.872801402,1.45456,4.296648443,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,4.481215831,1.372816667,5.007496005,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.706332031,1.498553333,2.933791367,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.945940619,1.599173333,2.045379856,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.884009978,1.55303,1.973022523,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0,0.05,LOI,6.911955797,1.20228,7.847477272,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.570814865,1.450723333,1.607097634,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.443900783,0.674586667,1.458816197,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,4.265056575,1.535406667,4.754944006,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,4.484427764,1.285176667,5.011248701,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.625466824,1.37111,2.83931163,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,3.646947019,1.425513333,4.032769037,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.200387415,1.564683333,2.342665515,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.85,1,LOI,14.37240629,1.3113,16.5639751,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0,0.05,LOI,5.652515431,1.23129,6.375996532,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.664345768,1.452246667,1.716375474,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.330564454,1.541676667,1.326398474,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,4.156919709,1.3766,4.628601133,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,3.264460198,1.36871,3.585886434,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,3.225935924,1.365976667,3.540876181,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.730126278,1.559676667,2.961591632,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.793714215,1.56211,1.867524495,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.85,1,LOI,0.619937669,1.576363333,0.496130003,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0,0.05,LOI,7.034199583,1.197796667,7.990302118,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,1.616964407,1.39076,1.661016949,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.540992972,1.510483333,1.572254904,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,2.47364534,1.421346667,2.661929361,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.149824902,1.404896667,2.283590258,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.777725316,1.450143333,1.848843692,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,1.501759718,1.39617,1.526416308,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.533830693,1.435696667,1.563886778,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,4,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8660,25.6104,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.131768397,1.365383333,2.262493746,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.04904885,1.33465,2.165847471,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.491237147,1.15011,2.682482938,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,2.124163133,1.477833333,2.253608054,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.936368552,1.466936667,2.034196229,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.581741106,1.254973333,2.788224215,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.080555988,1.37917,2.202659175,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.037062739,1.52206,2.151843368,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.153081618,1.42902,2.287395278,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,1,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.14055064,1.535103333,2.272754574,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.334706278,1.507076667,2.499598409,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.233461993,1.435293333,2.381308556,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,1.808197496,1.44743,1.884446192,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.09620997,1.368266667,1.052587884,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.4407525,1.40595,1.455137867,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.609555646,1.455825,1.652360844,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.135219427,1.55176,2.266525794,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.920790175,1.444786667,2.015995064,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,2,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.917789813,1.545773333,2.012489558,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.582999461,1.36992,2.789694428,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,3.288585231,1.266166667,3.614073175,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,2.747115937,1.336583333,2.981441683,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.753770553,1.313813333,1.820855886,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.802353533,1.47206,1.877618335,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.795893265,1.558833333,1.870070412,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,1.849384439,1.545293333,1.932567402,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.75558644,1.55024,1.822977497,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,3,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,2.21322969,1.529036667,2.357669926,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,3.230523748,1.265396667,3.546236416,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.342626151,1.281933333,2.508851677,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,3.01610126,1.34291,3.295713588,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.905621755,1.676293333,1.998272877,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.965347899,1.61156,2.068054561,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,2.067628017,1.526786667,2.18755464,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.418395175,1.42981,2.597377235,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.670122213,1.531556667,1.723124445,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,4,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.929630691,1.604356667,2.026323976,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.500319453,1.486863333,2.693094349,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.911523809,1.205366667,3.173529394,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,2.379937511,1.351443333,2.552444808,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,1.182859397,1.491046667,1.153825677,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,1.648198522,1.414773333,1.697509665,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.834156804,1.529293333,1.91477603,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.181801676,1.562723333,2.320950667,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,1.770671911,1.49453,1.84060277,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,5,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.954436494,1.587336667,2.055306103,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0,0.05,LOI,2.630562091,1.370583333,2.84526474,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.05,0.1,LOI,2.578249788,1.294066667,2.784145097,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.1,0.2,LOI,2.0876807,1.304813333,2.210983409,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.2,0.3,LOI,5.341495091,1.094873333,6.012612561,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.3,0.4,LOI,2.610015188,1.290536667,2.821258544,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.4,0.5,LOI,1.979686266,1.349066667,2.084806947,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.5,0.65,LOI,2.211320744,1.37368,2.355439589,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.65,0.85,LOI,2.435263956,1.420146667,2.617086057,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,5,Summer,6,Saltmarsh,Salicornia tegetaria,-33.8504,25.5967,direct from dataset,SouthAfrica,2018,0.85,1,LOI,1.109033531,1.42791,1.06757043,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0,0.05,LOI,1.823586182,1.4754,1.902425729,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.05,0.1,LOI,1.900776324,1.5221,1.992611665,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.1,0.25,LOI,1.65134848,1.3447,1.701189952,(0.8559*SOM_perc)+0.1953
Human et al (2022),Swartkops Estuary,1,Winter,1,Saltmarsh,Salicornia tegetaria,-33.8689,25.6286,direct from dataset,SouthAfrica,2019,0.25,0.5,LOI,1.32970898,1.676466667,1.325398972,(0.8559*SOM_perc)+0.1953
