study_id,site_id,transect_id,plot_id,plot_radius,species_code,biomass_flag,decay_class,debris_number,plot_density,tree_height,canopy_width,diameter_dbh,diameter_base,diameter_qmd,wood_volume,wood_volume_flag,biomass_decay_corrected,decay_3_wood_volume,decay_3_biomass_g,decay_3_biomass_Mg,decay_3_biomass_aboveground,biomass_aboveground,biomass_aboveground_scaled,biomass_aboveground_carbon,biomass_downed_wood,biomass_belowground,biomass_belowground_scaled,biomass_total,biomass_belowground_carbon,biomass_total_carbon
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,74,57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,49,97,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,98,73,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,136,55,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,147,75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,72,81,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,85,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,103,38,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,70,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,51,67,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,60,50,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8828065386,0.3122310166,0.149870888,NA,0.3643490033,0.1288629555,0.4410939721,0.05025655264,0.2001274406
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,65,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,65,39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,55,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,86,57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,50,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,45,49,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,65,53,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,35,46,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,38,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,150,37,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,150,115,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389550948,2.613536379,1.254497462,NA,4.175675787,1.476853012,4.090389392,0.5759726748,1.830470137
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,175,56,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.544986985,1.607470997,0.7715860785,NA,2.39015491,0.8453499884,2.452820985,0.3296864955,1.101272574
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,80,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,150,36,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,150,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,138,64,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.544986985,1.607470997,0.7715860785,NA,2.39015491,0.8453499884,2.452820985,0.3296864955,1.101272574
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,70,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,75,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,110,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,135,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,50,36,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8828065386,0.3122310166,0.149870888,NA,0.3643490033,0.1288629555,0.4410939721,0.05025655264,0.2001274406
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,75,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,95,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,40,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,130,69,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37332009,1.193075849,0.5726764077,NA,1.697478085,0.6003640492,1.793439899,0.2341419792,0.8068183869
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,60,24,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8828065386,0.3122310166,0.149870888,NA,0.3643490033,0.1288629555,0.4410939721,0.05025655264,0.2001274406
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,95,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,85,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,65,13,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2617466192,0.0925745443,0.04443578126,NA,0.09025156923,0.031920175,0.1244947193,0.01244886825,0.05688464951
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,80,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,45,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1054661359,0.03730126295,0.01790460622,NA,0.03179130827,0.01124394991,0.04854521286,0.004385140465,0.02228974668
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,78,58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539916093,0.5446375239,0.2614260115,NA,0.6900516221,0.2440574577,0.7886949816,0.0951824085,0.35660842
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,73,31,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8828065386,0.3122310166,0.149870888,NA,0.3643490033,0.1288629555,0.4410939721,0.05025655264,0.2001274406
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,55,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,65,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.14253304,0.0684158592,NA,0.148113618,0.05238482442,0.1949178644,0.02043008152,0.08884594072
Morrissette_et_al_2023,Shipstern Lagoon,2,1,3,Avicennia germinans,live,NA,NA,353.68,86,40,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.370942507,0.8385549459,0.402506374,NA,1.132457233,0.4005274742,1.23908242,0.1562057149,0.558712089
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Avicennia germinans,dead,1,NA,353.68,96,NA,4,8.7,NA,NA,NA,5.737,NA,NA,NA,NA,5.884,2.029,0.9739697,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Avicennia germinans,dead,2,NA,353.68,65,NA,4,8,NA,NA,NA,5.002,NA,NA,NA,NA,5.884,1.769,0.8491017,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,dead,3,NA,353.68,50,NA,1.5,4,NA,NA,NA,0.728,317.432,219.028,2.1903e-4,0.7746579,1.457,0.258,0.0371836,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,dead,2,NA,353.68,110,NA,5,5,NA,NA,NA,9.951,NA,NA,NA,NA,11.707,3.52,1.6893706,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,dead,3,NA,353.68,50,NA,3,5,NA,NA,NA,2.418,641.409,442.572,4.4257e-4,0.15652882,4.835,0.855,0.0751338,NA,NA,NA,NA,NA,NA
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,115,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,120,41,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,90,26,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,95,50,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,88,45,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,65,30,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,68,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722,0.25535696,0.1225713408,NA,0.175582361,0.06209996943,0.3174569294,0.02421898808,0.1467903289
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,70,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722,0.25535696,0.1225713408,NA,0.175582361,0.06209996943,0.3174569294,0.02421898808,0.1467903289
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,55,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4906659998,0.1735387508,0.08329860039,NA,0.1069893763,0.0378400026,0.2113787534,0.01475760101,0.09805620141
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,36,30,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,65,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,105,77,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,67,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,71,9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,69,12,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,89,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,70,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,150,81,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835418742,1.710190901,0.8208916323,NA,2.012287688,0.7117059095,2.42189681,0.2775653047,1.098456937
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,142,63,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,120,52,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,155,109,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,136,42,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,105,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,105,85,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,113,39,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,118,43,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,96,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,115,63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,116,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,70,26,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,73,23,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,83,25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,74,27,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,58,20,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,71,19,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,61,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,54,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,49,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,51,11,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52672302,1.247331398,0.5987190709,NA,1.342479627,0.4748081945,1.722139592,0.1851751959,0.7838942667
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,52,12,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,44,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722,0.25535696,0.1225713408,NA,0.175582361,0.06209996943,0.3174569294,0.02421898808,0.1467903289
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,74,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,83,70,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.396735563,0.847677434,0.4068851683,NA,0.8180266921,0.2893196805,1.136997114,0.1128346754,0.5197198437
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,41,14,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,52,11,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.456636429,0.5151831722,0.2472879226,NA,0.4319201643,0.1527615237,0.6679446959,0.05957699424,0.3068649169
Morrissette_et_al_2023,Shipstern Lagoon,2,2,3,Rhizophora mangle,live,NA,NA,353.68,120,58,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835418742,1.710190901,0.8208916323,NA,2.012287688,0.7117059095,2.42189681,0.2775653047,1.098456937
