study_id,site_id,transect_id,plot_id,core_id,depth_min,depth_max,soil_organic_matter,soil_total_carbon,soil_inorganic_carbon,soil_organic_carbon,soil_nitrogen,dry_bulk_density,soil_carbon_density_total,soil_carbon_density_inorganic,soil_carbon_density_organic,carbon_stock_total,carbon_stock_inorganic,carbon_stock_organic
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,10,15,64.445,31.8193,0,31.8193,1.2631,0.1842,0.0586,0,0.0586,29.3,0,29.3
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,15,20,70.0571,35.1848,0,35.1848,1.3156,0.2225,0.0783,0,0.0783,39.145,0,39.145
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,20,25,68.5295,34.3515,0,34.3515,1.1232,0.2265,0.0778,0,0.0778,38.9036,0,38.9036
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,25,30,62.026,34.0529,0,34.0529,0.9375,0.2368,0.0806,0,0.0806,40.3184,0,40.3184
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,30,35,44.9667,22.9949,0,22.9949,0.7672,0.2421,0.0557,0,0.0557,27.8297,0,27.8297
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,35,40,46.8435,23.4949,0,23.4949,0.6914,0.2301,0.0541,0,0.0541,27.0279,0,27.0279
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,40,45,49.0979,24.551,0,24.551,0.8287,0.2463,0.0605,0,0.0605,30.2288,0,30.2288
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,45,50,50.6425,25.2235,0,25.2235,0.7777,0.2481,0.0626,0,0.0626,31.2954,0,31.2954
Morrissette_et_al_2023,Payne's Creek,2,4,Payne's Creek_2_4_mangrove,72,77,57.2008,27.035,0,27.035,0.596,0.2726,0.0737,0,0.0737,213.7403,0,213.7403
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,0,5,75.9696,36.5512,0,36.5512,1.5707,0.1144,0.0418,0,0.0418,20.9086,0,20.9086
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,5,10,72.0406,37.0223,0,37.0223,1.811,0.21560000000000001,0.0798,0,0.0798,39.9057,0,39.9057
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,10,15,66.0617,34.24,0,34.24,1.4585,0.2488,0.0852,0,0.0852,42.5902,0,42.5902
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,15,20,67.957,34.1535,0,34.1535,1.3204,0.1965,0.0671,0,0.0671,33.5484,0,33.5484
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,20,25,68.2914,33.939,0,33.939,1.1104,0.2297,0.0779,0,0.0779,38.9712,0,38.9712
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,25,30,50.3608,26.8769,0,26.8769,0.7687,0.303,0.0814,0,0.0814,40.7163,0,40.7163
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,30,35,51.4915,27.8138,0,27.8138,0.8223,0.217,0.0604,0,0.0604,30.1846,0,30.1846
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,35,40,65.4843,32.4939,0,32.4939,1.1624,0.1509,0.049,0,0.049,24.5104,0,24.5104
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,40,45,42.6416,22.028,0,22.028,0.6006,0.2206,0.0486,0,0.0486,24.2991,0,24.2991
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,45,50,39.5736,19.8339,0,19.8339,0.6274,0.2146,0.0426,0,0.0426,21.2849,0,21.2849
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,72,77,42.2985,28.495,0,28.495,0.682,0.2534,0.0722,0,0.0722,361.0278,0,361.0278
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,122,127,10.8771,4.317,0.216,4.101,0.211,0.6977,0.0301,0.0015,0.0286,150.5949,7.535,143.0599
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,172,177,10.5401,5.355,1.1,4.255,0.21,0.7764,0.0416,0.0085,0.033,207.8732,42.7004,165.1728
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,222,227,8.638,5.908,2.056,3.852,0.147,0.9293,0.0549,0.0191,0.0358,274.5251,95.5355,178.9896
Morrissette_et_al_2023,Payne's Creek,2,5,Payne's Creek_2_5_mangrove,272,277,10.1756,4.7256,0.2006,4.525,0.2,0.9347,0.0442,0.0019,0.0423,154.5941,6.5638,148.0303
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,0,5,71.0769,36.4454,0,36.4454,1.5408,0.1964,0.0716,0,0.0716,35.7806,0,35.7806
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,5,10,68.9484,34.8253,0,34.8253,1.282,0.1647,0.0574,0,0.0574,28.6837,0,28.6837
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,10,15,64.563,31.3678,0,31.3678,1.1778,0.2332,0.0732,0,0.0732,36.579,0,36.579
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,15,20,67.0772,34.1159,0,34.1159,1.2974,0.2516,0.0858,0,0.0858,42.9197,0,42.9197
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,20,25,60.5877,30.2993,0,30.2993,1.0017,0.2479,0.0751,0,0.0751,37.5612,0,37.5612
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,25,30,47.9419,25.2231,0,25.2231,0.7137,0.2804,0.0707,0,0.0707,35.3624,0,35.3624
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,30,35,50.3897,25.8684,0,25.8684,0.7394,0.2375,0.0614,0,0.0614,30.7231,0,30.7231
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,35,40,44.09,21.9924,0,21.9924,0.6322,0.205,0.0451,0,0.0451,22.5385,0,22.5385
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,40,45,38.8503,17.8684,0,17.8684,0.4789,0.2218,0.0396,0,0.0396,19.8138,0,19.8138
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,45,50,42.016,19.805,0,19.805,0.6154,0.2207,0.0437,0,0.0437,21.8573,0,21.8573
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,72,77,45.8716,23.158,0,23.158,0.602,0.2825,0.0654,0,0.0654,327.1045,0,327.1045
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,122,127,14.109,5.073,0,5.073,0.268,0.6668,0.0338,0,0.0338,169.1329,0,169.1329
Morrissette_et_al_2023,Payne's Creek,2,6,Payne's Creek_2_6_mangrove,172,177,9.1654,6.228,2.303,3.925,0.186,0.7349,0.0458,0.0169,0.0288,160.1876,59.2344,100.9532
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,0,5,56.2266,25.452,0,25.452,0.855,0.1791,0.0456,0,0.0456,22.7974,0,22.7974
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,5,10,53.3087,24.3687,0,24.3687,0.994,0.0987,0.0241,0,0.0241,12.0283,0,12.0283
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,10,15,56.2407,26.1921,0,26.1921,0.8631,0.1045,0.0274,0,0.0274,13.6827,0,13.6827
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,15,20,51.7567,23.261,0,23.261,0.656,0.1545,0.0359,0,0.0359,17.9711,0,17.9711
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,20,25,49.8521,21.592,0,21.592,0.494,0.1677,0.0362,0,0.0362,18.1084,0,18.1084
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,25,30,52.9073,26.5746,0,26.5746,0.8621,0.1783,0.0474,0,0.0474,23.6979,0,23.6979
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,30,35,48.0037,21.671,0,21.671,0.334,0.1607,0.0348,0,0.0348,17.4158,0,17.4158
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,35,40,47.3427,22.721,0,22.721,0.359,0.1763,0.0401,0,0.0401,20.0304,0,20.0304
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,40,45,46.3029,46.3725,0,46.3725,1.4517,0.1251,0.058,0,0.058,29.0175,0,29.0175
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,45,50,41.4022,19.8033,0,19.8033,0.6314,0.1683,0.0333,0,0.0333,16.6642,0,16.6642
Morrissette_et_al_2023,Frenchman Caye,1,1,Frenchman Caye_1_1_mangrove,72.5,77.5,6.4679,11.738,9.499,2.239,0.152,0.7594,0.0891,0.0721,0.017,423.3901,342.6293,80.7608
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,0,5,58.2078,27.311,0,27.311,0.586,0.1236,0.0337,0,0.0337,16.8739,0,16.8739
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,5,10,59.8735,20.5352,0,20.5352,0.7925,0.1317,0.027,0,0.027,13.5225,0,13.5225
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,10,15,61.5536,32.1973,0,32.1973,1.3137,0.1866,0.0601,0,0.0601,30.0393,0,30.0393
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,15,20,66.2711,27.105,0,27.105,0.909,0.1608,0.0436,0,0.0436,21.7981,0,21.7981
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,20,25,57.3371,27.0915,0,27.0915,1.0269,0.1335,0.0362,0,0.0362,18.0847,0,18.0847
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,25,30,54.3542,36.8557,0,36.8557,1.8661,0.1322,0.0487,0,0.0487,24.3529,0,24.3529
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,30,35,50.0272,26.5382,0,26.5382,1.104,0.1262,0.0335,0,0.0335,16.7411,0,16.7411
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,35,40,50.3952,22.9917,0,22.9917,0.9706,0.1301,0.0299,0,0.0299,14.9584,0,14.9584
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,40,45,49.9355,22.2509,0,22.2509,0.9676,0.1142,0.0254,0,0.0254,12.7045,0,12.7045
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,45,50,47.3257,30.7986,0,30.7986,0.9352,0.1412,0.0435,0,0.0435,21.7421,0,21.7421
Morrissette_et_al_2023,Frenchman Caye,1,2,Frenchman Caye_1_2_mangrove,72.5,77.5,48.7035,21.561,0,21.561,0.731,0.1161,0.025,0,0.025,115.1621,0,115.1621
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,0,5,60.695,28.322,0,28.322,1.019,0.2023,0.0573,0,0.0573,28.647,0,28.647
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,5,10,64.1148,30.9149,0,30.9149,1.3775,0.1727,0.0534,0,0.0534,26.6953,0,26.6953
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,10,15,58.8723,28.7882,0,28.7882,1.3707,0.1216,0.035,0,0.035,17.5102,0,17.5102
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,15,20,59.9104,29.2281,0,29.2281,1.157,0.1142,0.0334,0,0.0334,16.6883,0,16.6883
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,20,25,60.124,30.392,0,30.392,1.1687,0.1414,0.043,0,0.043,21.4894,0,21.4894
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,25,30,56.9798,26.8456,0,26.8456,0.8489,0.121,0.0325,0,0.0325,16.2376,0,16.2376
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,30,35,53.9383,25.5435,0,25.5435,1.2247,0.1125,0.0287,0,0.0287,14.3681,0,14.3681
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,35,40,53.2728,23.198,0,23.198,0.548,0.0932,0.0216,0,0.0216,10.8085,0,10.8085
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,40,45,50.3126,23.1381,0,23.1381,1.1731,0.1202,0.0278,0,0.0278,13.9037,0,13.9037
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,45,50,50.6978,23.1686,0,23.1686,1.0004,0.1074,0.0249,0,0.0249,12.4434,0,12.4434
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,72.5,77.5,46.2241,20.031,0,20.031,0.671,0.0988,0.0198,0,0.0198,98.9853,0,98.9853
Morrissette_et_al_2023,Frenchman Caye,1,3,Frenchman Caye_1_3_mangrove,114,119,7.1429,12.27,9.674,2.596,0.146,0.6294,0.0772,0.0609,0.0163,131.2788,103.5037,27.775
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,0,5,89.1084,28.5,0,28.5,1.1227,0.166,0.0473,0,0.0473,23.6604,0,23.6604
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,5,10,67.4727,32.2531,0,32.2531,1.2411,0.1534,0.0495,0,0.0495,24.7361,0,24.7361
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,10,15,68.0382,32.9844,0,32.9844,1.2117,0.1019,0.0336,0,0.0336,16.8026,0,16.8026
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,15,20,66.303,30.5052,0,30.5052,1.0792,0.1254,0.0382,0,0.0382,19.1231,0,19.1231
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,20,25,60.9324,27.0198,0,27.0198,0.9651,0.0995,0.0269,0,0.0269,13.4437,0,13.4437
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,25,30,55.165,24.1582,0,24.1582,0.833,0.1134,0.0274,0,0.0274,13.698,0,13.698
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,30,35,46.8629,21.2255,0,21.2255,0.7912,0.1355,0.0288,0,0.0288,14.3846,0,14.3846
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,35,40,50.4828,23.2174,0,23.2174,0.7469,0.1364,0.0317,0,0.0317,15.8395,0,15.8395
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,40,45,48.8176,22.2236,0,22.2236,0.716,0.1343,0.0298,0,0.0298,14.923,0,14.923
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,45,50,36.0041,15.9533,0,15.9533,0.6309,0.1657,0.0264,0,0.0264,13.2173,0,13.2173
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,70,75,6.3118,11.232,9.393,1.839,0.136,0.7837,0.088,0.0736,0.0144,440.0999,368.043,72.057
Morrissette_et_al_2023,Frenchman Caye,1,4,Frenchman Caye_1_4_mangrove,122.5,127.5,6.2511,14.3993,10.011,4.3883,0.204,0.9602,0.1383,0.0961,0.0421,470.0889,326.8258,143.2631
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,0,5,54.3199,27.3901,0,27.3901,0,0.1484,0.0407,0,0.0407,20.3259,0,20.3259
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,5,10,47.011,22.5137,0,22.5137,0.7627,0.2766,0.0623,0,0.0623,31.1383,0,31.1383
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,10,15,36.9896,17.0404,0,17.0404,0.5951,0.1355,0.0231,0,0.0231,11.548400000000001,0,11.548400000000001
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,15,20,39.9666,19.2918,0,19.2918,0.6843,0.132,0.0255,0,0.0255,12.7364,0,12.7364
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,20,25,13.3506,11.7406,6.2363,5.5043,0.294,0.3525,0.0414,0.022,0.0194,20.6939,10.9921,9.7019
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,25,30,8.6708,11.7861,8.8621,2.924,0.1846,0.5588,0.0659,0.0495,0.0163,32.9284,24.7593,8.1691
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,30,35,7.3979,11.9151,9.5919,2.3232,0.1574,0.6696,0.0798,0.0642,0.0156,39.8902,32.1125,7.7777
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,35,40,7.0979,11.8483,9.4312,2.4171,0.1541,0.8245,0.0977,0.0778,0.0199,48.847,38.8821,9.9649
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,40,45,6.1182,11.8652,9.9395,1.9257,0.1382,0.8402,0.0997,0.0835,0.0162,49.8483,41.758,8.0903
Morrissette_et_al_2023,Frenchman Caye,1,5,Frenchman Caye_1_5_mangrove,45,50,7.0845,12.4096,9.8747,2.5349,0.1295,0.8241,0.1023,0.0814,0.0209,51.1333,40.6883,10.445
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,0,5,66.7624,32.6625,0,32.6625,1.4472,0.1289,0.0421,0,0.0421,21.0472,0,21.0472
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,5,10,68.9891,34.093,0,34.093,1.4123000000000001,0.1264,0.0431,0,0.0431,21.5455,0,21.5455
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,10,15,69.6208,33.5245,0,33.5245,1.0772,0.1122,0.0376,0,0.0376,18.8006,0,18.8006
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,15,20,62.0616,32.2036,0,32.2036,1.2341,0.0937,0.0302,0,0.0302,15.0953,0,15.0953
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,20,25,56.9226,25.5067,0,25.5067,0.9474,0.0823,0.021,0,0.021,10.5013,0,10.5013
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,25,30,55.9999,24.816,0,24.816,0.887,0.0841,0.0209,0,0.0209,10.4412,0,10.4412
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,30,35,53.5919,24.4934,0,24.4934,0.9527,0.1098,0.0269,0,0.0269,13.4454,0,13.4454
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,35,40,56.7502,24.7489,0,24.7489,0.8988,0.1216,0.0301,0,0.0301,15.0533,0,15.0533
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,40,45,50.4463,22.407,0,22.407,0.9243,0.121,0.0271,0,0.0271,13.5529,0,13.5529
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,45,50,54.9769,26.0472,0,26.0472,0.944,0.17,0.0443,0,0.0443,22.139,0,22.139
Morrissette_et_al_2023,Frenchman Caye,1,6,Frenchman Caye_1_6_mangrove,72.5,77.5,12.6005,13.033,8.313,4.72,0.218,0.4402,0.0574,0.0366,0.0208,195.049,124.4105,70.6385
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,0,5,55.2447,26.266,0,26.266,1.2118,0.1564,0.0411,0,0.0411,20.5439,0,20.5439
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,5,10,58.812,30.7144,0,30.7144,0.9006,0.171,0.0525,0,0.0525,26.2658,0,26.2658
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,10,15,57.7588,28.1248,0,28.1248,1.1909,0.1718,0.0483,0,0.0483,24.1547,0,24.1547
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,15,20,56.2181,26.2182,0,26.2182,1.0754,0.1902,0.0499,0,0.0499,24.9274,0,24.9274
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,20,25,54.0137,25.2951,0,25.2951,0.9955,0.1811,0.0458,0,0.0458,22.907,0,22.907
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,25,30,53.9958,24.5057,0,24.5057,0.8104,0.1677,0.0411,0,0.0411,20.5444,0,20.5444
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,30,35,51.9356,24.626,0,24.626,0.9788,0.1727,0.0425,0,0.0425,21.2662,0,21.2662
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,35,40,47.1505,21.1417,0,21.1417,0.8858,0.1686,0.0356,0,0.0356,17.8242,0,17.8242
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,40,45,50.1815,23.0445,0,23.0445,0.9796,0.2079,0.0479,0,0.0479,23.9557,0,23.9557
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,45,50,49.7028,22.8474,0,22.8474,0.9668,0.1805,0.0412,0,0.0412,20.6184,0,20.6184
Morrissette_et_al_2023,Frenchman Caye,2,1,Frenchman Caye_2_1_mangrove,58,63,11.8375,12.634,8.82,3.814,0.23,0.5214,0.0659,0.046,0.0199,125.1594,87.3758,37.7836
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,1,5,55.9361,26.7595,0,26.7595,1.2566,0.1009,0.027,0,0.027,10.7953,0,10.7953
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,5,10,59.4119,28.1313,0,28.1313,1.3139,0.1348,0.0379,0,0.0379,18.9588,0,18.9588
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,10,15,58.2861,27.0379,0,27.0379,1.1787,0.1524,0.0412,0,0.0412,20.608,0,20.608
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,15,20,53.2356,24.1317,0,24.1317,1.0908,0.1855,0.0448,0,0.0448,22.3858,0,22.3858
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,20,25,56.2018,26.0991,0,26.0991,1.1243,0.178,0.0464,0,0.0464,23.2238,0,23.2238
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,25,30,55.0385,25.8143,0,25.8143,1.0988,0.2075,0.0536,0,0.0536,26.7807,0,26.7807
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,30,35,52.8441,24.8282,0,24.8282,0.9438,0.2117,0.0526,0,0.0526,26.2794,0,26.2794
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,35,40,48.0294,21.9272,0,21.9272,0.806,0.2124,0.0466,0,0.0466,23.2894,0,23.2894
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,40,45,47.8786,22.1258,0,22.1258,0.8082,0.1659,0.0367,0,0.0367,18.3516,0,18.3516
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,45,50,47.2153,21.8958,0,21.8958,0.7188,0.1614,0.0353,0,0.0353,17.6664,0,17.6664
Morrissette_et_al_2023,Frenchman Caye,2,2,Frenchman Caye_2_2_mangrove,54,59,10.5028,12.385,8.929,3.456,0.196,0.576,0.0713,0.0514,0.0199,153.383,110.5819,42.8011
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,0,5,55.2229,25.9933,0,25.9933,1.4057,0.1365,0.0355,0,0.0355,17.7364,0,17.7364
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,5,10,54.211,24.8708,0,24.8708,1.2751,0.1248,0.031,0,0.031,15.5203,0,15.5203
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,10,15,56.4985,26.346,0,26.346,1.1405,0.1241,0.0327,0,0.0327,16.3441,0,16.3441
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,15,20,55.9196,25.3283,0,25.3283,0.9557,0.0788,0.02,0,0.02,9.9784,0,9.9784
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,20,25,52.5968,23.4888,0,23.4888,0.8254,0.0621,0.0146,0,0.0146,7.2919,0,7.2919
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,25,30,48.7716,22.7141,0,22.7141,0.9518,0.1169,0.0266,0,0.0266,13.2796,0,13.2796
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,30,35,53.8056,24.9614,0,24.9614,0.999,0.1588,0.0397,0,0.0397,19.8251,0,19.8251
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,35,40,56.6602,26.3839,0,26.3839,0.8107,0.142,0.0375,0,0.0375,18.7375,0,18.7375
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,40,45,54.4438,25.1875,0,25.1875,0.8044,0.1306,0.0329,0,0.0329,16.4457,0,16.4457
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,45,50,48.2248,22.4176,0,22.4176,0.8051,0.1483,0.0333,0,0.0333,16.6272,0,16.6272
Morrissette_et_al_2023,Frenchman Caye,2,3,Frenchman Caye_2_3_mangrove,66,71,23.0662,12.51,3.394,9.116,0.42,0.251,0.0314,0.0085,0.0229,69.075,18.7402,50.3347
Morrissette_et_al_2023,Frenchman Caye,2,4,Frenchman Caye_2_4_mangrove,0,5,56.9501,19.2481,0,19.2481,0.3926,0.1424,0.0274,0,0.0274,13.7,0,13.7
Morrissette_et_al_2023,Frenchman Caye,2,4,Frenchman Caye_2_4_mangrove,5,10,53.2071,36.3258,0,36.3258,1.3786,0.0836,0.0304,0,0.0304,15.1888,0,15.1888
Morrissette_et_al_2023,Frenchman Caye,2,4,Frenchman Caye_2_4_mangrove,10,15,55.5792,29.2067,0,29.2067,0.8855,0.0768,0.0224,0,0.0224,11.2149,0,11.2149
