study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,c14_age,c14_age_se,c14_material,c14_notes,fraction_modern,fraction_modern_se,delta_c14,delta_c14_se,am241_activity,am241_activity_se
Brown_et_al_2026,Morro,MOB13-01,71,72,MOB13-01_72,1.2691,0.038610039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,72,73,MOB13-01_73,1.0308,0.043849437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,73,74,MOB13-01_74,0.6622,0.05179704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,74,75,MOB13-01_75,0.5878,0.051207894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,75,76,MOB13-01_76,0.7887,0.049828832000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,76,77,MOB13-01_77,0.8569,0.05228148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,77,78,MOB13-01_78,0.8436,0.37790422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,78,79,MOB13-01_79,1.1437,0.059980764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,79,80,MOB13-01_80,1.0162,0.058846684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,80,81,MOB13-01_81,1.3999,0.049503536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,81,82,MOB13-01_82,1.1462,0.065957076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,82,83,MOB13-01_83,1.0879,0.063241107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,83,84,MOB13-01_84,1.5831,0.047628072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,84,85,MOB13-01_85,1.5177,0.042696185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,85,86,MOB13-01_86,1.5854,0.042702157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,86,87,MOB13-01_87,1.4949,0.051040203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,87,88,MOB13-01_88,1.3824,0.05541088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,88,89,MOB13-01_89,1.8526,0.056677102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,89,90,MOB13-01_90,1.2191,0.044459027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,90,91,MOB13-01_91,1.4649,0.046487815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,91,92,MOB13-01_92,1.4174,0.048116269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,92,93,MOB13-01_93,1.4787,0.055589369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,93,94,MOB13-01_94,1.4563,0.045182998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,94,95,MOB13-01_95,1.6893,0.051086249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,95,96,MOB13-01_96,1.3103,0.051743875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,96,97,MOB13-01_97,1.4248,0.055797305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,97,98,MOB13-01_98,1.4694,0.052402341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,98,99,MOB13-01_99,1.4316,0.04742945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,99,100,MOB13-01_100,1.3364,0.04624364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-01,197,198,MOB13-01_198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,15,marine,MOB13-01 198cm,0.9091,0.0015,-90.9,1.5,NA,NA
Brown_et_al_2026,Morro,MOB13-01,255,256,MOB13-01_256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780,15,marine,MOB13-01 256cm,0.9075,0.0015,-92.5,1.5,NA,NA
Brown_et_al_2026,Morro,MOB13-02,0,1,MOB13-02_1,0.2526,0.185669042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,1,2,MOB13-02_2,0.3749,0.209922646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,2,3,MOB13-02_3,0.368,0.227445652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,3,4,MOB13-02_4,0.4109,0.18690679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,4,5,MOB13-02_5,0.5482,0.127325794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,5,6,MOB13-02_6,0.3327,0.210099188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,6,7,MOB13-02_7,0.2577,0.240977881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,7,8,MOB13-02_8,0.3919,0.194947691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,8,9,MOB13-02_9,0.3455,0.218813314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,9,10,MOB13-02_10,0.2792,0.326289398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,10,11,MOB13-02_11,0.5641,0.10689594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,11,12,MOB13-02_12,0.5016,0.122208931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,12,13,MOB13-02_13,0.439,0.150341686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,13,14,MOB13-02_14,0.3443,0.186174848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,14,15,MOB13-02_15,0.4747,0.129766168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,15,16,MOB13-02_16,0.328,0.201219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,16,17,MOB13-02_17,0.4318,0.15655396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,17,18,MOB13-02_18,0.3264,0.193014706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,18,19,MOB13-02_19,0.3508,0.209806157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,19,20,MOB13-02_20,0.2581,0.082138706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,20,21,MOB13-02_21,0.3036,0.249011858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,21,22,MOB13-02_22,0.3318,0.220916215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,22,23,MOB13-02_23,0.4155,0.177617329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,23,24,MOB13-02_24,0.3893,0.178011816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,24,25,MOB13-02_25,0.3409,0.193898504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,25,26,MOB13-02_26,0.3599,0.198110586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,26,27,MOB13-02_27,0.49786,0.158799663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,27,28,MOB13-02_28,0.4468,0.142793196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,28,29,MOB13-02_29,0.4038,0.103268945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,29,30,MOB13-02_30,0.37072,0.147065171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,30,31,MOB13-02_31,0.3664,0.105349345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,31,32,MOB13-02_32,0.4634,0.106171774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,32,33,MOB13-02_33,0.332,0.096385542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,33,34,MOB13-02_34,0.4244,0.072101791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,34,35,MOB13-02_35,0.3832,0.076461378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,35,36,MOB13-02_36,0.502,0.080278884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,36,37,MOB13-02_37,0.3296,0.117718447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,37,38,MOB13-02_38,0.3833,0.093660318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,38,39,MOB13-02_39,0.4824,0.084991708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,39,40,MOB13-02_40,0.4371,0.086936628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,40,41,MOB13-02_41,0.4865,0.085303186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,41,42,MOB13-02_42,0.3729,0.102440333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,42,43,MOB13-02_43,0.3323,0.095094794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,43,44,MOB13-02_44,0.4095,0.082051282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,44,45,MOB13-02_45,0.3411,0.086191733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,45,46,MOB13-02_46,0.3054,0.080877538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,46,47,MOB13-02_47,0.4376,0.070840951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,47,48,MOB13-02_48,0.377,0.090185676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,48,49,MOB13-02_49,0.4196,0.091754051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,49,50,MOB13-02_50,0.4579,0.08189561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,50,51,MOB13-02_51,0.3619,0.0867643,NA,NA,NA,NA,NA,NA,NA,NA,175,15,terrestrial,MOB13-02 51cm .20mgC,0.9783,0.0014,-21.7,1.4,NA,NA
Brown_et_al_2026,Morro,MOB13-02,51,52,MOB13-02_52,0.4635,0.080906149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,52,53,MOB13-02_53,0.4374,0.066758116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,53,54,MOB13-02_54,0.772,0.067357513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,54,55,MOB13-02_55,0.8997,0.060798044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,55,56,MOB13-02_56,0.6496,0.014778325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,56,57,MOB13-02_57,0.6836,0.072264482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,57,58,MOB13-02_58,1.0012,0.051937675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,58,59,MOB13-02_59,0.9532,0.047524129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,59,60,MOB13-02_60,0.6715,0.058078928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,60,61,MOB13-02_61,0.7876,0.053834434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,61,62,MOB13-02_62,0.7214,0.051427779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,62,63,MOB13-02_63,0.8688,0.05444291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,63,64,MOB13-02_64,0.896,0.055803571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,64,65,MOB13-02_65,0.8647,0.059211287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,65,66,MOB13-02_66,0.7513,0.051643817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,66,67,MOB13-02_67,0.6789,0.068787745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,67,68,MOB13-02_68,0.8278,0.051824112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,68,69,MOB13-02_69,0.8485,0.053624042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,69,70,MOB13-02_70,0.912,0.051096491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,70,71,MOB13-02_71,0.9431,0.055137313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,71,72,MOB13-02_72,1.2457,0.05900297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,72,73,MOB13-02_73,0.9403,0.056896735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,73,74,MOB13-02_74,1.6779,0.044758329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,74,75,MOB13-02_75,1.1975,0.042672234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,75,76,MOB13-02_76,0.924,0.058982684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,76,77,MOB13-02_77,0.4726,0.057765552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,77,78,MOB13-02_78,1.8004,0.045934237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,78,79,MOB13-02_79,0.8571,0.056586163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,79,80,MOB13-02_80,0.8154,0.058989453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,80,81,MOB13-02_81,0.9482,0.048407509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,81,82,MOB13-02_82,0.9278,0.05712438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,82,83,MOB13-02_83,1.0384,0.058744222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,83,84,MOB13-02_84,1.0099,0.067828498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,84,85,MOB13-02_85,1.2984,0.059919901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,85,86,MOB13-02_86,0.8747,0.066651423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,86,87,MOB13-02_87,1.2816,0.053526841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,87,88,MOB13-02_88,1.6981,0.060714917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,88,89,MOB13-02_89,1.2376,0.055349063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,89,90,MOB13-02_90,1.0562,0.072997538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,90,91,MOB13-02_91,1.1151,0.062415927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,91,92,MOB13-02_92,1.3311,0.059875291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,92,93,MOB13-02_93,1.2774,0.059808987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,93,94,MOB13-02_94,1.6259,0.059536257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,94,95,MOB13-02_95,1.2457,0.053223087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,95,96,MOB13-02_96,1.6226,0.042832491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,96,97,MOB13-02_97,1.7637,0.051766173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,97,98,MOB13-02_98,1.275,0.06172549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,98,99,MOB13-02_99,1.3668,0.042361721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,99,100,MOB13-02_100,1.0212,0.07030944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-02,198,199,MOB13-02_199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,15,marine,MOB13-02 199cm,0.9042,0.0012,-95.8,1.2,NA,NA
Brown_et_al_2026,Morro,MOB13-02,316,317,MOB13-02_317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,20,marine,MOB13-02-317,0.8857,0.0017,-114.3,1.7,NA,NA
Brown_et_al_2026,Morro,MOB13-03,267,268,MOB13-03_268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,15,marine,MOB13-03 268cm,0.9025,0.0013,-97.5,1.3,NA,NA
Brown_et_al_2026,Morro,MOB13-04,0,1,MOB13-04_1,0.3114,0.253050739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown_et_al_2026,Morro,MOB13-04,1,2,MOB13-04_2,0.2818,0.263662172,2.08,0.34,NA,NA,10.05,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
Brown_et_al_2026,Morro,MOB13-04,2,3,MOB13-04_3,0.4902,0.172582619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
