study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,3,4,MB2004,0.32076749315303843,0.4810228082679974,0.21815974315999276,compression corrected max depth: 4.36734693877551,15.047834352269197,1.9595552638610545,30.167834352269196,1.3812157080360645,becquerelsPerKilogram,NA,NA,NA,-27.313226688417984
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,4,5,MB2005,0.5239765244927704,0.44945253534601975,0.19116792020828677,compression corrected max depth: 5.45918367346939,11.488382083950698,1.9038988372079284,26.608382083950698,1.3010498769538783,becquerelsPerKilogram,NA,NA,NA,-26.78702462181399
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,5,6,MB2006,0.6605951276428534,0.4259690314745466,NA,compression corrected max depth: 6.55102040816327,8.549462670511398,1.9018814257245544,23.669462670511397,1.2980958968874619,becquerelsPerKilogram,15.12,1.39,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,6,7,MB2007,0.40581989474134733,0.4466100129318314,0.20735880229229078,compression corrected max depth: 7.64285714285714,3.017910898432362,1.985962014625169,19.157910898432363,1.365007371237994,becquerelsPerKilogram,NA,NA,NA,-26.1372741803118
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,7,8,MB2008,0.2423359371973524,0.5789060198369836,NA,compression corrected max depth: 8.73469387755102,27.088563030055887,2.897185455560236,43.22856303005589,2.5125452361917326,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,8,9,MB2009,0.2681826999554762,0.6205007824726136,0.29238169413443726,compression corrected max depth: 9.8265306122449,37.876764938690435,2.6227101071126335,54.016764938690436,2.19038998946552,becquerelsPerKilogram,NA,NA,NA,-25.823780022032416
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,9,10,MB2010,0.21687114630264923,0.45441053705593293,NA,compression corrected max depth: 10.9183673469388,22.490286369989573,2.8170890219313165,39.65028636998957,2.3116856528269456,becquerelsPerKilogram,17.16,1.61,becquerelsPerKilogram,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,10,11,MB2011,0.4068384863771355,0.37558378479357396,0.16670592280528715,compression corrected max depth: 12.0102040816327,11.096567746986121,2.292261122635996,29.48156774698612,1.5010699698376617,becquerelsPerKilogram,NA,NA,NA,-26.766840952051666
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,11,12,MB2012,0.759653164223249,0.35475752589294346,NA,compression corrected max depth: 13.1020408163265,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,12,13,MB2013,0.5407832864832746,0.34619425078789023,0.1553663565683833,compression corrected max depth: 14.1938775510204,4.598387751566705,2.278000335828883,22.983387751566703,1.4792009768914114,becquerelsPerKilogram,NA,NA,NA,-26.69076375036412
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,13,14,MB2014,0.6400959709726172,0.3452250819835038,NA,compression corrected max depth: 15.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,14,15,MB2015,0.6840227352659803,0.3507484590548869,NA,compression corrected max depth: 16.3775510204082,2.5480989168365653,2.162283814527606,20.933098916836563,1.293917035426946,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,15,16,MB2016,0.563319626425087,0.33922022775525995,0.15516728049139336,compression corrected max depth: 17.469387755102,NA,NA,NA,NA,NA,NA,NA,NA,-26.626617608755872
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,16,17,MB2017,0.8290447194113155,0.33793029719905976,NA,compression corrected max depth: 18.5612244897959,0.9835768671313616,2.149233087899254,19.36857686713136,1.2719877617811277,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,17,18,MB2018,0.6255810401626365,0.33961674651114393,NA,compression corrected max depth: 19.6530612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,18,19,MB2019,0.8487799323547105,0.337715237918903,NA,compression corrected max depth: 20.7448979591837,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,19,20,MB2020,0.6589399162346977,0.3389306685896779,0.1558769668511594,compression corrected max depth: 21.8367346938776,NA,NA,NA,NA,NA,19.61,1.69,becquerelsPerKilogram,-26.645106295099566
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,20,21,MB2021,0.833883029681309,0.3330120997965522,NA,compression corrected max depth: 22.9285714285714,NA,NA,20.861761345316975,1.1518949722839296,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,21,22,MB2022,0.7451382334132681,0.32672482157018323,NA,compression corrected max depth: 24.0204081632653,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,22,23,MB2023,0.7616903474948253,0.32620799363690595,NA,compression corrected max depth: 25.1122448979592,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,23,24,MB2024,0.7543055581353614,0.32403661911858606,NA,compression corrected max depth: 26.2040816326531,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,24,25,MB2025,0.9716475484216538,0.32517694641051603,0.14689271066049525,compression corrected max depth: 27.2959183673469,NA,NA,21.248320836135576,1.266049263181801,becquerelsPerKilogram,NA,NA,NA,-26.56390964167793
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,25,26,MB2026,0.8366841566797264,0.3207366032466401,NA,compression corrected max depth: 28.3877551020408,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,26,27,MB2027,0.6208700538471162,0.32835681627321023,NA,compression corrected max depth: 29.4795918367347,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,27,28,MB2028,0.6611044234607475,0.3320430107526894,NA,compression corrected max depth: 30.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,28,29,MB2029,0.76258161517614,0.3319025753643444,NA,compression corrected max depth: 31.6632653061224,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,29,30,MB2030,0.7196734425185649,0.33874107722258273,0.1518736867396596,compression corrected max depth: 32.7551020408163,NA,NA,20.6788984476501,1.0392686648028486,becquerelsPerKilogram,NA,NA,NA,-26.659850822872446
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,30,31,MB2031,0.7891923216611048,0.3267410056806217,NA,compression corrected max depth: 33.8469387755102,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,31,32,MB2032,0.7632182349485075,0.3405587218536856,NA,compression corrected max depth: 34.9387755102041,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,32,33,MB2033,0.6841500592204539,0.3408042188530003,NA,compression corrected max depth: 36.030612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,33,34,MB2034,0.7149624562030448,0.3391000000000004,NA,compression corrected max depth: 37.1224489795918,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,34,35,MB2035,0.7461568250490563,0.34404229361529026,0.1579520254929625,compression corrected max depth: 38.2142857142857,NA,NA,21.567524737276464,1.406619652820286,becquerelsPerKilogram,NA,NA,NA,-26.8049398575042
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,35,36,MB2036,0.7345703451919663,0.352613538988859,NA,compression corrected max depth: 39.3061224489796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,36,37,MB2037,0.7559607695435171,0.362865308380198,NA,compression corrected max depth: 40.3979591836735,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,37,38,MB2038,0.6607224515973269,0.36401998889505954,NA,compression corrected max depth: 41.4897959183673,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,38,39,MB2039,0.6940813276693881,0.36306574165840627,NA,compression corrected max depth: 42.5816326530612,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,39,40,MB2040,0.759143868405355,0.37588984638441453,0.171129065547794,compression corrected max depth: 43.6734693877551,NA,NA,15.916031990249168,1.102798110004144,becquerelsPerKilogram,19.98,1.81,becquerelsPerKilogram,-26.73184914483781
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,40,41,MB2041,0.8716982441599433,0.3845401174168308,NA,compression corrected max depth: 44.765306122449,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,41,42,MB2042,0.6712903398186287,0.38861985472155025,NA,compression corrected max depth: 45.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,42,43,MB2043,0.8312092266373653,0.4037817787026152,NA,compression corrected max depth: 46.9489795918367,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,43,44,MB2044,0.5715956834658655,0.41652173913043333,NA,compression corrected max depth: 48.0408163265306,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,44,45,MB2045,0.5850920226400583,0.4183342063907816,0.21017899940718418,compression corrected max depth: 49.1326530612245,NA,NA,15.736953396106111,1.1569857935112788,becquerelsPerKilogram,NA,NA,NA,-27.074277021899476
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,45,46,MB2046,0.43765088335972635,0.42685073658852984,NA,compression corrected max depth: 50.2244897959184,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,46,47,MB2047,0.7926300684318898,0.4433810087106134,NA,compression corrected max depth: 51.3163265306122,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,47,48,MB2048,0.5621737108348253,0.44629863199767117,NA,compression corrected max depth: 52.4081632653061,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,48,49,MB2049,0.6322018857952593,0.4675196850393701,NA,compression corrected max depth: 53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,49,50,MB2050,0.5216846933122471,0.4589182718467743,0.22424710523060168,compression corrected max depth: 54.5918367346939,NA,NA,10.352220614601194,0.8847902609275302,becquerelsPerKilogram,NA,NA,NA,-27.007661852798865
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,50,51,MB2051,0.4631156742544296,0.47464582315583753,NA,compression corrected max depth: 55.6836734693878,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,51,52,MB2052,0.5392553990295924,0.47974631751227476,NA,compression corrected max depth: 56.7755102040816,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,52,53,MB2053,0.5134086362714686,0.48358983867977023,NA,compression corrected max depth: 57.8673469387755,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,53,54,MB2054,0.5434570895272184,0.4819635552249902,NA,compression corrected max depth: 58.9591836734694,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,54,55,MB2055,0.5128993404535745,0.4808860641181416,0.23910119481735762,compression corrected max depth: 60.0510204081633,NA,NA,9.639293679633957,0.8970110252865513,becquerelsPerKilogram,NA,NA,NA,-26.805932195889973
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,55,56,MB2056,0.5255044119464526,0.48565965583174,NA,compression corrected max depth: 61.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,56,57,MB2057,0.43230327727183876,0.4885339885339878,NA,compression corrected max depth: 62.234693877551,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,57,58,MB2058,0.5425658218459039,0.49862857142857264,NA,compression corrected max depth: 63.3265306122449,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,58,59,MB2059,0.49876638150701424,0.5033415406260989,NA,compression corrected max depth: 64.4183673469388,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,59,60,MB2060,0.4895990567849211,0.5123152709359605,0.24873001733612174,compression corrected max depth: 65.5102040816327,NA,NA,8.743101829172469,0.9601609516486116,becquerelsPerKilogram,12.02,1.18,becquerelsPerKilogram,-26.88522343001725
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,60,61,MB2061,0.531997933624602,0.4986387012201267,NA,compression corrected max depth: 66.6020408163265,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,61,62,MB2062,0.42186271300501044,0.4702505219206681,NA,compression corrected max depth: 67.6938775510204,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,62,63,MB2063,0.4329398970442063,0.4836363636363625,NA,compression corrected max depth: 68.7857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,63,64,MB2064,0.492782155646759,0.4817428947863743,NA,compression corrected max depth: 69.8775510204082,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,64,65,MB2065,0.6059731511737149,0.41447568774743593,0.22865712626965196,compression corrected max depth: 70.969387755102,NA,NA,13.61934596980184,1.0236599305291076,becquerelsPerKilogram,NA,NA,NA,-26.92275006727852
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,65,66,MB2066,0.47393821038467854,0.3847358997314229,NA,compression corrected max depth: 72.0612244897959,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,66,67,MB2067,0.5378548355303837,0.4004446162768229,NA,compression corrected max depth: 73.1530612244898,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,67,68,MB2068,0.528560186853817,0.3604768640129326,NA,compression corrected max depth: 74.2448979591837,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,single set of methods,68,69,MB2069,0.572232303238233,0.3674982466686714,NA,compression corrected max depth: 75.3367346938775,NA,NA,NA,NA,NA,NA,NA,NA,NA
