study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,33,34,WP4026,0.5204588561710329,0.3770539060247921,NA,compression corrected max depth: 42.1246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,34,35,WP4027,0.625789286770872,0.37044050229220665,0.16827287520923637,compression corrected max depth: 43.3405,NA,NA,22.54544480208896,1.1404169220440263,becquerelsPerKilogram,NA,NA,NA,-26.541037544639927
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,35,36,WP4028,0.7102523679122523,0.3664315427744622,NA,compression corrected max depth: 44.5564,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,36,37,WP4029,0.6565934693047872,0.3526119402985061,NA,compression corrected max depth: 45.7723,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,37,38,WP4030,0.5575563663194039,0.3637606170067366,NA,compression corrected max depth: 46.9882,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,38,39,WP4031,0.5820672212388633,0.36291581602017586,NA,compression corrected max depth: 48.2041,NA,NA,22.957077520719462,1.174988922440213,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,39,40,WP4032,0.6794481853783372,0.37159050655331277,0.16915538361691587,compression corrected max depth: 49.42,NA,NA,NA,NA,NA,22.66,1.91,becquerelsPerKilogram,-26.662013084075852
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,40,41,WP4033,0.5380139279376727,0.37035022840983267,NA,compression corrected max depth: 50.6359,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,41,42,WP4034,0.5340391947074902,0.37085971190017347,NA,compression corrected max depth: 51.8518,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,42,43,WP4035,0.5549065441659488,0.3699499165275455,NA,compression corrected max depth: 53.0677,NA,NA,22.507142139261084,1.2799085789335292,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,43,44,WP4036,0.700315534836796,0.37407735459108266,NA,compression corrected max depth: 54.2836,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,44,45,WP4037,0.6930285239147944,0.3703117186197696,0.16343934721186784,compression corrected max depth: 55.4995,NA,NA,NA,NA,NA,NA,NA,NA,-26.48732552981963
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,45,46,WP4038,0.6807730964550648,0.3789260385005066,NA,compression corrected max depth: 56.7154,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,46,47,WP4039,0.6204896424639619,0.37867293514264316,NA,compression corrected max depth: 57.9313,NA,NA,19.23456010670963,1.1883785724975937,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,47,48,WP4040,0.6986593959908864,0.37186329056432427,NA,compression corrected max depth: 59.1472,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,48,49,WP4041,0.6194959591564162,0.35615571262791484,NA,compression corrected max depth: 60.3631,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,49,50,WP4042,0.7009779903751597,0.34569502074688785,0.15241272425402666,compression corrected max depth: 61.579,NA,NA,NA,NA,NA,NA,NA,NA,-26.505577984935442
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,50,51,WP4043,0.6413569919224206,0.35902200488997593,NA,compression corrected max depth: 62.7949,NA,NA,22.87227299072781,1.1350942963750488,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,51,52,WP4044,0.6241331479249626,0.3627885921231333,NA,compression corrected max depth: 64.0108,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,52,53,WP4045,0.48700485148366257,0.3617172886790779,NA,compression corrected max depth: 65.2267,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,53,54,WP4046,0.5966412430828661,0.3609181516158257,NA,compression corrected max depth: 66.4426,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,54,55,WP4047,0.6950158905298858,0.36134453781512604,0.16858283424803783,compression corrected max depth: 67.6585,NA,NA,25.359977382879443,1.2702066884678844,becquerelsPerKilogram,NA,NA,NA,-26.692307875785943
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,55,56,WP4048,0.697334484914159,0.35504778644402984,NA,compression corrected max depth: 68.8744,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,56,57,WP4049,0.6251268312325082,0.3493478464858775,NA,compression corrected max depth: 70.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,57,58,WP4050,0.7423814615228952,0.3368000742873064,NA,compression corrected max depth: 71.3062,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,58,59,WP4051,0.611546492696051,0.33977164605138,NA,compression corrected max depth: 72.5221,NA,NA,24.51237439074523,1.2169989359903097,becquerelsPerKilogram,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,59,60,WP4052,0.6781232743016097,0.34989050368305785,0.1639321814564281,compression corrected max depth: 73.738,NA,NA,NA,NA,NA,NA,NA,NA,-26.442326113356188
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,60,61,WP4053,0.6079029872350502,0.34147283080783625,NA,compression corrected max depth: 74.9539,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,61,62,WP4054,0.7062776346820698,0.3317218296764606,NA,compression corrected max depth: 76.1698,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,62,63,WP4055,0.7688796830574459,0.24283320923306004,NA,compression corrected max depth: 77.3857,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,63,64,WP4056,0.6536124193821503,0.33719231201528643,NA,compression corrected max depth: 78.6016,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,64,65,WP4057,0.6373822586922379,0.3284394749635402,0.15690111025628128,compression corrected max depth: 79.8175,NA,NA,NA,NA,NA,NA,NA,NA,-26.83571971870616
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,65,66,WP4058,0.6847478296852473,0.3100734522560336,NA,compression corrected max depth: 81.0334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,66,67,WP4059,0.6317513866161459,0.31350560702096536,NA,compression corrected max depth: 82.2493,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,67,68,WP4060,0.6499689139211495,0.30661686232657337,NA,compression corrected max depth: 83.4652,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,68,69,WP4061,0.500253962250938,0.34758687258687293,NA,compression corrected max depth: 84.6811,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,69,70,WP4062,0.5128406174798495,0.40289916862076325,0.19499937331665854,compression corrected max depth: 85.897,NA,NA,NA,NA,NA,NA,NA,NA,-26.70511092673571
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,70,71,WP4063,0.5178090340175778,0.41457672228477854,NA,compression corrected max depth: 87.1129,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,71,72,WP4064,0.4121473756485568,0.4226173127368117,NA,compression corrected max depth: 88.3288,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,72,73,WP4065,0.37703723211527707,0.42908878504672815,NA,compression corrected max depth: 89.5447,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,73,74,WP4066,0.42870876410765096,0.39824120603015023,NA,compression corrected max depth: 90.7606,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,74,75,WP4067,0.4124786034177387,0.3818120654855348,0.16447699250232342,compression corrected max depth: 91.9765,NA,NA,NA,NA,NA,NA,NA,NA,-26.767336100028622
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,75,76,WP4068,0.47938661279247924,0.34773901127859114,NA,compression corrected max depth: 93.1924,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,76,77,WP4069,0.4353333194912887,0.3428449289302123,NA,compression corrected max depth: 94.4083,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,77,78,WP4070,0.38498669857564227,0.3675025075225673,NA,compression corrected max depth: 95.6242,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,78,79,WP4071,0.3568323381951821,0.3848354792560796,NA,compression corrected max depth: 96.8401,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,79,80,WP4072,0.3634568935788198,0.38593212001967503,0.17949939171137003,compression corrected max depth: 98.056,NA,NA,NA,NA,NA,NA,NA,NA,-26.840028347913318
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,80,81,WP4073,0.43500209172210674,0.38269230769230655,NA,compression corrected max depth: 99.2719,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arias-Ortiz_et_al_2021,US-Tw1,Typha W3,single set of methods,81,82,WP4074,0.57974862685459,0.3942547136250456,NA,compression corrected max depth: 100.4878,NA,NA,NA,NA,NA,NA,NA,NA,NA
