study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_unit,total_pb210_activity,pb210_unit,ra226_activity,ra226_unit,bi214_activity,bi214_unit,be7_activity,be7_unit,cs137_activity_sd,total_pb210_activity_sd,ra226_activity_sd,th234_activity,th234_activity_sd,bi214_activity_sd,pb212_activity,pb212_activity_sd,be7_activity_sd,am241_activity,am241_activity_sd,pb212_unit,am241_unit
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,34,36,0.357,0.208,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,36,38,0.36,0.2,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,38,40,0.307,0.137,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,40,42,0.406,0.138,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,42,44,0.389,0.159,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,44,46,0.419,0.142,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,46,48,0.447,0.135,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,48,50,0.431,0.135,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,50,52,0.387,0.134,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,52,54,0.351,0.155,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,54,56,0.357,0.146,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,56,58,0.38,0.142,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,58,60,0.377,0.126,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,60,62,0.43,0.133,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,62,64,0.109,0.124,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,64,66,0.127,0.124,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,66,68,0.084,0.134,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dennis_Creek,DN3U,Unger_et_al_2016,68,70,0.1,0.127,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,0,2,0.294,0.202,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,2,4,0.334,0.246,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,4,6,0.344,0.277,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,6,8,0.368,0.247,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,8,10,0.382,0.216,0.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,10,12,0.338,0.218,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,12,14,0.349,0.229,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,14,16,0.313,0.268,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,16,18,0.295,0.304,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,18,20,0.313,0.267,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,20,22,0.255,0.321,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,22,24,0.193,0.304,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,24,26,0.233,0.283,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,26,28,0.218,0.258,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,28,30,0.191,0.237,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,30,32,0.237,0.2,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,32,34,0.241,0.21,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,34,36,0.295,0.216,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,36,38,0.231,0.24,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,38,40,0.251,0.225,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,40,42,0.341,0.198,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,42,44,0.28,0.264,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,44,46,0.225,0.218,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,46,48,0.221,0.203,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,48,50,0.36,0.17,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,50,52,0.392,0.145,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,52,54,0.358,0.17,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,54,56,0.314,0.215,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,56,58,0.274,0.206,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,58,60,0.283,0.169,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,60,62,0.318,0.178,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,62,64,0.355,0.18,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,64,66,0.409,0.145,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,66,68,0.39,0.145,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,68,70,0.425,0.141,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,70,72,0.319,0.137,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,72,74,0.419,0.168,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV1U,Unger_et_al_2016,74,76,0.332,0.17,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,0,2,0.373,0.211,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,2,4,0.394,0.225,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,4,6,0.431,0.216,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,6,8,0.442,0.222,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,8,10,0.436,0.191,0.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,10,12,0.43,0.201,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,12,14,0.405,0.207,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,14,16,0.396,0.198,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,16,18,0.378,0.184,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,18,20,0.372,0.19,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,20,22,0.4,0.161,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,22,24,0.413,0.168,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,24,26,0.374,0.184,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,26,28,0.361,0.199,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,28,30,0.313,0.215,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,30,32,0.28,0.25,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,32,34,0.252,0.245,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,34,36,0.245,0.262,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,36,38,0.157,0.506,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,38,40,0.161,0.447,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,40,42,0.228,0.294,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,42,44,0.243,0.299,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,44,46,0.319,0.255,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,46,48,0.413,0.192,0.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,48,50,0.255,0.271,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,50,52,0.289,0.239,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,52,54,0.244,0.255,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,54,56,0.271,0.256,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,56,58,0.232,0.241,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV2U,Unger_et_al_2016,58,60,0.218,0.245,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,0,2,0.168,0.493,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,2,4,0.176,0.516,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,4,6,0.179,0.431,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,6,8,0.174,0.477,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,8,10,0.23,0.419,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,10,12,0.186,0.54,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,12,14,0.122,0.672,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,14,16,0.105,0.676,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,16,18,0.192,0.595,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,18,20,0.164,0.504,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,20,22,0.121,0.533,0.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,22,24,0.118,0.432,0.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,24,26,0.128,0.48,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,26,28,0.144,0.439,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,28,30,0.136,0.458,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,30,32,0.142,0.446,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,32,34,0.169,0.458,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,34,36,0.154,0.453,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,36,38,0.185,0.513,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,38,40,0.127,0.461,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,40,42,0.1,0.579,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,42,44,0.116,0.54,0.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,44,46,0.115,0.598,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,46,48,0.136,0.658,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,48,50,0.09,0.658,0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boyd_et_al_2019,Dividing_Creek,DV3U,Unger_et_al_2016,50,52,0.194,0.328,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
