study_id,site_id,core_id,method_id,depth_min,depth_max,representative_depth_min,representative_depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,c14_age,c14_age_se,c14_material,c14_notes,delta_c13,age,age_min,age_max,age_se,depth_interval_notes
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,methods1,20,25,0,94,Baja-San Jose (SJ)-I-1,0.067253727,NA,0.2096435606,corer limits compaction,30,22,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.9585563,30,8,52,22,Muddy peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,methods1,40,45,0,94,Baja-San Jose (SJ)-I-2,0.043174924,NA,0.16979141120000002,corer limits compaction,29,21,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.47102227,29,8,50,21,Muddy peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,methods1,60,65,0,94,Baja-San Jose (SJ)-I-3,0.181322434,NA,0.20205943810000002,corer limits compaction,33,27,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.35289836,33,6,60,27,Muddy peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,methods1,80,85,0,94,Baja-San Jose (SJ)-I-4,0.26326566,NA,0.1145582513,corer limits compaction,32.5,25.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.92724086,32.5,7,58,25.5,Muddy peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,methods1,100,105,94,119,Baja-San Jose (SJ)-I-5,0.747141416,NA,0.01530516749,corer limits compaction,1766,83,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.81041423,1766,1683,1849,83,"Muddy, peaty course sand"
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-I,methods1,114,119,94,119,Baja-San Jose (SJ)-I-6,1.021286422,NA,0.009585163289999999,corer limits compaction,1835,54,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.5107633,1835,1781,1889,54,"Muddy, peaty course sand"
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,0,5,0,131,Baja-San Jose (SJ)-II-1,0.132393727,NA,0.1969406681,corer limits compaction,6.5,0.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.15460623,6.5,6,7,0.5,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,20,25,0,131,Baja-San Jose (SJ)-II-2,0.20665768,NA,0.2521821205,corer limits compaction,36,31,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.05543091,36,5,67,31,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,40,45,0,131,Baja-San Jose (SJ)-II-3,0.17177891,NA,0.1923691921,corer limits compaction,27.5,19.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-22.071215,27.5,8,47,19.5,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,60,65,0,131,Baja-San Jose (SJ)-II-4,0.164725592,NA,0.1746178915,corer limits compaction,553.5,22.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-23.84922412,553.5,531,576,22.5,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,80,85,0,131,Baja-San Jose (SJ)-II-5,0.224603952,NA,0.12985699679999999,corer limits compaction,895,82,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.78146754,895,813,977,82,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,100,105,0,131,Baja-San Jose (SJ)-II-6,0.186561394,NA,0.1982092371,corer limits compaction,738,12,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.3896019,738,726,750,12,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,120,125,0,131,Baja-San Jose (SJ)-II-7,0.219439835,NA,0.21415750760000002,corer limits compaction,120,8,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.59790545,120,112,128,8,Red peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,140,145,131,191,Baja-San Jose (SJ)-II-8,0.288199479,NA,0.1211012798,corer limits compaction,1503.5,81.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.89813795,1503.5,1422,1585,81.5,Clayey peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,160,165,131,191,Baja-San Jose (SJ)-II-9,0.620292822,NA,0.04563407071,corer limits compaction,599,20,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.27877997,599,579,619,20,Clayey peat
Costa_et_al_2023,Baja-San Jose (SJ),Baja-San Jose (SJ)-II,methods1,180,185,131,191,Baja-San Jose (SJ)-II-10,0.896544752,NA,0.024511514629999998,corer limits compaction,4186,110,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.30129298,4186,4076,4296,110,Clayey peat
Costa_et_al_2023,Baja-Erizoso,Baja-Erizoso-1,methods1,13,18,0,29,Baja-Erizoso-1-1,0.8095,NA,0.01760037456,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peaty, fine sand with roots"
Costa_et_al_2023,Baja-Erizoso,Baja-Erizoso-1,methods1,36,41,29,48,Baja-Erizoso-1-2,0.2573,NA,0.11128308390000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy peat (becoming just sand at the bottom)
Costa_et_al_2023,Baja-Erizoso,Baja-Erizoso-1,methods1,43,48,29,48,Baja-Erizoso-1-3,0.4318,NA,0.04664300237,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandy peat (becoming just sand at the bottom)
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-1,methods1,29,34,0,34,Baja-El Tope-1-1,0.8156,NA,0.04151237615,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Course sand
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-2,methods1,31,36,0,43,Baja-El Tope-2-1,0.5848,NA,0.05957151563,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-2,methods1,45,50,43,50,Baja-El Tope-2-2,0.9578,NA,0.02660251084,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Course sand
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-3,methods1,20,25,0,29,Baja-El Tope-3-1,0.7282,NA,0.051644921850000004,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Course sand with roots
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-3,methods1,33.5,38.5,29,43,Baja-El Tope-3-2,0.7776,NA,0.051750898860000005,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peaty, course sand"
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-3,methods1,44,49,43,49,Baja-El Tope-3-3,0.6605,NA,0.03782471061,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Course sand
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-4,methods1,22.5,27.5,0,51,Baja-El Tope-4-1,0.8949,NA,0.01710645066,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy sand with roots
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-4,methods1,59.5,64.5,51,73,Baja-El Tope-4-2,0.6944,NA,0.052980114489999994,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand
Costa_et_al_2023,Baja-El Tope,Baja-El Tope-4,methods1,67,73,51,73,Baja-El Tope-4-3,0.5745,NA,0.031849757959999996,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with course sand
Costa_et_al_2023,Baja-San Gabriel I,Baja-San Gabriel I-1,methods1,10,15,0,19,Baja-San Gabriel I-1-1,0.4018,NA,0.05171223972,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fine sand with roots
Costa_et_al_2023,Baja-San Gabriel I,Baja-San Gabriel I-1,methods1,24,29,19,29,Baja-San Gabriel I-1-2,0.2848,NA,0.1016752016,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loose peat with sand
Costa_et_al_2023,Baja-San Gabriel I,Baja-San Gabriel I-2,methods1,9,14,0,23,Baja-San Gabriel I-2-1,0.2015,NA,0.04747829591,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud with course sand and roots
Costa_et_al_2023,Baja-San Gabriel I,Baja-San Gabriel I-2,methods1,18,23,0,23,Baja-San Gabriel I-2-2,0.3391,NA,0.04247091576,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud with course sand and roots
Costa_et_al_2023,Baja-San Gabriel I,Baja-San Gabriel I-3,methods1,11,16,0,27,Baja-San Gabriel I-3-1,0.111,NA,0.2498553846,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with roots
Costa_et_al_2023,Baja-San Gabriel I,Baja-San Gabriel I-3,methods1,22,27,0,27,Baja-San Gabriel I-3-2,0.141,NA,0.2509840999,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with roots
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-1,methods1,17,22,0,22,Baja-San Lucas-1-1,0.33,NA,0.05091465402,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loose mud
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-2,methods1,2,7,0,9,Baja-San Lucas-2-1,0.0973,NA,0.125924789,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leaf litter
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-2,methods1,26,31,9,48,Baja-San Lucas-2-2,0.2837,NA,0.08007858656,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peat, with very fine sand at the bottom"
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-2,methods1,43,48,9,48,Baja-San Lucas-2-3,0.9567,NA,0.01526797827,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peat, with very fine sand at the bottom"
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-3,methods1,20,25,0,38,Baja-San Lucas-3-1,0.6875,NA,0.01631574409,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud with fine sand and roots
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-3,methods1,38,43,38,50,Baja-San Lucas-3-2,0.8667,NA,0.01901486728,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-San Lucas,Baja-San Lucas-3,methods1,45,50,38,50,Baja-San Lucas-3-3,0.7372,NA,0.02791118284,corer limits compaction,296,76,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.70104963,296,220,372,76,Muddy peat
Costa_et_al_2023,Baja-Santispac,Baja-Santispac-1,methods1,17,22,0,22,Baja-Santispac-1-1,0.4881,NA,0.0350517756,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fine sand with roots, with course sand at the bottom"
Costa_et_al_2023,Baja-Santispac,Baja-Santispac-2,methods1,21,26,0,47,Baja-Santispac-2-1,0.2984,NA,0.06919244145,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud with roots
Costa_et_al_2023,Baja-Santispac,Baja-Santispac-2,methods1,42,47,0,47,Baja-Santispac-2-2,0.3619,NA,0.053413320779999995,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud with roots
Costa_et_al_2023,Baja-Santispac,Baja-Santispac-3,methods1,16,21,0,37,Baja-Santispac-3-1,0.159,NA,0.2256367974,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loose peat, with course sand at the bottom"
Costa_et_al_2023,Baja-Santispac,Baja-Santispac-3,methods1,32,37,0,37,Baja-Santispac-3-2,0.1887,NA,0.08034873688,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loose peat, with course sand at the bottom"
Costa_et_al_2023,Baja-El Requeson,Baja-El Requeson-1,methods1,2,7,0,7,Baja-El Requeson-1-1,0.8237,NA,0.01985504959,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy sand with roots
Costa_et_al_2023,Baja-El Requeson,Baja-El Requeson-1,methods1,24.5,29.5,7,59,Baja-El Requeson-1-2,0.931679801,NA,0.02028356349,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay with course sand and roots, course sand increasing toward bottom"
Costa_et_al_2023,Baja-El Requeson,Baja-El Requeson-1,methods1,45,50,7,59,Baja-El Requeson-1-3,0.71214698,NA,0.02053092559,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay with course sand and roots, course sand increasing toward bottom"
Costa_et_al_2023,Baja-El Requeson,Baja-El Requeson-1,methods1,59,63,59,63,Baja-El Requeson-1-4,0.726797923,NA,0.02629851722,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peat with clay and course sand
Costa_et_al_2023,Baja-El Mangle I,Baja-El Mangle I-1,methods1,21.5,26.5,0,46,Baja-El Mangle I-1-1,0.505,NA,0.04243450839,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-El Mangle I,Baja-El Mangle I-1,methods1,41,46,0,46,Baja-El Mangle I-1-2,0.7433,NA,0.024255547960000002,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat
Costa_et_al_2023,Baja-El Mangle I,Baja-El Mangle I-2,methods1,22.5,27.5,0,75,Baja-El Mangle I-2-1,0.8438,NA,0.03661862777,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with fine sand and roots
Costa_et_al_2023,Baja-El Mangle I,Baja-El Mangle I-2,methods1,45,50,0,75,Baja-El Mangle I-2-2,0.9783,NA,0.021662020100000002,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with fine sand and roots
Costa_et_al_2023,Baja-El Mangle I,Baja-El Mangle I-2,methods1,60,65,0,75,Baja-El Mangle I-2-3,1.162,NA,0.01854170465,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with fine sand and roots
Costa_et_al_2023,Baja-El Mangle I,Baja-El Mangle I-2,methods1,70,75,0,75,Baja-El Mangle I-2-4,1.1904,NA,0.014797927760000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with fine sand and roots
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-1,methods1,22.5,27.5,0,100,Baja-Buenaventura-1-1,1.0285,NA,0.020056721519999997,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay with roots, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-1,methods1,45,50,0,100,Baja-Buenaventura-1-2,0.7924,NA,0.02899365034,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay with roots, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-1,methods1,72.5,77.5,0,100,Baja-Buenaventura-1-3,1.0788,NA,0.023682125499999998,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay with roots, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-1,methods1,95,100,0,100,Baja-Buenaventura-1-4,1.0413,NA,0.01749329244,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay with roots, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-2,methods1,21,26,0,47,Baja-Buenaventura-2-1,1.1971,NA,0.01171683007,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with roots
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-2,methods1,42,47,0,47,Baja-Buenaventura-2-2,0.9357,NA,0.02040875592,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with roots
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-2,methods1,47,50,47,98,Baja-Buenaventura-2-3,0.8384,NA,0.02912636274,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clayey peat, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-2,methods1,71.5,76.5,47,98,Baja-Buenaventura-2-4,0.9158,NA,0.02885196811,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clayey peat, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-2,methods1,93,98,47,98,Baja-Buenaventura-2-5,1.1401,NA,0.01452770111,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clayey peat, with course sand increasing with depth"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,29.5,31.5,0,61,Baja-Buenaventura-4-1,1.070448729,NA,0.015722296309999998,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty clay with roots
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,59,61,0,61,Baja-Buenaventura-4-2,0.897506362,NA,0.03151408988,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty clay with roots
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,98,100,61,174,Baja-Buenaventura-4-3,0.753366933,NA,0.0501862293,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayey peat
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,136,138,61,174,Baja-Buenaventura-4-4,1.414859296,NA,0.01920290476,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayey peat
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,172,174,61,174,Baja-Buenaventura-4-5,0.949493397,NA,0.02501561395,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clayey peat
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,198,200,174,216,Baja-Buenaventura-4-6,1.105528213,NA,0.016854668660000002,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peaty, sandy clay"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,214,216,174,216,Baja-Buenaventura-4-7,1.663511434,NA,0.011379496769999999,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peaty, sandy clay"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,232.5,234.5,216,251,Baja-Buenaventura-4-8,1.537101688,NA,0.01039628112,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy, peaty clay with shells"
Costa_et_al_2023,Baja-Buenaventura,Baja-Buenaventura-4,methods1,249,251,216,251,Baja-Buenaventura-4-9,1.383005968,NA,0.014712809819999999,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandy, peaty clay with shells"
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,methods1,16,21,0,26,Baja-Santa Barbara II-1-1,0.646,NA,0.022098102,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mud with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,methods1,31.5,36.5,26,45,Baja-Santa Barbara II-1-2,0.3461,NA,0.07435292076,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,methods1,45,50,45,71,Baja-Santa Barbara II-1-3,0.5996,NA,0.02623685186,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty mud with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,methods1,56.5,61.5,45,71,Baja-Santa Barbara II-1-4,0.7613,NA,0.02312977127,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty mud with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,methods1,66,71,45,71,Baja-Santa Barbara II-1-5,0.7979,NA,0.021817173630000002,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peaty mud with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-1,methods1,71,75,71,75,Baja-Santa Barbara II-1-6,0.6398,NA,0.026564684609999997,corer limits compaction,571,20,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.51526966,571,551,591,20,"Muddy, fine sand"
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-2,methods1,14,19,0,25,Baja-Santa Barbara II-2-1,1.0372,NA,0.012058054300000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-2,methods1,35,40,25,54,Baja-Santa Barbara II-2-2,0.8686,NA,0.017576155790000002,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-2,methods1,45,50,25,54,Baja-Santa Barbara II-2-3,1.0935,NA,0.016197517839999998,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy peat with course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-2,methods1,57,62,54,62,Baja-Santa Barbara II-2-4,1.1277,NA,0.008826674100000001,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muddy course sand
Costa_et_al_2023,Baja-Santa Barbara II,Baja-Santa Barbara II-3,methods1,3,8,0,8,Baja-Santa Barbara II-3-1,0.8165,NA,0.01401659298,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clay with roots
Costa_et_al_2023,Baja-San Gabriel II (SGII),Baja-San Gabriel II (SGII)-I,methods1,0,5,0,30,Baja-San Gabriel II (SGII)-I-1,0.572840548,NA,0.012676677899999999,corer limits compaction,6.5,0.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-25.09967409,6.5,6,7,0.5,Muddy sand with shells
Costa_et_al_2023,Baja-San Gabriel II (SGII),Baja-San Gabriel II (SGII)-I,methods1,20,25,0,30,Baja-San Gabriel II (SGII)-I-2,0.767648201,NA,0.00854860562,corer limits compaction,219.5,150.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-19.12953872,219.5,69,370,150.5,Muddy sand with shells
Costa_et_al_2023,Baja-San Gabriel II (SGII),Baja-San Gabriel II (SGII)-I,methods1,40,45,30,54,Baja-San Gabriel II (SGII)-I-3,0.315181255,NA,0.09848773281999999,corer limits compaction,754,18,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-23.98534924,754,736,772,18,Peat
Costa_et_al_2023,Baja-San Gabriel II (SGII),Baja-San Gabriel II (SGII)-I,methods1,54,59,54,59,Baja-San Gabriel II (SGII)-I-4,0.569325229,NA,0.03654627829,corer limits compaction,739.5,14.5,Woody mangrove material (seemingly mostly remains of roots),"c14_age values were calibrated using OxCal tools.  The values shown in c14_age and c14_age_se are the calibrated values, and thus are the same as those in the age columns.",-24.47781547,739.5,725,754,14.5,Muddy sand
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-I,methods1,27.5,29.5,0,58,Baja-Bahia Magdalena-I-2,1.601182556,NA,0.009857463319999999,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray, sandy clay with roots (Av roots?--white/blue)"
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-I,methods1,48,50,0,58,Baja-Bahia Magdalena-I-3,1.33286164,NA,0.00676287404,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray, sandy clay with roots (Av roots?--white/blue)"
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-I,methods1,56,58,0,58,Baja-Bahia Magdalena-I-4,1.614563449,NA,0.00473589216,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gray, sandy clay with roots (Av roots?--white/blue)"
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-II,methods1,26,28,0,44,Baja-Bahia Magdalena-II-1,0.444234295,NA,0.02976273329,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muddy, red peat"
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-II,methods1,42,44,0,44,Baja-Bahia Magdalena-II-2,0.641330307,NA,0.03394532297,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Muddy, red peat"
Costa_et_al_2023,Baja-Bahia Magdalena,Baja-Bahia Magdalena-II,methods1,48,50,44,100,Baja-Bahia Magdalena-II-3,0.802382957,NA,0.01827132147,corer limits compaction,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mud with roots, with increasing fine sand with depth"
