study_id,site_id,core_id,method_id,depth_min,depth_max,representative_depth_min,representative_depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,c14_age,c14_age_se,c14_material,c14_notes,delta_c13,age,age_min,age_max,age_se,depth_interval_notes
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-I,Galapagos-Poza de Patillos (PP)-I-1,methods3,37.5,39.5,27,50,Galapagos-Poza de Patillos (PP)-I-1-2,0.122924907,NA,0.2608595164,corer limits compaction,NA,NA,NA,NA,-24.51890281,NA,NA,NA,NA,Black-brown peat with roots (27-50)
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-I,Galapagos-Poza de Patillos (PP)-I-1,methods3,48,50,27,50,Galapagos-Poza de Patillos (PP)-I-1-3,0.072600125,NA,0.26172858590000003,corer limits compaction,NA,NA,NA,NA,-25.09124049,NA,NA,NA,NA,Black-brown peat with roots (27-50)
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,methods3,0,2,0,83,Galapagos-Poza de Patillos (PP)-II-1-1,0.051816602,NA,0.3087146947,corer limits compaction,NA,NA,NA,NA,-26.94705404,NA,NA,NA,NA,Reddish peat (0-83)
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,methods3,24,26,0,83,Galapagos-Poza de Patillos (PP)-II-1-2,0.045940548,NA,0.275808239,corer limits compaction,NA,NA,NA,NA,-25.69980155,NA,NA,NA,NA,Reddish peat (0-83)
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,methods3,48,50,0,83,Galapagos-Poza de Patillos (PP)-II-1-3,0.031011614,NA,0.2924961995,corer limits compaction,NA,NA,NA,NA,-25.9350495,NA,NA,NA,NA,Reddish peat (0-83)
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,methods3,66,68,0,83,Galapagos-Poza de Patillos (PP)-II-1-4,0.097735685,NA,0.2893182949,corer limits compaction,NA,NA,NA,NA,-25.39986808,NA,NA,NA,NA,Reddish peat (0-83)
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,methods3,81,83,0,83,Galapagos-Poza de Patillos (PP)-II-1-5,0.091092256,NA,0.28069145689999997,corer limits compaction,NA,NA,NA,NA,-25.0493054,NA,NA,NA,NA,Reddish peat (0-83)
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,methods3,3,5,0,88,Galapagos-Punta Mangle (PM)-I-1-1,0.146600844,NA,0.1918463624,corer limits compaction,NA,NA,NA,NA,-23.6302726,NA,NA,NA,NA,Brown/red peat (0-88)
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,methods3,24,26,0,88,Galapagos-Punta Mangle (PM)-I-1-2,0.435761739,NA,0.22699848930000002,corer limits compaction,NA,NA,NA,NA,-24.18216629,NA,NA,NA,NA,Brown/red peat (0-88)
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,methods3,48,50,0,88,Galapagos-Punta Mangle (PM)-I-1-3,0.274543204,NA,0.263453072,corer limits compaction,NA,NA,NA,NA,-22.71448094,NA,NA,NA,NA,Brown/red peat (0-88)
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,methods3,68,70,0,88,Galapagos-Punta Mangle (PM)-I-1-4,0.171376864,NA,0.2929661575,corer limits compaction,NA,NA,NA,NA,-22.26361618,NA,NA,NA,NA,Brown/red peat (0-88)
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,methods3,86,88,0,88,Galapagos-Punta Mangle (PM)-I-1-5,0.171065621,NA,0.1545447814,corer limits compaction,NA,NA,NA,NA,-22.28887687,NA,NA,NA,NA,Brown/red peat (0-88)
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-1,methods3,16,18,0,34,Galapagos-Urvina (U)-I-1-1,0.171065621,NA,0.2219612341,corer limits compaction,NA,NA,NA,NA,-25.57816563,NA,NA,NA,NA,Mud with roots (0-34)
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-1,methods3,48,50,34,63,Galapagos-Urvina (U)-I-1-2,0.080107522,NA,0.23836517910000002,corer limits compaction,NA,NA,NA,NA,-24.51598795,NA,NA,NA,NA,Brown peat with roots (34-63)
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-1,methods3,61,63,34,63,Galapagos-Urvina (U)-I-1-3,0.139538847,NA,0.2406289644,corer limits compaction,NA,NA,NA,NA,-24.7012941,NA,NA,NA,NA,Brown peat with roots (34-63)
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-2,methods3,0,2,0,73,Galapagos-Urvina (U)-I-2-1,0.166788713,NA,0.25062308689999996,corer limits compaction,NA,NA,NA,NA,-24.79276752,NA,NA,NA,NA,"Brown peat with roots, but no shell (0-73)"
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-2,methods3,24,26,0,73,Galapagos-Urvina (U)-I-2-2,0.076919964,NA,0.2656792771,corer limits compaction,NA,NA,NA,NA,-25.00424399,NA,NA,NA,NA,"Brown peat with roots, but no shell (0-73)"
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-2,methods3,48,50,0,73,Galapagos-Urvina (U)-I-2-3,0.208489915,NA,0.2808944384,corer limits compaction,NA,NA,NA,NA,-25.2732761,NA,NA,NA,NA,"Brown peat with roots, but no shell (0-73)"
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-2,methods3,71,73,0,73,Galapagos-Urvina (U)-I-2-4,0.110507383,NA,0.27277816380000003,corer limits compaction,NA,NA,NA,NA,-25.26499743,NA,NA,NA,NA,"Brown peat with roots, but no shell (0-73)"
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Canones (CAN)-I-1,methods3,9,11,0,19,Galapagos-Canones (CAN)-I-1-1,0.028866486,NA,0.1727406475,corer limits compaction,NA,NA,NA,NA,-22.20115901,NA,NA,NA,NA,Watery mud with roots (0-19)
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Canones (CAN)-I-1,methods3,33,35,19,100,Galapagos-Canones (CAN)-I-1-2,0.167030194,NA,0.2649254521,corer limits compaction,NA,NA,NA,NA,-24.28808872,NA,NA,NA,NA,Brown peat with roots (19-100)
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Canones (CAN)-I-1,methods3,48,50,19,100,Galapagos-Canones (CAN)-I-1-3,0.167851232,NA,0.23988343830000003,corer limits compaction,NA,NA,NA,NA,-24.25753635,NA,NA,NA,NA,Brown peat with roots (19-100)
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Canones (CAN)-I-1,methods3,72,74,19,100,Galapagos-Canones (CAN)-I-1-4,0.079621857,NA,0.225297906,corer limits compaction,NA,NA,NA,NA,-24.1460078,NA,NA,NA,NA,Brown peat with roots (19-100)
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Canones (CAN)-I-1,methods3,98,100,19,100,Galapagos-Canones (CAN)-I-1-5,0.090904436,NA,0.214491047,corer limits compaction,NA,NA,NA,NA,-24.05538447,NA,NA,NA,NA,Brown peat with roots (19-100)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,6,8,0,13,Galapagos-Elizabeth (E)-I-1-1,0.076646285,NA,0.2249970935,corer limits compaction,NA,NA,NA,NA,-24.51637067,NA,NA,NA,NA,Mud with roots (0-13)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,30,32,13,183,Galapagos-Elizabeth (E)-I-1-2,0.061025103,NA,0.2360214723,corer limits compaction,NA,NA,NA,NA,-24.89245049,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,48,50,13,183,Galapagos-Elizabeth (E)-I-1-3,0.095594547,NA,0.2983122423,corer limits compaction,NA,NA,NA,NA,-24.48553377,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,71,73,13,183,Galapagos-Elizabeth (E)-I-1-4,0.140520872,NA,0.2469178948,corer limits compaction,NA,NA,NA,NA,-24.48674515,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,98,100,13,183,Galapagos-Elizabeth (E)-I-1-5,0.155330319,NA,0.3105465658,corer limits compaction,NA,NA,NA,NA,-24.11569193,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,124,126,13,183,Galapagos-Elizabeth (E)-I-1-6,0.130502066,NA,0.26390437,corer limits compaction,NA,NA,NA,NA,-24.23585635,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,148,150,13,183,Galapagos-Elizabeth (E)-I-1-7,0.138494999,NA,0.2952492148,corer limits compaction,NA,NA,NA,NA,-25.95107163,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,166,168,13,183,Galapagos-Elizabeth (E)-I-1-8,0.128258969,NA,0.3067871029,corer limits compaction,NA,NA,NA,NA,-25.89789778,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,methods3,181,183,13,183,Galapagos-Elizabeth (E)-I-1-9,0.123692282,NA,0.291313317,corer limits compaction,NA,NA,NA,NA,-25.58268349,NA,NA,NA,NA,Red peat with roots (13-183)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-1,methods3,16,18,0,37,Galapagos-Baleado (B)-I-1-1,0.144491904,NA,0.2242953999,corer limits compaction,NA,NA,NA,NA,-22.7253168,NA,NA,NA,NA,Muddy peat with roots (0-37)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-1,methods3,35,37,0,37,Galapagos-Baleado (B)-I-1-2,0.158578615,NA,0.2293404364,corer limits compaction,NA,NA,NA,NA,-22.45732922,NA,NA,NA,NA,Muddy peat with roots (0-37)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-2,methods3,15,17,0,31,Galapagos-Baleado (B)-I-2-1,0.13957641,NA,0.2416519206,corer limits compaction,NA,NA,NA,NA,-23.89002595,NA,NA,NA,NA,Brown peat with roots (0-31)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-2,methods3,29,31,0,31,Galapagos-Baleado (B)-I-2-2,0.213669006,NA,0.24068295150000002,corer limits compaction,NA,NA,NA,NA,-21.83692697,NA,NA,NA,NA,Brown peat with roots (0-31)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-3,methods3,21,23,0,40,Galapagos-Baleado (B)-I-3-1,0.063463513,NA,0.24007876199999997,corer limits compaction,NA,NA,NA,NA,-24.95421651,NA,NA,NA,NA,Loose peat with roots (0-40)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-3,methods3,48,50,40,74,Galapagos-Baleado (B)-I-3-2,0.132176339,NA,0.2449482635,corer limits compaction,NA,NA,NA,NA,-24.99334657,NA,NA,NA,NA,Red peat with roots (40-74)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-3,methods3,61,63,40,74,Galapagos-Baleado (B)-I-3-3,0.140223069,NA,0.2455339353,corer limits compaction,NA,NA,NA,NA,-24.96002416,NA,NA,NA,NA,Red peat with roots (40-74)
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-3,methods3,72,74,40,74,Galapagos-Baleado (B)-I-3-4,0.155058069,NA,0.2574500297,corer limits compaction,NA,NA,NA,NA,-25.11267626,NA,NA,NA,NA,Red peat with roots (40-74)
Costa_et_al_2023,Galapagos-Punta Morena (PM)-II,Galapagos-Punta Morena (PM)-II-1,methods3,24,26,0,26,Galapagos-Punta Morena (PM)-II-1-1,0.077276195,NA,0.2520125659,corer limits compaction,NA,NA,NA,NA,-25.87977448,NA,NA,NA,NA,Muddy peat with roots (0-26)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-1,methods3,10,12,0,22,Galapagos-Poza de Parroquiano (PP)-I-1-1,0.147389684,NA,0.1870181818,corer limits compaction,NA,NA,NA,NA,-20.35764773,NA,NA,NA,NA,Black mud with roots (0-22)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-1,methods3,35,37,22,75,Galapagos-Poza de Parroquiano (PP)-I-1-2,0.159973563,NA,0.3078851239,corer limits compaction,NA,NA,NA,NA,-24.67262406,NA,NA,NA,NA,Red peat with roots (22-75)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-1,methods3,48,50,22,75,Galapagos-Poza de Parroquiano (PP)-I-1-3,0.1933195,NA,0.3013323928,corer limits compaction,NA,NA,NA,NA,-24.75328734,NA,NA,NA,NA,Red peat with roots (22-75)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-1,methods3,62,64,22,75,Galapagos-Poza de Parroquiano (PP)-I-1-4,0.425952217,NA,0.3149658271,corer limits compaction,NA,NA,NA,NA,-24.94281786,NA,NA,NA,NA,Red peat with roots (22-75)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-1,methods3,73,75,22,75,Galapagos-Poza de Parroquiano (PP)-I-1-5,0.202619227,NA,0.2702704946,corer limits compaction,NA,NA,NA,NA,-24.44680915,NA,NA,NA,NA,Red peat with roots (22-75)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-2,methods3,2,4,0,6,Galapagos-Poza de Parroquiano (PP)-I-2-1,0.105591889,NA,0.3009759771,corer limits compaction,NA,NA,NA,NA,-24.90177748,NA,NA,NA,NA,Black peat with roots (0-6)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-2,methods3,24,26,6,100,Galapagos-Poza de Parroquiano (PP)-I-2-2,0.220370814,NA,0.3007701365,corer limits compaction,NA,NA,NA,NA,-24.80864253,NA,NA,NA,NA,Red peat with roots (6-100)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-2,methods3,48,50,6,100,Galapagos-Poza de Parroquiano (PP)-I-2-3,0.218047224,NA,0.302366719,corer limits compaction,NA,NA,NA,NA,-25.08480907,NA,NA,NA,NA,Red peat with roots (6-100)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-2,methods3,74,76,6,100,Galapagos-Poza de Parroquiano (PP)-I-2-4,0.12753868,NA,0.35944797370000003,corer limits compaction,NA,NA,NA,NA,-24.51249055,NA,NA,NA,NA,Red peat with roots (6-100)
Costa_et_al_2023,Galapagos-Poza de Parroquiano (PP)-I,Galapagos-Poza de Parroquiano (PP)-I-2,methods3,98,100,6,100,Galapagos-Poza de Parroquiano (PP)-I-2-5,0.173287253,NA,0.3545581586,corer limits compaction,NA,NA,NA,NA,-24.98099732,NA,NA,NA,NA,Red peat with roots (6-100)
Costa_et_al_2023,Galapagos-Laguna Azul (LA)-I,Galapagos-Laguna Azul (LA)-I-1,methods3,16,18,0,20,Galapagos-Laguna Azul (LA)-I-1-1,0.206917601,NA,0.1855691752,corer limits compaction,NA,NA,NA,NA,-23.44756536,NA,NA,NA,NA,Black mud with roots (0-34)
Costa_et_al_2023,Galapagos-Laguna Azul (LA)-I,Galapagos-Laguna Azul (LA)-I-1,methods3,34,36,34,71,Galapagos-Laguna Azul (LA)-I-1-2,0.226670803,NA,0.2062753086,corer limits compaction,NA,NA,NA,NA,-24.77361338,NA,NA,NA,NA,Red-brown peat with roots (34-71)
Costa_et_al_2023,Galapagos-Laguna Azul (LA)-I,Galapagos-Laguna Azul (LA)-I-1,methods3,48,50,34,71,Galapagos-Laguna Azul (LA)-I-1-3,0.209949538,NA,0.2675870453,corer limits compaction,NA,NA,NA,NA,-24.97090727,NA,NA,NA,NA,Red-brown peat with roots (34-71)
Costa_et_al_2023,Galapagos-Laguna Azul (LA)-I,Galapagos-Laguna Azul (LA)-I-1,methods3,60,62,34,71,Galapagos-Laguna Azul (LA)-I-1-4,0.219077545,NA,0.3034814446,corer limits compaction,NA,NA,NA,NA,-24.771685,NA,NA,NA,NA,Red-brown peat with roots (34-71)
Costa_et_al_2023,Galapagos-Laguna Azul (LA)-I,Galapagos-Laguna Azul (LA)-I-1,methods3,69,71,34,71,Galapagos-Laguna Azul (LA)-I-1-5,0.211623811,NA,0.3015617284,corer limits compaction,NA,NA,NA,NA,-24.58684478,NA,NA,NA,NA,Red-brown peat with roots (34-71)
Costa_et_al_2023,Galapagos-Puerto Nuevo (PN)-I,Galapagos-Puerto Nuevo (PN)-I-1,methods3,0,5,0,5,Galapagos-Puerto Nuevo (PN)-I-1-1,0.157199207,NA,0.143278173,corer limits compaction,NA,NA,NA,NA,-25.28477759,NA,NA,NA,NA,Live Rhizophora root matrix (~0-5)
Costa_et_al_2023,Galapagos-Puerto Nuevo (PN)-I,Galapagos-Puerto Nuevo (PN)-I-2,methods3,0,5,0,5,Galapagos-Puerto Nuevo (PN)-I-2-1,0.162578345,NA,0.2507173848,corer limits compaction,NA,NA,NA,NA,-24.64554698,NA,NA,NA,NA,Peat (~0-5)
Costa_et_al_2023,Galapagos-Sarten (S)-I,Galapagos-Sarten (S)-I-1,methods3,5,7,0,8,Galapagos-Sarten (S)-I-1-1,0.05532077,NA,0.2707606879,corer limits compaction,NA,NA,NA,NA,-23.28620384,NA,NA,NA,NA,Black mud with roots (0-8)
Costa_et_al_2023,Galapagos-Sarten (S)-I,Galapagos-Sarten (S)-I-1,methods3,13,15,8,20,Galapagos-Sarten (S)-I-1-2,0.20652513,NA,0.235821325,corer limits compaction,NA,NA,NA,NA,-21.68141061,NA,NA,NA,NA,Brown-red peat with roots (8-20)
Costa_et_al_2023,Galapagos-Sarten (S)-I,Galapagos-Sarten (S)-I-1,methods3,18,20,8,20,Galapagos-Sarten (S)-I-1-3,0.167931726,NA,0.2537091485,corer limits compaction,NA,NA,NA,NA,-22.48447223,NA,NA,NA,NA,Brown-red peat with roots (8-20)
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-I,Galapagos-Tortuga Negra (TN)-I-1,methods3,26,28,0,36,Galapagos-Tortuga Negra (TN)-I-1-1,0.034623107,NA,0.20006531049999998,corer limits compaction,NA,NA,NA,NA,-25.03010899,NA,NA,NA,NA,"Loose, black, peaty mud with roots (0-36)"
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-I,Galapagos-Tortuga Negra (TN)-I-1,methods3,42,44,36,54,Galapagos-Tortuga Negra (TN)-I-1-2,0.138476327,NA,0.23217312110000002,corer limits compaction,NA,NA,NA,NA,-25.36176142,NA,NA,NA,NA,Brown peat with roots (36-54)
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-I,Galapagos-Tortuga Negra (TN)-I-1,methods3,48,50,36,54,Galapagos-Tortuga Negra (TN)-I-1-3,0.113367599,NA,0.24289864919999998,corer limits compaction,NA,NA,NA,NA,-25.48744095,NA,NA,NA,NA,Brown peat with roots (36-54)
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-I,Galapagos-Tortuga Negra (TN)-I-1,methods3,52,54,36,54,Galapagos-Tortuga Negra (TN)-I-1-4,0.140091571,NA,0.22889258540000001,corer limits compaction,NA,NA,NA,NA,-25.01820693,NA,NA,NA,NA,Brown peat with roots (36-54)
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-IV,Galapagos-Tortuga Negra (TN)-IV-1,methods3,12,14,5,24,Galapagos-Tortuga Negra (TN)-IV-1-1,0.149675711,NA,0.3381734971,corer limits compaction,NA,NA,NA,NA,-24.808211880000002,NA,NA,NA,NA,Brown peat with roots (5-24)
Costa_et_al_2023,Galapagos-Tortuga Negra (TN)-IV,Galapagos-Tortuga Negra (TN)-IV-1,methods3,22,24,5,24,Galapagos-Tortuga Negra (TN)-IV-1-2,0.128591677,NA,0.3244974377,corer limits compaction,NA,NA,NA,NA,-24.91658363,NA,NA,NA,NA,Brown peat with roots (5-24)
Costa_et_al_2023,Galapagos-Itabaca (I)-I,Galapagos-Itabaca (I)-I-1,methods3,4,6,0,9,Galapagos-Itabaca (I)-I-1-1,0.090673687,NA,0.1713489917,corer limits compaction,NA,NA,NA,NA,-20.474568819999998,NA,NA,NA,NA,Root fibers with clay mud (0-9)
Costa_et_al_2023,Galapagos-Itabaca (I)-I,Galapagos-Itabaca (I)-I-1,methods3,19,21,9,32,Galapagos-Itabaca (I)-I-1-2,0.352241276,NA,0.16513175130000002,corer limits compaction,NA,NA,NA,NA,-22.44099984,NA,NA,NA,NA,Brown-red peat (9-32)
