study_id,site_id,core_id,latitude,longitude,core_length_flag
Trettin_et_al_2017,9010,9010_5,-18.891503,36.177483,not specified
Trettin_et_al_2017,9011,9011_1,-18.884576,36.170079,not specified
Trettin_et_al_2017,9011,9011_2,-18.884576,36.170079,not specified
Trettin_et_al_2017,9011,9011_3,-18.884576,36.170079,not specified
Trettin_et_al_2017,9011,9011_4,-18.884576,36.170079,not specified
Trettin_et_al_2017,9011,9011_5,-18.884576,36.170079,not specified
Trettin_et_al_2017,9012,9012_1,-18.895905,36.16247,not specified
Trettin_et_al_2017,9012,9012_2,-18.895905,36.16247,not specified
Trettin_et_al_2017,9012,9012_3,-18.895905,36.16247,not specified
Trettin_et_al_2017,9012,9012_4,-18.895905,36.16247,not specified
Trettin_et_al_2017,9012,9012_5,-18.895905,36.16247,not specified
Trettin_et_al_2017,9013,9013_1,-18.873529,36.21079,not specified
Trettin_et_al_2017,9013,9013_2,-18.873529,36.21079,not specified
Trettin_et_al_2017,9013,9013_3,-18.873529,36.21079,not specified
Trettin_et_al_2017,9013,9013_4,-18.873529,36.21079,not specified
Trettin_et_al_2017,9013,9013_5,-18.873529,36.21079,not specified
Trettin_et_al_2017,9014,9014_1,-18.881318,36.205854,not specified
Trettin_et_al_2017,9014,9014_2,-18.881318,36.205854,not specified
Trettin_et_al_2017,9014,9014_3,-18.881318,36.205854,not specified
Trettin_et_al_2017,9014,9014_4,-18.881318,36.205854,not specified
Trettin_et_al_2017,9014,9014_5,-18.881318,36.205854,not specified
Trettin_et_al_2017,9017,9017_1,-18.869369,36.186352,not specified
Trettin_et_al_2017,9017,9017_2,-18.869369,36.186352,not specified
Trettin_et_al_2017,9017,9017_3,-18.869369,36.186352,not specified
Trettin_et_al_2017,9017,9017_4,-18.869369,36.186352,not specified
Trettin_et_al_2017,9017,9017_5,-18.869369,36.186352,not specified
Trettin_et_al_2017,9018,9018_1,-18.865541,36.182005,not specified
Trettin_et_al_2017,9018,9018_2,-18.865541,36.182005,not specified
Trettin_et_al_2017,9018,9018_3,-18.865541,36.182005,not specified
Trettin_et_al_2017,9018,9018_4,-18.865541,36.182005,not specified
Trettin_et_al_2017,9018,9018_5,-18.865541,36.182005,not specified
Trettin_et_al_2017,9019,9019_1,-18.881049,36.185503,not specified
Trettin_et_al_2017,9019,9019_2,-18.881049,36.185503,not specified
Trettin_et_al_2017,9019,9019_3,-18.881049,36.185503,not specified
Trettin_et_al_2017,9019,9019_4,-18.881049,36.185503,not specified
Trettin_et_al_2017,9019,9019_5,-18.881049,36.185503,not specified
Trettin_et_al_2017,9020,9020_1,-18.864463,36.221288,not specified
Trettin_et_al_2017,9020,9020_2,-18.864463,36.221288,not specified
Trettin_et_al_2017,9020,9020_3,-18.864463,36.221288,not specified
Trettin_et_al_2017,9020,9020_4,-18.864463,36.221288,not specified
Trettin_et_al_2017,9020,9020_5,-18.864463,36.221288,not specified
Trettin_et_al_2017,9021,9021_1,-18.868706,36.141405,not specified
Trettin_et_al_2017,9021,9021_2,-18.868706,36.141405,not specified
Trettin_et_al_2017,9021,9021_3,-18.868706,36.141405,not specified
Trettin_et_al_2017,9021,9021_4,-18.868706,36.141405,not specified
Trettin_et_al_2017,9021,9021_5,-18.868706,36.141405,not specified
Trettin_et_al_2017,9022,9022_1,-18.84346,36.132076,not specified
Trettin_et_al_2017,9022,9022_2,-18.84346,36.132076,not specified
Trettin_et_al_2017,9022,9022_3,-18.84346,36.132076,not specified
Trettin_et_al_2017,9022,9022_4,-18.84346,36.132076,not specified
Trettin_et_al_2017,9022,9022_5,-18.84346,36.132076,not specified
Trettin_et_al_2017,9023,9023_1,-18.88562,36.152977,not specified
Trettin_et_al_2017,9023,9023_2,-18.88562,36.152977,not specified
Trettin_et_al_2017,9023,9023_3,-18.88562,36.152977,not specified
Trettin_et_al_2017,9023,9023_4,-18.88562,36.152977,not specified
Trettin_et_al_2017,9023,9023_5,-18.88562,36.152977,not specified
Trettin_et_al_2017,9024,9024_1,-18.823362,36.211684,not specified
Trettin_et_al_2017,9024,9024_2,-18.823362,36.211684,not specified
Trettin_et_al_2017,9024,9024_3,-18.823362,36.211684,not specified
Trettin_et_al_2017,9024,9024_4,-18.823362,36.211684,not specified
Trettin_et_al_2017,9025,9025_1,-18.851282,36.278995,not specified
Trettin_et_al_2017,9025,9025_2,-18.851282,36.278995,not specified
Trettin_et_al_2017,9025,9025_3,-18.851282,36.278995,not specified
Trettin_et_al_2017,9025,9025_4,-18.851282,36.278995,not specified
Trettin_et_al_2017,9025,9025_5,-18.851282,36.278995,not specified
Trettin_et_al_2017,9027,9027_1,-18.860388,36.166532,not specified
Trettin_et_al_2017,9027,9027_2,-18.860388,36.166532,not specified
Trettin_et_al_2017,9027,9027_3,-18.860388,36.166532,not specified
Trettin_et_al_2017,9027,9027_4,-18.860388,36.166532,not specified
Trettin_et_al_2017,9027,9027_5,-18.860388,36.166532,not specified
